-0.023235-0.019612i,-0.031737-0.034356i,-0.022717-0.019907i,-0.032184-0.021065i,-0.02425+0.0038093i,-0.029129-0.018408i,-0.05556-0.048089i,-0.041624-0.044352i,-0.030407-0.024538i,0.0051631+0.0055414i,-0.0031781+0.0066401i,-0.01055+0.011449i,0.0038937+0.006841i,-0.0036671-0.0027135i,0.0028586+0.0018378i,0.0014109+0.028979i,0.025059+0.03219i,-0.00010423+0.00051951i,-0.0028542-0.0028747i,0.0076291+0.0038188i,0.0017617+0.00057042i,-0.00014495+0.0025544i,-0.00065189+0.00024421i,-0.031825-0.0019672i,-0.0032876-0.0049911i,7.4121e-05+0.0025037i,0.0037483-0.0011947i,0.00097089-0.00030736i,-0.00079836-0.00043614i,-0.00096559-0.0020168i,-0.0022933-0.00060419i,-0.0039848-0.0038228i,-0.0027772-0.0051964i,0.00043277-0.0014302i,0.00061694-0.0033514i,-0.001519+0.025812i,0.0021335-0.0030734i,0.0023417-0.0040083i,0.0045361-0.0021619i,-0.0059039-0.0018092i,0.00074715+0.0013971i,0.010102-0.00026572i,-0.0015236-0.00032337i,-0.003217+0.0013659i,-0.0080277-0.0028655i,-0.018165+0.022089i,-0.0084197-0.087297i,-0.0028024-0.061696i,-0.02089-0.054541i,-0.011568-0.045743i,0.052915-0.027342i,0.02382-0.067205i,0.040472-0.054736i,0.018346-0.039705i,0.025923-0.020146i,0.01231+0.012119i,0.024991-0.028904i,-0.011238-0.00089907i,-0.0013261-0.00023095i,-0.0084065-0.0014706i,-0.0053177-0.029831i,-0.021342+0.026691i,0.0071292-0.0097702i,-0.010738-0.003302i,-0.0026251-0.0018963i,-0.0006203-0.014744i,-0.0083211+0.0056526i,0.0060969+0.010302i,-0.010894+0.029955i,0.0065305+0.0072596i,-0.0036588-0.0017436i,-0.0022867-0.0016039i,-0.012613-0.0060431i,0.00036149-0.0044884i,-0.033312+0.003384i,0.002765-0.0091328i,-0.0075268-0.0020901i,-0.0050874-0.0033405i,0.007141+0.0018938i,-0.010131+0.00062888i,0.0023826-0.00054089i,0.0059812+0.0079395i,0.0057017+0.0011289i,-0.0076604-0.0095518i,0.003157+0.0079184i,-0.019697+0.0074848i,0.0028833+0.0054266i,-0.021298-0.0090929i,-0.027052-0.0053614i,0.0094809-0.061084i,0.018735-0.01561i,-0.050331-0.028459i,-0.021951+0.00084903i,0.019333+0.010363i,-0.026715+0.011456i,-0.012359-0.0083237i
0.0056616+0.0049541i,0.037278+0.016046i,0.020506-0.0043379i,0.013684+0.0018963i,0.0089846-0.0017036i,0.016261-0.0073328i,0.012172+0.015039i,0.018352+0.020881i,0.00090036-0.0021898i,0.001271+0.00065129i,0.0024449-0.0013724i,0.0011294-0.0039351i,0.00011857-0.0012489i,0.0021454-3.2535e-05i,0.0053469-0.0011373i,0.0057174+0.00082314i,0.0056424-0.0055904i,0.00020753-0.001095i,-0.0024253+5.8383e-05i,0.00048907+0.000749i,0.00032467-0.00021528i,-0.0021636-0.00048004i,-0.0016048-8.3325e-05i,0.006427+0.0077766i,-0.00061972+0.00030241i,0.00040534+0.00079849i,0.0010241+0.001064i,-3.3671e-06+0.0013128i,-0.00030877-0.00027939i,-0.0011773+2.2368e-05i,0.00052724-0.0011828i,-0.00053143+0.00047412i,0.00013421+0.00063972i,-3.6411e-06+0.00059247i,-0.00028812-0.0010469i,-0.0088586+0.0070611i,0.00050511+0.00025959i,-0.00050919+2.8671e-05i,-0.0004854+0.0015475i,-0.00031944-0.003025i,-0.00069969+0.00023634i,-0.00061997-0.00017492i,0.00078363+0.0019432i,0.0038582-0.0025196i,0.00019935+0.0037134i,-0.049892+0.010086i,-0.0032149+0.02998i,-0.013351+0.041634i,-0.0080303+0.064974i,-0.017008+0.044617i,-0.0062893+0.019886i,-0.0085558+0.013913i,-0.047249+0.0038957i,-0.025209-0.0076186i,0.014752+0.025175i,0.00063143+0.0055142i,-0.0074716+0.0016616i,-0.013952-0.001823i,0.0035915-0.00036616i,0.0070647+0.014129i,-0.0060015+0.0069679i,-0.0050651-0.0064321i,0.0051943-0.0027008i,-0.0067333-0.0052073i,0.003632-0.0066019i,0.004282-0.0023955i,-0.0021497+0.01027i,0.011676-0.0056362i,0.006128-0.0045936i,0.0056569-0.007753i,0.0029893+0.00069207i,-0.0020333-0.0058855i,-0.0036692-0.0014809i,0.0020633-0.0016348i,-0.010208+0.0312i,-0.0042947-0.005284i,0.0033337+0.00012195i,-0.00034661-0.0071266i,0.0032055-0.0014797i,-0.013417-0.0061634i,0.0011197+0.00090422i,0.0041238-0.001785i,0.0028277-0.0013547i,0.0013007-0.0055522i,-0.0021946+0.0055888i,-0.00014226+0.0061009i,-0.0049842+0.0072856i,-0.0050603+0.0018477i,-0.005761+0.00022654i,-0.023617+0.020253i,-0.0088677+0.013682i,-0.022208-0.011533i,-0.0087785-0.0086564i,0.0089692+0.020837i,-0.00022045+0.019826i,-0.0088126-0.0034858i
0.0059697+0.0029305i,0.039156+0.0083034i,0.019354-0.0081665i,0.014002+0.00038761i,0.0097556-0.0031533i,0.014742-0.010573i,0.013163+0.012189i,0.021343+0.016981i,0.00011722-0.0023873i,0.0014763+0.00019465i,0.0021825-0.001701i,-0.00049565-0.0027056i,-7.4462e-05-0.00069517i,0.0021361+3.5479e-06i,0.0046416-0.0022723i,0.0053857+8.346e-05i,0.0032504-0.0059275i,0.00021292-0.0010182i,-0.0024308+0.00048024i,0.00092851+0.00017249i,8.8613e-05-0.00062749i,-0.0021814+0.00011214i,-0.0015773+0.0001569i,0.010052+0.0046149i,-0.00083678+0.0010713i,0.00094783+0.00051633i,0.001172+0.00035169i,0.00056427+0.0011264i,-0.00076105+0.00019955i,-0.001217+0.00053951i,-0.00013231-0.001216i,-0.00051255+1.2749e-05i,0.00018681+0.00053856i,0.00030211+0.00049032i,-0.00080346-6.7274e-05i,-0.0059153+0.0089313i,0.00023304+7.4177e-05i,-0.00038411+0.00042348i,0.00024542+0.0014217i,-0.0011174-0.0022887i,-0.00049419+0.00015283i,-0.0007019+0.00021044i,0.0011258+0.0017281i,0.0026552-0.0028058i,0.0015996+0.0034838i,-0.044718+0.017916i,-0.0001574+0.030888i,-0.0044941+0.042019i,0.0082023+0.061723i,-0.0059105+0.043755i,-0.0082418+0.016292i,-0.011687+0.011728i,-0.049027+0.0079237i,-0.02117-0.0092749i,0.020341+0.019771i,0.00060165+0.0052311i,-0.0061718+0.0070599i,-0.013447+0.0027496i,0.0022617-0.0017761i,0.010454+0.011847i,-0.0017573+0.011148i,-0.0087476-0.0045518i,0.0021826-0.0045197i,-0.0065365-0.0016913i,-0.0008343-0.0064771i,0.0025589-0.0041599i,0.0023265+0.007868i,0.0071099-0.0084617i,0.0024468-0.0059898i,0.0010304-0.0055764i,0.004069-0.00013041i,-0.0032273-0.0046002i,-0.0022427+0.00089938i,0.0019488-0.0014916i,0.005927+0.031222i,-0.0058522-0.0044148i,0.0036844-0.0019044i,-0.0036968-0.006251i,0.0034835-0.0024476i,-0.013743+0.00039248i,0.0019977+0.0010104i,0.0030418-0.0020046i,0.0027352-0.002427i,-0.00013579-0.0058521i,-0.00046765+0.003031i,0.0020535+0.0048677i,-0.00094841+0.0087253i,-0.0040727+0.0044109i,-0.0064238+0.00077961i,-0.018074+0.018871i,-0.0064955+0.015857i,-0.024914-0.0061275i,-0.011129-0.011673i,0.012072+0.020341i,0.0035698+0.021401i,-0.011222-0.0035459i
0.0055628+0.0014045i,0.038906-0.00015691i,0.017903-0.012741i,0.01518-0.0023586i,0.010749-0.0055186i,0.012347-0.013786i,0.013435+0.0091962i,0.023677+0.012248i,-0.00021378-0.002089i,0.0012312-0.00030057i,0.0016543-0.0024814i,-0.00053151-0.0012043i,-5.3211e-05-0.00067318i,0.0021505-0.0005239i,0.003692-0.0031513i,0.0048648-0.00066327i,0.0012343-0.0058959i,-3.8336e-05-0.0012053i,-0.0022216+0.0012568i,0.00080025-0.00074644i,-0.00065109-0.00095419i,-0.0019016+0.00069526i,-0.0016158+0.0004619i,0.010654-0.00034051i,-0.00014957+0.0014885i,0.00089762-0.00014576i,0.00088587-6.5375e-05i,0.00099635+0.00050932i,-0.0004835+0.0006751i,-0.0010493+0.001017i,-0.00074962-0.00097438i,-0.0011054+0.00051829i,0.00040599+0.00042747i,0.00038088+0.00025754i,-0.00026424+0.00066886i,-0.0029067+0.0098834i,0.00010167+0.00020836i,-9.7437e-05+0.00041316i,0.00065524+0.0010875i,-0.0017362-0.0015223i,-0.00042563-9.6832e-06i,-0.00041132+0.00045293i,0.00149+0.0016609i,0.0020423-0.0028772i,0.0036208+0.0025118i,-0.038709+0.024262i,0.0043598+0.031779i,0.0044212+0.038919i,0.02314+0.053258i,0.0039077+0.04265i,-0.011349+0.0155i,-0.014285+0.01254i,-0.049428+0.01497i,-0.019856-0.012589i,0.02333+0.011762i,0.00087522+0.0050082i,-0.0036147+0.0089763i,-0.012711+0.0060597i,-9.5133e-06-0.003877i,0.013019+0.0084107i,0.0035815+0.011775i,-0.011161-0.0017531i,0.00011797-0.0032215i,-0.005659+0.00084345i,-0.0028799-0.0041721i,0.00054991-0.0038371i,0.0047843+0.0070541i,0.0040034-0.0087125i,-0.0012882-0.0047727i,0.00072449-0.0028887i,0.004332-0.0023942i,-0.0051309-0.0032348i,-0.0007755+0.00083441i,0.0012034-0.0021524i,0.019081+0.023567i,-0.0076946-0.0021603i,0.0030692-0.0032395i,-0.0038893-0.004215i,0.0038011-0.0041373i,-0.010604+0.0058315i,0.0034026+0.0004532i,0.0020874-0.0023522i,0.0016583-0.0025468i,-0.0020964-0.0049426i,-0.0012226+0.0027116i,0.0030968+0.0030621i,0.0028721+0.0084741i,-0.0023015+0.0053197i,-0.0073036+0.0025516i,-0.015523+0.017112i,-0.00067411+0.016846i,-0.025569-0.0017511i,-0.014605-0.013124i,0.017565+0.016979i,0.0089176+0.022371i,-0.013743-0.0017971i
0.0048948+0.00052584i,0.035867-0.0072624i,0.014399-0.017062i,0.015037-0.0064249i,0.010418-0.0088478i,0.0089584-0.015973i,0.013124+0.0071539i,0.024294+0.0073507i,-3.0651e-05-0.0023656i,0.00069615-0.00031969i,0.00063719-0.0026175i,-0.00010984-0.00062101i,-0.00049866-0.00045961i,0.0017627-0.0007968i,0.0024228-0.003687i,0.0042863-0.0010234i,-0.00029474-0.0049325i,-0.00032664-0.0011386i,-0.0012467+0.0018406i,7.1594e-05-0.0011548i,-0.0012009-0.00039393i,-0.0016307+0.0012387i,-0.0015144+0.00097658i,0.0086099-0.0042971i,0.00039382+0.0013967i,0.00054582-0.00028839i,0.00075891-0.0001616i,0.00071112-2.0128e-05i,-9.7248e-05+0.0006614i,-0.000626+0.0015318i,-0.0011571-0.00038281i,-0.0006422+0.0011931i,0.00047519+0.00015201i,0.00032075+0.00011902i,0.00028657+0.00076247i,0.00021493+0.0098237i,0.00018726+0.00020901i,-7.0076e-05+0.00027727i,0.00068766+0.00085847i,-0.0020195-0.0006031i,-0.00049959-3.1915e-05i,-0.00019994+0.00047141i,0.0019096+0.0014708i,0.0016604-0.002846i,0.0052722+0.00010692i,-0.031184+0.029138i,0.0098367+0.031643i,0.0097171+0.034653i,0.034842+0.03984i,0.013563+0.03731i,-0.014888+0.01782i,-0.01717+0.015496i,-0.047821+0.022974i,-0.021857-0.015819i,0.024082+0.0033713i,0.0013333+0.0054182i,-0.00086673+0.011355i,-0.010911+0.0098876i,-0.0044927-0.0029143i,0.014805+0.0033456i,0.0087337+0.0098255i,-0.01235+0.0021722i,-0.00053134-0.0021991i,-0.0040112+0.0024436i,-0.0035941-0.0012992i,-0.00038481-0.0033154i,0.00675+0.0039541i,0.0012349-0.0085711i,-0.0032999-0.0017046i,0.0014897-0.002139i,0.0030135-0.0043506i,-0.0055477-0.00022982i,0.00034326+0.0010686i,0.00058008-0.00223i,0.026379+0.011385i,-0.007839+0.0014247i,0.0021292-0.0045445i,-0.0041764-0.0025689i,0.0021799-0.0065104i,-0.005718+0.0081738i,0.0044422-0.0015226i,0.0013112-0.0018015i,0.0011461-0.0023851i,-0.0027121-0.0030823i,-0.0014647+0.0034808i,0.0031247+0.0012845i,0.0063119+0.0065507i,-0.00074687+0.0048562i,-0.0075364+0.0051161i,-0.013845+0.017789i,0.0079644+0.012715i,-0.024445+0.0033402i,-0.020159-0.013018i,0.019367+0.011522i,0.015404+0.020533i,-0.013356+0.0004085i
0.0047931+5.9376e-05i,0.032629-0.012181i,0.010125-0.019798i,0.013668-0.010396i,0.0088396-0.011945i,0.0057346-0.017187i,0.013089+0.0060141i,0.024063+0.0032158i,0.00014033-0.0029483i,0.00029845-0.00012974i,-0.00035601-0.0023352i,0.00030511-0.00052204i,-0.00069442+0.00019792i,0.0014025-0.000985i,0.0012776-0.0035852i,0.0041355-0.0010552i,-0.00097459-0.0038635i,-0.0008187-0.00098529i,-0.00044273+0.0018093i,-0.00058801-0.00099548i,-0.0013527+7.2148e-05i,-0.00088103+0.0016944i,-0.0011094+0.001468i,0.0055082-0.0066022i,0.00076839+0.0010893i,0.00036902-0.0003086i,0.00053368-0.00035665i,0.00041633-8.7905e-05i,4.8074e-05+0.00062286i,8.7987e-05+0.0016925i,-0.0011374+0.00022344i,-8.7369e-05+0.0013403i,0.0004368-5.807e-05i,0.00039191+0.00026122i,0.00076633+0.00069658i,0.0028807+0.0089953i,0.00015729+0.0002906i,-0.00018876+0.00033472i,0.00092781+0.00075414i,-0.0017832+0.00022427i,-0.00061868-0.00020645i,-9.6023e-05+0.00044375i,0.0022447+0.00088832i,0.00076463-0.0032466i,0.00523-0.0029479i,-0.022708+0.031682i,0.016376+0.029833i,0.014918+0.031913i,0.039271+0.024359i,0.019079+0.030311i,-0.015734+0.023782i,-0.017537+0.022123i,-0.044316+0.032115i,-0.026633-0.016663i,0.020256-0.0039435i,0.00256+0.005645i,0.0042959+0.011441i,-0.0077771+0.012692i,-0.0060176+0.00086757i,0.01381-0.003107i,0.012454+0.0058263i,-0.012067+0.0061378i,-0.00055233-0.00066461i,-0.0024113+0.0032762i,-0.0019129+0.00062062i,-0.0020026-0.0021679i,0.0071036+0.0010255i,-0.0012855-0.0076144i,-0.0029547+0.0013388i,0.0025444-0.0025131i,0.0010866-0.0054099i,-0.0038392+0.0015541i,0.0017586+0.00030782i,0.00019085-0.0018322i,0.026956-0.001206i,-0.0055982+0.0041672i,0.00044158-0.005341i,-0.0034577-0.0016574i,-0.00030765-0.0071461i,-0.0018497+0.0079142i,0.0035609-0.0034317i,0.0013233-0.0010131i,0.0011759-0.0021573i,-0.0017148-0.0021723i,7.8805e-05+0.0045605i,0.0020246+1.0023e-05i,0.0077501+0.0028545i,-0.0004123+0.0035352i,-0.005795+0.0080563i,-0.010612+0.018788i,0.011565+0.0019808i,-0.020353+0.0054081i,-0.026403-0.010406i,0.020041+0.0064586i,0.020256+0.014265i,-0.013854+0.00062258i
0.0049683-0.00080716i,0.029855-0.016715i,0.0061243-0.021448i,0.011368-0.014198i,0.0066813-0.014384i,0.002338-0.017993i,0.014122+0.0048994i,0.023625-0.00063948i,-2.9781e-05-0.0040282i,-0.00011162+0.00023462i,-0.0007839-0.0016433i,0.00051677-0.00056609i,-0.0002494+0.00089606i,0.0010263-0.00097477i,0.00047608-0.0032891i,0.0044317-0.0013661i,-0.0012086-0.0034251i,-0.00095103-0.00057871i,0.0001207+0.0016143i,-0.00097077-0.00063565i,-0.00095919+0.00054917i,4.7955e-05+0.001485i,-0.00050261+0.0016944i,0.002141-0.0073458i,0.0012147+0.00071798i,0.00023401-0.00037089i,0.00036118-0.00044776i,0.00032943-0.00011417i,0.00023729+0.00058231i,0.00073634+0.0013745i,-0.00083344+0.00061461i,0.00052981+0.0012133i,0.00030484-0.00012973i,0.00058229-2.4089e-05i,0.0010696+1.3766e-08i,0.0047057+0.0074614i,0.00030486+0.00033491i,-7.4749e-05+0.00050379i,0.00098861+0.00046172i,-0.00121+0.00066933i,-0.00095664-0.00010293i,4.9062e-05+0.00034929i,0.002327+0.00037842i,-0.00015443-0.002992i,0.0042948-0.0056346i,-0.014907+0.031409i,0.022168+0.025439i,0.020568+0.028032i,0.039073+0.010421i,0.022183+0.023693i,-0.012361+0.030448i,-0.013385+0.029797i,-0.036843+0.042005i,-0.031729-0.014007i,0.015461-0.0074218i,0.0039946+0.0048207i,0.007942+0.0086658i,-0.0037727+0.014772i,-0.0051664+0.0035857i,0.0094305-0.0090786i,0.013545+6.2339e-05i,-0.010311+0.0091884i,0.00058167-1.9895e-05i,-0.00074699+0.0032387i,-0.00036843+0.00056092i,-0.0020413+0.00011382i,0.0057104-0.00093779i,-0.0028581-0.0055776i,-0.00095837+0.0030151i,0.0026403-0.0042857i,-0.0011526-0.0052102i,-0.0026247+0.0017531i,0.0020433-0.0011694i,0.00072516-0.0015886i,0.022169-0.011709i,-0.0027527+0.0053404i,-0.0013372-0.0048194i,-0.003298-0.0010456i,-0.0029204-0.0066321i,0.00087593+0.0066472i,0.0028857-0.0045235i,0.0021926-0.0012005i,0.0011649-0.0030912i,-0.0010754-0.0026443i,0.0013663+0.0046479i,0.00094449+0.00025796i,0.0069522+7.5849e-05i,-0.00096067+0.0027211i,-0.0024589+0.0096425i,-0.0072382+0.018892i,0.0077971-0.0074341i,-0.0179+0.0029371i,-0.03219-0.0039324i,0.018212-0.00011504i,0.021132+0.0076369i,-0.014966+0.0022962i
0.0049401-0.0016585i,0.026071-0.021301i,0.0015287-0.023213i,0.0074882-0.017932i,0.0038604-0.016765i,-0.0013199-0.017888i,0.0157+0.0029829i,0.022634-0.0046381i,-0.00071225-0.0048184i,-0.00020318+0.0011123i,-0.0011463-0.0012562i,0.00060083-0.001211i,0.00032575+0.0010433i,0.00071457-0.00088958i,-9.5325e-05-0.002881i,0.0046685-0.0021291i,-0.001734-0.0032016i,-0.0012199-0.00031436i,0.00084544+0.0011657i,-0.0013977-0.00016145i,-0.00091073+0.00057529i,0.00052195+0.00083206i,1.4248e-05+0.0016756i,-0.001202-0.0067755i,0.0012284-0.00029018i,-4.3544e-06-0.00026183i,-0.00013552-0.00052746i,0.00018713-0.00010225i,0.0005181+0.00038176i,0.0010438+0.00084934i,-0.00035216+0.00077408i,0.00079368+0.00097142i,8.8017e-05-5.9699e-05i,0.00047148-0.00021035i,0.0006204-0.00073101i,0.0058965+0.0058822i,0.00037445+0.0002871i,2.1662e-06+0.00052372i,0.0010852+0.00024647i,-0.0005494+0.00071717i,-0.0011875+0.0003754i,6.0809e-05+0.0003159i,0.0023694-0.00020799i,-0.00095287-0.0024182i,0.002411-0.0079173i,-0.0084848+0.029743i,0.026148+0.019758i,0.025845+0.022856i,0.03473-0.00096031i,0.023496+0.018482i,-0.0059509+0.034637i,-0.0041348+0.034364i,-0.024648+0.048586i,-0.03592-0.0083277i,0.010804-0.0088488i,0.0048629+0.0034229i,0.0093704+0.0047602i,0.00069308+0.014951i,-0.0043399+0.0051977i,0.00172-0.010904i,0.011214-0.0048964i,-0.0078506+0.011553i,0.0016214-0.00097704i,0.00055433+0.0024356i,3.8411e-05-0.00014031i,-0.0003329+0.0014254i,0.0045726-0.001138i,-0.0031681-0.0042868i,0.0012921+0.0031662i,0.0010933-0.0062103i,-0.0026891-0.0040179i,-0.0016354+0.0020813i,0.001404-0.0025232i,0.0006912-0.0025033i,0.014073-0.017723i,-2.4953e-05+0.0050199i,-0.0021817-0.0039938i,-0.0028816-0.00090144i,-0.0047267-0.0053959i,0.0024037+0.0050073i,0.0016174-0.0061041i,0.0025128-0.0022179i,-6.6857e-05-0.0036779i,-0.0018929-0.0033214i,0.0035263+0.0044922i,0.00073834+0.0013698i,0.006034-0.0015136i,-0.0016949+0.0027052i,0.00063496+0.0090582i,-0.0035081+0.019085i,0.00089776-0.013657i,-0.020344+0.00025337i,-0.033838+0.0050809i,0.012323-0.0041653i,0.020911+0.0019554i,-0.014478+0.0044522i
0.0050536-0.0027534i,0.021974-0.02444i,-0.0040415-0.023282i,0.0019056-0.019796i,3.399e-05-0.018116i,-0.0043346-0.016744i,0.017243+0.00014336i,0.020822-0.0081538i,-0.0013018-0.0057334i,0.00052263+0.002005i,-0.0014181-0.00037827i,-0.00032499-0.001639i,0.000914+0.0010676i,0.00067866-0.00057197i,-0.00039163-0.0025123i,0.0045787-0.0028835i,-0.0027496-0.0024245i,-0.0012644+0.00024911i,0.0010039+0.0003987i,-0.0014281+0.00073886i,-0.00073839+0.00090466i,0.00039869+0.00011259i,0.00046421+0.0015625i,-0.0037469-0.0047143i,0.00033937-0.000655i,-6.0586e-05-9.1441e-05i,-0.00040649-0.00027616i,8.5604e-05-8.9463e-07i,0.0005096+6.0067e-06i,0.0011387+0.00041156i,2.9991e-05+0.00071814i,0.00094315+0.00060883i,0.00012255+0.00010194i,0.00034832-0.0002412i,-0.00018872-0.00048874i,0.0066514+0.0040792i,0.0004994+0.00019682i,7.4896e-05+0.00065599i,0.0011245-3.056e-05i,7.5275e-05+0.00047982i,-0.0010143+0.00098039i,0.00016654+0.00029137i,0.0020248-0.00096844i,-0.0014722-0.0016098i,-8.3819e-05-0.0092858i,-0.0033747+0.026807i,0.028293+0.014258i,0.030183+0.01624i,0.028789-0.0084476i,0.023881+0.01417i,0.0015427+0.036494i,0.0052986+0.033921i,-0.011024+0.050587i,-0.036856-0.0010382i,0.0077305-0.0089708i,0.0054466+0.0021094i,0.0090739+0.0014908i,0.0053129+0.013337i,-0.0028135+0.0071621i,-0.0047133-0.00792i,0.0076137-0.0072231i,-0.0046864+0.013446i,0.0014016-0.002801i,0.00065973+0.0014782i,-0.00023542-0.00030429i,0.0015941+0.0012043i,0.0041299-0.0015143i,-0.003914-0.0032848i,0.0029532+0.0019889i,-0.0022083-0.0068637i,-0.0031899-0.0025516i,-0.00013608+0.0017058i,0.00070507-0.0033116i,0.00021388-0.0033095i,0.0055995-0.01925i,0.0016405+0.0038433i,-0.0028549-0.0034967i,-0.0035727-0.0008641i,-0.0062147-0.0035418i,0.0026953+0.003713i,-0.00084357-0.0074439i,0.0024305-0.0032915i,-0.00099348-0.0031539i,-0.0026852-0.0030159i,0.005004+0.0031774i,0.0013076+0.0019541i,0.0044239-0.0028112i,-0.0020081+0.003345i,0.0029016+0.0075416i,0.0013415+0.018594i,-0.0089771-0.016706i,-0.024331+0.00081326i,-0.031246+0.013727i,0.007073-0.003402i,0.018303-0.0037659i,-0.01303+0.0047206i
0.0049231-0.0044429i,0.01794-0.027412i,-0.0086724-0.021519i,-0.0032499-0.019295i,-0.0037468-0.01842i,-0.0065326-0.015518i,0.018324-0.0038589i,0.018814-0.011176i,-0.0023562-0.006605i,0.0018671+0.0021036i,-0.00096225+0.00038862i,-0.0010893-0.00097553i,0.0014786+0.00053595i,0.0007687-0.00055975i,-0.00060995-0.0022362i,0.0044351-0.0035976i,-0.0031108-0.0011703i,-0.00085908+0.00047574i,0.00069313-0.00013328i,-0.00088766+0.0013065i,-0.00045352+0.00093312i,0.00010649-0.00019519i,0.0008639+0.0012907i,-0.0050053-0.0018202i,-0.00018296-0.00028562i,-2.1687e-05+6.4001e-06i,-0.00053389-9.577e-05i,0.00012079+6.7101e-05i,0.00023092-1.1285e-05i,0.0010625-0.00011593i,0.00036917+0.00052413i,0.00078622+0.00040327i,0.00030343+6.392e-05i,0.00037726-0.00021836i,-0.00036056+0.00010913i,0.0066929+0.0023375i,0.00044438+0.0001258i,0.00041377+0.00073757i,0.0011066-0.00052646i,0.00048425+2.4443e-06i,-0.00049233+0.0012455i,0.00016098+4.3634e-05i,0.0013206-0.0015616i,-0.0017701-0.00087336i,-0.0028524-0.0097654i,-0.00056423+0.023231i,0.029538+0.0091832i,0.032184+0.0081758i,0.022649-0.013616i,0.023919+0.01208i,0.0093645+0.036196i,0.013309+0.031601i,0.001564+0.048009i,-0.035122+0.0059337i,0.005154-0.0093112i,0.006031+4.7886e-05i,0.0085681-0.0009853i,0.0089118+0.009907i,0.00011695+0.007548i,-0.0075861-0.0031158i,0.003865-0.0079952i,-0.00061509+0.013653i,-0.00037567-0.0037775i,-7.6613e-05+0.0015876i,-0.00032783-9.1981e-05i,0.0026291+5.6245e-05i,0.0036359-0.0013826i,-0.0041834-0.0017308i,0.0034953+0.00056481i,-0.0047983-0.0048346i,-0.0028954-0.001408i,0.00023464+0.00040952i,-0.00023942-0.0040025i,-0.0010369-0.0035506i,-0.001426-0.017664i,0.0030002+0.0023037i,-0.0039033-0.0027043i,-0.0039459+0.00053389i,-0.0064675-0.0010425i,0.0031957+0.0028876i,-0.0043062-0.007094i,0.0019842-0.0047296i,-0.0014388-0.0029203i,-0.0032759-0.0030526i,0.0061502+0.0018649i,0.0020716+0.0021975i,0.0027594-0.0023754i,-0.0019857+0.0041383i,0.0042966+0.0055201i,0.0061623+0.015876i,-0.01951-0.013946i,-0.028098+0.0037003i,-0.026044+0.018823i,0.0050375-0.0018716i,0.013315-0.0070705i,-0.014421+0.0048482i
0.003838-0.0060037i,0.013555-0.03018i,-0.012213-0.019242i,-0.0073754-0.017602i,-0.0075663-0.017936i,-0.0087509-0.014367i,0.018083-0.0091511i,0.016521-0.014053i,-0.0040337-0.007282i,0.0030201+0.0014662i,-0.00022069+0.00065163i,-0.0012701-1.857e-06i,0.0014916-0.00017412i,0.00083343-0.0006142i,-0.00094887-0.0020709i,0.0040373-0.0045969i,-0.0029661+4.1629e-05i,-0.00058927+0.00039445i,0.00049062-0.00034881i,-0.0002725+0.0014566i,-0.00022863+0.0010296i,-0.0001942-0.00026549i,0.0010676+0.00092213i,-0.0045433+0.0010098i,-0.00017462+0.00016893i,2.9567e-05+6.1807e-05i,-0.00046297+0.00014487i,0.00011494+4.1757e-05i,0.00019104+1.785e-05i,0.00066393-0.00044698i,0.0005415+0.00015016i,0.00089351+0.00051621i,0.00032639-3.0643e-05i,0.00035061-0.00053615i,-9.825e-06+0.00046743i,0.0065341+0.00097604i,0.00048809+1.2168e-05i,0.00076698+0.0006052i,0.00059185-0.00088124i,0.00076053-0.00047974i,9.2334e-05+0.0014008i,5.0684e-05-2.218e-05i,0.00037048-0.0015351i,-0.0016269+0.00031528i,-0.0054216-0.0092216i,0.00018962+0.021126i,0.03018+0.0042155i,0.031284+0.0016555i,0.01579-0.01727i,0.026574+0.010706i,0.016859+0.033408i,0.02147+0.027165i,0.012288+0.041636i,-0.030491+0.011632i,0.0027172-0.0092288i,0.0052238-0.0030345i,0.0078596-0.0036913i,0.010031+0.0054371i,0.0018748+0.0064904i,-0.0080466+0.0021791i,0.00037405-0.0072446i,0.0026032+0.011402i,-0.0024505-0.0030976i,-3.3021e-05+0.002539i,-0.00032915+0.00012508i,0.0032184-0.0015881i,0.0041712-0.00034398i,-0.0033203-0.00053481i,0.0037581+8.3499e-05i,-0.0055396-0.00287i,-0.00233-0.00072593i,-0.00025368+5.6729e-05i,-0.0024322-0.0043811i,-0.0021645-0.0029412i,-0.0071008-0.014883i,0.0034117+7.0255e-05i,-0.0045822-0.0013033i,-0.0030341+0.0016816i,-0.0059579+0.0007418i,0.0040387+0.0023824i,-0.0068058-0.0047503i,0.00030695-0.0063231i,-0.0023446-0.0023793i,-0.0050306-0.0024964i,0.0069259-0.00059317i,0.0031688+0.0024769i,0.002636-0.0018941i,-0.00074415+0.0055149i,0.0042576+0.0030995i,0.0097811+0.011574i,-0.025078-0.0054849i,-0.031129+0.0092378i,-0.020165+0.022572i,0.0036833-0.00026021i,0.0090757-0.0071212i,-0.015001+0.0070854i
