-0.0235-0.018653i,-0.03247-0.033063i,-0.022329-0.019672i,-0.032567-0.020265i,-0.024+0.0041253i,-0.028923-0.017607i,-0.057693-0.043971i,-0.040743-0.041834i,-0.030682-0.023183i,0.0055199+0.005614i,-0.0034025+0.0066416i,-0.010736+0.010976i,0.0039037+0.0068516i,-0.0037079-0.0027487i,0.002891+0.0015821i,0.0040965+0.027752i,0.026591+0.032209i,-8.4395e-05+0.00016308i,-0.002976-0.0027317i,0.0076232+0.0038199i,0.0021625+0.00054709i,-0.0001575+0.0025532i,-0.00051013+0.00032106i,-0.032159-7.6201e-05i,-0.0032267-0.0048566i,0.00011111+0.0025899i,0.0034089-0.0011609i,0.00087588-0.00022853i,-0.00051767-0.00063891i,-0.0010139-0.0018986i,-0.0021063-0.00064187i,-0.0042402-0.0035376i,-0.0028802-0.0055094i,0.00034383-0.0011592i,0.00064548-0.0029997i,-0.0013335+0.025568i,0.0024179-0.0029102i,0.0022386-0.0039083i,0.004333-0.0022569i,-0.0064046-0.0015068i,0.00081857+0.0013222i,0.010388-0.00048989i,-0.0018438+0.00038009i,-0.003064+0.0016341i,-0.0092138-0.0022115i,-0.019894+0.022343i,-0.0073296-0.08625i,-0.0022205-0.061009i,-0.021345-0.053676i,-0.010824-0.046004i,0.054358-0.026163i,0.024314-0.067741i,0.041404-0.053919i,0.01848-0.038527i,0.02592-0.019568i,0.012312+0.012054i,0.025633-0.029348i,-0.011546-0.0011395i,-0.00085154-0.001086i,-0.0074336-0.0018072i,-0.0049888-0.029184i,-0.020293+0.026576i,0.0076983-0.0090906i,-0.010479-0.0033751i,-0.0024373-0.0019092i,-0.00078024-0.014447i,-0.0084326+0.0049189i,0.0053719+0.010745i,-0.0099513+0.030951i,0.0065851+0.0076801i,-0.0036519-0.0018682i,-0.0024394-0.0015865i,-0.01263-0.0056397i,0.00060585-0.0040071i,-0.032662+0.002875i,0.003275-0.0083713i,-0.0070933-0.0020919i,-0.0054255-0.0031104i,0.0067651+0.0016253i,-0.010176+0.00057385i,0.0025125-0.00047106i,0.0060656+0.0078803i,0.0057551+0.0010252i,-0.007984-0.0097947i,0.0025609+0.0082774i,-0.01951+0.0076345i,0.0034499+0.0055442i,-0.021186-0.0093336i,-0.027302-0.004907i,0.010188-0.061193i,0.018401-0.014792i,-0.050956-0.028877i,-0.023159+0.0030518i,0.018882+0.0099944i,-0.027204+0.011903i,-0.012643-0.0079527i
0.0052568+0.0047936i,0.036451+0.013928i,0.019508-0.0044343i,0.013011+0.0020276i,0.0085624-0.0018777i,0.015816-0.0075827i,0.012551+0.014148i,0.018889+0.020254i,0.0012001-0.0025543i,0.0011647+0.00077038i,0.0023841-0.0012572i,0.0010538-0.0038344i,0.00010616-0.0012574i,0.0020488-7.1119e-05i,0.005172-0.0012172i,0.0060662+0.00028171i,0.0056329-0.0049897i,0.00017934-0.0010726i,-0.0023049-5.5627e-05i,0.00053141+0.00075149i,0.00019334-0.00021154i,-0.0021103-0.00039227i,-0.0015294-6.5574e-05i,0.0062031+0.0075505i,-0.00066348+0.00037346i,0.00040044+0.00082412i,0.00093898+0.0010129i,2.7833e-05+0.0013076i,-0.00036929-0.0002493i,-0.001187-1.1807e-05i,0.00052237-0.001105i,-0.00042601+0.00031917i,0.00016329+0.00078724i,-1.6712e-05+0.00060439i,-0.00032763-0.00090337i,-0.0087847+0.0068284i,0.00038499+0.00031314i,-0.00047914+4.8229e-05i,-0.00037285+0.0015019i,-0.00026012-0.0026941i,-0.00051986+0.0002137i,-0.00047783-0.00033805i,0.00091045+0.0014334i,0.0030822-0.0023735i,0.00045609+0.0030344i,-0.050364+0.0079288i,-0.0036632+0.029137i,-0.013963+0.041148i,-0.0085517+0.064687i,-0.017289+0.044141i,-0.0056705+0.019472i,-0.0081922+0.013741i,-0.045229+0.0039793i,-0.024546-0.0080405i,0.015532+0.025573i,0.00065304+0.0055245i,-0.0077356+0.0013277i,-0.014004-0.0019919i,0.0038873-0.00034327i,0.007695+0.013286i,-0.0058386+0.0063138i,-0.0049862-0.0063458i,0.0055957-0.0029558i,-0.0065599-0.00522i,0.0038072-0.0065486i,0.0040556-0.0022237i,-0.0024993+0.010202i,0.011315-0.0054751i,0.0062952-0.0048199i,0.0053356-0.0083652i,0.0028596+0.00067904i,-0.0021198-0.0061282i,-0.0036439-0.001452i,0.0023616-0.0020045i,-0.010452+0.031431i,-0.0040023-0.0056347i,0.0032286+0.00022751i,-0.00031636-0.0072607i,0.0031092-0.0016865i,-0.013292-0.0060207i,0.0008617+0.00064457i,0.0038754-0.0016354i,0.0027968-0.00079319i,0.0013272-0.0057454i,-0.002435+0.005496i,-0.00037036+0.0057052i,-0.0053047+0.0071869i,-0.0049759+0.002527i,-0.0055172+0.00019663i,-0.024032+0.019245i,-0.0084671+0.014066i,-0.021975-0.011249i,-0.0083285-0.0097452i,0.0083724+0.020563i,-0.00046365+0.020118i,-0.0089979-0.0035796i
0.005729+0.0030038i,0.037634+0.0065013i,0.018376-0.0080433i,0.013582+0.00070489i,0.0093452-0.0033268i,0.014256-0.010727i,0.013268+0.011108i,0.021767+0.016174i,0.00042574-0.0029502i,0.0014532+0.00021916i,0.0022608-0.0016234i,-0.0005089-0.0025641i,-7.1273e-05-0.00071508i,0.0020431-6.8814e-05i,0.004461-0.0023412i,0.0054835-0.00050384i,0.0033346-0.0055144i,0.00017102-0.00094136i,-0.0024216+0.00030842i,0.00097916+0.0001218i,6.2143e-05-0.00057783i,-0.0021947+0.00011044i,-0.0014986+0.00013978i,0.0096745+0.0042816i,-0.00091166+0.0011853i,0.00094439+0.00052922i,0.0010253+0.00041613i,0.00052012+0.001088i,-0.00077553+0.00027754i,-0.0012192+0.00051614i,-0.00013586-0.0011657i,-0.00061427-5.8781e-05i,0.00028789+0.00059886i,0.00027266+0.00053034i,-0.00068392+5.3989e-05i,-0.0059631+0.0087438i,0.00026968+0.00017697i,-0.00032619+0.00041112i,0.0002083+0.0012533i,-0.00098255-0.0021499i,-0.00032197+7.3862e-05i,-0.00069262+7.3657e-05i,0.00099591+0.001214i,0.0020554-0.002476i,0.0016645+0.0028419i,-0.045531+0.01616i,-0.00074067+0.030162i,-0.0052671+0.041492i,0.0076671+0.061522i,-0.0061956+0.043385i,-0.0078666+0.01557i,-0.011375+0.011068i,-0.046921+0.0071201i,-0.020879-0.0098369i,0.021095+0.01955i,0.0005959+0.0051596i,-0.0067961+0.0068361i,-0.013438+0.002762i,0.002388-0.0019706i,0.010206+0.011158i,-0.0020969+0.010722i,-0.0087693-0.004753i,0.0023836-0.0044665i,-0.0065594-0.0017597i,-0.00071571-0.0064737i,0.002576-0.003872i,0.002202+0.0081798i,0.0071298-0.0082188i,0.0024626-0.0062545i,0.00070914-0.0057787i,0.0039165-0.00021287i,-0.0034189-0.0047368i,-0.0020934+0.00078651i,0.0019911-0.0021441i,0.0058702+0.031516i,-0.0057329-0.0048176i,0.0035949-0.0017448i,-0.0037335-0.0064277i,0.0031877-0.0024673i,-0.013572+0.00042076i,0.0017726+0.00091332i,0.003027-0.0017927i,0.0030671-0.0019463i,-0.00012136-0.0060157i,-0.00050995+0.0031858i,0.0017506+0.0047422i,-0.0011646+0.0087771i,-0.003653+0.0045826i,-0.0062539+0.00099869i,-0.018657+0.01798i,-0.006655+0.016345i,-0.025132-0.0062273i,-0.011671-0.012804i,0.011444+0.020201i,0.0033896+0.021643i,-0.011602-0.0030134i
0.005446+0.0015545i,0.037124-0.0014346i,0.017044-0.012355i,0.014958-0.0021134i,0.010234-0.0055371i,0.011848-0.013835i,0.013165+0.0081685i,0.023946+0.011457i,-0.00014136-0.0028684i,0.0011546-0.00030965i,0.0017067-0.0025249i,-0.00051471-0.0011491i,-6.7144e-05-0.00072961i,0.0021168-0.00047714i,0.0034832-0.0031585i,0.0047189-0.001276i,0.0015411-0.0054032i,-0.00010524-0.0011271i,-0.0023002+0.001228i,0.00076197-0.00078408i,-0.0006306-0.0009222i,-0.0019713+0.00071809i,-0.0015676+0.00040616i,0.010131-0.00063672i,-0.00013043+0.0015872i,0.00090822-8.6599e-05i,0.00079442+6.5898e-05i,0.00094977+0.00058076i,-0.00041899+0.00069075i,-0.0010642+0.00098867i,-0.00072343-0.00091697i,-0.0012633+0.0004841i,0.00054479+0.00039982i,0.00040461+0.0003066i,-0.00030139+0.00067262i,-0.0030415+0.0097282i,0.00021775+0.00021474i,-8.8759e-05+0.00035609i,0.00047413+0.00099257i,-0.001632-0.0013952i,-0.00031083-7.2776e-05i,-0.00042044+0.00039735i,0.00116+0.0012185i,0.0015622-0.0024292i,0.0035088+0.0018168i,-0.039563+0.022962i,0.003784+0.031107i,0.003615+0.038601i,0.022616+0.053115i,0.0035474+0.042323i,-0.011192+0.014681i,-0.014209+0.011732i,-0.048105+0.01346i,-0.019947-0.013129i,0.023792+0.01155i,0.00079255+0.0049595i,-0.004243+0.0090232i,-0.01262+0.0059881i,-0.00014777-0.0038729i,0.012611+0.0080536i,0.0031836+0.011596i,-0.011461-0.0019438i,0.00036289-0.0031771i,-0.0058355+0.00090814i,-0.002955-0.0041552i,0.00058967-0.0037478i,0.0048376+0.0072569i,0.0041667-0.0086363i,-0.0012536-0.0050277i,0.00044752-0.0028596i,0.0042347-0.0023036i,-0.0052117-0.0031373i,-0.00073165+0.00067003i,0.00084178-0.0023754i,0.019057+0.023938i,-0.0077357-0.0026325i,0.0030125-0.003164i,-0.0040849-0.0042534i,0.0035965-0.0039282i,-0.010692+0.0059809i,0.0031898+0.0005241i,0.0021552-0.0022869i,0.0020321-0.0025432i,-0.0021559-0.0051275i,-0.0012267+0.0027374i,0.0030573+0.0030812i,0.0026968+0.0084543i,-0.0021806+0.005132i,-0.0067609+0.0027393i,-0.016304+0.01649i,-0.00030336+0.017511i,-0.026051-0.0016247i,-0.016168-0.013727i,0.016864+0.017321i,0.0087001+0.022496i,-0.013745-0.00089032i
0.0049298+0.00071426i,0.033936-0.0079674i,0.013706-0.01656i,0.01485-0.0063228i,0.0099818-0.0087293i,0.0085162-0.015919i,0.012698+0.0063134i,0.024507+0.0065262i,-0.00038231-0.0031299i,0.00057162-0.00026337i,0.00060662-0.0027301i,-8.9661e-05-0.00055914i,-0.00054821-0.00043519i,0.0018041-0.00070552i,0.0022796-0.0035863i,0.003982-0.0015098i,0.0001334-0.0047267i,-0.00037913-0.0010282i,-0.0012909+0.0019733i,3.9389e-05-0.0011266i,-0.0011791-0.00036174i,-0.0015612+0.00135i,-0.0014866+0.00088451i,0.0079786-0.0043359i,0.00042193+0.0014028i,0.00055696-0.00027634i,0.00066621-3.0447e-05i,0.00078477+4.599e-05i,-3.6976e-05+0.00060255i,-0.00068491+0.0014883i,-0.0011087-0.00036093i,-0.00083175+0.0012406i,0.00056579+3.7244e-05i,0.00035216+9.0823e-05i,0.00018639+0.00075358i,8.6164e-05+0.0098686i,0.00029179+0.00017564i,-9.7336e-05+0.00022314i,0.00057139+0.00089341i,-0.001736-0.00053813i,-0.00041767-0.00011281i,-0.00021907+0.00043226i,0.0014764+0.0011583i,0.0012455-0.0023888i,0.0049199-0.00033057i,-0.032263+0.028111i,0.0091938+0.030978i,0.0089149+0.034567i,0.034488+0.039945i,0.013279+0.037191i,-0.015016+0.016929i,-0.017375+0.014547i,-0.047319+0.021366i,-0.021987-0.016164i,0.0243+0.0030208i,0.0011381+0.0053294i,-0.0010764+0.011772i,-0.010877+0.0095902i,-0.0044712-0.0029188i,0.014486+0.0031202i,0.0083068+0.0098536i,-0.012889+0.002125i,-0.00031767-0.0024279i,-0.0040671+0.0025833i,-0.0036991-0.0013451i,-0.00031064-0.0031903i,0.0069963+0.0038667i,0.0014077-0.0086121i,-0.0035067-0.0018545i,0.0013112-0.0017111i,0.0031085-0.0042026i,-0.0055589-0.00016869i,0.00035357+0.00092548i,0.00031182-0.0020392i,0.026475+0.011981i,-0.0081927+0.001351i,0.0021749-0.0044275i,-0.0042375-0.0024005i,0.0021357-0.006166i,-0.0059239+0.0081483i,0.0043485-0.0013334i,0.0013301-0.0019223i,0.0011361-0.0026629i,-0.0028367-0.0032427i,-0.0014943+0.0034389i,0.0032004+0.0011774i,0.0061465+0.0065227i,-0.00090938+0.0047793i,-0.0067402+0.0048039i,-0.014564+0.017527i,0.0086239+0.012758i,-0.024593+0.00362i,-0.021886-0.01239i,0.019087+0.011926i,0.015083+0.020703i,-0.013146+0.0010754i
0.004938+0.00020233i,0.030796-0.012343i,0.0095777-0.019121i,0.013456-0.010284i,0.0083737-0.011762i,0.0053384-0.017038i,0.012529+0.0052583i,0.024237+0.0022625i,-0.0005538-0.0033718i,0.00017955-1.4344e-05i,-0.00041998-0.002349i,0.00030016-0.0005298i,-0.00069657+0.00025612i,0.0015113-0.00097051i,0.0012091-0.0034706i,0.0036803-0.0014058i,-0.0007052-0.0038463i,-0.00081586-0.00085873i,-0.00042873+0.001871i,-0.00061618-0.0010023i,-0.0012606+0.00014092i,-0.00083592+0.0016586i,-0.0011339+0.0013765i,0.0050669-0.0064297i,0.00076133+0.0010967i,0.00035896-0.00031588i,0.00055705-0.00023617i,0.00046748-0.00014651i,3.2962e-05+0.00055622i,8.6168e-05+0.0017117i,-0.0010579+0.00023512i,-0.00021568+0.0014915i,0.00039036-0.00017676i,0.00034918+0.00021278i,0.00074795+0.00065482i,0.0028426+0.0091176i,0.00016663+0.00020146i,-0.0002309+0.00028666i,0.00090833+0.00079405i,-0.0015433+9.8552e-05i,-0.0006048-0.00028101i,-7.4935e-05+0.00047552i,0.001685+0.00076692i,0.00064506-0.0025977i,0.0048718-0.0031223i,-0.023971+0.03094i,0.015555+0.029151i,0.014299+0.031898i,0.039076+0.02446i,0.018998+0.030154i,-0.016055+0.023062i,-0.01803+0.021175i,-0.044383+0.030919i,-0.026876-0.016934i,0.020142-0.0041863i,0.0024126+0.0056273i,0.0044144+0.011501i,-0.0078279+0.012432i,-0.0061252+0.00074488i,0.013408-0.0031998i,0.012163+0.0060648i,-0.01259+0.0065407i,-0.00056788-0.00088515i,-0.0025027+0.0033514i,-0.0020776+0.00053418i,-0.0019416-0.0021651i,0.0070235+0.00096202i,-0.0010442-0.007758i,-0.0031308+0.0013409i,0.0027321-0.0020935i,0.0013356-0.0052696i,-0.0038605+0.0016176i,0.001711+0.00035942i,0.0002519-0.0014844i,0.027257-0.00080716i,-0.0058313+0.0044754i,0.00057477-0.0052686i,-0.0033547-0.0015539i,-0.00022032-0.0069024i,-0.002018+0.007893i,0.0037743-0.003488i,0.0013793-0.0011054i,0.0011646-0.0022672i,-0.001905-0.0022289i,-5.7293e-05+0.0046289i,0.0020304-1.6778e-05i,0.0076779+0.0028931i,-0.00042562+0.0035363i,-0.0054145+0.0074884i,-0.011257+0.018411i,0.011814+0.001782i,-0.020399+0.0056647i,-0.02722-0.0092721i,0.019996+0.0067015i,0.020119+0.014504i,-0.013499+0.0012753i
0.0051508-0.00076274i,0.028211-0.016467i,0.0057376-0.020717i,0.011191-0.014097i,0.0061933-0.014143i,0.0019834-0.017768i,0.013415+0.0043681i,0.02363-0.0017391i,-0.00073434-0.0039086i,-0.00020091+0.00032282i,-0.00083177-0.0016192i,0.00050967-0.00054195i,-0.00021509+0.00091928i,0.0011293-0.001021i,0.00042657-0.003188i,0.003877-0.001442i,-0.00098115-0.0033522i,-0.00084986-0.00049784i,0.0001829+0.001646i,-0.0010041-0.00062339i,-0.00092947+0.00045022i,8.2991e-05+0.0014353i,-0.00055338+0.0016393i,0.0018068-0.0071665i,0.0011973+0.00079868i,0.00022024-0.00035645i,0.00042885-0.00043603i,0.00028485-0.00019172i,0.00021467+0.00056141i,0.00074066+0.0013627i,-0.00076534+0.00059899i,0.0004574+0.0014138i,0.00021083-0.00020926i,0.00054575+1.4584e-05i,0.00098026-3.7187e-05i,0.0047194+0.0075077i,0.00024557+0.00026345i,-0.00013144+0.00047028i,0.00095701+0.00044915i,-0.0010808+0.00047583i,-0.00095343-0.00016463i,0.00013251+0.00038336i,0.0018337+0.00050535i,-4.7027e-05-0.0023591i,0.0040971-0.0056154i,-0.016188+0.031095i,0.021362+0.025066i,0.020001+0.027905i,0.038964+0.01043i,0.022068+0.023433i,-0.012882+0.029824i,-0.01431+0.028905i,-0.037179+0.041482i,-0.032027-0.014121i,0.014985-0.0076658i,0.003861+0.0047821i,0.0080647+0.0087965i,-0.0039663+0.014596i,-0.0052996+0.0035394i,0.0092669-0.008975i,0.013488+0.00033292i,-0.010551+0.0094901i,0.00035227-7.4152e-05i,-0.00081515+0.0032294i,-0.00055431+0.00048335i,-0.0020593+0.00015608i,0.0057732-0.00077749i,-0.0027747-0.0060065i,-0.0010044+0.0033429i,0.0028757-0.0040196i,-0.00081365-0.0052141i,-0.0026519+0.0019394i,0.0020999-0.0010778i,0.00084403-0.0013869i,0.022569-0.011674i,-0.0027241+0.0056062i,-0.0011607-0.0049601i,-0.0031491-0.0011734i,-0.0027292-0.0064706i,0.0007048+0.0067217i,0.0029741-0.0046581i,0.0022378-0.001269i,0.0011556-0.0031189i,-0.0013152-0.0024538i,0.0015412+0.0047319i,0.00093787+0.00022983i,0.0069945+0.00028464i,-0.00093242+0.0026193i,-0.0024424+0.0092308i,-0.00799+0.018206i,0.0079152-0.007432i,-0.017897+0.0033441i,-0.032508-0.0027913i,0.018567+5.4162e-05i,0.021145+0.0076503i,-0.014453+0.002754i
0.0051102-0.0017362i,0.024683-0.020715i,0.0013775-0.022425i,0.007217-0.017757i,0.0034678-0.016362i,-0.0016192-0.017579i,0.015048+0.0026287i,0.022384-0.0057714i,-0.0012319-0.0044312i,-0.00036993+0.0012178i,-0.001176-0.001174i,0.00056856-0.0011512i,0.00035504+0.0010402i,0.00073452-0.00091376i,-0.00016271-0.0027534i,0.0041468-0.0020221i,-0.0014005-0.0031347i,-0.0010867-0.00034636i,0.0008376+0.0012116i,-0.0014141-0.00012964i,-0.00092408+0.00048215i,0.00056547+0.00077216i,-7.1314e-05+0.0016356i,-0.0014738-0.0064923i,0.0012972-0.0002215i,-3.0677e-06-0.00022894i,-5.8211e-05-0.00056483i,0.00014896-9.8829e-05i,0.00050842+0.00037127i,0.0010383+0.00080176i,-0.00029811+0.00073545i,0.00079932+0.0011689i,2.6777e-06-6.0991e-05i,0.00047692-0.00018963i,0.00046777-0.00075661i,0.0058979+0.0058826i,0.00027171+0.00026074i,-5.0103e-05+0.00051732i,0.0010449+0.0002179i,-0.0004694+0.00060968i,-0.0011433+0.0002849i,0.00020893+0.00025098i,0.001992+2.0975e-05i,-0.00066837-0.0019623i,0.0022306-0.0078379i,-0.0096185+0.029546i,0.025431+0.019528i,0.025085+0.022679i,0.034773-0.001089i,0.023222+0.018163i,-0.0065648+0.034235i,-0.0052954+0.034169i,-0.025031+0.048347i,-0.035936-0.0085331i,0.010204-0.0087587i,0.004715+0.0034567i,0.0097089+0.004753i,0.00042968+0.014868i,-0.0044233+0.0051695i,0.0017196-0.010847i,0.011325-0.004792i,-0.0081227+0.011881i,0.001395-0.00093782i,0.00039126+0.0023978i,-0.00022861-0.0001784i,-0.00032578+0.0015399i,0.0046638-0.00095259i,-0.0033657-0.0046139i,0.0015209+0.0035022i,0.0013985-0.0060231i,-0.002437-0.0042143i,-0.0016201+0.0022354i,0.0015573-0.0024276i,0.00097852-0.0022125i,0.014149-0.017864i,5.6325e-05+0.0051953i,-0.0021416-0.0041794i,-0.0028568-0.001028i,-0.0046127-0.005543i,0.0023333+0.0053127i,0.0015781-0.0063478i,0.0025459-0.0023065i,3.8037e-05-0.0037324i,-0.0020604-0.0030419i,0.0035805+0.0045258i,0.00048665+0.0013424i,0.0061622-0.0014848i,-0.001788+0.0027195i,0.00055981+0.0086327i,-0.0047377+0.018506i,0.0012068-0.013652i,-0.019862+0.00072343i,-0.033411+0.0061223i,0.012719-0.0044096i,0.021007+0.0020352i,-0.013842+0.0045727i
0.005219-0.0029107i,0.020811-0.023679i,-0.0040218-0.022575i,0.001691-0.019507i,-0.00017094-0.017713i,-0.0045313-0.016365i,0.016682-0.00022827i,0.020292-0.0092469i,-0.0015961-0.0051657i,0.00045203+0.0022146i,-0.001377-0.00026595i,-0.00030289-0.0014897i,0.00090632+0.0010594i,0.00065178-0.00059685i,-0.00039879-0.0023553i,0.0040988-0.0025704i,-0.0024623-0.0026573i,-0.0011899+0.00016539i,0.0010686+0.00045411i,-0.0013869+0.00077082i,-0.00081424+0.00085016i,0.00047546+7.3164e-05i,0.00037568+0.0015591i,-0.0037029-0.004271i,0.00043312-0.00068942i,-6.221e-05-6.9738e-05i,-0.00034805-0.00034005i,9.6387e-05+1.1092e-05i,0.00045302+8.0767e-06i,0.0010826+0.00037566i,5.7227e-05+0.00066071i,0.0010562+0.00078357i,7.5911e-05+0.00012742i,0.00032464-0.00025804i,-0.00026349-0.00049544i,0.0066036+0.0041165i,0.00035295+0.00020595i,6.6399e-05+0.00068098i,0.0011152-3.1351e-06i,0.00014731+0.00033062i,-0.00096624+0.00087507i,0.00020591+0.0001776i,0.0017594-0.00059253i,-0.0010604-0.0012688i,-0.00019058-0.0090757i,-0.0045168+0.026634i,0.027566+0.014015i,0.029398+0.016158i,0.028777-0.0087821i,0.023469+0.014006i,0.00086076+0.036317i,0.0043982+0.034023i,-0.011321+0.050256i,-0.03674-0.0011443i,0.0073-0.0086312i,0.0053505+0.0021092i,0.0092313+0.0012912i,0.0050731+0.013444i,-0.0028196+0.0071178i,-0.0047637-0.0078018i,0.0078016-0.0071817i,-0.004642+0.013802i,0.0012449-0.0026626i,0.00059837+0.0014578i,-0.00038344-0.0001622i,0.0017221+0.0013973i,0.0042422-0.0013416i,-0.0042479-0.0033133i,0.0031316+0.0021069i,-0.0017288-0.0069062i,-0.0031155-0.0027494i,-0.00019765+0.0017391i,0.0009244-0.0032405i,0.00046398-0.003394i,0.0054953-0.019375i,0.0017789+0.0040233i,-0.0029009-0.0036126i,-0.0035742-0.0010174i,-0.0061574-0.003721i,0.0029+0.0040275i,-0.00077185-0.007575i,0.0025129-0.0034723i,-0.00098451-0.0032242i,-0.002697-0.0029998i,0.0049954+0.0033852i,0.0010139+0.0021329i,0.0044465-0.0028461i,-0.0021068+0.0035818i,0.0026785+0.0071424i,-0.00029968+0.018333i,-0.008496-0.016687i,-0.023719+0.00077038i,-0.030101+0.01424i,0.0073253-0.0037987i,0.018486-0.003976i,-0.012452+0.0045156i
0.0049997-0.0047095i,0.017085-0.026602i,-0.0086148-0.020883i,-0.0033232-0.018918i,-0.0038775-0.017984i,-0.0066717-0.015144i,0.017556-0.004355i,0.017975-0.012146i,-0.0023301-0.0060256i,0.0018302+0.0022559i,-0.00088709+0.00047742i,-0.00098844-0.00093126i,0.0014676+0.00050896i,0.00073219-0.00053823i,-0.00056154-0.0021068i,0.0040836-0.0031061i,-0.003032-0.0014405i,-0.00079242+0.00039777i,0.00081417-0.00015455i,-0.00085914+0.0012399i,-0.00047721+0.00093357i,0.00012895-0.00028629i,0.00080645+0.0013318i,-0.0046763-0.0015897i,-0.0001825-0.00036059i,-3.2223e-05+9.0735e-06i,-0.00049831-0.00021603i,0.00012909+5.1597e-05i,0.00016636+2.8346e-05i,0.0010396-0.00010397i,0.00038422+0.0004728i,0.00096169+0.00042172i,0.00029785+0.00012508i,0.00035565-0.00021668i,-0.000364+6.9834e-05i,0.0067206+0.0023973i,0.00036336+0.00019061i,0.00045446+0.00073852i,0.0011473-0.00050121i,0.00043912-0.00018861i,-0.00045537+0.0011354i,0.00019621-3.9076e-06i,0.0012556-0.0011082i,-0.0011927-0.00064387i,-0.002843-0.0096467i,-0.0017052+0.023275i,0.028738+0.0090622i,0.031295+0.0081079i,0.02229-0.014002i,0.023594+0.011989i,0.0088369+0.036225i,0.012611+0.031949i,0.001107+0.047839i,-0.03486+0.0057733i,0.0049719-0.0089099i,0.0059288+0.00010523i,0.0086153-0.0011439i,0.008894+0.010145i,3.3603e-05+0.0075528i,-0.0078153-0.0029538i,0.0039938-0.0081463i,-0.00047075+0.013789i,-0.00063636-0.0036074i,-0.00015583+0.0014412i,-0.00039121+4.6178e-05i,0.0027651+0.00014459i,0.0038762-0.0011308i,-0.0043523-0.0015654i,0.003594+0.00043058i,-0.0045311-0.0052541i,-0.0029287-0.0015768i,0.00016907+0.00051096i,-3.3996e-05-0.0041281i,-0.00086779-0.0036845i,-0.0016366-0.017797i,0.0032038+0.0022445i,-0.0039574-0.002833i,-0.0040149+0.0005248i,-0.0066281-0.0012672i,0.0034559+0.003223i,-0.0041956-0.0073929i,0.0019323-0.0049009i,-0.0014215-0.0029029i,-0.0033742-0.0031333i,0.0062241+0.0020475i,0.0019123+0.0023619i,0.0027295-0.0024674i,-0.0019984+0.0045019i,0.0038262+0.0052736i,0.0046143+0.016334i,-0.019185-0.014104i,-0.027675+0.0033661i,-0.024844+0.018329i,0.0050665-0.0022548i,0.013264-0.0072879i,-0.013978+0.0046814i
0.0038199-0.0064056i,0.012755-0.029498i,-0.012117-0.018614i,-0.0073457-0.017242i,-0.0075568-0.017459i,-0.00888-0.014004i,0.017076-0.0094157i,0.015368-0.014753i,-0.0038508-0.0068491i,0.0029708+0.0016471i,-0.00019992+0.00074397i,-0.0011904-4.0013e-06i,0.001485-0.00018582i,0.00083393-0.00058943i,-0.00088145-0.0019948i,0.0039816-0.0039599i,-0.0030798-0.00020754i,-0.000581+0.00029995i,0.00055669-0.00039359i,-0.00029524+0.0014311i,-0.00026364+0.0010158i,-0.0002077-0.00029004i,0.0010777+0.0009484i,-0.0042549+0.0010473i,-0.00016103+0.00016161i,3.7801e-06+0.00011757i,-0.00054006+1.146e-05i,0.00014517+4.9136e-05i,0.00020526+9.1447e-05i,0.00066925-0.00046182i,0.00054803+9.3599e-05i,0.0010392+0.00037228i,0.00041026-7.2257e-06i,0.00037327-0.00050646i,-5.4891e-05+0.0004679i,0.0066523+0.00097951i,0.00051525+9.8339e-05i,0.00078717+0.00057341i,0.00062989-0.00087557i,0.00065127-0.00054729i,0.00010663+0.0012369i,4.2775e-05-7.0761e-05i,0.00055895-0.0011365i,-0.0011666+0.00026999i,-0.0054199-0.0091952i,-0.00058532+0.021615i,0.029438+0.0043028i,0.030301+0.001786i,0.015316-0.017454i,0.026118+0.010784i,0.01626+0.033494i,0.020908+0.027635i,0.011898+0.041583i,-0.030139+0.011363i,0.0027557-0.0088673i,0.005098-0.0029846i,0.0078682-0.0038652i,0.010178+0.0056363i,0.0018187+0.0065163i,-0.0081972+0.0024688i,0.00038291-0.0074499i,0.002704+0.011372i,-0.002686-0.0027325i,-0.00033509+0.0023272i,-0.00032968+0.00025486i,0.0033227-0.0015161i,0.0045716-0.00039543i,-0.0034027-0.00045532i,0.0036594+8.2112e-05i,-0.0055913-0.0030679i,-0.0024836-0.0008974i,-0.00028325+0.00015142i,-0.002324-0.0045511i,-0.0021172-0.0030399i,-0.0072264-0.015021i,0.0034282-5.6999e-05i,-0.0046674-0.0014179i,-0.0030885+0.0015958i,-0.006107+0.00072617i,0.0041454+0.0024981i,-0.007041-0.0050401i,5.0055e-05-0.0062537i,-0.0023301-0.0024958i,-0.0049323-0.0024754i,0.0072785-0.00056883i,0.0030161+0.0025396i,0.0025113-0.0019688i,-0.00070916+0.0057092i,0.0039282+0.0031061i,0.0087064+0.012508i,-0.025013-0.0057893i,-0.030922+0.0087697i,-0.019935+0.021694i,0.0034774-0.00044856i,0.0089924-0.0070997i,-0.014556+0.0065476i
