-0.025788-0.0054216i,-0.021486-0.0073707i,-0.012858-0.013799i,-0.035734-0.00843i,-0.027515+0.0012282i,-0.036636-0.0031613i,-0.068137-0.036512i,-0.033528-0.014925i,-0.022963+0.0028175i,0.0062893+0.0065312i,-0.005091+0.0076118i,-0.0081834+0.018058i,0.0059376+0.0080986i,-0.0012693+0.0034602i,0.0043191+0.0037408i,0.0055593+0.025258i,0.023234+0.019912i,0.0012686-0.00036225i,0.0012356-0.0046937i,0.0090094-0.00015608i,0.0053027-0.0005718i,0.0022624+0.0012402i,0.0014432-0.00071509i,-0.023993+0.00022972i,-0.0047242-0.0040117i,-3.9749e-05+0.0032371i,0.0051364-0.0042113i,-0.0017781-0.00045364i,-0.00023774+0.0010007i,-0.0020158-0.0014417i,-0.0037206-0.00037648i,-0.007003-0.0088489i,-0.0052803-0.0074734i,-0.0006321+0.00016112i,-0.0002085-0.0021016i,0.00053941+0.022042i,0.0027805-0.0040499i,0.0007233-0.0043739i,0.0030236-0.0019856i,-0.0032278-0.0026555i,0.0008083-4.5034e-05i,0.0078636-0.0022626i,0.0030054-0.0022261i,-0.00013187+0.0025245i,-0.01383+0.015452i,-0.026077+0.053766i,-0.0060039-0.037192i,-0.015178-0.01873i,-0.040349-0.016288i,-0.027423-0.012716i,0.035536-0.01122i,0.0060439-0.029356i,0.01243-0.037904i,-0.0083625-0.03001i,0.02504-0.023125i,0.013553+0.0071801i,0.028182-0.036169i,-0.0017433-0.0043131i,0.0058431-0.0092851i,-0.00033131-0.0061956i,-0.00043727-0.035018i,-0.013167+0.029171i,0.0087918-0.011857i,-0.0086178-0.0045572i,-0.0023718-0.0019414i,-0.00033775-0.015707i,-0.0079049+0.0057946i,0.0039644+0.0066553i,-0.00058002+0.028812i,0.0024888+0.00087178i,-0.0071304-0.0044158i,-0.0038089-0.0060308i,-0.014786-0.0098474i,-0.0021544-0.0056252i,-0.034256+0.0065736i,-0.0051556-0.0084094i,-0.01312-0.00095025i,-0.010577-0.0057622i,0.0017551-0.0013043i,-0.014566+0.0020034i,-0.0016652-0.00030148i,0.0054559+0.0061402i,0.0034634-0.00515i,-0.014541-0.014284i,0.0074972+0.0083186i,-0.016529+0.005125i,0.0047148+0.00012097i,-0.019175-0.0033091i,-0.016415-0.0042864i,-0.014483-0.035899i,0.020589-0.010794i,-0.039513-0.0242i,-0.0098009+0.0058791i,0.017663+0.014914i,-0.022387+0.017245i,-0.0044972-0.0037623i
0.0066216-0.010692i,0.011564+0.0019402i,0.0077753+0.0032556i,0.015003-0.0034728i,0.019005-0.0014305i,0.016767-0.013647i,0.016523-0.0050852i,0.013106-0.0018779i,0.0017336-0.0091047i,-0.0030862+0.0037469i,-0.00057956-0.00020639i,-0.001679+0.00014436i,-0.00094604+0.0042727i,-0.0016899+0.0026525i,0.0004341+0.0024279i,0.0010032-0.00054775i,0.0031674-0.0016837i,0.0010169-0.0010467i,-0.00027326-0.00089667i,-0.00026848+4.6302e-05i,0.00064097-0.0024301i,-0.0012283-0.0012871i,-0.00065644-0.00061561i,0.0036453+0.0041555i,-0.0013739+0.00054919i,-0.0014972+0.0011572i,-0.0028965+0.00040258i,-0.0022738-1.2041e-05i,-0.0027023-0.0011719i,-0.0021016+0.00024015i,0.0016034-0.0013958i,0.00066643+0.0007183i,0.0011934-0.00015776i,0.0015355-0.00047563i,0.0011846-0.00072738i,-0.0099849+0.0062804i,-0.001265-0.00055449i,-0.00088356+0.00011713i,-0.0024217+1.4506e-06i,0.0020074-0.0029651i,0.00015785-0.00069334i,0.00060525-0.0010897i,-0.0014499+0.0025353i,0.0016398+0.00041496i,0.00085824-0.013536i,-0.024217-0.00906i,-0.0023871-0.0057992i,-0.0072448+0.0029997i,0.017294+0.020962i,0.0014033+0.0049378i,0.013534-0.013594i,-0.011064-0.027017i,-0.0044976-0.012688i,0.007653-0.00873i,0.018162+0.018364i,0.0021747+0.001273i,-0.001635+0.00024305i,-0.0061453-0.00051031i,0.010549-0.003178i,0.013443+0.0083094i,0.0027716+0.0049861i,-0.0052097-0.0068809i,0.0069298-0.003069i,-0.0036902-0.006915i,0.0031425-0.011654i,0.0063696-0.0061931i,-0.00055445+0.0073779i,0.010287-0.0082424i,0.0041832-0.0079788i,0.0011337-0.0066863i,-0.0028035-0.0016326i,-0.0062909-0.0067846i,-0.0084581-0.00064973i,2.7048e-05-0.0014039i,-0.0086138+0.028279i,-0.00906-0.002383i,0.00049537+0.0031053i,-0.0035781-0.0045898i,0.00033752+0.00088946i,-0.016375+0.0013298i,-0.0033015+0.0022772i,-0.0015236-0.0016429i,-0.0039376+3.7487e-05i,-0.0061909-0.003422i,-0.0017458+0.0050083i,-0.0020714+0.0019057i,-0.0054481+0.0061384i,-0.0052567+1.9515e-05i,-0.0023651-0.0017001i,0.0081648-0.001637i,-0.004982+0.018423i,-0.028341-0.0020639i,-0.010462-0.0031772i,0.011696+0.015984i,-0.0022496+0.016894i,-0.0064773-0.0049541i
0.0049819-0.012319i,0.012052-0.0020497i,0.0082332+0.0023008i,0.013764-0.0051107i,0.01877-0.00465i,0.014131-0.016377i,0.013735-0.0081022i,0.012387-0.0040226i,2.3077e-05-0.0095321i,-0.0017413+0.0040303i,-0.00024689+0.00023763i,-0.0016989+0.0015634i,0.00031667+0.0043398i,-0.00067508+0.0031218i,0.00098036+0.0023157i,0.00066346-0.00012433i,0.0020302-0.0024041i,0.0011408-0.0011451i,-0.00043713-0.0014981i,0.0002208-0.00042005i,2.6904e-05-0.0025555i,-0.0014714-0.00096948i,-0.00075018-0.00081056i,0.005739+0.0021708i,-0.0015559+0.0016346i,-0.00081481+0.0016957i,-0.0028348+0.0013485i,-0.0023676+0.00093175i,-0.003525+0.00026979i,-0.0019547+0.0013279i,0.00083233-0.0017616i,0.00051761-0.00021811i,0.00058808-0.00062365i,0.0010081-0.0010132i,0.00072529-0.00063746i,-0.0072384+0.00902i,-0.0018333+9.6818e-05i,-0.00097311+0.0007629i,-0.0023304+0.0011114i,0.0010316-0.0031834i,0.00017254-0.0008492i,0.00012551-0.001137i,-0.00085711+0.0028912i,0.0010973+0.00048051i,-0.00087657-0.012836i,-0.022381-0.0062729i,-0.0042164-0.0029742i,-0.0036607+0.0012106i,0.026077+0.014154i,0.0053147+0.0025251i,0.0072499-0.016856i,-0.019084-0.026505i,-0.0091286-0.013521i,0.010592-0.015784i,0.02052+0.011433i,0.00063586+0.00022472i,-0.00082909+0.0028527i,-0.0057169+0.0014105i,0.0075934-0.0066204i,0.014867+0.0041828i,0.005556+0.0055217i,-0.0091918-0.0054076i,0.0032173-0.0051999i,-0.0049329-0.0048004i,-0.0026579-0.010442i,0.0035577-0.0077742i,0.0028859+0.0054831i,0.0053925-0.010121i,-5.8323e-05-0.0074805i,-0.0024134-0.0036302i,-0.0020072-0.00065248i,-0.0078934-0.0044937i,-0.0058231+0.0031421i,0.00041044-0.0010725i,0.0053676+0.027289i,-0.01+0.00080422i,0.0012526+0.0017182i,-0.0056553-0.0022552i,0.00074358+0.00025078i,-0.014033+0.008694i,-0.0020442+0.0035415i,-0.002025-0.00014441i,-0.0026099+0.0010793i,-0.0069571-0.00098742i,-0.00024676+0.0025578i,-0.0010323+0.0017279i,-0.0018466+0.0073588i,-0.0036327+0.0015645i,-0.0038238-0.0015438i,0.0095669-0.0078293i,-0.00088146+0.02041i,-0.028533+0.0034805i,-0.011735-0.0047501i,0.013727+0.013801i,0.00042653+0.018677i,-0.0088636-0.0040882i
0.0022903-0.013435i,0.010156-0.0065892i,0.0092504+0.00046133i,0.012996-0.006896i,0.018211-0.0078938i,0.010973-0.018977i,0.010517-0.010645i,0.011494-0.0061734i,-0.001662-0.0091086i,-0.00099103+0.0041564i,-1.0669e-05-7.8178e-05i,-0.00092007+0.0025491i,0.0014476+0.0037553i,0.00036848+0.0028382i,0.0015452+0.0020739i,0.00059586+0.000177i,0.00080644-0.002546i,0.0011543-0.0017592i,-0.001133-0.0015628i,-5.317e-05-0.0012497i,-0.00083355-0.0027642i,-0.0013845-0.00055843i,-0.0011631-0.00092236i,0.0059093-0.00090928i,-0.00067791+0.0024844i,-0.00036345+0.0018988i,-0.0024312+0.0027264i,-0.0019383+0.0018637i,-0.003303+0.0021776i,-0.0012929+0.0022126i,7.076e-05-0.001734i,-0.00037903+0.0001857i,0.00014117-0.00059456i,0.00039493-0.0012345i,0.00058459-0.00055238i,-0.0039926+0.01064i,-0.001897+0.0013494i,-0.00050873+0.0011616i,-0.0017513+0.0022613i,1.792e-05-0.0032645i,0.00014929-0.001094i,-3.1953e-05-0.00094925i,-0.00022598+0.0032458i,0.001223+0.0010212i,-0.0017958-0.011915i,-0.020967-0.002577i,-0.0028359+0.0009593i,-0.00088085-0.0019897i,0.03315+0.004032i,0.0083594+0.00055731i,0.00084627-0.017261i,-0.025816-0.023195i,-0.013284-0.011169i,0.0089642-0.023958i,0.019861+0.0045088i,-0.0012125+0.00024755i,-0.00086786+0.0019849i,-0.0056776+0.002563i,0.0026033-0.0096286i,0.014951-0.00060762i,0.0079536+0.004345i,-0.011927-0.0020532i,0.0013044-0.0042525i,-0.0056699-0.0020498i,-0.0055291-0.0072098i,0.00084443-0.0077208i,0.0049178+0.004521i,0.0021144-0.0097598i,-0.0031482-0.0051419i,-0.0020073-0.00050335i,-0.0019613-0.00087599i,-0.0097964-0.0010235i,-0.0032047+0.0039534i,-0.00041331-0.0016043i,0.015919+0.020149i,-0.0095718+0.0050456i,0.0017117+0.0010468i,-0.0045106+3.2045e-05i,0.0012895-0.00070455i,-0.0074701+0.01349i,-0.00013567+0.0042652i,-0.0022922+0.00059009i,-0.0020413+0.0019752i,-0.0068747+0.0023975i,-0.0011588+0.002373i,-0.00054388+0.0012654i,0.00087042+0.0074207i,-0.0027373+0.00095096i,-0.0052587-0.00021528i,0.0066317-0.01344i,0.0085967+0.018727i,-0.026328+0.0069343i,-0.013711-0.0054273i,0.016459+0.0094955i,0.0050857+0.019916i,-0.010308-0.0025524i
-0.00051649-0.013316i,0.0062547-0.0087292i,0.0091498-0.0020281i,0.01177-0.0090502i,0.016739-0.011224i,0.0070517-0.020629i,0.0069244-0.011793i,0.010053-0.008195i,-0.0027836-0.0085557i,-0.00027984+0.0044841i,-0.00024002-0.00014186i,0.0002079+0.0028577i,0.0018599+0.0030065i,0.00079839+0.0025476i,0.0019133+0.0016671i,0.00061304+0.00052752i,-0.00025921-0.0020274i,0.00084698-0.0022812i,-0.001304-0.0013136i,-0.00088622-0.0015454i,-0.0016997-0.0022828i,-0.0013518-0.00034397i,-0.0016879-0.00068283i,0.0045395-0.0031174i,0.00040429+0.0026263i,0.00027192+0.0022064i,-0.00099578+0.0038534i,-0.0012838+0.002499i,-0.0019787+0.0034981i,-0.0002607+0.0026349i,-0.0005621-0.0014236i,-6.7321e-05+0.00082599i,-0.00015444-0.00046764i,-0.00029296-0.0011984i,0.00044407-0.00059146i,-0.00049005+0.011216i,-0.0011116+0.0023654i,-0.00015232+0.0012172i,-0.00069521+0.0030356i,-0.0009584-0.0031164i,-0.00027492-0.0013511i,-6.8574e-05-0.0010139i,0.00060876+0.0035184i,0.0017111+0.0012189i,-0.0021708-0.011843i,-0.017056+0.0006115i,0.00095677+0.0029218i,-0.0018898-0.0061667i,0.035913-0.00996i,0.010571-0.0040146i,-0.0050293-0.014486i,-0.031787-0.016973i,-0.015385-0.0059866i,0.0029567-0.030707i,0.017493-0.00093017i,-0.0019935+0.0016904i,-0.0010026+0.0044726i,-0.0051607+0.0043657i,-0.0038129-0.0080579i,0.01334-0.0059649i,0.0099303+0.0018032i,-0.012909+0.0022263i,-9.768e-05-0.0040585i,-0.0047742+0.00036222i,-0.0065613-0.0032497i,-0.0011034-0.0073324i,0.0061999+0.0012447i,-0.00054665-0.0092197i,-0.0040211-0.0014753i,-0.00076742+0.0011158i,-0.0024125-0.00055386i,-0.009108+0.0032051i,-0.00093972+0.0044102i,-0.0012759-0.0015163i,0.021175+0.0099487i,-0.0064813+0.0094528i,0.0019263-1.6174e-08i,-0.0034404+0.0018881i,0.0004834-0.0019654i,-0.00069026+0.013372i,0.0020857+0.0034418i,-0.0019794+0.002346i,-0.0010988+0.0029087i,-0.0039678+0.0053364i,-0.00092703+0.0033227i,-0.00073627+0.00068879i,0.0043515+0.0067296i,-0.0030473+0.0002952i,-0.0061433+0.0017802i,0.0029662-0.014934i,0.017729+0.0091925i,-0.023238+0.01056i,-0.017227-0.004442i,0.015341+0.0050771i,0.010377+0.018636i,-0.0098821-0.0013062i
-0.0026381-0.012659i,0.0035243-0.0084398i,0.0082923-0.0039228i,0.010425-0.01105i,0.014732-0.014137i,0.0032182-0.021521i,0.0038355-0.011661i,0.0082821-0.0096866i,-0.00367-0.007869i,0.00069985+0.0045737i,-0.00060822+7.5251e-06i,0.0012173+0.0026171i,0.0020069+0.0026463i,0.0010232+0.0022819i,0.002173+0.0013153i,0.00097197+0.0010572i,-0.00067268-0.0012849i,0.00018201-0.0027771i,-0.0017558-0.001307i,-0.0017134-0.0012903i,-0.0022188-0.0018106i,-0.0013035-0.00017596i,-0.0020487-0.00010741i,0.00266-0.0043042i,0.0013909+0.0023946i,0.0011606+0.0022244i,0.00062517+0.0040794i,-0.00043584+0.0029557i,-0.00034782+0.0040948i,0.0008672+0.0026331i,-0.00083864-0.0010105i,0.00035826+0.0010173i,-0.00044351-0.00025309i,-0.00087158-0.00054656i,0.00036472-0.0004637i,0.0028804+0.010839i,-8.8627e-05+0.0029104i,0.00010719+0.0014018i,0.00066797+0.0033009i,-0.0016987-0.0027047i,-0.00066315-0.0014554i,-0.00037762-0.0011779i,0.0016+0.0033658i,0.0020768+0.00088943i,-0.0032528-0.012226i,-0.012567+0.0013107i,0.0056726+0.0022422i,-0.0043378-0.0071666i,0.031904-0.023157i,0.01011-0.0086905i,-0.0077556-0.009774i,-0.03432-0.0084397i,-0.014911+0.00030124i,-0.0055236-0.033276i,0.013501-0.0044309i,-0.0013608+0.0030645i,0.0019758+0.0052487i,-0.0040301+0.0057831i,-0.0066156-0.0036442i,0.0092624-0.010904i,0.010703-0.0019118i,-0.012071+0.0063287i,-0.0010978-0.0027922i,-0.0031995+0.0014563i,-0.0051602-0.00080994i,-0.0038802-0.0061219i,0.0054154-0.00089442i,-0.0028909-0.0077352i,-0.0027792+0.0010944i,0.0010659+0.0013679i,-0.0024637+4.151e-05i,-0.0062175+0.0061197i,0.0016892+0.0035026i,-0.001668-0.00036606i,0.021096+3.6535e-05i,-0.0011817+0.010916i,0.0013083-0.0007606i,-0.0016156+0.0020333i,-0.00075466-0.001715i,0.0036065+0.010945i,0.0029716+0.0020967i,-0.00030573+0.0042289i,0.00097747+0.0035334i,3.5241e-05+0.0055921i,0.00048811+0.0037734i,-0.0016071+0.00097919i,0.0064473+0.0038746i,-0.0042035+0.00043191i,-0.0052946+0.0044113i,0.00094244-0.015042i,0.018272-0.0053079i,-0.017861+0.010896i,-0.019909-0.0018972i,0.014794+0.0019763i,0.014696+0.014206i,-0.01075-0.0014349i
-0.0044269-0.011733i,0.0022884-0.00821i,0.0076064-0.005442i,0.0087561-0.013206i,0.012389-0.016809i,-0.00088959-0.021847i,0.0018799-0.010863i,0.0065088-0.010762i,-0.0041518-0.0072695i,0.001428+0.0043712i,-0.00076744+0.00050968i,0.0020875+0.0022007i,0.0024265+0.0025414i,0.0013805+0.0022462i,0.0025096+0.00082679i,0.0018112+0.0013674i,-0.00059155-0.00078196i,-0.00077094-0.0030906i,-0.0024949-0.0009498i,-0.0023333-0.00069382i,-0.0025795-0.0013252i,-0.0011726-6.7776e-05i,-0.0021141+0.00057216i,0.00043699-0.0047628i,0.0023765+0.0017696i,0.0020335+0.0017538i,0.0021573+0.0035809i,0.00071465+0.0031996i,0.0013073+0.0039606i,0.0018525+0.0021009i,-0.0010088-0.00065888i,0.00097231+0.0010123i,-0.00054401+0.00033793i,-0.00081537+0.00017727i,0.00038864-0.00054768i,0.0057921+0.009482i,0.001285+0.0028881i,0.00065546+0.0015618i,0.0019914+0.0028257i,-0.0021902-0.00221i,-0.0012358-0.0014169i,-0.00089243-0.0012175i,0.0024572+0.0029936i,0.0023248+0.00070931i,-0.0044707-0.012477i,-0.0091552+8.335e-05i,0.0092939-0.0010811i,-0.0058834-0.0065735i,0.024379-0.033467i,0.0076992-0.012058i,-0.0074367-0.0053448i,-0.032574+0.00036258i,-0.010212+0.006647i,-0.013479-0.03117i,0.0098801-0.0058704i,-0.00027616+0.0036121i,0.0040576+0.0039173i,-0.0026121+0.0072519i,-0.0071569-0.00030528i,0.0028477-0.014087i,0.0088353-0.0062104i,-0.0099673+0.0093094i,-0.00096427-0.0016826i,-0.0021634+0.0013682i,-0.0040356+8.9082e-06i,-0.0049647-0.0033067i,0.0040471-0.0018997i,-0.0042214-0.0056954i,-0.00059152+0.0017563i,0.0026024-2.4579e-05i,-0.0023738+0.00095033i,-0.0034141+0.0070966i,0.0025035+0.0015604i,-0.0009652+0.00063321i,0.017271-0.0077787i,0.0034499+0.010027i,0.00085808-0.00043722i,-0.000657+0.0018607i,-0.0013392-0.00060218i,0.0066999+0.0081278i,0.0038828+0.00087155i,0.0026612+0.0040045i,0.0025015+0.0021716i,0.0030684+0.0041427i,0.0015702+0.0035884i,-0.0017624+0.0024871i,0.0066034+0.0014158i,-0.0054915+0.0013399i,-0.0032184+0.0060354i,-0.00073391-0.015816i,0.010581-0.015558i,-0.01525+0.0067782i,-0.022513+0.002436i,0.01269-0.003008i,0.016459+0.0095831i,-0.012039-8.6493e-05i
-0.0060134-0.010342i,0.00086516-0.0083785i,0.0064518-0.0077166i,0.0061632-0.015425i,0.0094343-0.019232i,-0.0052849-0.021046i,0.0007162-0.010305i,0.0047821-0.01179i,-0.0046159-0.0067994i,0.0020404+0.004548i,-0.00080222+0.00091623i,0.0023946+0.0011187i,0.0029593+0.002195i,0.0017853+0.0021007i,0.0026821+0.00027227i,0.002725+0.00094906i,-0.00064351-0.00053092i,-0.0020379-0.0030239i,-0.0028501-0.00016065i,-0.0028488+0.00021052i,-0.003133-0.00073128i,-0.0010972-0.00019227i,-0.0019995+0.0012406i,-0.0017314-0.0041869i,0.002962+0.00041729i,0.0025867+0.00096114i,0.0031611+0.0027053i,0.0020109+0.0028941i,0.0029127+0.003136i,0.0025243+0.001197i,-0.0010242-0.00029181i,0.0013219+0.0008437i,-0.00027134+0.0008443i,-0.00042758+0.00069746i,0.00023874-0.00080863i,0.008084+0.0071732i,0.0023513+0.0021547i,0.0012734+0.0012832i,0.0030677+0.0018349i,-0.0024924-0.0016751i,-0.0018295-0.0009949i,-0.0012818-0.00091508i,0.0033547+0.0022621i,0.0024659+0.00040357i,-0.0061664-0.012529i,-0.0069717-0.0020223i,0.010811-0.0054857i,-0.005926-0.0049414i,0.014307-0.040202i,0.0045653-0.01384i,-0.0058206-0.0032684i,-0.027479+0.00614i,-0.0021593+0.00889i,-0.019436-0.026238i,0.0069225-0.0061777i,0.00080206+0.0035174i,0.0044298+0.0017624i,-0.00028911+0.0078762i,-0.0071351+0.0028467i,-0.0050339-0.013056i,0.0052974-0.0083045i,-0.0071339+0.01192i,-0.00044873-0.0020469i,-0.0017633+0.0012139i,-0.0037257+0.00021474i,-0.0044376-0.0011153i,0.0030893-0.0019201i,-0.0048767-0.0043853i,0.00071978+0.0011638i,0.002659-0.00238i,-0.001936+0.0017609i,-9.5072e-05+0.0072738i,0.0020745+0.00019969i,-0.00029494+0.00033318i,0.01153-0.01241i,0.0071384+0.0074103i,0.0013493-0.00036237i,0.00049978+0.0010862i,-0.00057268+8.2225e-05i,0.0082091+0.0046732i,0.0046391-0.0013791i,0.0045235+0.0025166i,0.0029995+0.0010639i,0.0043574+0.0017281i,0.0032137+0.0032123i,-0.00066457+0.003909i,0.0064592-0.00048932i,-0.0060957+0.0033644i,-0.0010187+0.0059963i,-0.0025338-0.015884i,0.00045802-0.021609i,-0.018158+0.0034832i,-0.022342+0.0082243i,0.0066083-0.0055521i,0.017413+0.0050801i,-0.011893+0.0011322i
-0.0066416-0.0088577i,0.00013115-0.0077374i,0.0042227-0.0091661i,0.0025669-0.016791i,0.0058618-0.021017i,-0.0089779-0.019009i,0.00010787-0.0099776i,0.0028315-0.012616i,-0.0049939-0.0065997i,0.0033687+0.0046305i,-0.00064687+0.0016571i,0.0023313+0.00053641i,0.0034902+0.0016608i,0.0022822+0.0019061i,0.0027013-0.00033515i,0.0032035+0.00039303i,-0.0008863-0.00019989i,-0.0032876-0.0021881i,-0.0027586+0.00064136i,-0.00278+0.0014433i,-0.0034459+0.00034715i,-0.0015653-0.00033622i,-0.0015938+0.0018968i,-0.0034155-0.0025872i,0.0025766-0.00087077i,0.0027654-2.816e-05i,0.0041103+0.0014088i,0.0030713+0.0020261i,0.0038703+0.0015849i,0.0027429+0.0001821i,-0.00093537+1.0605e-05i,0.0016203+0.00026356i,0.00041066+0.0011055i,0.00018595+0.00088372i,-0.0001259-0.00067406i,0.0094447+0.0042108i,0.0029966+0.0010523i,0.0016988+0.00085893i,0.0036436+0.00038189i,-0.0027494-0.0009898i,-0.002136-0.00023144i,-0.0015246-0.00068416i,0.0038447+0.0010868i,0.0026027-3.647e-05i,-0.0079445-0.012164i,-0.0061266-0.0052258i,0.010067-0.009727i,-0.004474-0.0044968i,0.0036379-0.042432i,0.0011992-0.014097i,-0.004568-0.0021517i,-0.022496+0.0084573i,0.0057108+0.0065507i,-0.022164-0.019872i,0.0053205-0.0059178i,0.0019464+0.0028128i,0.00396+0.00043353i,0.0024887+0.0072731i,-0.0054686+0.0061826i,-0.010642-0.0077946i,0.0017326-0.0084875i,-0.0036177+0.013385i,-0.001421-0.002979i,-0.0016587+0.0014411i,-0.0037327+0.00095955i,-0.0034071+0.00029133i,0.0022045-0.0020364i,-0.0055339-0.0028126i,0.0011957+0.00023537i,0.00018448-0.0038567i,-0.00081196+0.0023198i,0.0028834+0.005503i,0.0023251-0.00053904i,-6.8904e-05+1.7275e-05i,0.0051457-0.013931i,0.0091337+0.0035277i,0.0015208-0.0011883i,0.00026393+0.00011116i,0.00029541+8.126e-05i,0.0080172+0.0016894i,0.0036415-0.004208i,0.0059804+0.00041547i,0.0035932+6.874e-05i,0.0047064-0.00066777i,0.0043279+0.00187i,0.0011684+0.004252i,0.0051959-0.0023687i,-0.005511+0.0058471i,0.00080837+0.0049761i,-0.0033341-0.015421i,-0.012067-0.022412i,-0.022243+0.0041718i,-0.0188+0.013307i,0.0017772-0.0034231i,0.016259-0.00023544i,-0.011588+0.0012367i
-0.0067715-0.0080485i,0.00010056-0.0081235i,0.0022141-0.0094306i,-0.0010817-0.016693i,0.0021163-0.022035i,-0.011668-0.016642i,-0.00019078-0.010502i,0.00076447-0.013133i,-0.0055766-0.0064593i,0.0049463+0.0038525i,0.00016743+0.0022746i,0.0022662+0.00022459i,0.0039736+0.0007751i,0.0027934+0.0014163i,0.0025824-0.00098119i,0.0036212-2.6018e-05i,-0.00084224+0.00034i,-0.0038302-0.0010011i,-0.0025899+0.0012444i,-0.0021423+0.0023518i,-0.0032949+0.0013198i,-0.0020983+0.00017417i,-0.00090744+0.0023661i,-0.0042461-0.00044102i,0.0018806-0.0015809i,0.0025594-0.00097216i,0.0043097-0.00038665i,0.0037323+0.00075877i,0.0038943+8.5226e-05i,0.0026484-0.00082727i,-0.00069099+0.00033445i,0.001338-0.00023743i,0.0011566+0.00078252i,0.0007722+0.0007863i,-0.00027885-0.00036596i,0.0093837+0.0011676i,0.0030798-0.00019382i,0.0020815+0.00025743i,0.0034272-0.0011514i,-0.0026973-9.3059e-05i,-0.0019708+0.00050775i,-0.0018119-0.00031879i,0.0037397-0.00016815i,0.0026116-0.00053857i,-0.0097743-0.011471i,-0.0083109-0.0081632i,0.0076845-0.012851i,-0.0037503-0.0054447i,-0.0053122-0.041753i,-0.0010848-0.012236i,-0.0030548-0.0013537i,-0.018745+0.0099449i,0.010454+0.0014345i,-0.021418-0.013746i,0.0039446-0.0065459i,0.0025143+0.0012483i,0.0040417-0.00078323i,0.0048071+0.0052898i,-0.0022718+0.0072499i,-0.01225-0.0015094i,-0.0012593-0.0076893i,0.00018806+0.013183i,-0.0032399-0.002844i,-0.0018397+0.0020501i,-0.0034277+0.0019513i,-0.0024409+0.0010745i,0.0016827-0.0011181i,-0.0056649-0.00082455i,0.00089166-0.00048922i,-0.0017533-0.0029758i,0.00041397+0.0022905i,0.0040861+0.0029512i,0.0025411-0.0017593i,7.925e-05+0.00023335i,-0.00023651-0.012959i,0.0093997-0.00076671i,0.00094338-0.0019201i,-2.1306e-06+0.00020648i,0.0010006-0.0004197i,0.007499-0.00031901i,0.00098429-0.0057652i,0.0061468-0.0026693i,0.0034343-0.0017853i,0.0037604-0.0032485i,0.0047174+0.0004071i,0.002622+0.0037836i,0.0031434-0.0026893i,-0.003869+0.0073987i,0.0015174+0.0037408i,-0.0036612-0.016023i,-0.023071-0.016909i,-0.025182+0.00701i,-0.013868+0.014913i,0.00088414-0.0009591i,0.013031-0.0036338i,-0.013172+0.0017345i
-0.0074066-0.0074574i,-0.00055235-0.0094316i,0.00083562-0.0095002i,-0.0042196-0.015643i,-0.0018325-0.0225i,-0.014063-0.01409i,-0.0010415-0.012081i,-0.0014012-0.013382i,-0.0064631-0.006269i,0.006093+0.0025769i,0.0012768+0.0022656i,0.0022331+2.2413e-05i,0.0040843-0.00034505i,0.0033073+0.00080153i,0.0022643-0.0016415i,0.0039544-0.00066635i,-0.00060561+0.00070975i,-0.0040581+0.00017292i,-0.0022346+0.0019624i,-0.0012731+0.0029201i,-0.0028983+0.0023521i,-0.0021383+0.0010788i,-0.00022389+0.0024714i,-0.0039372+0.0018396i,0.0011634-0.001949i,0.0020557-0.0017469i,0.0037152-0.0020322i,0.0037546-0.0007624i,0.0035658-0.0012185i,0.0021552-0.0018074i,-0.00027796+0.00044128i,0.0011259-0.00031036i,0.0015413+0.00017531i,0.0012543+0.00017592i,-0.00012098-0.0001641i,0.008504-0.0013965i,0.002827-0.0013154i,0.0022468-0.00060608i,0.0025547-0.0024388i,-0.0022292+0.00077104i,-0.0016603+0.0011293i,-0.001932+0.00021877i,0.00316-0.0010323i,0.0024499-0.00075809i,-0.011672-0.010453i,-0.011887-0.008175i,0.0049705-0.014338i,-0.0039918-0.0054858i,-0.013699-0.040212i,-0.0011585-0.010176i,-0.0013368-0.0015761i,-0.014306+0.010837i,0.013323-0.0049175i,-0.018636-0.010172i,0.002372-0.0068326i,0.0017294-0.0010173i,0.0034871-0.0023895i,0.0051948+0.002446i,-0.00031003+0.0066696i,-0.01132+0.0042553i,-0.0038624-0.0058939i,0.0030619+0.011072i,-0.0048435-0.0011976i,-0.0016322+0.0032673i,-0.0028177+0.0029426i,-0.00097942+0.0012203i,0.0026013+0.00032408i,-0.0046991+0.00052081i,0.00079417-0.00018366i,-0.0025789-0.0017467i,0.0013927+0.001789i,0.0040434+0.0010291i,0.00097654-0.0032873i,0.00048331+0.0001074i,-0.0044921-0.010902i,0.0079397-0.0043045i,0.00030106-0.0022061i,0.00058652+2.4666e-05i,0.0010066-0.0014378i,0.0070925-0.0023086i,-0.0015002-0.005332i,0.0045194-0.0055716i,0.0020707-0.0028811i,0.0013652-0.0044798i,0.004759-0.0013129i,0.0037844+0.0028552i,0.0024793-0.0022853i,-0.0012796+0.008044i,0.0012967+0.0023312i,-0.0045878-0.017833i,-0.027741-0.0073527i,-0.02748+0.011733i,-0.0099159+0.01516i,0.00030796+0.00069235i,0.0097171-0.0048126i,-0.014075+0.0037803i
