-0.02392+3.2391e-05i,-0.024911+0.00057918i,-0.014913-0.011956i,-0.034584-0.014799i,-0.030535+0.00034648i,-0.032834+0.0053326i,-0.057039-0.019578i,-0.033218-0.018834i,-0.029137-0.0006651i,0.0068387+0.0042084i,-0.003485+0.0071328i,-0.006962+0.016447i,0.0059312+0.011064i,0.0020873+0.0034553i,0.0049837+0.0032514i,0.0055529+0.018264i,0.022409+0.022535i,0.0012809-0.00063264i,0.00063554-0.0051124i,0.0068877-0.00079099i,0.0043038+0.00012183i,0.0020846+0.0012799i,0.00093013-0.00025505i,-0.017982+0.0019561i,-0.005028-0.0046908i,-0.00067869+0.0027142i,0.0015919-0.0026395i,-0.0011101-0.00066545i,-0.00094786+0.0014029i,-0.0020056-0.0019098i,-0.0041613-0.00021291i,-0.0055497-0.0023108i,-0.004981-0.0046365i,-0.00010468-0.0001577i,0.0010342-0.003064i,0.0027063+0.013695i,0.0013688-0.0029023i,0.00054193-0.0034063i,0.0046719-0.0020373i,-0.0030572-0.0015929i,0.00060863-0.00026499i,0.0074703-0.0021427i,0.0037102-0.0023453i,0.00052527+0.0024915i,-0.014192+0.014826i,-0.027442+0.054427i,-0.00928-0.036741i,-0.016841-0.018676i,-0.040849-0.016514i,-0.028526-0.01295i,0.038084-0.013172i,0.0054885-0.031839i,0.011542-0.03818i,-0.0099554-0.031329i,0.0249-0.022099i,0.014549+0.0064302i,0.026512-0.036406i,-0.0022938-0.0038882i,0.0051123-0.0090068i,-0.00071434-0.0064611i,-0.00048386-0.033448i,-0.013082+0.02923i,0.0086627-0.012068i,-0.0090313-0.0045849i,-0.002753-0.0020148i,-0.0011356-0.014958i,-0.0090727+0.0059976i,0.0038136+0.0077452i,0.00049595+0.026333i,0.0026852+0.00026556i,-0.0074984-0.0048524i,-0.0040347-0.0060067i,-0.015297-0.0091434i,-0.0024232-0.0061266i,-0.035725+0.0054596i,-0.0041979-0.0092099i,-0.013112-0.001088i,-0.010203-0.0054484i,0.0014245-0.0021103i,-0.01422+0.0017285i,-0.0011716-0.00041484i,0.0059854+0.0058065i,0.0037455-0.0055871i,-0.014561-0.014032i,0.0081897+0.0090053i,-0.015853+0.0057726i,0.0055602-0.00036614i,-0.019812-0.0025894i,-0.015609-0.0044452i,-0.016308-0.035139i,0.020277-0.010652i,-0.038301-0.024052i,-0.0082396+0.0039595i,0.018242+0.014736i,-0.022027+0.017656i,-0.0040125-0.0034504i
0.0060816-0.010321i,0.011022-0.0070616i,0.0090063+0.001341i,0.015683+0.0018429i,0.021638-0.0036643i,0.014689-0.016291i,0.020446-0.0078184i,0.011955+0.00052191i,0.0018448-0.010815i,-0.0019335+0.0025523i,-0.0017168+0.00078856i,-0.0017074+0.00036409i,-0.0019336+0.0039346i,-0.0019035+0.0027542i,0.0009035+0.0022775i,3.8172e-06+0.00086948i,0.0021792-0.0015004i,0.00056982-0.0018066i,-0.0001093-0.00059503i,-4.4449e-05-0.00011525i,0.00055139-0.0017993i,-0.0014055-0.0011961i,-0.00096846-0.00036857i,0.0015366+0.0027066i,-0.0022386+0.00034515i,-0.0013221+0.0019387i,-0.0020543+0.00067163i,-0.0021212+0.00059607i,-0.0020532-0.0018544i,-0.0025707+2.9443e-05i,0.0011559-0.0010458i,0.00062275-7.607e-05i,0.00099658-0.00023292i,0.0013515+0.00063275i,0.00076571-5.2817e-05i,-0.0073101+0.0023878i,-0.0019783-0.00026524i,-0.001039+0.00052925i,-0.002964+0.00018624i,0.0017046-0.0026329i,-9.6677e-05-0.0009135i,9.9688e-05-0.0013569i,-0.0011141+0.0019208i,0.0027774+0.00018867i,0.00065392-0.012849i,-0.022812-0.010073i,0.00044949-0.0057405i,-0.005515+0.0042828i,0.019944+0.020953i,0.00062044+0.005421i,0.01162-0.016851i,-0.0084879-0.026312i,-0.0056816-0.012053i,0.0068864-0.0071467i,0.017766+0.017747i,0.0024001+0.0013308i,-0.0010163+0.00012219i,-0.0063266-0.0012014i,0.010478-0.0037608i,0.013165+0.0081771i,0.00076427+0.004909i,-0.0037754-0.0077245i,0.0061708-0.0036449i,-0.0037662-0.0065121i,0.0028534-0.011825i,0.0058253-0.0059082i,-0.0008349+0.0078183i,0.010618-0.0076781i,0.0043459-0.0087847i,0.00037996-0.006784i,-0.0029907-0.0011969i,-0.0058924-0.0060843i,-0.0082351-0.00040516i,-0.00050862-0.0013209i,-0.0097782+0.029851i,-0.010171-0.0035223i,-0.00010586+0.0031213i,-0.003973-0.0046052i,-0.00047738+0.0010942i,-0.017014+0.0011086i,-0.0038973+0.0010006i,-0.0018069-0.0024455i,-0.003844-0.0012966i,-0.006483-0.003869i,-0.0013586+0.005044i,-0.0012767+0.0017663i,-0.0046792+0.0059159i,-0.005734+0.00091969i,-0.0022656-0.00045231i,0.0075051-0.0032777i,-0.0054281+0.01775i,-0.02772-0.0027492i,-0.010591-0.003594i,0.011214+0.016388i,-0.0024939+0.016677i,-0.0074458-0.0048353i
0.0044766-0.011573i,0.0097191-0.009407i,0.0094976+6.4231e-05i,0.015454-0.00023958i,0.020988-0.007288i,0.01169-0.018336i,0.01791-0.011149i,0.011612-0.0017536i,-0.00023664-0.011221i,-0.0010561+0.0027774i,-0.0011548+0.0014682i,-0.0018848+0.0017175i,-0.00070572+0.0042634i,-0.0010686+0.0032306i,0.0013193+0.0020018i,-0.00012875+0.0012838i,0.0011648-0.001775i,0.00053776-0.001747i,-0.00020404-0.001107i,0.00027459-0.00061545i,0.00011281-0.0018893i,-0.0015101-0.00090228i,-0.00086571-0.00049173i,0.0030414+0.00168i,-0.002597+0.0018395i,-0.00034079+0.0024507i,-0.0018025+0.001491i,-0.0019786+0.0013734i,-0.003306-0.00057352i,-0.0025692+0.0013878i,0.0005042-0.0012435i,0.00042296-0.00053536i,0.00046639-0.00054242i,0.001297+3.0771e-05i,0.00044972+0.00024532i,-0.0061756+0.0047123i,-0.0022783+0.00060828i,-0.00094486+0.00111i,-0.0029474+0.001266i,0.00076994-0.0029703i,-0.00017334-0.0010036i,-0.00033907-0.0012514i,-0.00086929+0.002123i,0.0022278-0.00018347i,-0.00079885-0.012042i,-0.020844-0.0077106i,-0.0011481-0.0038149i,-0.0018049+0.002128i,0.028431+0.013062i,0.0047855+0.0027315i,0.0041876-0.019177i,-0.017018-0.026392i,-0.010247-0.012184i,0.010033-0.013957i,0.019648+0.01092i,0.00074833+0.00020075i,-0.00056139+0.0024213i,-0.0060866+0.00079549i,0.0072646-0.0072271i,0.014689+0.0044913i,0.003935+0.0064642i,-0.0085848-0.006393i,0.0023913-0.0053079i,-0.0048109-0.0043186i,-0.0030045-0.010441i,0.0032556-0.0072576i,0.0028429+0.0059525i,0.0060755-0.0098402i,-0.00035411-0.0084766i,-0.0030809-0.0034536i,-0.0018994-0.00026561i,-0.007383-0.0039208i,-0.0055979+0.0032282i,3.3791e-05-0.00077669i,0.0052927+0.029046i,-0.011564+0.00012745i,0.00079895+0.0020931i,-0.0061428-0.0021028i,0.00054257+0.00075625i,-0.014842+0.0087102i,-0.0031675+0.0025332i,-0.0023926-0.00076542i,-0.0032009-0.0002324i,-0.0071674-0.0013664i,0.00020526+0.002465i,-0.00031635+0.0014022i,-0.0008669+0.0072101i,-0.0037106+0.0027369i,-0.0032585-0.0006603i,0.0082388-0.0091603i,-0.0015258+0.01958i,-0.027665+0.0024329i,-0.01203-0.0046309i,0.013131+0.014251i,0.00017733+0.018614i,-0.0096934-0.0039948i
0.0020878-0.012354i,0.0073168-0.011995i,0.010083-0.0023998i,0.015563-0.0029566i,0.020073-0.01087i,0.0083459-0.020101i,0.014912-0.014083i,0.010969-0.0040317i,-0.0021602-0.010631i,-0.00066282+0.0027579i,-0.00062945+0.0014096i,-0.0010217+0.0028634i,0.00035734+0.0039013i,-0.0001966+0.0031271i,0.0016671+0.0016741i,-3.9204e-05+0.0017876i,0.00037801-0.0015686i,0.00033033-0.0021063i,-0.00074389-0.0012072i,-3.5852e-05-0.0012996i,-0.00036745-0.0020262i,-0.0014934-0.00055026i,-0.0011101-0.00068567i,0.0032975-0.00037364i,-0.0015567+0.003163i,0.00052875+0.0024088i,-0.0012228+0.002376i,-0.0014636+0.0020805i,-0.0034841+0.0013983i,-0.0018805+0.0026253i,-8.4287e-05-0.0010382i,-0.0002469-0.0004796i,0.00012649-0.00046426i,0.0010224-0.00043859i,0.00066859+0.00052386i,-0.0043841+0.0065808i,-0.0020984+0.0018974i,-0.00038575+0.001444i,-0.0024763+0.0027166i,-0.00027436-0.0030612i,-0.00029656-0.0011467i,-0.00058515-0.0010614i,-0.00067838+0.0025761i,0.0021245-0.00012605i,-0.0012994-0.011287i,-0.019616-0.0048878i,-0.00021847-0.00078614i,0.0011043-0.0014024i,0.034659+0.0020056i,0.0081463+0.00067436i,-0.0025821-0.018315i,-0.024075-0.023276i,-0.013413-0.0090199i,0.0090293-0.022125i,0.018599+0.0044352i,-0.0012027+0.00024729i,-0.00064947+0.0019838i,-0.0064386+0.0021525i,0.0018728-0.0098566i,0.015125-9.6005e-05i,0.0072527+0.0054722i,-0.011992-0.0027438i,0.00074169-0.00392i,-0.0053473-0.0017471i,-0.0057153-0.0070349i,0.00069799-0.0072446i,0.0050802+0.0051231i,0.0029801-0.0099797i,-0.0038443-0.0058196i,-0.002594-3.5871e-05i,-0.0016653-0.00055178i,-0.0089275-0.00085057i,-0.0029974+0.003552i,-0.00054067-0.0013577i,0.016594+0.021574i,-0.011257+0.0048737i,0.0013904+0.0014443i,-0.0045586+0.00043614i,0.0010936-0.00039802i,-0.0080268+0.01382i,-0.0014399+0.0038821i,-0.0028711+0.00016758i,-0.003152+0.0011887i,-0.0071282+0.0020347i,-0.00025199+0.002009i,6.9761e-05+0.00072135i,0.0020919+0.0065906i,-0.002495+0.0018766i,-0.0046619+0.00037961i,0.0053496-0.014365i,0.0075793+0.018141i,-0.025909+0.0059845i,-0.01355-0.0050627i,0.015857+0.010024i,0.0050784+0.02012i,-0.011115-0.00256i
-0.00024043-0.012209i,0.0037698-0.012979i,0.0092367-0.0050583i,0.014888-0.0062711i,0.018177-0.014629i,0.0045925-0.021006i,0.011377-0.016137i,0.009755-0.0061385i,-0.0033705-0.010035i,-0.00030302+0.0030084i,-0.00042658+0.0015114i,0.0002905+0.0032554i,0.00080146+0.0034785i,0.00025897+0.0030689i,0.0018714+0.00132i,0.00032398+0.0022349i,-0.00019025-0.0010512i,-5.083e-05-0.0022424i,-0.00086723-0.0010883i,-0.00079779-0.0015312i,-0.00091193-0.0019531i,-0.0015128-0.00024594i,-0.0015755-0.00058481i,0.0023573-0.0018462i,-9.7401e-05+0.0036601i,0.0012875+0.0022133i,-0.0001428+0.0029193i,-0.00071637+0.00254i,-0.0024236+0.0028921i,-0.00064339+0.0033134i,-0.00041197-0.00066727i,-0.00043233+2.8961e-05i,-4.2039e-05-0.00032398i,0.00049251-0.00070589i,0.00091355+0.00036705i,-0.0019757+0.0077501i,-0.0010237+0.0028869i,7.6851e-05+0.0013996i,-0.0012311+0.003797i,-0.001281-0.0028055i,-0.00072047-0.0012874i,-0.00072759-0.00095883i,-0.00010477+0.0031574i,0.0021477-0.00022533i,-0.0014424-0.011709i,-0.016677-0.002086i,0.0028709+0.00087474i,0.00013105-0.0059573i,0.036517-0.012293i,0.010476-0.0042601i,-0.0083681-0.014543i,-0.030616-0.017406i,-0.014754-0.0045057i,0.0035855-0.029044i,0.016574-0.00058274i,-0.0021156+0.0017445i,-0.00057951+0.0040441i,-0.0060855+0.0043839i,-0.0043246-0.008004i,0.014161-0.0054725i,0.0098086+0.0026007i,-0.013049+0.0022276i,-0.00020016-0.0036988i,-0.0044111+0.00042485i,-0.0066635-0.0031051i,-0.0012589-0.0069015i,0.0065958+0.0017037i,0.00012556-0.0099213i,-0.0046097-0.0015301i,-0.0011687+0.0016433i,-0.002075-0.00035194i,-0.0083528+0.0029091i,-0.0010832+0.0041406i,-0.0011924-0.0011539i,0.022456+0.010766i,-0.0083045+0.0099989i,0.0017731+0.00055876i,-0.0034314+0.0018162i,0.00030239-0.0012578i,-0.0012986+0.013675i,0.00099664+0.0034626i,-0.0026759+0.0022954i,-0.0022808+0.0025254i,-0.0044761+0.004965i,-0.00021817+0.0023436i,-0.00030806+2.4612e-05i,0.0049708+0.0054812i,-0.0026557+0.0011824i,-0.0055787+0.0025207i,0.0013574-0.015649i,0.016344+0.0090724i,-0.022872+0.0099982i,-0.016678-0.0042877i,0.01476+0.0055933i,0.010547+0.01867i,-0.010874-0.00098759i
-0.0021733-0.011684i,0.00088017-0.012541i,0.00777-0.0068183i,0.013587-0.0093856i,0.015569-0.017841i,0.001028-0.021338i,0.0077311-0.017122i,0.0081531-0.0076339i,-0.0044285-0.009445i,0.00032784+0.0031731i,-0.00027849+0.001623i,0.001444+0.0030434i,0.0011085+0.0034388i,0.00076789+0.0029837i,0.00204+0.0010301i,0.00095481+0.0026712i,-0.00020085-0.00050032i,-0.00061994-0.0023934i,-0.0012337-0.0012225i,-0.0015908-0.0012757i,-0.0015227-0.0018015i,-0.0013987+1.6463e-05i,-0.0019399-0.00014073i,0.0010779-0.0025215i,0.0012645+0.0035566i,0.0021104+0.0017402i,0.0010399+0.002946i,7.3709e-05+0.0027653i,-0.0010116+0.0037642i,0.00085285+0.003499i,-0.00037778-0.00032137i,-0.00026175+0.00048427i,-0.00017398-0.0001114i,-6.5441e-06-0.00026359i,0.0012241+0.00034319i,0.00066574+0.008072i,0.00027213+0.0032742i,0.00036895+0.0014048i,0.00038006+0.0042569i,-0.0019925-0.002169i,-0.0011433-0.0012301i,-0.0010151-0.00091465i,0.00083707+0.0033655i,0.0020252-0.00063043i,-0.0026193-0.012631i,-0.012777-0.0012961i,0.0068685+0.00011247i,-0.0022614-0.0073105i,0.031546-0.025487i,0.0096529-0.0092626i,-0.010631-0.0089531i,-0.033748-0.0084071i,-0.013964+0.0012875i,-0.0049498-0.031625i,0.012881-0.0037221i,-0.0015414+0.0033482i,0.0019017+0.0043986i,-0.0048353+0.0063488i,-0.0070672-0.0036524i,0.010434-0.01132i,0.010758-0.0016199i,-0.012081+0.0066509i,-0.0010504-0.0026323i,-0.003004+0.0013857i,-0.0051758-0.00076161i,-0.0037464-0.005667i,0.0059104-0.00069416i,-0.0026374-0.0087907i,-0.0029056+0.0011727i,0.00081712+0.0020248i,-0.0019736+0.00015079i,-0.0057551+0.0057567i,0.0016464+0.003683i,-0.0015686-6.558e-05i,0.022419-8.5169e-05i,-0.0024681+0.012162i,0.0014323-0.00013131i,-0.0019994+0.0020405i,-0.00039357-0.00097755i,0.0033286+0.011435i,0.0022014+0.0024262i,-0.00091138+0.0045087i,-0.00029241+0.0035246i,-0.0010021+0.0055755i,0.00082467+0.0026335i,-0.0014666+0.00021838i,0.0065751+0.0027662i,-0.0036911+0.0012804i,-0.0047162+0.0051946i,-0.00077277-0.015348i,0.016938-0.0050311i,-0.017612+0.009909i,-0.01946-0.0023155i,0.014402+0.0024778i,0.01487+0.014002i,-0.01126-0.00065613i
-0.0038605-0.010927i,-0.0010899-0.011679i,0.0064994-0.0082514i,0.011745-0.012583i,0.012633-0.020617i,-0.0026822-0.021216i,0.0045463-0.017215i,0.006617-0.0088161i,-0.0051954-0.0089829i,0.00085724+0.0030286i,2.6688e-05+0.0018718i,0.002437+0.0025703i,0.0018002+0.0035754i,0.0013749+0.002918i,0.0022755+0.00065305i,0.0020407+0.0028955i,9.0361e-06-0.00030164i,-0.00139-0.0024048i,-0.0018159-0.0010802i,-0.0022185-0.00068412i,-0.0021071-0.0014719i,-0.0012367+6.354e-05i,-0.0020831+0.00044854i,-0.00041598-0.0027141i,0.0026696+0.0029829i,0.0027496+0.00084871i,0.0022014+0.0024777i,0.0010926+0.0028626i,0.00062056+0.0039431i,0.0023229+0.0029344i,-0.00029236-0.00017224i,0.00017382+0.00076256i,-0.00011273+0.0002082i,0.00012845+0.00019601i,0.0015126-0.00010582i,0.0032086+0.007361i,0.0016673+0.0030672i,0.00088587+0.001434i,0.0019256+0.0039487i,-0.0022723-0.0014481i,-0.0016012-0.00091782i,-0.0013639-0.00071002i,0.0017413+0.0032666i,0.0017611-0.00081172i,-0.0042352-0.013326i,-0.0096537-0.002458i,0.0099924-0.0029052i,-0.0041561-0.0070296i,0.023537-0.035178i,0.006823-0.012647i,-0.0095169-0.0039034i,-0.032066+0.001059i,-0.0094567+0.0072149i,-0.012762-0.029518i,0.0097119-0.0048607i,-0.0002341+0.0039287i,0.0033769+0.0031705i,-0.002968+0.008093i,-0.0075586-5.0895e-05i,0.0032811-0.015073i,0.0090083-0.0060319i,-0.0098193+0.0096479i,-0.00080417-0.0016755i,-0.0020115+0.0012678i,-0.0040441-2.3354e-07i,-0.0047499-0.0030213i,0.0045623-0.0020298i,-0.0045679-0.0066339i,-0.00052425+0.0017829i,0.0024921+0.00067558i,-0.0018217+0.00071984i,-0.0029984+0.0067513i,0.0026738+0.0015891i,-0.00079944+0.0010743i,0.018185-0.0084456i,0.0028875+0.011503i,0.0013587+0.0001067i,-0.00092516+0.0022916i,-0.00072995-0.00040092i,0.0064916+0.0084402i,0.0033906+0.0014426i,0.0021568+0.0044986i,0.0016572+0.0028363i,0.0020499+0.0046542i,0.001583+0.0022592i,-0.0020502+0.001674i,0.0062685+0.00042285i,-0.0047021+0.0021112i,-0.0025061+0.0066382i,-0.0022163-0.015768i,0.0096951-0.015076i,-0.015599+0.0056791i,-0.022455+0.0017365i,0.012553-0.0021984i,0.016599+0.0092698i,-0.012131+0.000742i
-0.005412-0.0097516i,-0.0028898-0.01088i,0.0045999-0.01008i,0.0084564-0.015768i,0.0090875-0.023175i,-0.0065597-0.02014i,0.0018481-0.016871i,0.0050647-0.0099316i,-0.0060415-0.008535i,0.00117+0.0031543i,0.00033206+0.0018954i,0.0030964+0.0014225i,0.0026391+0.0033685i,0.0019933+0.0026081i,0.0023852+0.00025965i,0.0032028+0.002453i,9.3789e-05-0.00028471i,-0.0024006-0.0021084i,-0.0021772-0.00059399i,-0.0026867+0.00021265i,-0.0027078-0.00091481i,-0.0011999-4.7708e-05i,-0.0020985+0.0011094i,-0.0020098-0.0022284i,0.003748+0.0013723i,0.0028887-0.00024803i,0.0030789+0.0015266i,0.0022868+0.0025309i,0.0023349+0.0033806i,0.0033428+0.0017532i,-0.00011693-0.0001331i,0.00065228+0.0007477i,9.332e-05+0.00040154i,0.00051042+0.00036663i,0.0014234-0.00078267i,0.0052496+0.0056922i,0.0028086+0.0021723i,0.0013793+0.0010932i,0.0034899+0.003077i,-0.0022523-0.0007479i,-0.0019585-0.00034829i,-0.0015729-0.00026432i,0.002752+0.002743i,0.0015211-0.00086675i,-0.0064435-0.013731i,-0.0079765-0.0044355i,0.011242-0.0069371i,-0.004539-0.0058502i,0.013309-0.041309i,0.0034709-0.014125i,-0.0069571-0.0018121i,-0.026564+0.0072107i,-0.0014441+0.0094468i,-0.018148-0.024472i,0.0075029-0.0052093i,0.00097114+0.0037253i,0.0034918+0.0014448i,-0.00023162+0.008695i,-0.0073031+0.0031857i,-0.0054469-0.013801i,0.0053689-0.0084723i,-0.0070593+0.012174i,-0.00018731-0.0022042i,-0.0017087+0.0010811i,-0.003826+0.00018293i,-0.0042687-0.00093698i,0.0034767-0.0021908i,-0.0054139-0.004985i,0.00081243+0.0011701i,0.0026629-0.0017062i,-0.0015307+0.0014441i,9.3846e-05+0.0068335i,0.002408+0.00023845i,0.0002315+0.00085822i,0.011937-0.013165i,0.0071633+0.0088623i,0.0019303-0.00026061i,0.0005617+0.0014231i,-0.00033378-9.4422e-06i,0.0080265+0.0051467i,0.0043658-0.00071197i,0.004209+0.0031262i,0.0024931+0.001761i,0.0037167+0.0022437i,0.0028421+0.0018352i,-0.0011314+0.0034107i,0.0056754-0.0013136i,-0.005274+0.0038565i,-0.00019628+0.0067568i,-0.003404-0.015574i,-0.00040136-0.020774i,-0.01899+0.0024081i,-0.022471+0.0075431i,0.0068319-0.0046761i,0.01751+0.0045832i,-0.011873+0.001919i
-0.0061686-0.0083341i,-0.0041275-0.009505i,0.001968-0.010803i,0.003882-0.017534i,0.0048514-0.024961i,-0.0097334-0.018143i,-0.00034182-0.016248i,0.0032886-0.010791i,-0.006783-0.0082372i,0.0020686+0.0034629i,0.0006696+0.002152i,0.0030904+0.00047129i,0.0035484+0.0028863i,0.0025759+0.0022317i,0.0024723-0.00021856i,0.0039477+0.0016235i,-0.00027065-0.00034365i,-0.0032746-0.0011543i,-0.0022703-2.2451e-05i,-0.0026434+0.00139i,-0.0031338-4.9648e-05i,-0.001636-0.00016544i,-0.0018266+0.0018735i,-0.0032011-0.00084341i,0.0036282-0.0002771i,0.0025595-0.001272i,0.0035904+0.00017411i,0.0032598+0.0015812i,0.0034918+0.0019058i,0.0037458+0.00034268i,-6.2447e-06-0.00025057i,0.0010962+0.00036437i,0.00048788+0.00042756i,0.00094859+0.000198i,0.00089097-0.00099992i,0.0064616+0.0033868i,0.0034122+0.0008421i,0.0017084+0.00064558i,0.0045713+0.0014311i,-0.002107-0.00015948i,-0.0020492+0.00040826i,-0.0015623+0.00021925i,0.003399+0.0017139i,0.001309-0.00095961i,-0.0088245-0.013346i,-0.0073578-0.0071064i,0.010442-0.011014i,-0.0037606-0.00555i,0.0025857-0.043043i,-0.00010357-0.014046i,-0.0053312-0.0010193i,-0.02092+0.0095554i,0.0063377+0.0070349i,-0.01999-0.018652i,0.0062684-0.0055509i,0.0020676+0.0029137i,0.0029737+0.00057156i,0.0028645+0.0079264i,-0.0055101+0.0063116i,-0.01148-0.0079114i,0.0016339-0.0084507i,-0.0033235+0.013599i,-0.0012445-0.0033591i,-0.0016728+0.0012675i,-0.0039512+0.00091938i,-0.0032479+0.00041042i,0.0024825-0.0024184i,-0.0062145-0.0033703i,0.0012654-4.3834e-06i,0.00034943-0.0033967i,-0.00051623+0.001971i,0.0028026+0.0052131i,0.0026952-0.00073945i,0.00070089+0.00027006i,0.0052814-0.01456i,0.0096881+0.0049367i,0.0020161-0.0011715i,0.00032676+0.00033249i,0.00041435+0.00034457i,0.0080447+0.002185i,0.0035889-0.0035504i,0.0058459+0.00099943i,0.0032428+0.0007397i,0.0043837-0.00021827i,0.0033513+0.0010597i,0.00061663+0.0039643i,0.0043138-0.0028028i,-0.0045425+0.006318i,0.0018888+0.0056648i,-0.0037726-0.015275i,-0.012483-0.02145i,-0.023257+0.0032333i,-0.019219+0.012846i,0.0023709-0.002846i,0.016105-0.0006773i,-0.011484+0.0020671i
-0.0064315-0.007467i,-0.0046942-0.0085084i,-0.00021422-0.010522i,-0.00046105-0.017314i,0.00041769-0.025846i,-0.012188-0.015994i,-0.0020316-0.015784i,0.0013162-0.011395i,-0.007787-0.0079517i,0.0032783+0.0030704i,0.0014502+0.0022433i,0.0028907-0.00015409i,0.0043154+0.0019084i,0.0031201+0.0015788i,0.0024458-0.0007932i,0.0043387+0.00082734i,-0.00052475+1.6028e-05i,-0.0034093-8.4595e-05i,-0.0023554+0.00054537i,-0.0020729+0.0023346i,-0.0032558+0.00099071i,-0.0021232+0.00034652i,-0.0011574+0.0025146i,-0.003561+0.0010316i,0.0029964-0.0013957i,0.001942-0.0020418i,0.0033908-0.0013331i,0.0036854+0.00023684i,0.0035819+0.00048445i,0.0036436-0.0010936i,6.921e-05-0.00028881i,0.0011749-0.00018802i,0.00086115+0.00012095i,0.0012312-0.00023531i,0.00057727-0.00088688i,0.0065488+0.00096679i,0.0032841-0.00052898i,0.0020021+0.00010094i,0.0046115-0.00051736i,-0.0017594+0.00042067i,-0.0016741+0.0010819i,-0.0014816+0.00063474i,0.0034511+0.0005039i,0.0010515-0.0011446i,-0.011216-0.012427i,-0.0094109-0.0098373i,0.0080493-0.014119i,-0.0034745-0.0062811i,-0.0062337-0.041897i,-0.0023147-0.011855i,-0.0034948-0.00024063i,-0.016298+0.010762i,0.011045+0.0018169i,-0.019321-0.01368i,0.004807-0.006629i,0.0026804+0.0012846i,0.0030209-0.00023465i,0.005304+0.0056442i,-0.0024243+0.007436i,-0.012918-0.0011278i,-0.0013727-0.0073922i,0.00071252+0.012949i,-0.0032878-0.0031526i,-0.0018864+0.0019978i,-0.003639+0.0022177i,-0.0023626+0.0012163i,0.0017108-0.0014565i,-0.0065143-0.0012084i,0.00050012-0.00098803i,-0.0015638-0.0024566i,0.00064008+0.0017642i,0.0038684+0.0028422i,0.0025787-0.0021954i,0.00079555+5.1158e-05i,-0.00043025-0.013484i,0.010521+0.0003192i,0.001507-0.0019809i,0.00028275+0.00057245i,0.0015169-0.00030761i,0.0077785+0.00018812i,0.00088223-0.005125i,0.0062682-0.0020552i,0.0032917-0.00095307i,0.003649-0.0028055i,0.0038522+5.1669e-05i,0.0019575+0.0036056i,0.0025399-0.0029484i,-0.0027333+0.007661i,0.0029052+0.00379i,-0.0037028-0.016321i,-0.023084-0.015972i,-0.02625+0.0062916i,-0.014297+0.014633i,0.0015268-0.00077848i,0.012768-0.0041369i,-0.012882+0.0023826i
-0.0070288-0.0068182i,-0.0051007-0.008025i,-0.0018194-0.010071i,-0.003933-0.016015i,-0.0042513-0.02604i,-0.014528-0.013615i,-0.0036817-0.015797i,-0.00076944-0.011667i,-0.0091314-0.0073759i,0.0041897+0.0021876i,0.002376+0.0018271i,0.0026611-0.00059884i,0.0046565+0.00069298i,0.0034919+0.00079767i,0.0022394-0.0013776i,0.0045802-6.7575e-06i,-0.00054283+0.00047742i,-0.0033528+0.000833i,-0.0022105+0.0013189i,-0.0012117+0.00296i,-0.0029736+0.0021586i,-0.0022045+0.0012641i,-0.00036486+0.0027613i,-0.002837+0.0028294i,0.0022765-0.0021289i,0.0010804-0.0024682i,0.0025864-0.0025936i,0.0034925-0.0011599i,0.003346-0.00078361i,0.0029218-0.0025063i,0.00018897-0.00048226i,0.0010183-0.0006519i,0.00099471-0.00033636i,0.0012335-0.00094412i,0.00053628-0.00092809i,0.0058584-0.0010863i,0.0028077-0.0015973i,0.0021035-0.00061155i,0.0039119-0.0021187i,-0.0011538+0.000859i,-0.0011306+0.0016291i,-0.0012286+0.001109i,0.0029887-0.0003565i,0.00073468-0.00097557i,-0.013435-0.010873i,-0.013217-0.0097633i,0.0052526-0.015647i,-0.0038113-0.0061886i,-0.014474-0.04014i,-0.002081-0.0095008i,-0.0014803-0.00068735i,-0.011387+0.010621i,0.013957-0.0046738i,-0.016758-0.010756i,0.0029381-0.0072016i,0.0017902-0.0010513i,0.0028092-0.0014861i,0.0056016+0.0026748i,-0.00040032+0.0070422i,-0.011821+0.0048285i,-0.0036793-0.0055668i,0.0035094+0.010442i,-0.0049309-0.0013807i,-0.0015722+0.0032473i,-0.0027959+0.0033674i,-0.00094687+0.0014039i,0.0024729+3.2499e-05i,-0.0055558+0.00052008i,-0.00011322-0.0004745i,-0.0021625-0.0013896i,0.0013791+0.0012132i,0.0038715+0.0010079i,0.00070698-0.003565i,0.0010787-0.00033031i,-0.0050396-0.011163i,0.0092805-0.0038915i,0.00081659-0.0024583i,0.0011033+0.00029994i,0.0014978-0.0016912i,0.0074573-0.0018567i,-0.0016495-0.0045605i,0.005074-0.0050982i,0.0022794-0.0019878i,0.0015612-0.0041862i,0.0040896-0.0015816i,0.0031987+0.0029474i,0.0017376-0.002621i,-0.00011496+0.0077709i,0.0025842+0.0018016i,-0.0045154-0.018483i,-0.02769-0.0064118i,-0.028341+0.01141i,-0.010121+0.01517i,0.00071675+0.00060816i,0.0091508-0.0050467i,-0.013739+0.0040786i
