-0.02318-0.018588i,-0.032092-0.032634i,-0.022091-0.019636i,-0.032469-0.020457i,-0.023785+0.0042613i,-0.02862-0.017599i,-0.057606-0.043867i,-0.040587-0.041686i,-0.030837-0.023517i,0.0049841+0.0056616i,-0.0037505+0.0066728i,-0.011271+0.010921i,0.0040096+0.0069777i,-0.0038246-0.0027418i,0.0028856+0.0016831i,0.0038549+0.027971i,0.026411+0.032389i,2.2783e-06+0.00014441i,-0.0030742-0.0027829i,0.0075682+0.0040027i,0.0020561+0.00070068i,-8.7779e-05+0.0025252i,-0.00049751+0.00032262i,-0.032711-0.00075299i,-0.0032477-0.0048974i,5.5719e-05+0.002504i,0.0039985-0.0011138i,0.00059255-0.00018877i,-0.00052583-0.00058837i,-0.0010021-0.0019489i,-0.0020493-0.00062562i,-0.0039325-0.0038641i,-0.0028605-0.0054591i,0.00033445-0.0012455i,0.00053061-0.0030101i,-0.0016256+0.025269i,0.0020985-0.002901i,0.002246-0.0039125i,0.0043615-0.002445i,-0.0067591-0.0017116i,0.0006269+0.0012292i,0.010191-0.0004196i,-0.0016953-9.6684e-05i,-0.0031953+0.0015154i,-0.0088214-0.0023458i,-0.019331+0.021712i,-0.0077556-0.086106i,-0.0023708-0.060834i,-0.021227-0.053089i,-0.010839-0.045931i,0.054583-0.025933i,0.024483-0.067283i,0.04131-0.053516i,0.018436-0.038512i,0.025641-0.019747i,0.012191+0.011778i,0.025732-0.029601i,-0.011494-0.0013581i,-0.00081898-0.0011699i,-0.0072084-0.0019942i,-0.0049073-0.029221i,-0.020706+0.02682i,0.0074067-0.0095618i,-0.010441-0.0034385i,-0.0023869-0.0018606i,-0.00049004-0.014454i,-0.008284+0.0049816i,0.0052613+0.010532i,-0.010372+0.031071i,0.0070798+0.0077257i,-0.0036876-0.0017672i,-0.0024386-0.0015531i,-0.012597-0.0055051i,0.00056071-0.0040184i,-0.032855+0.0030857i,0.003315-0.0090429i,-0.0070628-0.0019342i,-0.0052315-0.0029488i,0.006978+0.0019961i,-0.01007+0.00058028i,0.0024343-0.00020422i,0.0059332+0.0078181i,0.0058055+0.00084086i,-0.0077547-0.0097223i,0.0024581+0.0083244i,-0.019573+0.0074925i,0.0030687+0.0059462i,-0.021051-0.0090719i,-0.027293-0.0051721i,0.010372-0.061366i,0.018448-0.014592i,-0.05108-0.028838i,-0.023545+0.0033658i,0.019059+0.010166i,-0.027059+0.01195i,-0.012341-0.0079177i
0.0052375+0.0047361i,0.036045+0.014519i,0.019462-0.0041721i,0.013254+0.0026044i,0.008381-0.0018414i,0.015766-0.0073629i,0.012178+0.01428i,0.018637+0.020328i,0.00089471-0.0022131i,0.0011003+0.00084104i,0.0023385-0.0012297i,0.0013668-0.0039527i,8.7136e-05-0.0012403i,0.0021347-6.2705e-05i,0.0051415-0.0011931i,0.0060691+0.00040859i,0.0056621-0.005234i,0.0001726-0.00093227i,-0.0022389-0.00018878i,0.00046035+0.00072278i,0.00022107-0.00017935i,-0.0022459-0.00051709i,-0.0015446-6.5595e-05i,0.0061054+0.0077781i,-0.00071737+0.00024236i,0.00036637+0.00083337i,0.00098361+0.00093782i,-1.3074e-05+0.0012924i,-0.00037975-0.00023003i,-0.0012213-1.1903e-05i,0.00050848-0.0010688i,-0.00058983+0.00035705i,0.00013913+0.00073701i,-4.5936e-05+0.00054917i,-0.0004051-0.00094732i,-0.0088705+0.0067624i,0.00047192+0.00029463i,-0.00044306+7.6163e-05i,-0.00038588+0.0014648i,-0.00031481-0.0027383i,-0.0006161+0.00020974i,-0.00054866-0.00024342i,0.00083488+0.0013921i,0.0034698-0.0024152i,-1.1821e-05+0.0024544i,-0.049783+0.0079686i,-0.0037287+0.029i,-0.014086+0.040517i,-0.0095209+0.065575i,-0.016969+0.044204i,-0.0056298+0.019386i,-0.0083752+0.013826i,-0.045178+0.0038883i,-0.024715-0.0076657i,0.015795+0.025934i,0.00056383+0.0053302i,-0.0070004+0.001945i,-0.014041-0.0022557i,0.0039528-0.00029679i,0.0077085+0.013323i,-0.0057605+0.0060855i,-0.0050393-0.006607i,0.0057631-0.0030768i,-0.0065403-0.0053466i,0.0035614-0.0067091i,0.0040076-0.0022465i,-0.0025313+0.010075i,0.011221-0.0054795i,0.0064546-0.004678i,0.0051106-0.0083785i,0.0029124+0.00075995i,-0.0018893-0.0062335i,-0.0034074-0.001473i,0.0021432-0.0017531i,-0.010392+0.031053i,-0.0041957-0.0054417i,0.0032302+0.00016423i,-0.00042559-0.0071163i,0.0033095-0.0018686i,-0.013207-0.0060766i,0.00084589+0.00098842i,0.0044851-0.0016811i,0.0026751-0.00079443i,0.0014128-0.0053714i,-0.0020569+0.0056657i,-0.00043884+0.0057543i,-0.0053159+0.0070309i,-0.0050907+0.0020561i,-0.0057276-6.6041e-05i,-0.023172+0.019376i,-0.008426+0.014554i,-0.021911-0.011349i,-0.0084445-0.0097913i,0.0079324+0.020565i,-0.00043472+0.019916i,-0.0089513-0.0040203i
0.005703+0.0028712i,0.037644+0.0070527i,0.018315-0.0078374i,0.013972+0.0010225i,0.0091217-0.0032222i,0.014241-0.010508i,0.013012+0.011294i,0.021557+0.016327i,0.00025739-0.0025742i,0.00144+0.00030562i,0.0021932-0.00159i,-0.00030759-0.0028504i,-8.2164e-05-0.00067212i,0.0020603-8.4371e-05i,0.0044588-0.0022762i,0.0054968-0.00039981i,0.0032026-0.0056751i,0.0002318-0.00085101i,-0.0024153+0.00018499i,0.00091834+0.00012117i,8.4676e-05-0.00060901i,-0.0022815+8.4423e-05i,-0.0015242+0.00012749i,0.0097371+0.0045856i,-0.0010084+0.0010949i,0.00094699+0.00052146i,0.001095+0.00029007i,0.00051705+0.0010657i,-0.00075566+0.00030281i,-0.0012514+0.00050281i,-9.6904e-05-0.001138i,-0.00067447+3.1604e-05i,0.0002066+0.00056086i,0.00023425+0.00048542i,-0.00072813+0.00012979i,-0.006065+0.0086752i,0.00024321+0.00010214i,-0.00029308+0.00040957i,0.00014787+0.0011984i,-0.0010239-0.0021134i,-0.00039018+0.00014508i,-0.00066188+0.00013705i,0.00096535+0.0011278i,0.0023237-0.0025902i,0.0011768+0.0024791i,-0.04482+0.015963i,-0.00078757+0.0301i,-0.0056204+0.040815i,0.0075296+0.062659i,-0.0058719+0.043387i,-0.0076633+0.015425i,-0.01148+0.011253i,-0.046906+0.0069909i,-0.02087-0.0094977i,0.021461+0.019604i,0.00054408+0.0050814i,-0.005924+0.0068037i,-0.013809+0.0026216i,0.0024265-0.0020356i,0.010129+0.011171i,-0.0021613+0.010419i,-0.0088392-0.0050795i,0.0024207-0.0046491i,-0.0066107-0.0019325i,-0.0008485-0.0064618i,0.0025033-0.0037372i,0.002144+0.0080624i,0.0070242-0.0082382i,0.0027706-0.0062141i,0.00075375-0.0056255i,0.0040818-0.0001469i,-0.0033593-0.0049876i,-0.0019392+0.00063422i,0.0020057-0.0019797i,0.0057893+0.031161i,-0.0057313-0.0045649i,0.003489-0.0017631i,-0.0036181-0.0062147i,0.003262-0.0026597i,-0.013477+0.00032187i,0.0018166+0.0013486i,0.003553-0.002157i,0.0030729-0.00194i,0.00015539-0.0057199i,-0.0004659+0.0028585i,0.0018438+0.0047386i,-0.0015509+0.0086879i,-0.0038244+0.0042094i,-0.0066066+0.00091051i,-0.017658+0.017945i,-0.0061333+0.016609i,-0.024927-0.0063944i,-0.011728-0.012772i,0.011277+0.020359i,0.0033418+0.021457i,-0.011678-0.0035943i
0.0053581+0.0014074i,0.037301-0.0011446i,0.016963-0.012116i,0.015292-0.0020481i,0.010043-0.0053346i,0.011878-0.013597i,0.013024+0.0083314i,0.023782+0.011621i,-0.00013367-0.0023978i,0.0011486-0.0002015i,0.0016749-0.0024503i,-0.00056065-0.001498i,-4.7935e-05-0.00065022i,0.0020951-0.00047935i,0.003514-0.0031015i,0.0047659-0.0012085i,0.001398-0.0054195i,1.3459e-05-0.0010742i,-0.0024029+0.0011364i,0.00075131-0.00078529i,-0.00063258-0.00094008i,-0.0019898+0.00073338i,-0.0015889+0.00040636i,0.010334-0.00042495i,-0.00024112+0.001548i,0.0008678-0.00011898i,0.00076595-0.00011652i,0.00091069+0.00056984i,-0.00043154+0.00070116i,-0.0010637+0.00097618i,-0.00065169-0.00092136i,-0.0011855+0.00060017i,0.00043826+0.00048042i,0.00035078+0.00027899i,-0.00025323+0.0007326i,-0.0031241+0.0096643i,0.00012572+0.00019611i,-4.587e-05+0.00033711i,0.00040752+0.00093571i,-0.001637-0.0013464i,-0.000325-3.9862e-05i,-0.00040476+0.00041892i,0.0010338+0.0011204i,0.0017922-0.0026081i,0.0029814+0.0016376i,-0.039004+0.022451i,0.0038189+0.031068i,0.0028764+0.038159i,0.023043+0.054028i,0.0038255+0.042201i,-0.011063+0.014343i,-0.014021+0.011817i,-0.047954+0.013321i,-0.019809-0.012885i,0.024065+0.01141i,0.00078842+0.0048485i,-0.0036199+0.0085765i,-0.013041+0.0063442i,3.638e-05-0.0038657i,0.012531+0.0082226i,0.0029309+0.011411i,-0.011454-0.0022596i,0.00039314-0.0032554i,-0.0059796+0.00080826i,-0.0029147-0.0041193i,0.00071049-0.0037037i,0.0046483+0.0072068i,0.0040719-0.008496i,-0.0010088-0.0052625i,0.0005101-0.0028767i,0.0044175-0.0023619i,-0.0053895-0.0033021i,-0.00077006+0.00051958i,0.00081836-0.0024009i,0.018853+0.02365i,-0.0075343-0.0024208i,0.0029744-0.0030181i,-0.0039599-0.0041979i,0.0035665-0.0041215i,-0.010567+0.0056732i,0.0034872+0.00073155i,0.0023104-0.0028363i,0.0019645-0.0025556i,-0.0017231-0.0049023i,-0.0013837+0.0028224i,0.0030181+0.0030353i,0.0024654+0.008688i,-0.0023948+0.0047314i,-0.0072195+0.0028365i,-0.015418+0.016192i,0.00025176+0.01729i,-0.025828-0.0019287i,-0.01596-0.013706i,0.016367+0.017379i,0.008784+0.022482i,-0.014004-0.0014936i
0.0048335+0.00054235i,0.034073-0.0079438i,0.013656-0.016295i,0.0151-0.0063371i,0.0099189-0.0084415i,0.00857-0.015711i,0.012616+0.0063561i,0.024387+0.0066851i,-0.00017725-0.0027081i,0.00062356-0.00015828i,0.00059655-0.0026724i,-0.00031606-0.00077469i,-0.00048023-0.00041101i,0.0017728-0.00068783i,0.0022955-0.003565i,0.0040212-0.0014457i,5.4089e-05-0.0046682i,-0.00024128-0.0010407i,-0.0014123+0.0019532i,5.1838e-05-0.0011336i,-0.0011435-0.00039943i,-0.0015601+0.0013917i,-0.0015035+0.00088572i,0.0082281-0.0042557i,0.00037645+0.0014425i,0.00050938-0.00025569i,0.00062154-0.00014715i,0.00076382+6.0004e-05i,-6.9556e-05+0.00064553i,-0.00069071+0.0014879i,-0.0010689-0.00039191i,-0.00069052+0.0012764i,0.00055037+0.00016687i,0.00030676+0.00010544i,0.00028832+0.00074794i,-3.4724e-05+0.0098045i,0.0002252+0.00024513i,-5.9435e-05+0.00018544i,0.00047654+0.00085987i,-0.0017401-0.00050023i,-0.00041082-0.00012035i,-0.00019764+0.00039965i,0.0013151+0.0011268i,0.0014019-0.0026402i,0.0045545-0.0004416i,-0.031809+0.02746i,0.0092161+0.030866i,0.0081738+0.034709i,0.035344+0.040448i,0.01338+0.036905i,-0.014931+0.016691i,-0.017167+0.014434i,-0.04703+0.021103i,-0.021695-0.016026i,0.024469+0.0029246i,0.0011685+0.0050996i,-0.00072275+0.011217i,-0.010929+0.010084i,-0.0043051-0.0029831i,0.014487+0.0032334i,0.0080002+0.0098939i,-0.012948+0.0017021i,-0.00048082-0.002432i,-0.0043544+0.0026412i,-0.0036011-0.0013455i,-0.00024821-0.0032983i,0.0068446+0.0038739i,0.0014187-0.008476i,-0.0034076-0.0020515i,0.0013876-0.0017964i,0.0031253-0.0043702i,-0.005868-9.7969e-05i,0.0003031+0.00083425i,0.00025426-0.0020865i,0.026079+0.011768i,-0.0079019+0.0012198i,0.0021706-0.0042496i,-0.0040602-0.0023558i,0.0020732-0.0062989i,-0.0059214+0.0079855i,0.0045147-0.0013288i,0.0011196-0.0023634i,0.0011121-0.0025398i,-0.0023843-0.00332i,-0.0013166+0.0038406i,0.003182+0.0011555i,0.0061113+0.0068035i,-0.0013203+0.0045952i,-0.0071168+0.0052216i,-0.013818+0.017165i,0.0090656+0.012367i,-0.024644+0.0031672i,-0.021649-0.012339i,0.018572+0.012696i,0.015223+0.020666i,-0.013557+0.00050903i
0.0047948-7.0227e-06i,0.030803-0.012513i,0.0096113-0.018857i,0.013669-0.010425i,0.0084663-0.01149i,0.00541-0.016845i,0.012427+0.0052227i,0.024112+0.0024531i,-0.00020245-0.0031521i,0.00024966+8.8189e-06i,-0.00038554-0.0023052i,6.7336e-05-0.00058402i,-0.00067425+0.00022133i,0.0014494-0.00093956i,0.0011926-0.0034581i,0.0037428-0.0013384i,-0.00069401-0.0037611i,-0.00070648-0.0009286i,-0.00052662+0.0018333i,-0.0006062-0.00098976i,-0.0012639+9.3442e-05i,-0.00077068+0.0017427i,-0.0011452+0.0013908i,0.0052897-0.0064993i,0.00077619+0.0010904i,0.00036005-0.00026534i,0.00046197-0.00031077i,0.00044732-0.00015368i,3.2767e-05+0.00057792i,6.3515e-05+0.0017421i,-0.0010378+0.00019957i,-8.1814e-05+0.0014224i,0.00043498-0.0001323i,0.00032421+0.00023204i,0.0008118+0.00064629i,0.0027014+0.0091189i,0.00014991+0.00029156i,-0.00021244+0.00023617i,0.00087774+0.00078714i,-0.0015374+9.9814e-05i,-0.00058968-0.0002823i,-8.6299e-05+0.0004067i,0.0015263+0.00077995i,0.00065351-0.0028794i,0.0045925-0.0032949i,-0.023531+0.030078i,0.015579+0.029193i,0.014047+0.032253i,0.040136+0.024405i,0.018938+0.029897i,-0.016059+0.022728i,-0.017876+0.020997i,-0.044349+0.030269i,-0.026605-0.016886i,0.02034-0.0044214i,0.002257+0.0052822i,0.0043576+0.010933i,-0.00774+0.01273i,-0.006097+0.00061004i,0.013438-0.0031317i,0.011899+0.0063209i,-0.012772+0.0062164i,-0.00062628-0.0005735i,-0.0026992+0.0035473i,-0.0019485+0.00059722i,-0.0019341-0.0021953i,0.0069229+0.0010239i,-0.00096787-0.0076045i,-0.0031605+0.0012681i,0.0028072-0.002339i,0.0011993-0.0053987i,-0.0039999+0.0018715i,0.0015811+0.0002563i,0.00015143-0.0015736i,0.026874-0.00068325i,-0.005664+0.0043348i,0.00065529-0.0050896i,-0.0032399-0.0016701i,-0.00036008-0.007013i,-0.0022008+0.0078692i,0.0038215-0.0034418i,0.0010229-0.0011681i,0.0012691-0.0022401i,-0.0016733-0.0027753i,0.00030922+0.00456i,0.0020706-8.893e-05i,0.0077526+0.0031686i,-0.00078569+0.003525i,-0.0054881+0.0079364i,-0.010547+0.018106i,0.011952+0.0011003i,-0.020945+0.0053856i,-0.026906-0.0091764i,0.020015+0.0074978i,0.020185+0.014422i,-0.013972+0.00097785i
0.004895-0.00092599i,0.027937-0.016664i,0.0058482-0.020463i,0.011234-0.014332i,0.0064023-0.013941i,0.0020628-0.017617i,0.013253+0.0043494i,0.023528-0.0015193i,-0.00039513-0.0039138i,-0.00018585+0.00035899i,-0.00075996-0.001648i,0.00029362-0.00050149i,-0.00026207+0.00090042i,0.0010802-0.00097087i,0.00040498-0.0031571i,0.0039391-0.0013943i,-0.00089988-0.0032972i,-0.0007711-0.00059924i,9.2301e-05+0.0016512i,-0.00099844-0.00060558i,-0.00095865+0.00039288i,0.00018154+0.0015074i,-0.00056385+0.0016551i,0.0019059-0.0073695i,0.001209+0.00075426i,0.00024206-0.00034065i,0.00029613-0.00046958i,0.00026594-0.00018173i,0.00019998+0.00055088i,0.00074105+0.0014042i,-0.00078083+0.00054168i,0.00051068+0.0012745i,0.00020591-0.00018828i,0.00053104+2.5653e-05i,0.0010189-8.5273e-05i,0.0045825+0.0076055i,0.00029577+0.00031336i,-0.00013795+0.00043053i,0.00093813+0.00043082i,-0.0011139+0.00044541i,-0.00091792-0.00017584i,6.0329e-05+0.000295i,0.0016403+0.00059435i,-0.00013892-0.0026136i,0.0037256-0.0058841i,-0.015883+0.030224i,0.021562+0.025136i,0.019953+0.028083i,0.03976+0.0098325i,0.021889+0.023295i,-0.013071+0.029535i,-0.014194+0.02857i,-0.037264+0.040805i,-0.031741-0.014209i,0.015054-0.0079966i,0.003444+0.0046628i,0.0078075+0.0084336i,-0.0038801+0.014843i,-0.005416+0.0035057i,0.0092648-0.0088076i,0.013395+0.00076032i,-0.010744+0.0094239i,0.00069903+0.0002272i,-0.00083874+0.0033812i,-0.0004058+0.00053038i,-0.0019533+0.0001063i,0.0057238-0.00071366i,-0.0026586-0.0059882i,-0.00099821+0.0031841i,0.0028863-0.0042444i,-0.00101-0.005125i,-0.0027114+0.002047i,0.0019458-0.0010168i,0.00075416-0.0014443i,0.022416-0.011324i,-0.0025299+0.005418i,-0.00094765-0.0048278i,-0.0031646-0.0012367i,-0.0028339-0.0065503i,0.00057984+0.0069798i,0.0028977-0.004729i,0.0019311-0.0011508i,0.0012664-0.0031547i,-0.0014939-0.0031247i,0.0015146+0.0046237i,0.00092479+0.00012176i,0.0072015+0.00053894i,-0.0011614+0.0027488i,-0.0024186+0.0094364i,-0.0072807+0.017767i,0.0076355-0.0079713i,-0.018361+0.0033497i,-0.03209-0.0028047i,0.018779+0.0006554i,0.020973+0.007728i,-0.015075+0.0027479i
0.0047978-0.001787i,0.024204-0.020875i,0.0015777-0.022207i,0.0070643-0.017953i,0.0036906-0.016235i,-0.001501-0.017468i,0.014832+0.0026733i,0.022354-0.0055185i,-0.00098521-0.004558i,-0.00035398+0.0012876i,-0.0011133-0.0012282i,0.00043211-0.001005i,0.00028819+0.0010697i,0.00070135-0.00083511i,-0.000157-0.0027254i,0.0041988-0.0019844i,-0.0012848-0.0031437i,-0.0010447-0.00045881i,0.00078611+0.001253i,-0.0014062-0.00010799i,-0.00098491+0.00046881i,0.00063124+0.00080369i,-6.4105e-05+0.00165i,-0.0015068-0.0067041i,0.0012778-0.00023501i,6.6894e-06-0.00023313i,-0.00020169-0.00052845i,0.0001089-0.00010337i,0.00047342+0.00033681i,0.0010506+0.00084139i,-0.0003503+0.00070031i,0.00076324+0.001032i,1.8889e-05-3.4795e-05i,0.00045657-0.00017724i,0.00048001-0.00082947i,0.0058323+0.0060536i,0.00038644+0.00027165i,-7.2686e-05+0.00049793i,0.0010333+0.00026114i,-0.00052527+0.00057668i,-0.001145+0.00026587i,0.0001209+0.00024644i,0.0018571+0.00025063i,-0.00079014-0.0021764i,0.0017616-0.0080702i,-0.0094257+0.028672i,0.025678+0.019538i,0.025064+0.022777i,0.035078-0.0018756i,0.023018+0.018151i,-0.0069083+0.034082i,-0.0053571+0.033628i,-0.025212+0.047765i,-0.035606-0.0087093i,0.010101-0.00909i,0.0043006+0.0036029i,0.0093827+0.0045566i,0.00067392+0.015074i,-0.0044486+0.0052672i,0.0017513-0.010774i,0.011505-0.004381i,-0.0082604+0.011833i,0.0019239-0.0010394i,0.00040311+0.0025404i,-4.2075e-05-0.00019172i,-0.00027197+0.0013989i,0.0046196-0.0009622i,-0.0033036-0.0045689i,0.0014005+0.0033225i,0.0013172-0.0063234i,-0.0025383-0.0040794i,-0.0016286+0.0023169i,0.0014129-0.0023137i,0.00085455-0.0022403i,0.014341-0.017587i,0.00011013+0.0049832i,-0.0019596-0.004175i,-0.0029005-0.0010698i,-0.0046161-0.0053846i,0.0023127+0.0054553i,0.0015071-0.0064393i,0.0022613-0.0019855i,9.5929e-05-0.0037552i,-0.0024829-0.0033532i,0.0037261+0.0045859i,0.0005187+0.0012099i,0.0065211-0.0013551i,-0.0020452+0.0028614i,0.00061402+0.0088418i,-0.0041471+0.017872i,0.00065381-0.013867i,-0.020339+0.00070353i,-0.033056+0.0059937i,0.012776-0.0039183i,0.020939+0.0021559i,-0.014316+0.0048076i
0.0049057-0.0028292i,0.02022-0.023643i,-0.0037572-0.022521i,0.0014254-0.019558i,2.5368e-05-0.017641i,-0.0044334-0.016311i,0.016464-0.00012904i,0.020332-0.0090218i,-0.0014754-0.0054057i,0.00042907+0.0022925i,-0.0013944-0.00038563i,-0.00030959-0.0013172i,0.00085748+0.001112i,0.00069856-0.00053802i,-0.0004017-0.0023151i,0.0041515-0.0025561i,-0.0023976-0.0027397i,-0.0012017+6.0495e-05i,0.0010868+0.00047349i,-0.0013684+0.00077477i,-0.00085832+0.00085162i,0.00048615+8.4271e-05i,0.00037112+0.0015888i,-0.0038356-0.0044189i,0.00042061-0.0006941i,-1.4153e-05-7.0994e-05i,-0.0004299-0.0002784i,6.6007e-05-6.2788e-06i,0.00042114-1.6424e-05i,0.0010812+0.00041626i,-9.2819e-06+0.00064216i,0.00092825+0.00068911i,8.4187e-05+0.00010568i,0.00032477-0.00023428i,-0.00026728-0.00051722i,0.0066169+0.0042396i,0.00044087+0.00014137i,3.8326e-05+0.00066783i,0.0011263+1.1424e-05i,9.5885e-05+0.0003182i,-0.00099294+0.00088518i,0.00017149+0.00015501i,0.0017829-0.00035612i,-0.001204-0.0014544i,-0.00066689-0.0091525i,-0.0043919+0.025863i,0.027812+0.013929i,0.029413+0.01626i,0.028722-0.0096204i,0.023278+0.01403i,0.00047797+0.036251i,0.0039139+0.033739i,-0.011641+0.049791i,-0.036316-0.0015768i,0.0071539-0.008822i,0.0051391+0.0023823i,0.0088616+0.0011667i,0.0053224+0.013419i,-0.0028905+0.007197i,-0.0047726-0.0079525i,0.0081063-0.0070353i,-0.0050323+0.013669i,0.0014135-0.003033i,0.00069564+0.0016672i,-0.00021644-0.00025305i,0.0017155+0.0012981i,0.0042178-0.001389i,-0.0041517-0.0033001i,0.0029347+0.0022066i,-0.002056-0.0071312i,-0.0031865-0.0026256i,-0.00014818+0.0017417i,0.00089004-0.0031481i,0.00042368-0.0033534i,0.0059008-0.019271i,0.0016704+0.0038628i,-0.0027773-0.0036737i,-0.0036824-0.00099646i,-0.0060773-0.0036809i,0.0028916+0.0041072i,-0.0010181-0.0075351i,0.0024486-0.0030319i,-0.00088902-0.0032219i,-0.0030228-0.002847i,0.005106+0.0033275i,0.0010203+0.0019789i,0.0046623-0.0029613i,-0.0023645+0.0038596i,0.0028343+0.0072843i,0.00037321+0.017695i,-0.0091105-0.016396i,-0.024072+0.00094152i,-0.02998+0.014099i,0.0077258-0.0034625i,0.01837-0.0039585i,-0.012873+0.0048286i
0.0047624-0.0045417i,0.016476-0.026304i,-0.0083525-0.020924i,-0.003591-0.018789i,-0.0037356-0.017958i,-0.0065521-0.015093i,0.017393-0.0040911i,0.018074-0.011948i,-0.0024207-0.0062584i,0.001861+0.0023559i,-0.0009753+0.00040472i,-0.00092477-0.00077011i,0.0014714+0.00059902i,0.00078795-0.00052211i,-0.00054682-0.0020654i,0.004111-0.0031314i,-0.0030455-0.0015142i,-0.00083457+0.00032097i,0.00082335-0.00015222i,-0.00084953+0.0012417i,-0.00057186+0.00098958i,0.00011937-0.00026082i,0.00081767+0.0013681i,-0.0048155-0.0016343i,-0.00016779-0.00035362i,7.5945e-06-2.9734e-05i,-0.00050143-0.00014762i,8.0187e-05+2.4721e-05i,0.00016693+3.29e-05i,0.0010303-7.7232e-05i,0.00031148+0.00049312i,0.00079822+0.00045437i,0.0002454+9.4795e-05i,0.00038707-0.00022435i,-0.00035405+9.681e-05i,0.0067289+0.0024501i,0.00033419+9.7541e-05i,0.00039708+0.00073334i,0.0011548-0.00048361i,0.00039934-0.0001632i,-0.000488+0.0011674i,0.0001761-4.2144e-05i,0.0013316-0.00094702i,-0.0013979-0.00076553i,-0.0033168-0.009612i,-0.0016378+0.022486i,0.028967+0.0087897i,0.031369+0.0081744i,0.021754-0.014721i,0.023434+0.012099i,0.0084379+0.036215i,0.012134+0.031909i,0.00066941+0.047466i,-0.034702+0.0052111i,0.0047345-0.0089874i,0.0059635+0.00047794i,0.0083009-0.0011177i,0.0090706+0.0099867i,4.1409e-05+0.0076626i,-0.0078914-0.0030366i,0.0042175-0.0082494i,-0.00072523+0.013911i,-0.00058211-0.0039509i,4.853e-05+0.0014997i,-0.00029666-8.8261e-05i,0.002719+3.0429e-05i,0.0037842-0.0010815i,-0.0042883-0.0015736i,0.0035305+0.0007141i,-0.0049029-0.0051982i,-0.002852-0.0014707i,0.00019747+0.0003934i,-1.4111e-05-0.0040692i,-0.00080897-0.0037654i,-0.001234-0.017898i,0.0030634+0.0023226i,-0.0039163-0.002957i,-0.0040381+0.00054258i,-0.0066617-0.001302i,0.0034158+0.003141i,-0.0043823-0.007178i,0.0021144-0.0045474i,-0.0014013-0.0029595i,-0.003312-0.0028612i,0.0063526+0.0020291i,0.0018683+0.0022975i,0.0028491-0.0026514i,-0.0020752+0.0046075i,0.0039518+0.0053394i,0.0051481+0.015321i,-0.019405-0.013778i,-0.027717+0.0035944i,-0.024754+0.01824i,0.005458-0.0025969i,0.013101-0.007271i,-0.014242+0.0050932i
0.0036784-0.0061373i,0.012274-0.028943i,-0.011922-0.018731i,-0.0074917-0.016962i,-0.0074558-0.017474i,-0.0087189-0.013953i,0.016982-0.0091142i,0.015521-0.014597i,-0.0040211-0.006953i,0.0030413+0.0017659i,-0.00028879+0.00069138i,-0.0010632+0.00012374i,0.0015516-0.00011424i,0.0008515-0.00060159i,-0.00084057-0.0019655i,0.0039535-0.0039614i,-0.0031152-0.00025092i,-0.00061554+0.00024132i,0.00057718-0.0004176i,-0.0002817+0.0013988i,-0.00031494+0.0010932i,-0.00022751-0.00027598i,0.0010949+0.0009597i,-0.0043699+0.0010434i,-0.00014087+0.00011909i,1.65e-07+5.2897e-05i,-0.00053946+8.3167e-05i,0.0001003+5.5584e-05i,0.00020417+0.00011097i,0.00067107-0.00043409i,0.00049122+0.00015233i,0.00090947+0.00050906i,0.00033063+2.023e-05i,0.00040523-0.00053342i,-2.3041e-05+0.00044123i,0.0066369+0.0010331i,0.00043387+4.5739e-05i,0.00074116+0.0005838i,0.00062197-0.00085119i,0.00066183-0.00052783i,0.00010871+0.0012712i,6.3839e-05-0.00010809i,0.0006136-0.00098778i,-0.0013174+0.00021652i,-0.0058277-0.0090758i,-0.00081952+0.020708i,0.029536+0.003819i,0.030457+0.0017513i,0.014427-0.017784i,0.026035+0.010974i,0.016024+0.033548i,0.020476+0.027678i,0.011572+0.041585i,-0.030165+0.010816i,0.0024724-0.008751i,0.005396-0.0027888i,0.0075996-0.0038022i,0.010223+0.0053837i,0.0019013+0.0066025i,-0.0082566+0.0024409i,0.00036443-0.0076948i,0.002565+0.011534i,-0.0027535-0.0031414i,-0.00025773+0.0023096i,-0.00025856+0.00010645i,0.0031922-0.0015945i,0.0045238-0.00038185i,-0.0033865-0.00050718i,0.0038259+0.00015823i,-0.0057187-0.0027749i,-0.0023408-0.00090137i,-0.00032366+1.8482e-05i,-0.002248-0.0045111i,-0.0021291-0.0031047i,-0.0069994-0.015204i,0.0034377+7.3439e-05i,-0.0047404-0.0015846i,-0.0030283+0.0016666i,-0.0061838+0.00076623i,0.0040703+0.0022809i,-0.0068808-0.0048476i,0.00031422-0.0061776i,-0.0023525-0.0024286i,-0.0048182-0.0021882i,0.0073692-0.00055928i,0.0029635+0.0025405i,0.0025398-0.002201i,-0.00091228+0.0057968i,0.004005+0.0032178i,0.0087654+0.011192i,-0.024997-0.0052875i,-0.030707+0.0088528i,-0.019836+0.021591i,0.0032231-0.00082913i,0.008835-0.0070625i,-0.014645+0.0069306i
