-0.023391-0.018912i,-0.032307-0.032825i,-0.022295-0.019551i,-0.032531-0.020117i,-0.023995+0.0042893i,-0.02871-0.017567i,-0.058106-0.043723i,-0.04131-0.041172i,-0.030864-0.023754i,0.0050096+0.0056912i,-0.0034868+0.0062432i,-0.011119+0.010991i,0.0039762+0.0069202i,-0.0038243-0.0026928i,0.0027981+0.0016627i,0.00413+0.028382i,0.026263+0.032025i,-2.838e-05+0.00031992i,-0.0028995-0.0029673i,0.0075261+0.0039777i,0.0020435+0.000702i,-5.3411e-05+0.0025923i,-0.00057013+0.00036283i,-0.032622-0.0006753i,-0.003151-0.004767i,3.8153e-05+0.0026125i,0.0040678-0.0011219i,0.00062321-0.00039893i,-0.00047406-0.00058897i,-0.0010153-0.0019048i,-0.0021361-0.00064015i,-0.0037637-0.0037617i,-0.0029683-0.0052353i,0.00030008-0.0012336i,0.00059838-0.0029617i,-0.0014077+0.025281i,0.0021274-0.0030564i,0.0021714-0.0039818i,0.0043161-0.0024203i,-0.0064527-0.0017862i,0.00087776+0.0012512i,0.0099976-0.00043756i,-0.0019762-0.00026364i,-0.0032277+0.0014823i,-0.0088454-0.0024834i,-0.018889+0.021555i,-0.0077601-0.086137i,-0.0025647-0.06094i,-0.021409-0.053591i,-0.010947-0.045743i,0.054128-0.025962i,0.024729-0.067134i,0.04119-0.053464i,0.018584-0.039031i,0.026137-0.019724i,0.012341+0.011805i,0.025549-0.029221i,-0.011389-0.0013097i,-0.00071231-0.00097057i,-0.0072858-0.0016738i,-0.0052398-0.029292i,-0.02086+0.0275i,0.0074831-0.009381i,-0.01043-0.0033868i,-0.0024481-0.0018323i,-0.00066221-0.014491i,-0.0081085+0.0049697i,0.0050917+0.010422i,-0.010536+0.030867i,0.0064773+0.0076186i,-0.0036428-0.0016505i,-0.002437-0.0017698i,-0.012779-0.0057416i,0.00022213-0.0039661i,-0.033252+0.0032611i,0.0030186-0.0087943i,-0.0071712-0.0017545i,-0.0051703-0.0030775i,0.0069368+0.0019114i,-0.01041+0.0008037i,0.0024508-0.000173i,0.0060552+0.0080112i,0.0058398+0.0010257i,-0.0080868-0.0096616i,0.0023827+0.0081315i,-0.019856+0.0075311i,0.0030384+0.005885i,-0.021231-0.0092868i,-0.027582-0.0050411i,0.009961-0.061342i,0.018669-0.014897i,-0.051138-0.028955i,-0.023874+0.0016267i,0.018935+0.010012i,-0.027284+0.012118i,-0.012592-0.008388i
-0.011017+0.01349i,-0.021182+0.041349i,0.0017154+0.0404i,-0.010366+0.024335i,-0.00012179+0.020981i,0.0018385+0.023258i,-0.024915+0.015901i,-0.025903+0.0334i,0.00057545+0.017185i,-0.0012971-0.0013921i,-0.00089583+0.0017378i,0.0042234+0.0033712i,0.0033543+0.0049643i,-0.0031203+0.001788i,-0.0030378+0.0037099i,0.0010421-0.0068606i,-0.0086419-0.0019214i,-0.0019711+0.00031999i,0.00021711-0.0014419i,-0.00094181-0.00035682i,0.00075355-0.003293i,0.0012384-0.0027426i,0.00098201-0.0015032i,-0.0096532-0.0082409i,-0.0002686-0.00042805i,-0.0014835+0.00022741i,-0.0024112+5.513e-05i,-0.0027304-7.9004e-05i,-0.000923-0.00091382i,0.0010808-0.00065827i,-0.0018016+0.00019612i,0.0015484-0.00010013i,0.002041-0.00058377i,0.00068778+0.00046574i,-0.00047415+0.0019579i,-0.00050131-0.0065952i,-0.0013174+0.00090116i,0.0018418+0.00010875i,0.00057833+0.0024632i,0.0042183+0.0057719i,0.00097903-0.0015986i,-0.0017761-0.0010096i,-0.0016035-0.0020228i,0.003027+0.005219i,-0.0081798+0.0074429i,0.020412-0.057464i,-0.074208+0.01509i,-0.027973-0.018362i,-0.060714-0.048314i,-0.052769-0.01739i,-0.085876+0.0046374i,-0.073592+0.0020798i,-0.047083-0.033214i,-0.0077626-0.045879i,-0.038254-0.02606i,-0.0064022+0.0002402i,-0.030777+0.010185i,0.0076919+0.011135i,0.0097538+0.0070986i,0.0020402-0.0063551i,0.010531+0.0042059i,-0.011671-0.0036943i,0.0028429+0.012071i,0.0015711+0.0066014i,-0.00025335-0.0014029i,0.0059429+0.0017741i,0.0040853+0.00049481i,-0.0046673+0.019325i,-2.4121e-05+0.0095539i,0.00095572-0.0037401i,0.0084215-0.0061328i,0.0013798+0.0041606i,-0.0081365-0.0070816i,-0.0026605-0.00096344i,0.021203-0.030598i,0.0051889+0.0087108i,0.0017494+0.0029013i,-0.0019643+0.0040718i,0.0032318-0.0041608i,0.019736+0.0031828i,0.0014372-0.0022393i,-0.0029175-0.0064977i,-0.00050622-0.0020943i,0.011594+0.0047483i,0.005517-0.00064946i,0.0032919-0.0078773i,0.0041574+0.0047297i,-0.0054147+0.0036732i,0.013786+0.0068679i,-0.043644-0.038106i,-0.01253+0.0061339i,-0.0021536-0.0016109i,-0.00087751+0.0035261i,-0.040636+0.011168i,-0.0065226+0.0084821i,-0.013341+0.0037591i
-0.0083298+0.014191i,-0.014186+0.041838i,0.010775+0.033957i,-0.0056646+0.025171i,0.0027599+0.018614i,0.0061912+0.021859i,-0.023455+0.019837i,-0.018315+0.035497i,0.0042771+0.011895i,-0.0016853-0.00049228i,-6.506e-05+0.0028897i,0.0048772+0.0010371i,0.0041608+0.0031657i,-0.0015216+0.0028996i,-0.0022173+0.0047159i,-0.0032602-0.0052709i,-0.0098881+0.0027395i,-0.0016352+0.0010078i,0.00082744-0.00095499i,-0.0004663-2.8071e-05i,-0.00018761-0.0032517i,0.0010684-0.0022279i,0.00078153-0.0013649i,-0.011086-0.004986i,-5.1742e-05-0.00031333i,-0.001497+0.0006508i,-0.001629+0.00087777i,-0.0022944+0.00070306i,-0.0010562-0.00068809i,0.0010338-0.00081405i,-0.0016214+0.0010936i,0.0011336-0.00041303i,0.0011937-0.0014531i,0.00027227+0.00047214i,-0.00096443+0.0014819i,-0.00020564-0.0054153i,-0.00083384+0.0010246i,0.0010378-0.00055113i,0.00072283+0.002693i,0.0053844+0.0031598i,0.00043596-0.0020577i,-0.0024311-0.00061081i,-0.0026653-0.0010564i,0.0043878+0.0044699i,-0.0061158+0.0057349i,0.0021688-0.067273i,-0.064709+0.029379i,-0.034801-0.021041i,-0.074179-0.038938i,-0.0532-0.0059024i,-0.076667+0.021527i,-0.07079+0.016596i,-0.040761-0.030784i,-0.014041-0.044563i,-0.044798-0.011297i,-0.0072187+0.00038639i,-0.024161+0.022582i,0.0099115+0.0057523i,0.011667+0.00077687i,-0.0026452-0.011338i,0.0078415+0.0032258i,-0.011719+0.0028449i,0.0078448+0.0098295i,0.003451+0.0075475i,-0.00063156-0.00096681i,0.0067434+0.002076i,0.0048849+3.9225e-05i,0.0044201+0.016456i,0.0044945+0.0057351i,-0.0030976-0.0054818i,0.0021419-0.0068584i,0.0031269+0.0049093i,-0.010386-0.00011436i,-0.0022081+0.0019226i,0.0070216-0.03167i,0.0081489+0.0074434i,0.0042649+0.0021221i,0.0017884+0.0029726i,-0.00017436-0.0019525i,0.017325-0.0062885i,-0.0001699-0.0028064i,-0.0059758-0.0041753i,-0.0029822-0.00092134i,0.010372+0.00024566i,0.0045628-0.00052251i,0.00030527-0.0060129i,0.0060221+0.0035033i,-0.0054195+0.0055833i,0.014019+0.0019269i,-0.050263-0.031842i,-0.0067055-0.0046385i,-0.0025888-0.0024915i,0.0011325+0.0022597i,-0.034226+0.023442i,-0.0044201+0.0092011i,-0.010571+0.0057169i
-0.0052623+0.014156i,-0.0077943+0.042281i,0.015468+0.026362i,-0.0010119+0.024187i,0.0062886+0.017417i,0.010126+0.019304i,-0.0202+0.023806i,-0.011035+0.035174i,0.0036695+0.0075231i,-0.0016686+0.00059667i,0.0017027+0.0033444i,0.0023367-0.00034744i,0.0043986+0.0018441i,-0.00074597+0.0029578i,-0.00085406+0.005588i,-0.0063085-0.0013495i,-0.0082301+0.0076321i,-0.00080189+0.0015147i,0.0015479-0.001876i,0.00015041-0.00035229i,-0.0010329-0.0030036i,0.00091228-0.0028721i,0.00076504-0.001527i,-0.012055-0.0018869i,-0.00019341-0.00031724i,-0.001045+0.0014012i,-0.00097864+0.00057837i,-0.0014843+0.0016441i,-0.0012362-0.00061695i,0.00059184-0.0014213i,-0.00086023+0.001657i,0.0006924-0.00065751i,0.00036085-0.0014006i,0.00050098+0.0001651i,-0.00066802+0.0024157i,0.00031026-0.0059503i,-0.0007036+0.00092777i,0.00032589-0.00087335i,0.0025784+0.0014013i,0.0051576+0.0010776i,-0.00024147-0.0019944i,-0.0017583+0.00038725i,-0.0035224+0.00011018i,0.0053651+0.0026866i,-0.0054944+0.0044381i,-0.020087-0.067907i,-0.050732+0.038393i,-0.043343-0.017643i,-0.081846-0.023999i,-0.048783+0.0028556i,-0.061926+0.032359i,-0.057848+0.029277i,-0.042608-0.033149i,-0.019556-0.043538i,-0.043775+0.0034005i,-0.0072138+0.001559i,-0.012302+0.028463i,0.010409+0.0013079i,0.0080603-0.0049265i,-0.012982-0.011358i,0.0079158+0.00093619i,-0.0082496+0.0068039i,0.01064+0.0045647i,0.0058059+0.0066845i,-0.002902+0.00032453i,0.0067863-0.0017309i,0.0058494-0.0026378i,0.0082481+0.010162i,0.0042249+0.0016522i,-0.0081289-0.0024702i,-5.9011e-05-0.0048538i,0.0060298+0.0037355i,-0.0064334+0.0085466i,0.00023159+0.0030905i,-0.0036237-0.028306i,0.01185+0.0034317i,0.0042173+5.7123e-05i,0.002009+0.0010403i,0.00075912-1.8772e-05i,0.011099-0.010897i,-0.0025502+0.00013954i,-0.0072206-0.00067457i,-0.0036416+0.0023383i,0.0070069-0.0023391i,0.007287-0.0017573i,0.00014504-0.0055971i,0.0090291+0.0007449i,-0.0022134+0.0069744i,0.012525-0.0025995i,-0.055239-0.020991i,-0.012106-0.013578i,-0.0014634-0.0034855i,0.0038514-0.00065895i,-0.023923+0.029364i,-0.003746+0.0053295i,-0.0070235+0.0014565i
-0.0024772+0.013122i,-0.00058709+0.042319i,0.017516+0.019146i,0.0037737+0.023041i,0.010361+0.013954i,0.01341+0.015814i,-0.015623+0.027045i,-0.0054645+0.032882i,0.0028878+0.0061547i,-0.0010633+0.0015419i,0.0029451+0.0021587i,0.0012019+0.0013858i,0.0042078+0.00067732i,-0.00054616+0.0036289i,0.00065109+0.0057039i,-0.0062793+0.0038368i,-0.0035712+0.010923i,5.4358e-05+0.001339i,0.00057119-0.0025636i,-5.0682e-05-0.00098793i,-0.0018091-0.0024175i,0.00027477-0.0030523i,0.00058551-0.0020902i,-0.011867+0.0020289i,-0.0001224-0.00045069i,6.1413e-05+0.001131i,-0.00089673+0.00035865i,-0.0003382+0.0014774i,-0.0015772+6.9621e-05i,-0.00027072-0.0013487i,-6.0452e-05+0.0017332i,0.0001729-0.0006968i,-0.00052208-0.0011408i,0.00044366+7.7251e-06i,0.00073292+0.002274i,-0.00057387-0.007837i,-0.00021895+0.0012888i,-0.00046752-0.00056796i,0.0019607-0.00065967i,0.004821-0.00033742i,-0.00061638-0.0018066i,-0.0010913+0.0003318i,-0.0034165+0.0018348i,0.0045741+0.00027303i,-0.0055041+0.0043012i,-0.03908-0.056744i,-0.037077+0.040479i,-0.049578-0.010461i,-0.085747-0.0083433i,-0.042762+0.0082364i,-0.049163+0.035827i,-0.044046+0.031581i,-0.046658-0.029326i,-0.025275-0.039425i,-0.039213+0.014673i,-0.0075717+0.0029514i,-0.00093495+0.028557i,0.0094308-0.0033126i,0.0028617-0.0063856i,-0.02043-0.0031187i,0.0050244-0.00030917i,-0.0041931+0.0081975i,0.0091868-0.0012317i,0.0082173+0.005529i,-0.0029371+0.0031617i,0.0034486-0.0029072i,0.004867-0.0063359i,0.0077865+0.0036689i,0.0015438-0.00012603i,-0.0084919+0.0012974i,-0.0016684-0.0035772i,0.0071308+0.0013411i,0.0028861+0.0098673i,0.0018375+0.0019797i,-0.0097967-0.022264i,0.011796-0.0010309i,0.0037139-0.0013734i,0.0026209+0.0014602i,0.00093918-0.00042297i,0.0058629-0.010916i,4.9007e-06+0.0026107i,-0.0067675+0.0026308i,-0.0010207+0.0046461i,0.0049765-0.0020851i,0.0069561-0.0061192i,-0.0021754-0.0052555i,0.0083994-0.0046975i,-0.00010142+0.0055485i,0.010414-0.0067803i,-0.053698-0.0080884i,-0.022197-0.015354i,-0.0023349-0.007708i,0.0036968-0.0060172i,-0.015545+0.029961i,-0.007136+0.0045355i,-0.010299-0.00045869i
-0.00081161+0.011772i,0.0058572+0.040523i,0.016787+0.013568i,0.0083059+0.020363i,0.012713+0.0094422i,0.01521+0.011911i,-0.010108+0.028552i,-0.0015765+0.030584i,0.0033856+0.005537i,0.00014194+0.0019967i,0.0031387+0.0011387i,0.0020424+0.0024437i,0.0038991-0.00035388i,0.001026+0.0044805i,0.0022195+0.0054171i,-0.0035915+0.0072763i,0.0015597+0.011364i,0.00057009+0.0010482i,0.00010319-0.0023017i,-0.00058412-0.0011637i,-0.0025533-0.0017642i,-0.00052255-0.0029105i,-0.00027671-0.0023872i,-0.0094975+0.0051297i,-0.0004686-0.00079507i,0.00010665+0.00030002i,-0.00086272+0.00036424i,0.00016363+0.00089003i,-0.0012916+0.00087989i,-0.00043792-0.00081638i,0.00052082+0.001513i,-4.9738e-05-0.00092045i,-0.00095924-0.00051527i,0.00028999-0.00010965i,0.0011155+0.0015115i,-0.0032484-0.0087926i,4.8675e-05+0.0011973i,-0.00050625+0.00027305i,0.00058061-0.00093766i,0.0041073-0.0011367i,-0.0010307-0.0016939i,-0.00091729+0.00028794i,-0.0021608+0.0030137i,0.003225+0.00075087i,-0.0048732+0.0049577i,-0.046453-0.03986i,-0.027033+0.03829i,-0.054116-0.0011926i,-0.086856+0.008497i,-0.038358+0.009187i,-0.038436+0.036702i,-0.034605+0.030896i,-0.049081-0.025557i,-0.027977-0.035645i,-0.032361+0.024751i,-0.0070197+0.0047318i,0.011582+0.024275i,0.0068444-0.0058492i,-0.0016191-0.0052204i,-0.021636+0.0059184i,0.0037508-4.4636e-05i,-2.59e-05+0.0090367i,0.0042508-0.0033207i,0.010283+0.0026464i,-0.0012732+0.0051711i,0.0011878-0.0015625i,0.0022628-0.0089226i,0.0039103+0.0021661i,-0.00074012+0.0012444i,-0.0083765+0.0068484i,-0.0027891-0.001257i,0.0070599-0.0014127i,0.0070256+0.0054197i,0.0025606+0.00089067i,-0.012459-0.01944i,0.0098606-0.0055716i,0.0026628-0.0023638i,0.0048664+0.00050454i,0.00077706-0.00020977i,0.003192-0.0096538i,0.0020996+0.0016109i,-0.0041689+0.0058871i,0.0022723+0.0045754i,0.0045881-0.001933i,0.0032736-0.010979i,-0.0029243-0.0034379i,0.0041295-0.0076717i,0.00025091+0.0041439i,0.0055946-0.010445i,-0.047419-0.0017872i,-0.032863-0.0072682i,-0.0054671-0.0097536i,0.00056777-0.01055i,-0.0088154+0.029323i,-0.010236+0.0073352i,-0.011913+0.0018996i
0.0005199+0.010778i,0.011606+0.038283i,0.015916+0.010796i,0.011554+0.016503i,0.012825+0.0046925i,0.016378+0.0085908i,-0.0042166+0.02822i,0.00124+0.028853i,0.0041382+0.0034015i,0.00078941+0.0013704i,0.0025765+0.00029554i,0.0031042+0.0024574i,0.0032972-0.0012043i,0.0027553+0.0036119i,0.0034383+0.0046131i,-5.5394e-05+0.0087074i,0.006208+0.0093512i,0.00092688+0.00076089i,-0.00047798-0.0024628i,-0.0012081-0.0010288i,-0.0026377-0.00050421i,-0.00097289-0.0026416i,-0.00097625-0.0020387i,-0.0074084+0.0061064i,-0.0009462-0.00043255i,-0.00023701+6.2452e-05i,-0.0009267+0.00044478i,0.00035451+0.00024781i,-0.00051031+0.0012233i,-0.00041367-0.00063367i,0.0010617+0.0012732i,-0.00056507-0.0010172i,-0.0010144-1.2998e-06i,5.6252e-06-0.00024523i,0.0012975+0.0014396i,-0.0063446-0.0083696i,0.00017305+0.0008635i,4.8887e-05+0.00042958i,-5.8113e-05-0.00071711i,0.0033737-0.0017626i,-0.0014227-0.0011022i,-0.00085544+0.00037684i,-0.00057469+0.0032781i,0.0035274+0.0014903i,-0.0036625+0.0056931i,-0.045103-0.027883i,-0.019994+0.035839i,-0.055043+0.011901i,-0.08169+0.02836i,-0.03917+0.01002i,-0.03007+0.035349i,-0.026693+0.029507i,-0.050765-0.019692i,-0.031634-0.032341i,-0.02308+0.030035i,-0.0063855+0.0066637i,0.018155+0.010807i,0.0046747-0.0079514i,-0.0047428-0.001795i,-0.017702+0.014975i,0.0035406-0.00077034i,0.0044038+0.0066835i,0.0015379-0.0016364i,0.011529-0.0018332i,0.00097227+0.0063398i,0.0008349-0.00033248i,-0.0031251-0.010313i,0.002262+0.0042791i,-0.00055964+0.0036459i,-0.0025624+0.011762i,-0.0015289+0.00082571i,0.0057658-0.0031644i,0.0081152+0.0014384i,0.0032185-0.00084239i,-0.018372-0.018032i,0.0059913-0.0079161i,0.0010321-0.0028719i,0.0040917-0.0017606i,0.0010253+0.00097711i,0.0022115-0.008102i,0.0026467+5.6094e-05i,-0.00054256+0.0066887i,0.0039815+0.0019923i,0.0038505-0.0027797i,-0.0035114-0.010707i,-0.0032703-0.0033085i,0.00029751-0.0073791i,0.00099847+0.0030761i,-0.0007662-0.010631i,-0.04447+0.0025174i,-0.030648+0.0075495i,-0.0092262-0.010113i,-0.0042522-0.011853i,-0.0039739+0.028103i,-0.0086782+0.01248i,-0.0092602+0.0037587i
0.001781+0.0097452i,0.01724+0.035849i,0.016075+0.0086358i,0.013169+0.012291i,0.011387+0.0013946i,0.017317+0.0051667i,0.00091946+0.026654i,0.0039396+0.027875i,0.0040175+0.0017474i,0.00081098+0.0010497i,0.0021369+0.00047658i,0.0045088+0.0021938i,0.0024291-0.0016846i,0.0035025+0.0019191i,0.0042024+0.003617i,0.0032751+0.0084293i,0.009201+0.0057631i,0.0012527+0.00049686i,-0.0010967-0.0024543i,-0.0016017-0.00042275i,-0.0021385+0.00038693i,-0.0015404-0.0024945i,-0.0013827-0.0015573i,-0.0061956+0.0077989i,-0.00094064+2.2753e-06i,-0.00054734+0.00033118i,-0.0009853+0.00082808i,-0.00017895-0.00016941i,-0.00011861+0.00085653i,-0.0005088-0.00064962i,0.0015232+0.00074764i,-0.00054408-0.00037651i,-0.0005271+0.00021156i,-0.00012731-0.00014186i,0.0018846+0.00062441i,-0.0093459-0.0069753i,0.00034551+0.00075499i,7.2578e-05+2.4259e-05i,-0.00049516-0.00054384i,0.0026317-0.0022901i,-0.0013281-0.00047406i,-0.00055533+0.00045627i,0.00036446+0.0024526i,0.0040736+0.0008949i,-0.001928+0.0056542i,-0.043876-0.023207i,-0.015042+0.034223i,-0.049555+0.024316i,-0.070327+0.044742i,-0.03955+0.015533i,-0.023653+0.034582i,-0.021658+0.026851i,-0.051357-0.014673i,-0.033767-0.026992i,-0.015018+0.032617i,-0.0036068+0.0072705i,0.012898-0.0018012i,0.0011293-0.010344i,-0.0048895+0.0013393i,-0.010899+0.019119i,0.0019993-0.0017535i,0.0059042+0.0026059i,0.0017832-0.00034329i,0.0097079-0.0052706i,0.0047204+0.0062305i,0.0011163+0.0014003i,-0.008207-0.0050948i,0.003713+0.0057943i,0.00098339+0.0051406i,0.0035623+0.011333i,-0.0007267+0.0010746i,0.0044154-0.004537i,0.0081464-0.0038993i,0.0013026-0.0017472i,-0.025035-0.011417i,0.0028543-0.0083044i,-0.00028155-0.0017861i,0.0041464-0.00085288i,0.0019034+0.00064921i,0.0025598-0.0090499i,0.0021235-0.00149i,0.0019516+0.0049807i,0.0035462+0.00071148i,0.0034092-0.0024274i,-0.0069263-0.0067421i,-0.0047874-0.0026065i,-0.0031846-0.0060048i,0.00085384+0.0017773i,-0.004588-0.0077171i,-0.041043+0.0075978i,-0.024666+0.010022i,-0.0097011-0.008981i,-0.0079861-0.010773i,0.0012901+0.024793i,-0.0063566+0.013335i,-0.0082639+0.0034354i
0.0027661+0.0086321i,0.022783+0.0327i,0.016863+0.0068461i,0.013561+0.0088371i,0.0095038-0.00059802i,0.017491+0.0017529i,0.0053686+0.024334i,0.0070767+0.027186i,0.0036438+0.00010059i,0.00084588+0.00084855i,0.0025626+0.0006594i,0.0058638+0.00037345i,0.0016206-0.0017325i,0.0029488+0.00090324i,0.0048627+0.0027224i,0.0059706+0.0064329i,0.01008+0.0021449i,0.0016021-0.00017039i,-0.0017275-0.002179i,-0.0014821+0.00048757i,-0.0014294+0.00091252i,-0.0020622-0.0016971i,-0.0015521-0.0011378i,-0.003199+0.0091774i,-0.00086841+0.00035831i,-0.00033602+0.00069994i,-0.00068636+0.0013638i,-0.0008523+5.3655e-05i,-2.3665e-05+0.00073266i,-0.00062474-0.00054602i,0.0015898+6.5372e-05i,-0.000182-0.00046303i,-0.00059241+0.00015555i,-0.00021509-4.0713e-06i,0.001724-0.00020057i,-0.011784-0.003824i,0.00037369+0.00073i,-9.7682e-05+1.9946e-05i,-0.0010493-0.00029695i,0.0020623-0.0024627i,-0.00099228-0.00025779i,-0.00031275+0.00046085i,0.00054811+0.0017789i,0.0041685+0.00022171i,-0.00069346+0.0045203i,-0.046478-0.019494i,-0.011105+0.032449i,-0.041953+0.033488i,-0.055115+0.055119i,-0.038473+0.02133i,-0.016989+0.032957i,-0.017957+0.025681i,-0.052146-0.0096595i,-0.0348-0.021104i,-0.0069983+0.033874i,-0.0018259+0.0066836i,0.005339-0.0040156i,-0.0031986-0.010753i,-0.0032315+0.004559i,-0.0039532+0.019264i,-0.00012423-0.0022244i,0.0051176-0.0013485i,0.0013897+9.5813e-05i,0.0069868-0.0086095i,0.0078541+0.0037074i,0.0025914+0.0018122i,-0.0085098-0.00087155i,0.0060012+0.0064384i,0.0034879+0.0058961i,0.0088199+0.0089824i,-0.00034918+0.0015313i,0.0035466-0.0052983i,0.0051451-0.007881i,0.00049801-0.0004059i,-0.028659-0.0018528i,0.00075087-0.0081397i,-0.00035982-0.00050521i,0.0048664-0.0011012i,0.0021773+0.00015607i,0.0010748-0.011686i,0.00052766-0.0018176i,0.0035527+0.0038461i,0.0037443-0.00020197i,0.0045053-0.0032604i,-0.0083516-0.0037619i,-0.0063634+4.8511e-05i,-0.0061707-0.003788i,0.00049016+0.00058196i,-0.0060868-0.0046489i,-0.037051+0.010808i,-0.022554+0.011362i,-0.009292-0.010408i,-0.010576-0.009209i,0.0021151+0.022196i,-0.0057161+0.013138i,-0.0070287+0.003424i
0.0037939+0.0076135i,0.028728+0.028171i,0.018622+0.004423i,0.013397+0.0061122i,0.008283-0.001103i,0.017147-0.0014186i,0.0088711+0.020904i,0.011272+0.025922i,0.0028472-0.0013259i,0.00088163+0.00067668i,0.0030096-6.7144e-05i,0.0053246-0.0023517i,0.0010821-0.0015702i,0.0027505+0.00041427i,0.0054737+0.0015123i,0.0068949+0.0037569i,0.0094372-0.0012519i,0.0010723-0.00093929i,-0.0024958-0.0015411i,-0.00077017+0.00094421i,-0.00051553+0.00085636i,-0.0020463-0.0011697i,-0.0017531-0.00070821i,0.00012465+0.0090423i,-0.00059011+0.00059273i,-4.7723e-05+0.00072231i,-6.6663e-05+0.0015498i,-0.00093863+0.0007041i,0.00028387+0.00041514i,-0.00066353-0.0004093i,0.0013434-0.00053028i,-0.00055901-0.00053647i,-0.00055288+0.00040724i,-0.00029941+0.00012093i,0.001167-0.00074242i,-0.01242+0.00042306i,0.00037351+0.00064719i,-3.514e-05+4.7823e-05i,-0.0013575+0.00029869i,0.0014059-0.0026885i,-0.00098878-0.00018916i,-0.00010471+0.00025369i,0.00049171+0.0014632i,0.0041358-0.00044501i,-0.00038593+0.0035352i,-0.051423-0.012504i,-0.0071956+0.030702i,-0.031093+0.039149i,-0.040426+0.061494i,-0.036084+0.029548i,-0.010696+0.029628i,-0.012088+0.024049i,-0.051963-0.0030589i,-0.03354-0.015047i,0.00026238+0.033607i,-0.0010971+0.0058319i,0.00066597-0.0045368i,-0.0081466-0.0096559i,0.00063703+0.0053711i,0.00034857+0.017699i,-0.0027488-0.0012425i,0.0029486-0.0045746i,0.0025244+0.0018783i,0.002202-0.010601i,0.0090884-0.00098215i,0.0038317+0.0011171i,-0.0083984+0.0035479i,0.0098742+0.0054725i,0.0073033+0.004309i,0.012633+0.0037295i,0.00060497+0.0020518i,0.0021256-0.006232i,-0.00083218-0.0088371i,0.0015424+0.00094157i,-0.028632+0.0090001i,-0.0012475-0.0079946i,0.00038982+0.00069667i,0.005466-0.0046107i,0.0026798-9.3296e-05i,-0.004088-0.013236i,-0.00049942-0.00098377i,0.0044895+0.0020439i,0.0035252-0.00078183i,0.0038757-0.0047894i,-0.0083215+0.00061098i,-0.0057305+0.0034376i,-0.0077521-0.00048002i,-0.00099346-0.00055163i,-0.0063142-0.0021745i,-0.033833+0.013067i,-0.021012+0.016429i,-0.011582-0.014191i,-0.010415-0.0071606i,0.0040339+0.021623i,-0.0060164+0.015617i,-0.0051562+0.0018196i
0.0047583+0.006304i,0.033376+0.021903i,0.019871+0.00028903i,0.013189+0.0038542i,0.007931-0.0014081i,0.016563-0.0042821i,0.011025+0.017265i,0.01512+0.023337i,0.0016856-0.0021757i,0.00075383+0.00065427i,0.0027756-0.00082659i,0.0033007-0.0038069i,0.00064439-0.001417i,0.0023748+2.6408e-05i,0.005511+9.2053e-05i,0.0064666+0.0017424i,0.0078735-0.003654i,0.00056316-0.0010904i,-0.0025765-0.00062755i,-9.1648e-05+0.0009555i,0.00024338+0.00041804i,-0.0019402-0.00084995i,-0.0016695-0.00029498i,0.00288+0.0083652i,-0.00031789+0.00057613i,0.00012358+0.0007114i,0.00052451+0.0012822i,-0.0005342+0.0011595i,0.00023518-7.2118e-05i,-0.0008606-0.00027619i,0.00091141-0.00088649i,-0.00090129-0.00014134i,-0.00031907+0.00069105i,-0.00027529+0.00032826i,0.0005248-0.0010843i,-0.011315+0.0039727i,0.00040692+0.00042117i,-0.00012249-8.7482e-05i,-0.0011715+0.0010449i,0.00065222-0.0030011i,-0.00090969+0.00013369i,-0.00011383-0.00013816i,0.00056548+0.0014748i,0.0041581-0.0012678i,-7.6762e-05+0.0031143i,-0.053341-0.0012995i,-0.0049276+0.029059i,-0.021622+0.04038i,-0.024328+0.065736i,-0.029292+0.038501i,-0.0070506+0.024618i,-0.0083914+0.018805i,-0.048599+0.003041i,-0.030303-0.0094155i,0.008978+0.030952i,-0.00080664+0.0058263i,-0.0047651-0.002701i,-0.011736-0.0061928i,0.0033551+0.0032345i,0.0040253+0.016342i,-0.005407+0.0013558i,-0.0010049-0.0067344i,0.005062+0.0005823i,-0.0028347-0.009473i,0.0068015-0.0046307i,0.00491-0.00060156i,-0.006849+0.0071647i,0.012876+0.00058417i,0.008954-0.00050542i,0.012362-0.0041747i,0.0021138+0.0016541i,3.259e-05-0.0064271i,-0.0043283-0.0053025i,0.0031329-0.00029764i,-0.023507+0.021489i,-0.0032985-0.0064763i,0.0018565+0.00097195i,0.0022557-0.0064871i,0.0029288-0.00057164i,-0.0098633-0.010709i,-0.00011307+0.00066657i,0.0047593-5.6109e-05i,0.0026767-0.0015882i,0.0025732-0.0054294i,-0.0064335+0.004471i,-0.0032126+0.0054606i,-0.0073187+0.0037396i,-0.0033728-0.00021182i,-0.0060219-0.00068391i,-0.029915+0.017096i,-0.012373+0.020081i,-0.017907-0.015124i,-0.0095684-0.0072277i,0.0053234+0.020811i,-0.0031691+0.018951i,-0.0051226-0.0014828i
