-0.024411-0.0030276i,-0.024579+0.0016625i,-0.018311-0.0096021i,-0.032341-0.012071i,-0.029898+0.0039034i,-0.038305-0.00015419i,-0.061789-0.023367i,-0.03311-0.01707i,-0.032528-0.003197i,0.0060446+0.00371i,-0.0035349+0.0061837i,-0.0062156+0.015884i,0.0060622+0.0099934i,-0.00071242+0.0041164i,0.0055134+0.0038047i,0.0046103+0.023597i,0.02315+0.02101i,0.00073447-0.00071659i,0.00069722-0.0054779i,0.0060437-0.00098449i,0.0044819+0.00011027i,0.0024844+0.0014081i,0.00083084-0.00067669i,-0.029425-0.0010339i,-0.0052377-0.0055725i,-0.0010646+0.0028159i,0.0023358-0.002286i,-0.0012241-1.2596e-05i,-0.0014485+0.0010715i,-0.0022539-0.0031276i,-0.0045154-0.0011974i,-0.0074029-0.005023i,-0.0048498-0.0020858i,-0.00071036-2.9631e-05i,0.0014363-0.0038801i,0.0022357+0.018355i,0.00025163-0.0028576i,2.9721e-05-0.0027593i,0.0042327-0.0023603i,-0.0028448-0.0005247i,0.00067061+5.8895e-05i,0.0067152-0.0026805i,0.0042456-0.0023566i,-0.0003411+0.0022338i,-0.014073+0.015933i,-0.028278+0.060102i,-0.0018694-0.039023i,-0.014343-0.019078i,-0.037925-0.017482i,-0.027662-0.013896i,0.040602-0.0058332i,0.0083661-0.030829i,0.012441-0.039871i,-0.011181-0.03082i,0.024097-0.019752i,0.01438+0.0082063i,0.027687-0.033246i,-0.0025345-0.0045123i,0.0059273-0.008162i,-0.0021362-0.0071371i,0.0027071-0.034721i,-0.013451+0.029574i,0.0085053-0.011079i,-0.010274-0.0049153i,-0.0028868-0.0017471i,0.000575-0.014574i,-0.008403+0.0054514i,0.0033053+0.007042i,-0.0019492+0.029063i,0.0021586-0.00019731i,-0.0076266-0.0050305i,-0.0028792-0.0066005i,-0.01496-0.009869i,-0.0027442-0.0062557i,-0.033898+0.013484i,-0.0041626-0.0096065i,-0.012996-0.0024721i,-0.0084993-0.006761i,0.0015-0.0019289i,-0.013507+0.0017201i,-0.0011327-0.00020705i,0.0064041+0.0072113i,0.0046959-0.0055289i,-0.012742-0.013736i,0.008074+0.0089388i,-0.016752+0.0063404i,0.0057173+6.5048e-05i,-0.020578-0.0026525i,-0.018199-0.0038752i,-0.016586-0.03422i,0.019288-0.007741i,-0.03863-0.023912i,-0.008554+0.0023999i,0.017286+0.015712i,-0.022827+0.017246i,-0.0041366-0.0039718i
0.0055258-0.0095865i,0.010795-0.007908i,0.0091336-0.0020083i,0.014224+0.0011988i,0.018464-0.0045905i,0.013761-0.017961i,0.023608-0.0057322i,0.013804+0.0029014i,0.0034512-0.010698i,-0.001395+0.0022316i,-0.001241+0.00048038i,-0.0016342+0.00043742i,-0.0013963+0.0040896i,-0.0026663+0.0026433i,0.0010242+0.0026133i,0.00043525-0.00031843i,0.0015545-0.0013243i,2.3639e-05-0.0017621i,-0.00026705-0.00043262i,-0.00031364-0.00017143i,0.00098427-0.0017929i,-0.0010362-0.00098533i,-0.0014032-0.00027057i,0.0051325+0.0047191i,-0.0026103-1.4526e-06i,-0.0012654+0.0022987i,-0.0019485+0.00053056i,-0.0024177+0.00036651i,-0.0020548-0.0019421i,-0.0033145+0.00061267i,0.00081883-0.0014379i,0.00024062+0.00053738i,0.0010838-0.00042645i,0.0014391+5.1964e-05i,0.00035995+0.00013827i,-0.0095206+0.0051181i,-0.0021677-0.00069653i,-0.0010807+0.00081154i,-0.0025537-0.00035242i,0.0014369-0.0024328i,0.00011839-0.0010893i,0.00022467-0.0016989i,-0.0015167+0.0020205i,0.0042123+0.00020655i,-0.0019509-0.014795i,-0.033743-0.0068106i,-0.0053255-0.0083444i,-0.0079021+0.0038288i,0.017359+0.022936i,-0.00018633+0.0055868i,0.011914-0.019006i,-0.0089617-0.028389i,-0.005376-0.012519i,0.0078565-0.0070786i,0.019568+0.020982i,0.002337+0.0021789i,-0.00058787-0.00011872i,-0.0063248-0.001002i,0.0112-0.0030557i,0.012179+0.0091684i,0.0012576+0.0051094i,-0.0054657-0.0072856i,0.0053288-0.0024627i,-0.0044345-0.0071382i,0.0032546-0.012314i,0.0065435-0.0063381i,-0.0011785+0.0074387i,0.010708-0.0085687i,0.0048015-0.0083776i,0.00064563-0.0070473i,-0.0027838-0.0020831i,-0.0059372-0.0071081i,-0.0087722-0.0013713i,-0.00052785-0.0015946i,-0.0085565+0.030762i,-0.010436-0.0035788i,0.00038402+0.0030002i,-0.0040587-0.0067054i,-3.53e-05+0.00098051i,-0.017119+0.00062753i,-0.0028867+0.0011394i,-0.0012309-0.0035542i,-0.003811-0.00163i,-0.0060538-0.0042364i,-0.0019579+0.0054634i,-0.0012804+0.0024422i,-0.0051055+0.0062081i,-0.0048854+0.00086722i,-0.0034658-0.0015851i,0.0074894-0.0033869i,-0.0075157+0.019449i,-0.02845-0.0019505i,-0.011202-0.0035965i,0.012065+0.017376i,-0.0031815+0.017068i,-0.007294-0.0051659i
0.0040312-0.010986i,0.0093766-0.010004i,0.0088735-0.0032662i,0.01377-0.00057752i,0.018047-0.0077325i,0.010252-0.020176i,0.021087-0.0096208i,0.013838+0.00057029i,0.0014047-0.011518i,-0.00068204+0.0023266i,-0.00078329+0.0010433i,-0.0018685+0.0016431i,-0.00018423+0.0042825i,-0.0016423+0.0034876i,0.0017749+0.0025248i,2.5593e-05+0.00021015i,0.00060686-0.001514i,-6.7236e-05-0.0014866i,-0.00030349-0.0010251i,-1.2152e-05-0.00062126i,0.00046048-0.0020651i,-0.0012149-0.00087243i,-0.0012913-0.00034007i,0.0073399+0.0018915i,-0.0030489+0.0017374i,-4.743e-05+0.0026989i,-0.001805+0.0013116i,-0.002325+0.0012761i,-0.0034166-0.00073331i,-0.0029935+0.0023197i,1.2559e-06-0.0012678i,0.00025136-4.6572e-05i,0.00056107-0.00077395i,0.0010779-0.00022874i,0.00019135+0.00068581i,-0.0072964+0.0079467i,-0.0026961+0.00020181i,-0.00084035+0.001296i,-0.0028152+0.00062502i,0.00059026-0.0026856i,2.2944e-05-0.0012508i,-0.00046595-0.0016127i,-0.0013065+0.0024189i,0.0035014-0.00037416i,-0.0033775-0.013754i,-0.03075-0.002847i,-0.0077963-0.0050079i,-0.004297+0.0023558i,0.026917+0.015076i,0.0039931+0.0030624i,0.0039671-0.021856i,-0.017686-0.028493i,-0.010159-0.012679i,0.01106-0.013988i,0.021156+0.013664i,0.0014418+0.0014748i,-0.00040777+0.0026131i,-0.005748+0.0011355i,0.0083271-0.0068516i,0.014376+0.0057324i,0.0048638+0.0068062i,-0.0093221-0.0054431i,0.0023784-0.0044343i,-0.0053449-0.0046561i,-0.0027222-0.010948i,0.0036604-0.0080461i,0.0024937+0.0057541i,0.0054711-0.010748i,0.00054586-0.0079907i,-0.0033362-0.0038293i,-0.0017267-0.0012197i,-0.0077387-0.004786i,-0.00636+0.0027507i,-0.00032718-0.00099787i,0.0074962+0.028455i,-0.01179+0.00092448i,0.0009985+0.0014089i,-0.0061618-0.0032142i,0.0006448+0.00045295i,-0.014878+0.0083316i,-0.0022366+0.0022328i,-0.002322-0.0018565i,-0.0030273-0.00025376i,-0.0066181-0.0017181i,0.00041198+0.0028263i,-0.0001614+0.0018779i,-0.0012937+0.0076377i,-0.003447+0.0022789i,-0.0045549-0.001214i,0.007701-0.0094575i,-0.0032883+0.021895i,-0.028261+0.003165i,-0.01251-0.0048641i,0.014014+0.01466i,-0.0004234+0.019067i,-0.0098594-0.0043967i
0.001634-0.011939i,0.0069768-0.0124i,0.0085537-0.0051346i,0.0137-0.0027423i,0.017461-0.011047i,0.0063309-0.021886i,0.017971-0.013148i,0.013597-0.001919i,-0.00062826-0.011207i,-0.00025856+0.0022955i,-0.00036562+0.00093841i,-0.0011546+0.0028224i,0.00084777+0.0038274i,-0.00050867+0.0035561i,0.0019783+0.0019906i,-7.7933e-05+0.00079856i,4.2404e-05-0.0011819i,-0.00015009-0.001746i,-0.00080183-0.00106i,-0.00037195-0.001302i,-0.0002547-0.0022782i,-0.0012838-0.00060072i,-0.0014926-0.00043834i,0.0071188-0.0020302i,-0.001987+0.0032598i,0.00086961+0.0024871i,-0.0013691+0.0022891i,-0.001792+0.0022244i,-0.0037416+0.0013353i,-0.0019025+0.0036841i,-0.00065784-0.001117i,-0.00039975+0.0001829i,0.00010442-0.00070345i,0.0009224-0.00069083i,0.00057247+0.0010488i,-0.0044868+0.0098738i,-0.0027185+0.001712i,-0.00028043+0.0015951i,-0.0026528+0.0020417i,-0.00036598-0.0026159i,-0.0001689-0.0014528i,-0.00082262-0.0012744i,-0.00091566+0.0030976i,0.0032676-0.00049443i,-0.0038804-0.012773i,-0.028613+0.0018017i,-0.0072332+0.00034026i,-0.0010424-0.00053646i,0.033696+0.0050214i,0.007493+0.0011788i,-0.0036535-0.021374i,-0.02525-0.025015i,-0.014036-0.0097581i,0.009727-0.022144i,0.022644+0.0088039i,-8.5896e-05+0.0013549i,-0.00042206+0.0019505i,-0.0060165+0.0023127i,0.0031691-0.010076i,0.015318+0.0010053i,0.008247+0.0053182i,-0.012184-0.0020352i,0.00070717-0.0035299i,-0.0057555-0.0018813i,-0.005693-0.0076593i,0.00074128-0.0080209i,0.00473+0.0050382i,0.0019695-0.010593i,-0.0025881-0.0056781i,-0.0028995-0.00040329i,-0.0018946-0.0016021i,-0.0098403-0.0013497i,-0.0032405+0.003591i,-0.00095237-0.001556i,0.018481+0.020286i,-0.011499+0.0052263i,0.0012255+0.00061678i,-0.0051531-0.00027104i,0.0011686-0.00059937i,-0.0082688+0.013459i,-0.0007178+0.0032363i,-0.0030947-0.0011501i,-0.0026864+0.0011302i,-0.0068212+0.0018208i,7.7478e-05+0.0023128i,0.00024794+0.0011011i,0.0021107+0.0074412i,-0.0024437+0.0017594i,-0.0058466+0.00074722i,0.0046454-0.014357i,0.0068463+0.02108i,-0.026254+0.0069468i,-0.014025-0.0054034i,0.016775+0.010215i,0.0047821+0.02094i,-0.01127-0.002279i
-0.00082793-0.011838i,0.0035392-0.01329i,0.0074045-0.0070016i,0.013024-0.0054239i,0.015705-0.014809i,0.0019253-0.022542i,0.01426-0.015416i,0.012729-0.0042202i,-0.0018359-0.010983i,9.5722e-08+0.0025273i,-0.00024756+0.00096709i,0.00011461+0.003323i,0.0012777+0.0033046i,0.00021748+0.0036154i,0.0021801+0.0014147i,0.00011531+0.001425i,-0.00028765-0.0006896i,-0.0005264-0.0018809i,-0.00076453-0.00083672i,-0.0012091-0.0014493i,-0.00086964-0.002192i,-0.0013924-0.00037122i,-0.0018862-0.00024503i,0.004851-0.0047328i,-0.00050608+0.0038933i,0.0016356+0.0022247i,-0.00023187+0.0029703i,-0.0008895+0.002864i,-0.002704+0.0030245i,-0.00023129+0.0043556i,-0.00085069-0.00048254i,-0.0002189+0.00076417i,-0.00011219-0.00053288i,0.00025207-0.00097102i,0.0010472+0.00097297i,-0.0010181+0.010773i,-0.0016415+0.0030124i,0.00022112+0.0015223i,-0.0016944+0.0032881i,-0.0011334-0.0023223i,-0.00060737-0.0015973i,-0.00096867-0.0010604i,-1.6486e-05+0.0037342i,0.0031369-0.00071002i,-0.0039724-0.01307i,-0.023288+0.0060566i,-0.002958+0.0034665i,-0.0013906-0.0049331i,0.036424-0.0091361i,0.010119-0.0038688i,-0.010644-0.017416i,-0.032192-0.018427i,-0.015926-0.0047582i,0.0040543-0.029053i,0.0201-0.00083071i,-0.00086017+0.0026855i,-0.00062182+0.0040504i,-0.0058345+0.0045186i,-0.0034204-0.0088284i,0.014891-0.0048935i,0.010702+0.0022282i,-0.013004+0.0033023i,-0.00016836-0.003516i,-0.0046412+0.00048407i,-0.0070916-0.0034085i,-0.0013855-0.00767i,0.0063898+0.0018243i,-0.0010331-0.010128i,-0.003984-0.0018311i,-0.0015475+0.0016089i,-0.0028588-0.0011462i,-0.0091437+0.0027394i,-0.0011455+0.004499i,-0.001775-0.0014229i,0.023774+0.0092093i,-0.008719+0.010591i,0.0014387-0.00048115i,-0.0046336+0.0011994i,0.00034299-0.001557i,-0.0013072+0.013521i,0.0015567+0.0027736i,-0.00321+0.0017412i,-0.0019958+0.0022854i,-0.0046004+0.0047355i,-3.9542e-05+0.0025425i,-0.00028708+0.00028598i,0.005365+0.0057208i,-0.0026185+0.00090567i,-0.0066042+0.0032981i,0.00078587-0.015282i,0.017266+0.011832i,-0.022806+0.011051i,-0.017007-0.0046108i,0.015756+0.0053823i,0.010625+0.019684i,-0.010573-0.0008074i
-0.0028318-0.011297i,0.00074609-0.01273i,0.0058148-0.0082249i,0.011992-0.0079147i,0.013026-0.018047i,-0.0021389-0.022375i,0.010823-0.01643i,0.011448-0.0059881i,-0.0030294-0.010673i,0.00058799+0.0026985i,-0.00020842+0.0010329i,0.0013996+0.0031976i,0.0015748+0.0031788i,0.00090789+0.0034971i,0.0023414+0.0010253i,0.00079011+0.002024i,-0.00029823-0.00019776i,-0.0010655-0.0018173i,-0.00099632-0.0010704i,-0.0019935-0.0010475i,-0.0015715-0.0020607i,-0.0013532-0.00011432i,-0.0021581+0.00031205i,0.0020822-0.0057483i,0.00097733+0.0039235i,0.0024966+0.0016234i,0.0010289+0.0030452i,0.00012354+0.0030559i,-0.0011849+0.0040449i,0.0016869+0.0042485i,-0.00067345+2.3908e-05i,0.00020298+0.0010437i,-0.00025652-0.00034683i,-0.00038559-0.00053992i,0.0014964+0.00077239i,0.0023774+0.010621i,-0.00023631+0.0036034i,0.00053276+0.0014511i,-0.00016187+0.0039812i,-0.0016628-0.0018673i,-0.00099139-0.0016146i,-0.0012535-0.00094164i,0.0012184+0.0038512i,0.0028256-0.0013141i,-0.0054096-0.013885i,-0.016715+0.0070284i,0.0025496+0.0039329i,-0.0035102-0.0061063i,0.032483-0.022787i,0.0093817-0.0088517i,-0.013689-0.011018i,-0.035776-0.0088266i,-0.015247+0.0015382i,-0.0042619-0.031848i,0.015313-0.0044659i,0.00019736+0.0038181i,0.0022132+0.0047697i,-0.0045833+0.0065085i,-0.0066313-0.0045041i,0.010977-0.011183i,0.011587-0.0020131i,-0.010646+0.007361i,-0.00099709-0.0026573i,-0.0030397+0.0014205i,-0.0054262-0.00058068i,-0.0042555-0.0062085i,0.0059321-0.00069983i,-0.0031634-0.0084285i,-0.0026191+0.00063953i,0.0005213+0.0021941i,-0.0029882-0.00023304i,-0.0065137+0.0055382i,0.0017642+0.0041153i,-0.0021272-0.00018986i,0.024331-0.0020581i,-0.0027764+0.012495i,0.00054315-0.0013368i,-0.0032644+0.0017558i,-0.00074556-0.0010776i,0.00306+0.011475i,0.0022589+0.0014159i,-0.0010873+0.0043372i,4.0804e-05+0.0032173i,-0.0011059+0.0058163i,0.0012389+0.0029241i,-0.0014815+0.0005986i,0.0070672+0.002763i,-0.0037049+0.00085185i,-0.0049784+0.0063869i,-0.0012859-0.014884i,0.019113-0.003213i,-0.017096+0.010809i,-0.019674-0.0024718i,0.015055+0.0017661i,0.015354+0.015022i,-0.011256-0.0007256i
-0.0044959-0.010521i,-0.0011637-0.011907i,0.0043668-0.0089864i,0.010604-0.010541i,0.0098793-0.02071i,-0.0062235-0.021675i,0.0079444-0.016793i,0.010271-0.0073918i,-0.0041075-0.01058i,0.0010775+0.0025358i,-2.2152e-05+0.0012839i,0.0024591+0.002717i,0.0022793+0.0031995i,0.0016559+0.0034312i,0.0024916+0.00062544i,0.006589-0.00078697i,-3.3564e-06+5.4491e-05i,-0.0016001-0.001675i,-0.0015856-0.0010113i,-0.0025685-0.00028701i,-0.0022456-0.0016967i,-0.0012659-2.8873e-05i,-0.0021494+0.00098492i,-0.00077958-0.0055972i,0.0026499+0.0033877i,0.0030027+0.0006132i,0.0022412+0.0025918i,0.0012356+0.0030399i,0.00055431+0.0042667i,0.0033069+0.0032288i,-0.00039104+0.00026609i,0.00079477+0.0012069i,-0.00025605-6.4004e-05i,-0.00034924+6.6566e-05i,0.0019988+0.00020718i,0.0054257+0.0093622i,0.0012941+0.003648i,0.0010113+0.001432i,0.0013715+0.003815i,-0.0020631-0.0012723i,-0.0015453-0.0013668i,-0.0016158-0.00068385i,0.0022822+0.0035799i,0.002443-0.0014588i,-0.0072113-0.014467i,-0.011728+0.0054167i,0.0074889+0.00091718i,-0.00499-0.0057788i,0.02481-0.03266i,0.0067615-0.012159i,-0.012966-0.0049488i,-0.034181+0.0015237i,-0.010338+0.0079969i,-0.011714-0.029722i,0.011976-0.0059676i,0.0015565+0.0037705i,0.0039621+0.0033262i,-0.0026561+0.0082662i,-0.0073333-0.00080647i,0.0036061-0.015443i,0.0095595-0.0068334i,-0.0083771+0.0086839i,-0.0011316-0.0015903i,-0.001976+0.0010487i,-0.0040168+0.00015434i,-0.0053933-0.0032761i,0.0045297-0.0021461i,-0.0050651-0.0062233i,-0.00072288+0.0014364i,0.0022906+0.00090836i,-0.0029308+0.00088613i,-0.0039391+0.0066189i,0.0029067+0.0020548i,-0.0011409+0.0009739i,0.018612-0.010706i,0.0016197+0.012856i,-0.00023834-0.00046428i,-0.001828+0.0022849i,-0.0011558-6.8646e-05i,0.0063814+0.0085854i,0.0029941+0.00051944i,0.0022144+0.0041181i,0.0015452+0.0022151i,0.0023267+0.0046527i,0.0016854+0.0026415i,-0.0015796+0.0022918i,0.0068317+0.00059312i,-0.0048598+0.0017563i,-0.0019926+0.0078041i,-0.0026404-0.015088i,0.011996-0.01448i,-0.014954+0.0061952i,-0.022637+0.0018271i,0.012603-0.0030623i,0.017115+0.009988i,-0.012301+0.00068267i
-0.0059878-0.0093166i,-0.0029892-0.011162i,0.0027822-0.0099614i,0.0080286-0.013348i,0.0061706-0.023099i,-0.010278-0.019754i,0.005518-0.017012i,0.0090865-0.0088722i,-0.0053899-0.010299i,0.0013663+0.0026281i,0.00014134+0.0012994i,0.0032057+0.0016083i,0.003084+0.0028584i,0.0024405+0.0030809i,0.0025543+0.0002895i,0.0051857+0.0033669i,0.00014713-4.7602e-05i,-0.0023663-0.0013014i,-0.0019294-0.00063227i,-0.0028929+0.00076351i,-0.0029797-0.0011087i,-0.0012236-5.9307e-05i,-0.001958+0.0016501i,-0.0032983-0.0043496i,0.0038935+0.0016318i,0.0029729-0.00048083i,0.0031641+0.0016149i,0.0024322+0.0025887i,0.0024289+0.0037091i,0.0042987+0.0016137i,7.0553e-06+0.00025157i,0.0013747+0.00096528i,-0.00010959+0.00016585i,-7.9338e-06+0.00039657i,0.0020114-0.00065301i,0.007873+0.0069468i,0.0027499+0.0029341i,0.0014779+0.0010998i,0.0029341+0.0031698i,-0.0021561-0.00049264i,-0.0020354-0.00086783i,-0.0017887-0.00014502i,0.0033281+0.0028392i,0.0021641-0.0015774i,-0.0096927-0.014567i,-0.008613+0.0027998i,0.0099619-0.0036475i,-0.0050732-0.0046623i,0.014863-0.039158i,0.0036013-0.013752i,-0.010466-0.001787i,-0.028823+0.0083513i,-0.002046+0.010072i,-0.017353-0.025229i,0.0090734-0.0067208i,0.0023752+0.0031279i,0.0040673+0.0011195i,-3.691e-05+0.0086103i,-0.0074629+0.0024402i,-0.0055076-0.014202i,0.0052234-0.0092625i,-0.0059654+0.010583i,-0.0006104-0.001819i,-0.0018791+0.00074294i,-0.0038103+0.00018939i,-0.004888-0.00091627i,0.0033213-0.0023645i,-0.005858-0.004658i,0.00054284+0.0009829i,0.0028369-0.0013961i,-0.0026333+0.0021397i,-0.00073536+0.0072468i,0.0024927+0.00048411i,-9.405e-05+0.00074754i,0.011058-0.014362i,0.0064818+0.0090884i,0.00042537-0.00010818i,4.1807e-05+0.0014892i,-0.00048255+0.0004191i,0.0079311+0.0052716i,0.0039909-0.0015252i,0.0040374+0.0029681i,0.0021782+0.0012616i,0.0035834+0.0022536i,0.0027469+0.0026516i,-0.00023008+0.0036586i,0.0064782-0.0017669i,-0.0052549+0.0036635i,0.00035992+0.0072946i,-0.0038492-0.014918i,0.0020594-0.020809i,-0.018217+0.0028877i,-0.022449+0.0075188i,0.0067211-0.0053914i,0.018101+0.0053137i,-0.011818+0.0017844i
-0.0066698-0.0079886i,-0.0043514-0.0097123i,0.00072851-0.010431i,0.0042613-0.015076i,0.0016521-0.02464i,-0.013418-0.016963i,0.0034965-0.017058i,0.0077627-0.010255i,-0.0065017-0.010129i,0.0021252+0.0028471i,0.00030399+0.0015547i,0.0032969+0.00058364i,0.0039362+0.0022538i,0.0032092+0.0025521i,0.0027645-0.0001805i,0.0034573+0.00074638i,-0.00025369-0.00016589i,-0.0029222-0.00038044i,-0.0020458-0.00017435i,-0.0025701+0.0020603i,-0.0034094-0.00023138i,-0.0016003-0.00015043i,-0.0014727+0.0023332i,-0.0049486-0.0019812i,0.0037777-0.00010032i,0.0025305-0.0015001i,0.0037419+0.00021691i,0.0033796+0.0015453i,0.0036979+0.0021372i,0.004543-0.00013634i,0.00022239-1.6096e-05i,0.0017454+0.00033437i,0.0002125+0.00023343i,0.00041768+0.00046216i,0.0015195-0.00094897i,0.0092381+0.0038887i,0.0037005+0.0015576i,0.0018298+0.00065471i,0.0041605+0.0017179i,-0.0019563+8.6821e-05i,-0.0023292-0.00010872i,-0.001766+0.00033447i,0.0038505+0.0016506i,0.0018475-0.0018339i,-0.01227-0.013884i,-0.0067973-0.00084093i,0.0099285-0.0085154i,-0.0040497-0.0044132i,0.0043951-0.04143i,0.00015661-0.01371i,-0.008394-6.4133e-05i,-0.022628+0.010688i,0.0063347+0.0075921i,-0.019833-0.019489i,0.0072079-0.0072326i,0.0032847+0.0018567i,0.0033597+0.00011512i,0.0031069+0.0079073i,-0.0059355+0.0058857i,-0.011741-0.0082573i,0.00091116-0.0090031i,-0.0034491+0.012054i,-0.001399-0.0027135i,-0.0020634+0.00091599i,-0.0040193+0.00096488i,-0.0035648+0.00057721i,0.0020908-0.0024426i,-0.007206-0.0030516i,0.0010061-1.8254e-05i,0.00086088-0.0033685i,-0.001262+0.0029928i,0.0025958+0.0056832i,0.0024408-0.00066583i,0.00036522+0.00036389i,0.0040434-0.014876i,0.009995+0.0049975i,0.00087481-0.00064738i,0.00018028+0.00049021i,0.00031012+0.00069024i,0.0080172+0.0025063i,0.0031244-0.004304i,0.0060013+0.001073i,0.0028672+0.00058832i,0.0040762-0.00015055i,0.003618+0.001729i,0.0015704+0.0039346i,0.0047121-0.0029969i,-0.0045398+0.0059537i,0.0022455+0.0056155i,-0.0044318-0.01429i,-0.010447-0.022881i,-0.022492+0.0035575i,-0.019155+0.012711i,0.0020161-0.0035192i,0.017001-0.00083762i,-0.011333+0.0015749i
-0.0069333-0.0072516i,-0.0049461-0.008588i,-0.0010982-0.01011i,0.00057695-0.015133i,-0.003088-0.025068i,-0.015544-0.014124i,0.0018627-0.017518i,0.0062442-0.011524i,-0.0079721-0.0097007i,0.0030747+0.0023635i,0.00086629+0.0018372i,0.0031171-0.00015433i,0.0045911+0.0011336i,0.0038644+0.0016739i,0.0027472-0.00079842i,0.0042307-0.00056543i,-0.00051921+0.00027092i,-0.0028089+0.00057857i,-0.0021857+0.00023285i,-0.001716+0.002904i,-0.0035245+0.00087574i,-0.0021149+0.00034174i,-0.00064405+0.002769i,-0.0052079+0.00088199i,0.0032453-0.0013073i,0.0018011-0.0022584i,0.0035419-0.0013467i,0.0037606+0.00015804i,0.0038919+0.00057577i,0.0041778-0.0019001i,0.00034289-0.00022327i,0.0015662-0.0003385i,0.00051643+4.9872e-05i,0.00084699+0.00026985i,0.001168-0.00097876i,0.009162+0.0007974i,0.0038206+2.6057e-06i,0.0021424+8.5673e-05i,0.0044569-0.00015179i,-0.0016355+0.00059078i,-0.0021763+0.00071141i,-0.0016397+0.00078069i,0.0036875+0.0003603i,0.001375-0.0021056i,-0.014764-0.012487i,-0.0086028-0.0044552i,0.0078562-0.012288i,-0.0036205-0.0051575i,-0.0044567-0.040743i,-0.0020059-0.011427i,-0.0058885+0.0012185i,-0.017437+0.011751i,0.01133+0.0022668i,-0.0195-0.014051i,0.0052566-0.008105i,0.0035277-0.00023992i,0.0032979-0.00073196i,0.0055939+0.0055386i,-0.0028378+0.0072056i,-0.013535-0.0011638i,-0.0019618-0.007507i,-8.3761e-05+0.011876i,-0.0031064-0.0026591i,-0.0025351+0.0019134i,-0.0036239+0.0022085i,-0.0026708+0.0013949i,0.0014024-0.001265i,-0.0074376-0.00034934i,0.00058703-0.00080102i,-0.0011206-0.0027357i,0.00050539+0.002853i,0.0038182+0.0033947i,0.0025392-0.0022148i,0.00062463+0.00040803i,-0.001506-0.013105i,0.010383+0.00056986i,0.00027198-0.0010984i,0.00011009+0.00084423i,0.0013647+0.00020288i,0.0078347+0.00054461i,0.0002655-0.0057346i,0.006238-0.0023936i,0.0030684-0.00093406i,0.0032983-0.0027771i,0.00415+0.00049072i,0.0031293+0.003442i,0.0028439-0.0031056i,-0.0026797+0.0072463i,0.0028941+0.0036078i,-0.0040102-0.015457i,-0.022062-0.01791i,-0.02559+0.0065131i,-0.014349+0.014454i,0.00074538-0.0013431i,0.012981-0.0043043i,-0.013082+0.0019759i
-0.0076442-0.0066363i,-0.0054238-0.0080137i,-0.0024945-0.0095843i,-0.0024751-0.014244i,-0.008004-0.024651i,-0.017383-0.01113i,-0.00025475-0.018744i,0.0044001-0.012717i,-0.0096667-0.0089115i,0.0037445+0.0015544i,0.0016832+0.0016874i,0.0028002-0.00068476i,0.0047642-0.00018264i,0.0041846+0.00065621i,0.0025245-0.0013962i,0.0043562-0.0015278i,-0.00041317+0.00081401i,-0.0025182+0.0012911i,-0.0021476+0.00098185i,-0.00068022+0.0033397i,-0.0032803+0.0020834i,-0.0021653+0.0013091i,0.00019038+0.0027618i,-0.004085+0.0033026i,0.0025497-0.0021026i,0.00085514-0.0026484i,0.0027304-0.0026999i,0.0035423-0.0012307i,0.0037209-0.000828i,0.0029801-0.003442i,0.00039793-0.00059037i,0.0013636-0.00069391i,0.00064189-0.00030076i,0.001155-0.00029955i,0.0012142-0.0012142i,0.0082132-0.0017826i,0.0035455-0.0012638i,0.0022504-0.00068926i,0.003854-0.0018797i,-0.0010991+0.0010992i,-0.0018019+0.0014248i,-0.001335+0.0012779i,0.0030239-0.00045528i,0.00082014-0.001782i,-0.016988-0.010684i,-0.012331-0.0047514i,0.0049567-0.014331i,-0.0037984-0.005194i,-0.012812-0.039426i,-0.001617-0.0092588i,-0.0032215+0.00095107i,-0.012167+0.01182i,0.014628-0.0043846i,-0.016557-0.010713i,0.003065-0.0088282i,0.0019563-0.0027393i,0.0029836-0.0017958i,0.0058389+0.0025066i,-0.00086852+0.0069221i,-0.012361+0.0053663i,-0.0042664-0.0054741i,0.0023378+0.0099221i,-0.0046806-0.0010453i,-0.002157+0.0035299i,-0.0028469+0.0032286i,-0.00088564+0.0016276i,0.0023281+0.00035679i,-0.0052877+0.0016193i,0.00027354-0.00054775i,-0.0018254-0.0016857i,0.0016703+0.0019396i,0.0039564+0.0013076i,0.00067697-0.0035742i,0.0010889+0.00012697i,-0.0057351-0.010316i,0.0097549-0.0036417i,-2.5782e-05-0.0010055i,0.0010138+0.00076719i,0.0015295-0.0011689i,0.0076842-0.0017083i,-0.0023491-0.0050659i,0.0044491-0.005449i,0.0020894-0.0018768i,0.0013505-0.0042346i,0.0044379-0.0011429i,0.0042316+0.0024087i,0.0019396-0.0027536i,-0.00042631+0.0075729i,0.0021406+0.0018512i,-0.004792-0.017682i,-0.027453-0.0083307i,-0.027559+0.011454i,-0.010238+0.015016i,-0.00010015+0.00041468i,0.0077086-0.0066508i,-0.01409+0.0037786i
