-0.023373+0.00049596i,-0.02429+0.0010132i,-0.014611-0.011612i,-0.034316-0.014377i,-0.030316+0.00063113i,-0.032632+0.0054088i,-0.057085-0.018122i,-0.033226-0.017542i,-0.028739-0.00017444i,0.0064445+0.0041436i,-0.0031878+0.0070443i,-0.0066167+0.016307i,0.0058693+0.010895i,0.0020047+0.0032454i,0.0051278+0.0033015i,0.0054979+0.0173i,0.023644+0.021406i,0.0013754-0.00055924i,0.00066353-0.0051336i,0.0066952-0.0009125i,0.0041362+0.00027126i,0.0022158+0.0013601i,0.00091634-0.00021775i,-0.018013+0.0024779i,-0.0049381-0.0045088i,-0.00054259+0.0026976i,0.0013946-0.0022516i,-0.0010217-0.00061802i,-0.00078016+0.0014242i,-0.0017158-0.0020135i,-0.0039668-0.00014273i,-0.0052908-0.0019735i,-0.0052382-0.0043754i,-0.00011132-4.2634e-05i,0.0011664-0.0027843i,0.0023478+0.013155i,0.0015502-0.0030178i,0.00069065-0.0032165i,0.0046199-0.0021237i,-0.0029245-0.0014118i,0.00061261-1.8556e-05i,0.0071497-0.0025733i,0.0034314-0.0022228i,0.00066087+0.0024095i,-0.013818+0.015169i,-0.027836+0.054644i,-0.0097161-0.036216i,-0.016791-0.018088i,-0.041076-0.0162i,-0.028523-0.012751i,0.038338-0.01329i,0.0055794-0.03114i,0.011579-0.038433i,-0.0095063-0.030953i,0.024571-0.022818i,0.014359+0.0060801i,0.026372-0.036012i,-0.0027-0.0040557i,0.0050964-0.0090822i,-0.00022334-0.0067025i,-0.00071395-0.034043i,-0.013838+0.028895i,0.008825-0.012207i,-0.0088973-0.0044107i,-0.0028525-0.0021091i,-0.0009475-0.015265i,-0.0090009+0.0058422i,0.0032647+0.00811i,-0.0003498+0.026975i,0.0026949+0.00039622i,-0.0077144-0.0047213i,-0.0043236-0.0057791i,-0.015249-0.0093166i,-0.0025003-0.0060651i,-0.03575+0.0053983i,-0.0041317-0.0095515i,-0.013168-0.00097644i,-0.010548-0.0053701i,0.0013483-0.0019715i,-0.014274+0.001763i,-0.001606-0.00045313i,0.0058374+0.0057641i,0.0036553-0.0056804i,-0.014577-0.013475i,0.0078537+0.0087127i,-0.015699+0.0057099i,0.0052747-0.00075956i,-0.019554-0.0027074i,-0.015849-0.0041826i,-0.015852-0.034762i,0.020537-0.011414i,-0.037943-0.023534i,-0.0081611+0.0022883i,0.018011+0.014856i,-0.022023+0.017492i,-0.0036421-0.0039618i
0.0055419-0.010015i,0.010191-0.0070473i,0.0085891+0.00098474i,0.015454+0.0015282i,0.021261-0.0040688i,0.01458-0.016221i,0.019576-0.0082746i,0.011461+0.00027017i,0.0015236-0.011031i,-0.0018688+0.002622i,-0.001527+0.00080437i,-0.0017193+0.000438i,-0.0019271+0.0039878i,-0.0018397+0.0027385i,0.00093663+0.00226i,0.00017744+0.00084918i,0.0021531-0.0017378i,0.00063598-0.0017258i,-2.1015e-06-0.00060984i,-0.00012999-9.6689e-05i,0.00050565-0.0017086i,-0.0014557-0.0011165i,-0.0009505-0.00038184i,0.0015734+0.0028066i,-0.0020686+0.00043758i,-0.0012883+0.0019148i,-0.0021152+0.00070838i,-0.0021305+0.00060771i,-0.0020806-0.0018948i,-0.0024372+0.00011445i,0.001188-0.0010769i,0.00063781-0.00017832i,0.00095081-0.00033032i,0.001304+0.00050897i,0.00076211-5.8415e-05i,-0.0071312+0.0023072i,-0.0018572-0.00018426i,-0.00094742+0.0005149i,-0.0028952+0.00024875i,0.0016921-0.0024962i,-0.00015273-0.0007846i,6.5941e-05-0.0013023i,-0.0014369+0.0019761i,0.0026946+0.00022186i,0.00036744-0.012838i,-0.023086-0.01207i,0.00072078-0.0057479i,-0.0053709+0.0043768i,0.020015+0.020322i,0.00051936+0.0053191i,0.011459-0.017052i,-0.0079565-0.025899i,-0.0062838-0.012018i,0.0072786-0.0074851i,0.017289+0.017279i,0.0023426+0.0012203i,-0.00091632+8.2473e-05i,-0.0064136-0.00093859i,0.010305-0.0041486i,0.013203+0.0075971i,0.00056641+0.0042066i,-0.0038147-0.0075765i,0.00551-0.0027681i,-0.0037005-0.0065597i,0.0025219-0.011702i,0.0057899-0.0060781i,-0.00083548+0.0079186i,0.010521-0.0072865i,0.0044493-0.0085136i,0.00045132-0.0067998i,-0.0027369-0.0011511i,-0.0057957-0.0059061i,-0.0079226-0.00022435i,-0.00032636-0.0011714i,-0.0097954+0.029824i,-0.0099594-0.0033315i,-9.7853e-05+0.0032808i,-0.0038934-0.0043527i,-0.00033448+0.0009314i,-0.016799+0.0011903i,-0.0038285+0.0011781i,-0.0017813-0.0022908i,-0.0040748-0.0012608i,-0.0063671-0.0039214i,-0.0012509+0.0049879i,-0.0011272+0.0015239i,-0.0043085+0.0057814i,-0.0054825+0.00050118i,-0.0023176-0.0011089i,0.0069922-0.0030833i,-0.0059497+0.017444i,-0.027758-0.0027241i,-0.010373-0.0034148i,0.011131+0.016609i,-0.0028551+0.016788i,-0.0073124-0.0049431i
0.0040272-0.011198i,0.0090093-0.0092208i,0.0090355-0.00012164i,0.01506-0.00052223i,0.020526-0.0076079i,0.01158-0.018271i,0.01702-0.011406i,0.011178-0.0018583i,-0.00063523-0.011254i,-0.0010054+0.0028112i,-0.00095544+0.0013955i,-0.0018439+0.0017498i,-0.00067763+0.0043059i,-0.0010371+0.0031828i,0.0013562+0.0019734i,1.6307e-05+0.0012024i,0.00091734-0.0019392i,0.00061403-0.0016625i,-0.00013564-0.0012608i,0.00020801-0.00052253i,0.00011227-0.0017956i,-0.0015729-0.00078362i,-0.00087969-0.00051933i,0.0030982+0.0017216i,-0.0023741+0.001833i,-0.0003209+0.0024068i,-0.0018625+0.001575i,-0.0019957+0.0013417i,-0.0033139-0.00059534i,-0.0023903+0.0014237i,0.00051342-0.0013066i,0.0003764-0.00061156i,0.00041386-0.00068213i,0.0012661-2.094e-05i,0.00047193+0.0002463i,-0.0060228+0.0045477i,-0.0021123+0.00062662i,-0.00082934+0.0010813i,-0.0028881+0.0012926i,0.00081111-0.0028352i,-0.00015766-0.00087752i,-0.00037005-0.0012181i,-0.0011382+0.0023014i,0.0021473-0.00012151i,-0.0011445-0.011993i,-0.021933-0.0088374i,-0.00077208-0.0038718i,-0.0016528+0.002207i,0.028293+0.012531i,0.0046668+0.0026454i,0.0040642-0.019188i,-0.016234-0.026219i,-0.01042-0.011525i,0.010155-0.014466i,0.019156+0.010863i,0.00052826+0.00010381i,-0.00049848+0.0023639i,-0.0060424+0.0011239i,0.0069688-0.0074123i,0.014733+0.0040173i,0.0035031+0.0059739i,-0.0083498-0.006146i,0.0027486-0.004498i,-0.0047431-0.0042954i,-0.0030254-0.010202i,0.0031357-0.0073643i,0.0029447+0.005908i,0.0060722-0.00949i,-0.00025349-0.0082869i,-0.0030539-0.0035757i,-0.0017768-0.00021506i,-0.0072346-0.0038716i,-0.0055789+0.0032759i,0.00021622-0.00076344i,0.0052776+0.029086i,-0.011225+0.00012518i,0.0008278+0.0021506i,-0.0059383-0.0019577i,0.00039835+0.00072107i,-0.014625+0.0088054i,-0.002957+0.0026552i,-0.0023785-0.00069487i,-0.0032178+0.00012994i,-0.007226-0.0013027i,0.00039235+0.002294i,-0.00035867+0.0011761i,-0.00088252+0.006915i,-0.0039063+0.002164i,-0.0038024-0.0012697i,0.0080309-0.0087082i,-0.0025368+0.019711i,-0.027438+0.0023859i,-0.011994-0.0046756i,0.013168+0.014411i,-4.1457e-05+0.018892i,-0.0097118-0.0042373i
0.0017129-0.011916i,0.0067699-0.011677i,0.0095557-0.0024715i,0.015112-0.0030648i,0.019612-0.011057i,0.0082369-0.019986i,0.014033-0.014209i,0.010563-0.004076i,-0.0026107-0.010475i,-0.00058216+0.002819i,-0.00045842+0.0012855i,-0.0010309+0.0028726i,0.00041453+0.003924i,-0.0001922+0.0031136i,0.0016699+0.0016374i,5.5861e-05+0.0016461i,9.8059e-05-0.0015126i,0.00045629-0.0020138i,-0.00076833-0.0014242i,-4.8153e-05-0.0011887i,-0.00034204-0.0019479i,-0.0014874-0.00047225i,-0.0011403-0.0006936i,0.0034226-0.00027937i,-0.00135+0.0030466i,0.0005174+0.0023539i,-0.00123+0.002473i,-0.001511+0.0020943i,-0.0034776+0.0014112i,-0.001718+0.0025823i,-5.5191e-05-0.0011109i,-0.00030678-0.0005314i,-1.3172e-05-0.00057465i,0.00096328-0.00047748i,0.00073408+0.00043945i,-0.0043083+0.0063173i,-0.0019288+0.0018184i,-0.00027373+0.0013777i,-0.0023737+0.002675i,-0.00019904-0.0029421i,-0.00020992-0.0010582i,-0.00060687-0.00097651i,-0.00077903+0.0028085i,0.0020496-2.5846e-05i,-0.0016442-0.011144i,-0.020573-0.0051926i,6.763e-05-0.00096217i,0.0012041-0.0013832i,0.034394+0.0016757i,0.0079277+0.00072617i,-0.0027665-0.018274i,-0.023352-0.023543i,-0.013517-0.008641i,0.0085794-0.022652i,0.018404+0.0046527i,-0.001349+0.00027161i,-0.00046254+0.0017923i,-0.0063005+0.0022162i,0.0017477-0.01i,0.014988-0.0006011i,0.0067884+0.0054117i,-0.011439-0.0028204i,0.0013283-0.0036871i,-0.0053459-0.0018102i,-0.0057065-0.0071686i,0.00071818-0.0072303i,0.0049215+0.0050145i,0.0031857-0.0096497i,-0.0036315-0.0056463i,-0.0025318-0.00010493i,-0.0015266-0.00050814i,-0.008809-0.00075453i,-0.0028333+0.0037818i,-0.0004586-0.0014071i,0.016586+0.02153i,-0.011095+0.0048811i,0.0013892+0.0015145i,-0.0045324+0.00052162i,0.0010243-0.00015638i,-0.0079614+0.013799i,-0.0013069+0.0037729i,-0.0027431+0.00031134i,-0.0028198+0.0012848i,-0.0072531+0.0022111i,-0.00025969+0.0020173i,-0.0001581+0.00067226i,0.0017925+0.0064619i,-0.0028188+0.0018323i,-0.0054537+0.00031258i,0.0056125-0.013764i,0.0072688+0.018797i,-0.026141+0.0057283i,-0.013691-0.0050062i,0.015969+0.010049i,0.0050723+0.020105i,-0.011203-0.0025505i
-0.00052803-0.011743i,0.0033665-0.012609i,0.0087234-0.0049169i,0.014441-0.0062722i,0.017743-0.014699i,0.004512-0.020848i,0.010529-0.01606i,0.0093758-0.0061011i,-0.0037414-0.0096602i,-0.00020581+0.0030188i,-0.00028782+0.00132i,0.00023802+0.0032712i,0.00085598+0.0035077i,0.00030441+0.0030489i,0.0018675+0.0013254i,0.00032635+0.002083i,-0.00031698-0.000862i,7.7048e-05-0.0022359i,-0.00096346-0.0012742i,-0.00080619-0.0014311i,-0.00088359-0.0018986i,-0.0015165-0.00021906i,-0.0016195-0.00057124i,0.0025255-0.0018444i,4.4098e-05+0.0034811i,0.0012572+0.0021497i,-0.00010564+0.0029783i,-0.00074475+0.0026027i,-0.0023879+0.0028997i,-0.0005093+0.003224i,-0.00042747-0.00075346i,-0.00052328-1.6602e-05i,-0.00016497-0.00038793i,0.00042605-0.00070907i,0.00093614+0.00026362i,-0.0020264+0.0074629i,-0.00090782+0.0027577i,0.0001355+0.0012883i,-0.0011436+0.0037335i,-0.0011517-0.0026983i,-0.0006188-0.0012417i,-0.00069451-0.00089601i,-0.00014461+0.0033469i,0.0021444-0.0001421i,-0.0016986-0.011413i,-0.017311-0.0021512i,0.0030662+0.00062573i,0.0002059-0.0059264i,0.036326-0.012455i,0.010361-0.0041818i,-0.0085626-0.014354i,-0.030282-0.017942i,-0.014627-0.0038604i,0.0029281-0.028951i,0.016653-0.0003339i,-0.0021547+0.0017522i,-0.00069086+0.0037797i,-0.0060138+0.0044001i,-0.0045234-0.0080292i,0.013772-0.0058069i,0.009502+0.0029329i,-0.012831+0.0017097i,0.00015744-0.0037136i,-0.0043678+0.00045616i,-0.0068108-0.003058i,-0.0011908-0.0069199i,0.0065753+0.0017149i,0.00042468-0.0097789i,-0.0044196-0.001542i,-0.0011233+0.0014537i,-0.0019348-0.00034615i,-0.0081697+0.0029891i,-0.00077777+0.0041381i,-0.0013154-0.0012553i,0.022224+0.01062i,-0.0082065+0.010197i,0.0017959+0.00072026i,-0.00338+0.0018819i,0.00037971-0.0011923i,-0.0010629+0.013591i,0.0010354+0.0034407i,-0.0025706+0.002183i,-0.0020524+0.0026634i,-0.0044314+0.005156i,-0.00020849+0.0022662i,-0.00055556+4.4627e-05i,0.0048657+0.0052448i,-0.002872+0.0012472i,-0.0062031+0.0027464i,0.0017585-0.015223i,0.016559+0.0094296i,-0.022979+0.0097916i,-0.016718-0.0042256i,0.014961+0.0055697i,0.010567+0.018707i,-0.010819-0.0011094i
-0.0023485-0.011157i,0.00060559-0.012158i,0.0073436-0.0065956i,0.013133-0.0092604i,0.015115-0.017809i,0.00098629-0.021153i,0.0069597-0.016904i,0.0078695-0.0076043i,-0.0045281-0.008868i,0.00042018+0.0031506i,-0.00023658+0.0014298i,0.0014301+0.0030931i,0.0011887+0.0034915i,0.00077265+0.0029958i,0.0020626+0.001042i,0.00089268+0.002562i,-0.00015386-0.00031133i,-0.00053759-0.002441i,-0.0013505-0.0013072i,-0.001565-0.0011761i,-0.0014809-0.0017728i,-0.0013924+3.0722e-05i,-0.0020093-0.000101i,0.00124-0.0026406i,0.0013158+0.0033285i,0.0020518+0.0016785i,0.0010966+0.0029258i,0.00010801+0.0028038i,-0.00095034+0.0036743i,0.00093413+0.0033226i,-0.00043865-0.0004115i,-0.00036573+0.00044773i,-0.00029031-0.00013261i,-8.0781e-05-0.00024954i,0.0011764+0.00023811i,0.0005138+0.0078119i,0.00032248+0.0030971i,0.00036306+0.0012827i,0.00049487+0.0041908i,-0.0018296-0.0021127i,-0.0010417-0.0011953i,-0.00093286-0.0008385i,0.00084671+0.0035402i,0.0020312-0.00051999i,-0.0028491-0.012307i,-0.013346-0.0011241i,0.0069534-0.0002079i,-0.002209-0.0072604i,0.031356-0.02556i,0.0095936-0.0091438i,-0.0106-0.0087905i,-0.033612-0.0089057i,-0.013567+0.0016421i,-0.0051532-0.031203i,0.013145-0.0036434i,-0.0016394+0.0032776i,0.0016857+0.004408i,-0.0047503+0.0063761i,-0.0073166-0.0034794i,0.0099186-0.011316i,0.010757-0.0009897i,-0.012158+0.0062517i,-0.00077311-0.0025899i,-0.0030433+0.0013313i,-0.005096-0.00068676i,-0.0038107-0.0055902i,0.0060696-0.00076651i,-0.0023551-0.0088328i,-0.0029956+0.001042i,0.00082459+0.0019093i,-0.0018745+0.00017213i,-0.0055705+0.0057095i,0.0017164+0.003389i,-0.0015695+2.4142e-05i,0.022255+8.5561e-05i,-0.0022867+0.012277i,0.0016057-3.6558e-05i,-0.0018901+0.0021171i,-0.00048884-0.00095787i,0.0033953+0.01133i,0.0021898+0.0022673i,-0.00087206+0.004351i,4.7679e-05+0.0035821i,-0.00071099+0.005701i,0.0007472+0.0025654i,-0.0016423+0.00046459i,0.0060764+0.0026627i,-0.0036867+0.0012649i,-0.0051089+0.0056603i,-0.0004561-0.015317i,0.017161-0.0047403i,-0.017632+0.009746i,-0.019472-0.002039i,0.014529+0.0023382i,0.014992+0.014056i,-0.011426-0.0007743i
-0.0038827-0.010396i,-0.0013112-0.011315i,0.0061472-0.0079671i,0.011362-0.012337i,0.012207-0.020506i,-0.0026732-0.021065i,0.0038521-0.016892i,0.006343-0.0088234i,-0.0050066-0.0084964i,0.00094582+0.0030021i,8.2277e-06+0.0016761i,0.0024698+0.0026039i,0.0019034+0.0035928i,0.0013826+0.0029421i,0.0022894+0.0006475i,0.0019272+0.0028561i,0.00019253-0.00025315i,-0.0013106-0.002479i,-0.0019688-0.0010766i,-0.0021679-0.00058995i,-0.002061-0.0014764i,-0.0012169+9.1607e-05i,-0.0021424+0.00053758i,-0.00036295-0.0029013i,0.0026524+0.0027116i,0.0026492+0.00083281i,0.002232+0.0024004i,0.001133+0.0028663i,0.00060937+0.003826i,0.0022634+0.0027355i,-0.00036382-0.00024003i,5.1289e-05+0.0007694i,-0.0001827+0.00023844i,7.5803e-05+0.00020787i,0.0014332-0.00017486i,0.0029948+0.0071636i,0.0016561+0.0028433i,0.00082983+0.0013231i,0.0020584+0.0037734i,-0.0021419-0.0014159i,-0.0015305-0.00089008i,-0.0012712-0.00067937i,0.0017952+0.0034271i,0.0018975-0.00064836i,-0.0043218-0.01302i,-0.010005-0.0020752i,0.010002-0.0032403i,-0.0041312-0.0070868i,0.023231-0.03517i,0.0068546-0.012501i,-0.009396-0.0039012i,-0.031922+0.00064867i,-0.0089239+0.0072494i,-0.012671-0.029125i,0.0099974-0.004926i,-0.00041941+0.0040012i,0.003211+0.0032729i,-0.0028343+0.0081639i,-0.0076324+0.00029065i,0.0031328-0.015039i,0.0093869-0.0054377i,-0.010172+0.0093462i,-0.00054349-0.00172i,-0.0020637+0.0012746i,-0.0039244-0.00011421i,-0.0047019-0.0029014i,0.0046946-0.0020601i,-0.0044524-0.0068425i,-0.00086498+0.0018598i,0.002536+0.00061287i,-0.0017112+0.00077119i,-0.0029479+0.0066451i,0.0025653+0.0016133i,-0.000747+0.00093299i,0.018167-0.008256i,0.0029254+0.011488i,0.0014978-2.0323e-05i,-0.00097825+0.0022058i,-0.0007372-3.9706e-05i,0.0065862+0.0084523i,0.0033182+0.0013589i,0.0021835+0.0044493i,0.0016157+0.0026629i,0.0024632+0.004664i,0.0014628+0.0023843i,-0.001944+0.0020094i,0.0059648+0.0006634i,-0.0046042+0.0022174i,-0.002404+0.0071104i,-0.0021953-0.015805i,0.0099825-0.014887i,-0.015684+0.0056772i,-0.022314+0.0020336i,0.012162-0.0023335i,0.016612+0.0090873i,-0.012386+0.00078527i
-0.005294-0.0092616i,-0.0030548-0.010539i,0.0043312-0.0097946i,0.008208-0.015403i,0.0087107-0.023004i,-0.0065374-0.020018i,0.0012458-0.016438i,0.0047356-0.0099475i,-0.0056915-0.0081961i,0.0013074+0.0030927i,0.00025687+0.0017042i,0.003126+0.0014348i,0.0027402+0.0033517i,0.0020245+0.0026385i,0.0024002+0.00023461i,0.0030808+0.0024679i,0.00034246-0.00039763i,-0.0023463-0.0022402i,-0.0023517-0.00050852i,-0.0026094+0.00028609i,-0.002693-0.00094409i,-0.0011804-2.71e-05i,-0.0021153+0.0012074i,-0.0020018-0.0023944i,0.0036491+0.0011602i,0.0027724-0.00021056i,0.0030748+0.0014403i,0.0022804+0.0025372i,0.0022902+0.0032421i,0.0031942+0.0016033i,-0.00022023-0.00017906i,0.00051617+0.00078588i,9.0852e-05+0.00047582i,0.0004367+0.00039127i,0.0013234-0.00082707i,0.0049973+0.0055719i,0.0026933+0.0019607i,0.0012983+0.0009765i,0.003535+0.0028835i,-0.0021083-0.00077171i,-0.0018769-0.00032333i,-0.0014876-0.00022577i,0.0028609+0.002812i,0.0017037-0.00078233i,-0.0065116-0.013375i,-0.0079425-0.004113i,0.011169-0.0073184i,-0.0045386-0.0058931i,0.01299-0.041207i,0.0034608-0.014031i,-0.0070138-0.0018795i,-0.026781+0.0068308i,-0.0014284+0.0090811i,-0.018049-0.024279i,0.0076381-0.0053843i,0.00085014+0.0038741i,0.0033818+0.0015484i,-8.4631e-05+0.0086854i,-0.0071949+0.0033828i,-0.0056242-0.013745i,0.005893-0.0082543i,-0.0075714+0.011934i,-0.00025918-0.0023961i,-0.0017262+0.0011437i,-0.0038567+9.3279e-05i,-0.0041274-0.00084196i,0.0036096-0.0022321i,-0.0054504-0.005153i,0.00073302+0.001396i,0.0027996-0.0016882i,-0.0013826+0.001404i,0.00012242+0.0068045i,0.0024797+0.00032209i,0.0001847+0.00071098i,0.011921-0.013139i,0.007242+0.0089097i,0.0020799-0.0003606i,0.00039386+0.0014199i,-0.00011294+8.1191e-05i,0.0082256+0.0051195i,0.0043731-0.00078725i,0.0043281+0.0031058i,0.0024306+0.0017324i,0.0041651+0.0021403i,0.0028647+0.0022559i,-0.001001+0.0033808i,0.0055901-0.0010178i,-0.0048601+0.0038895i,8.6507e-05+0.006711i,-0.00362-0.015652i,0.00010077-0.0211i,-0.018918+0.0026122i,-0.022119+0.0076854i,0.0064-0.0045047i,0.017312+0.0043982i,-0.011845+0.0021459i
-0.0059393-0.0079173i,-0.004294-0.0091728i,0.0017766-0.010457i,0.0037651-0.017175i,0.0044913-0.024764i,-0.0097167-0.018008i,-0.00083305-0.015742i,0.0029588-0.010798i,-0.0063819-0.0081099i,0.0021647+0.0032866i,0.00052607+0.0019939i,0.0031426+0.00045999i,0.0036309+0.0028511i,0.0026331+0.0022482i,0.0024975-0.00025545i,0.0038297+0.0016669i,-4.7731e-05-0.00059174i,-0.0032884-0.0013242i,-0.0023988+0.00012391i,-0.0025306+0.0014274i,-0.0031143-4.4148e-05i,-0.0015913-0.00012007i,-0.0018046+0.0019582i,-0.0032742-0.00099685i,0.0034647-0.00044365i,0.0024687-0.0011634i,0.003566+0.00010289i,0.0032499+0.0016072i,0.0033943+0.0017925i,0.0035538+0.00026252i,-0.00013018-0.00024393i,0.00097157+0.00045188i,0.0005297+0.00050933i,0.00086467+0.00028378i,0.00081407-0.0010196i,0.0061996+0.0033628i,0.0032466+0.00069415i,0.0015802+0.00056804i,0.0045267+0.001221i,-0.0019729-0.00025907i,-0.0020036+0.00043654i,-0.0014524+0.00017289i,0.0034603+0.0017393i,0.0015184-0.00097354i,-0.0088214-0.012963i,-0.0074639-0.0071672i,0.010256-0.011356i,-0.0037071-0.0055863i,0.0023392-0.042958i,-3.9766e-05-0.013914i,-0.0053154-0.0010066i,-0.02133+0.0094097i,0.0063784+0.0068187i,-0.019777-0.018482i,0.0062182-0.0057075i,0.0020257+0.003043i,0.0027772+0.00068793i,0.0029293+0.0078668i,-0.0054436+0.0064769i,-0.011492-0.0077612i,0.0018946-0.0085627i,-0.0038825+0.01365i,-0.0014291-0.0033822i,-0.0015522+0.0013559i,-0.0039036+0.00096021i,-0.0031001+0.00041964i,0.0027038-0.0024644i,-0.0063813-0.0033726i,0.0012515+0.00018137i,0.00054385-0.0034413i,-0.00048577+0.0018481i,0.0028291+0.0050984i,0.0027497-0.00073676i,0.00069913+9.632e-05i,0.0052207-0.014653i,0.0097608+0.0047892i,0.0021798-0.001487i,0.00028083+0.00038699i,0.00049455+8.1315e-05i,0.0082243+0.0020787i,0.0036203-0.0036604i,0.0060783+0.00090825i,0.0032569+0.00076492i,0.004709-0.00039173i,0.0037155+0.0010193i,0.0005254+0.0038712i,0.004387-0.0025235i,-0.0043435+0.0059419i,0.0020586+0.0053092i,-0.004346-0.015208i,-0.012644-0.021958i,-0.022968+0.0034306i,-0.018772+0.012781i,0.0023229-0.0025122i,0.015687-0.000716i,-0.01127+0.0021313i
-0.0061207-0.0071277i,-0.0047816-0.0081674i,-0.00027332-0.01018i,-0.00049067-0.016981i,9.0351e-05-0.025628i,-0.012124-0.015883i,-0.0024378-0.015223i,0.0009447-0.011377i,-0.0074012-0.007953i,0.0033026+0.0028925i,0.001253+0.0021971i,0.0029366-0.0001706i,0.004383+0.001844i,0.0031641+0.0015684i,0.0024486-0.00084641i,0.0042104+0.00095212i,-0.00047446-0.00033242i,-0.0034795-0.0002312i,-0.0024384+0.00070734i,-0.0019094+0.0023133i,-0.0032091+0.00097607i,-0.0020661+0.00038977i,-0.0011006+0.0025651i,-0.0037043+0.00097536i,0.0027905-0.0015027i,0.0018912-0.0018906i,0.0033339-0.0013978i,0.0036774+0.00022183i,0.0034697+0.00042174i,0.0034382-0.0011044i,-3.9411e-05-0.00023029i,0.0010697-9.4587e-05i,0.00089752+0.00021867i,0.0011878-9.2481e-05i,0.00045432-0.00087171i,0.0062948+0.001016i,0.0030928-0.00062072i,0.0018404+7.4108e-05i,0.0045459-0.00066154i,-0.0016956+0.00027137i,-0.001615+0.0010681i,-0.0013789+0.00058069i,0.0035224+0.00051353i,0.0012296-0.0011834i,-0.011125-0.011984i,-0.0097066-0.0097965i,0.0078165-0.01435i,-0.0034452-0.0063588i,-0.006563-0.04175i,-0.0022906-0.011778i,-0.0034421-0.0002178i,-0.016769+0.011019i,0.010965+0.0016342i,-0.018898-0.013661i,0.004663-0.0065851i,0.0026197+0.0013977i,0.0029045-0.00011296i,0.0052812+0.0056222i,-0.0021887+0.0074934i,-0.012824-0.0011579i,-0.0010903-0.0075579i,0.00035098+0.013425i,-0.0033465-0.0031262i,-0.0017054+0.0019579i,-0.0035436+0.0020954i,-0.0023001+0.001205i,0.0019435-0.0016353i,-0.0065987-0.0010366i,0.00057456-0.00078223i,-0.0014183-0.0025736i,0.00049642+0.0017261i,0.003815+0.0027311i,0.0026873-0.0023209i,0.00071342-4.3408e-05i,-0.00042394-0.013515i,0.010444+6.2597e-05i,0.0015317-0.0023317i,0.00019941+0.00061163i,0.0012963-0.00034444i,0.0077838-3.0843e-06i,0.00096893-0.0053423i,0.0064052-0.0022474i,0.0032417-0.0011065i,0.0037948-0.0030074i,0.004028-0.00012062i,0.0019528+0.0036582i,0.0026427-0.0025945i,-0.0027776+0.0072953i,0.0029088+0.0033272i,-0.0041729-0.015996i,-0.023455-0.016068i,-0.026037+0.006487i,-0.014098+0.014446i,0.0014565-0.00057504i,0.012236-0.003845i,-0.012668+0.0023088i
-0.0066602-0.0065876i,-0.0051662-0.0077383i,-0.0017917-0.0097632i,-0.0038694-0.015755i,-0.0045551-0.02581i,-0.014432-0.013546i,-0.0039781-0.015145i,-0.0011971-0.011529i,-0.0088239-0.0075291i,0.0042166+0.0020261i,0.002217+0.0018705i,0.0026868-0.00061476i,0.0047088+0.00058769i,0.0035181+0.00075913i,0.0022193-0.0014258i,0.0045323+0.00018571i,-0.00068366+0.00019297i,-0.0034315+0.00073169i,-0.0022304+0.0014711i,-0.0010674+0.0028681i,-0.0028971+0.0021143i,-0.0021235+0.0012536i,-0.00026162+0.0027934i,-0.003013+0.0028787i,0.0020568-0.0021511i,0.001075-0.0023342i,0.0025162-0.0025903i,0.0034438-0.0011699i,0.0032327-0.00076326i,0.0027288-0.002428i,0.00011091-0.00037767i,0.00093876-0.00051482i,0.0010459-0.00025261i,0.0012502-0.00081511i,0.00043144-0.00085487i,0.0056221-0.00098005i,0.0025819-0.0016243i,0.0019396-0.00059021i,0.0037612-0.0022902i,-0.0011726+0.00070508i,-0.0010813+0.0015229i,-0.0011471+0.0010293i,0.0030801-0.00039668i,0.0009205-0.0010239i,-0.013135-0.010581i,-0.013562-0.0097515i,0.0050232-0.015749i,-0.0038689-0.0063096i,-0.014639-0.039813i,-0.0020618-0.0094835i,-0.0015147-0.00062653i,-0.01167+0.011189i,0.013855-0.0045629i,-0.016532-0.010968i,0.002834-0.0070702i,0.0018-0.00085463i,0.002675-0.0013202i,0.0055834+0.0026866i,-0.00018227+0.0069833i,-0.011709+0.0048039i,-0.0035361-0.0059222i,0.0034933+0.010981i,-0.0050021-0.0014273i,-0.0014562+0.0031076i,-0.0027916+0.0032524i,-0.00092639+0.001451i,0.0026737-0.00015738i,-0.0055086+0.00061889i,0.00018022-0.00031097i,-0.0020657-0.0015848i,0.0012766+0.0012013i,0.0037877+0.00087439i,0.00077428-0.0036896i,0.00089198-0.00034965i,-0.0050637-0.011195i,0.009129-0.0040339i,0.00066606-0.0026817i,0.0010495+0.00039176i,0.0015373-0.0014798i,0.0073093-0.0019909i,-0.0016305-0.0046683i,0.0049736-0.0052105i,0.0019884-0.0021204i,0.0015367-0.0042562i,0.004093-0.0015309i,0.0032194+0.0029322i,0.0020495-0.0023986i,-0.00020873+0.0076175i,0.0024427+0.001345i,-0.0046896-0.017962i,-0.028125-0.0063797i,-0.028153+0.011527i,-0.010117+0.015181i,0.00058808+0.0010979i,0.0090925-0.0047126i,-0.013534+0.0038619i
