-0.022861-0.019914i,-0.031889-0.035135i,-0.023193-0.019766i,-0.031983-0.02066i,-0.024388+0.0036708i,-0.029211-0.018244i,-0.055193-0.048223i,-0.041621-0.044546i,-0.029061-0.020416i,0.0055736+0.0049631i,-0.0034983+0.0061103i,-0.010734+0.011753i,0.0037235+0.0071159i,-0.003675-0.0024419i,0.0028993+0.0018816i,0.0014023+0.029449i,0.016399+0.032045i,-0.00039912+0.00024042i,-0.0031511-0.002858i,0.0082991+0.0042209i,0.0015197+0.00044024i,-0.00030969+0.0025896i,-0.0006812+0.00026709i,-0.030772-0.0010048i,-0.0038432-0.0048949i,-8.8244e-05+0.0023727i,0.0043717-0.0014411i,0.00097355-0.00024685i,-0.00067551-0.00040675i,-0.0012164-0.0019229i,-0.0023002-0.00043605i,-0.0038826-0.0042406i,-0.0034315-0.0049597i,0.00065871-0.0013275i,0.00043595-0.0032348i,-0.0033438+0.02687i,0.0020127-0.003128i,0.002631-0.0039224i,0.004191-0.0022451i,-0.0068557-0.0014573i,0.00047471+0.001422i,0.0068707-0.0081287i,-0.0017296+0.00030371i,-0.0035192+0.00061511i,-0.0085282-0.0035742i,-0.018535+0.021558i,-0.0086267-0.087297i,-0.0024597-0.061864i,-0.021088-0.054458i,-0.011519-0.045665i,0.053113-0.027358i,0.023553-0.066725i,0.039742-0.054919i,0.019606-0.039151i,0.026111-0.020387i,0.012231+0.012083i,0.025192-0.028719i,-0.01101-0.0012386i,-0.0013611-0.00023334i,-0.0083556-0.0012304i,-0.0051365-0.030003i,-0.021451+0.026047i,0.0072852-0.0098508i,-0.010972-0.0034046i,-0.0025357-0.0018007i,-0.00079587-0.014777i,-0.0083721+0.005656i,0.0061051+0.010465i,-0.0097756+0.029511i,0.0065735+0.0072773i,-0.0039399-0.0019381i,-0.0021941-0.0015499i,-0.012636-0.0054479i,0.00047524-0.0044356i,-0.02936+0.0021281i,0.0028429-0.0094449i,-0.0075737-0.0023279i,-0.0049989-0.0031619i,0.0070194+0.0016126i,-0.01021+0.00038035i,0.0027421-0.0007186i,0.0059012+0.008133i,0.0056048+0.0011553i,-0.0076119-0.0090562i,0.0028193+0.0081004i,-0.018724+0.0061962i,0.0034235+0.0056415i,-0.021439-0.0091116i,-0.027226-0.0045733i,0.0069104-0.062232i,0.019242-0.015737i,-0.050054-0.028533i,-0.021993+0.0005091i,0.019081+0.010633i,-0.026635+0.011941i,-0.012376-0.007838i
0.0058274+0.0051211i,0.037562+0.016051i,0.020462-0.0042245i,0.013489+0.0017983i,0.009044-0.0018296i,0.016294-0.0073173i,0.012121+0.015065i,0.016498+0.018317i,0.0011445-0.0022204i,0.0014879+0.00071548i,0.0024296-0.0012456i,0.0014289-0.0039231i,2.7081e-05-0.0011476i,0.0022653-7.2559e-05i,0.005298-0.0011513i,0.0057487+0.0008716i,0.0067859-0.0062429i,9.1624e-06-0.0012143i,-0.0022207-4.9747e-06i,0.00094327+0.00084782i,0.00026391-8.0755e-05i,-0.0021606-0.00048599i,-0.0016309-5.0924e-05i,0.00625+0.007797i,-0.00057687+0.00028938i,0.00041061+0.00079198i,0.001005+0.00093844i,-8.2668e-05+0.0010749i,-0.00037611-0.00031432i,-0.0011938-2.0922e-05i,0.00032872-0.0012801i,-0.00064111+0.00039346i,0.00018572+0.00058492i,-5.8453e-05+0.00054076i,-0.00032439-0.0011226i,-0.009927+0.0058671i,0.00049944+0.00016552i,-0.00057125+2.4455e-05i,-0.00053268+0.0017176i,-0.00051458-0.0031132i,-0.00067302+0.00050317i,-0.00040218-0.00038346i,0.00070778+0.0015596i,0.0036818-0.0023672i,0.00046974+0.0038409i,-0.049288+0.010997i,-0.0032502+0.030216i,-0.013333+0.041882i,-0.0080678+0.064825i,-0.016769+0.044333i,-0.0065317+0.019869i,-0.0085535+0.013924i,-0.047376+0.004i,-0.025437-0.0073065i,0.0149+0.025374i,0.0005705+0.0057414i,-0.007082+0.0018205i,-0.013722-0.001801i,0.0037045-0.0003032i,0.0071482+0.014019i,-0.0062904+0.0071436i,-0.0046128-0.0069974i,0.0051046-0.0033067i,-0.0066775-0.0054193i,0.0033889-0.006603i,0.0044123-0.0023643i,-0.0021159+0.010336i,0.011848-0.0057612i,0.0059928-0.0047474i,0.0053182-0.0078908i,0.0030765+0.0006783i,-0.0018016-0.0055586i,-0.0038705-0.0014883i,0.0020897-0.001561i,-0.001723+0.032207i,-0.0043855-0.0052819i,0.0032681+0.00021231i,-0.00083431-0.0071903i,0.0034016-0.0013248i,-0.012987-0.0057766i,0.00088669+0.0012251i,0.003977-0.001869i,0.0028869-0.0011557i,0.0011946-0.0056136i,-0.0022336+0.0054522i,-0.00039038+0.0063998i,-0.0049058+0.0062619i,-0.0043985+0.0023938i,-0.0057929-0.00011293i,-0.024022+0.019443i,-0.0090418+0.014252i,-0.022236-0.011215i,-0.0085095-0.0086371i,0.0091179+0.020705i,-0.00038686+0.019877i,-0.0086699-0.0035052i
0.0062655+0.0029834i,0.039292+0.0085718i,0.019365-0.0081213i,0.013751+0.00034075i,0.0097737-0.0033119i,0.014806-0.01056i,0.013133+0.012185i,0.019704+0.015203i,0.00025703-0.0023539i,0.0017428+5.7224e-06i,0.0023025-0.0015344i,-0.00032695-0.0029419i,-9.3243e-05-0.00062257i,0.0021597-0.0001165i,0.0046158-0.0022547i,0.0054014+8.9141e-05i,0.0034992-0.0066569i,-2.1073e-05-0.0010109i,-0.0023821+0.00022759i,0.0010936+0.00012239i,9.233e-05-0.00051404i,-0.0022427+8.5544e-05i,-0.0015997+0.00017942i,0.0097779+0.0048688i,-0.00082602+0.0010217i,0.00097426+0.0004147i,0.0011026+0.00033549i,0.00055513+0.0011047i,-0.00077582+0.0001814i,-0.0012507+0.00050515i,-0.00018544-0.0011729i,-0.00056014+5.3815e-06i,0.00018192+0.00049729i,0.00032971+0.00046454i,-0.00080895-0.00016278i,-0.010247+0.007373i,0.00020107-4.7447e-06i,-0.00041246+0.00049887i,0.00020318+0.0014487i,-0.0013817-0.0020656i,-0.00045697+0.00026017i,-0.00077686-0.00012757i,0.00088215+0.0015188i,0.0025599-0.0024695i,0.0018269+0.0036572i,-0.043843+0.018196i,-6.8748e-05+0.031084i,-0.0042631+0.042157i,0.0078918+0.061824i,-0.0060206+0.043387i,-0.008422+0.016322i,-0.011679+0.011802i,-0.048644+0.0078961i,-0.021242-0.0088914i,0.021288+0.02002i,0.00055684+0.00519i,-0.0061136+0.0069638i,-0.013728+0.0024943i,0.0022144-0.0018301i,0.010293+0.011677i,-0.0016107+0.011412i,-0.0091442-0.0054819i,0.0019609-0.0044443i,-0.0067752-0.0017997i,-0.00089668-0.0063192i,0.0026733-0.004202i,0.0024412+0.0077831i,0.0071627-0.0089964i,0.0020597-0.0059005i,0.0010945-0.005578i,0.0040295-0.00024458i,-0.0031334-0.0046884i,-0.0022393+0.00098444i,0.0019927-0.0014017i,0.0079997+0.028031i,-0.0061049-0.0042856i,0.0036978-0.0016937i,-0.0039133-0.0060588i,0.0036865-0.0024468i,-0.013341+0.00038657i,0.0021545+0.0012795i,0.0028706-0.0018902i,0.0030221-0.0024798i,-0.00028731-0.0056314i,-0.00073432+0.0029669i,0.0022937+0.0051432i,-0.0013119+0.0081538i,-0.0034468+0.0039867i,-0.0065597+0.0008092i,-0.018821+0.018696i,-0.0061822+0.016279i,-0.024783-0.0057513i,-0.010773-0.012215i,0.011955+0.019583i,0.0034037+0.022108i,-0.011034-0.00349i
0.0057894+0.0013169i,0.039122-8.5858e-05i,0.017994-0.012724i,0.014955-0.0023916i,0.010744-0.0056238i,0.012419-0.013752i,0.013405+0.0091596i,0.022726+0.011086i,-0.00011768-0.0020001i,0.0012227-0.00051368i,0.0018406-0.0025235i,-0.00054366-0.0013237i,-2.8877e-05-0.00062755i,0.0020846-0.00060351i,0.0036967-0.0031054i,0.0048508-0.00074158i,0.0011835-0.0064769i,-0.00023958-0.00106i,-0.0023865+0.00097177i,0.00077232-0.00081311i,-0.00057347-0.00086197i,-0.0019977+0.00075161i,-0.001653+0.00046458i,0.010777+6.3455e-05i,-0.00022679+0.0013879i,0.0009062-0.00024406i,0.00079437-3.9501e-05i,0.0010556+0.00047478i,-0.00051611+0.00063334i,-0.0010833+0.00099944i,-0.00080494-0.00097922i,-0.001044+0.0005622i,0.0003097+0.00046336i,0.0004814+0.00016607i,-0.00036113+0.00058195i,-0.001403+0.012581i,4.5529e-05+0.00018174i,-5.6116e-05+0.00046471i,0.00061414+0.0011509i,-0.0017876-0.0012692i,-0.00043238+8.8194e-05i,-0.00061482+0.00029947i,0.0011874+0.0015599i,0.0021155-0.002662i,0.0038446+0.0027208i,-0.037987+0.024332i,0.0042916+0.03186i,0.004808+0.039056i,0.023046+0.053389i,0.0033352+0.042363i,-0.011483+0.015415i,-0.01424+0.012798i,-0.049175+0.01438i,-0.019635-0.012064i,0.024207+0.010914i,0.00075398+0.0050902i,-0.0035898+0.0089043i,-0.013233+0.0062632i,-3.1371e-05-0.0037467i,0.012951+0.0083768i,0.0035559+0.011787i,-0.012046-0.0015905i,0.00033593-0.0031293i,-0.0057366+0.00085861i,-0.0028062-0.0042181i,0.00044737-0.003922i,0.0046686+0.0069513i,0.0038543-0.0088662i,-0.0014554-0.0043935i,0.00064096-0.0028187i,0.0041735-0.002442i,-0.0054941-0.0038015i,-0.0006591+0.00077276i,0.0013083-0.0022141i,0.017514+0.020705i,-0.007788-0.0018757i,0.0032643-0.003201i,-0.0039071-0.0040512i,0.0039065-0.0040954i,-0.010467+0.005704i,0.0037925+0.00052346i,0.0020971-0.0021881i,0.0017038-0.0028157i,-0.0018918-0.0049601i,-0.0016014+0.0027859i,0.003529+0.0030169i,0.0027595+0.0078441i,-0.0023581+0.0048317i,-0.0071654+0.002533i,-0.016205+0.01752i,-0.00021416+0.016953i,-0.025205-0.0013357i,-0.014895-0.013792i,0.016885+0.016736i,0.0094518+0.022872i,-0.013369-0.0021249i
0.005038+0.00043523i,0.035997-0.0072331i,0.014575-0.017059i,0.014833-0.0064199i,0.010348-0.0089588i,0.0091073-0.015979i,0.013058+0.0070729i,0.02365+0.0063238i,-2.8877e-07-0.0022663i,0.00062767-0.00043206i,0.00079119-0.0026933i,-0.00011512-0.00070785i,-0.00047925-0.00041744i,0.0017112-0.00077835i,0.0024404-0.0036738i,0.0042431-0.0010696i,-0.00040447-0.0052964i,-0.00035473-0.0008622i,-0.0014336+0.0018064i,4.94e-06-0.0011558i,-0.0011215-0.00043941i,-0.0016188+0.0013228i,-0.0015393+0.00097551i,0.0088983-0.0041927i,0.00025867+0.0014054i,0.00050244-0.00036098i,0.00071844-7.6192e-05i,0.00073629-8.1308e-05i,-0.00011763+0.00064539i,-0.00068082+0.0015126i,-0.0011727-0.0003403i,-0.00058902+0.0010766i,0.0004351+0.00030213i,0.0003519-1.5319e-05i,0.00019069+0.00080006i,6.2038e-05+0.01016i,0.00016643+0.00019751i,-4.116e-05+0.00030905i,0.00068846+0.00088897i,-0.0020454-0.00042935i,-0.00046788+3.3105e-05i,-0.00039604+0.00052885i,0.0016867+0.0015279i,0.0017618-0.0024897i,0.0055769+0.00035254i,-0.030344+0.02902i,0.0097661+0.031857i,0.010106+0.034634i,0.034558+0.039871i,0.013023+0.037599i,-0.015054+0.017796i,-0.016907+0.015702i,-0.04812+0.022538i,-0.021228-0.0156i,0.024116+0.0024822i,0.0013132+0.0055782i,-0.00086894+0.01125i,-0.011192+0.0098218i,-0.0044741-0.0028092i,0.014919+0.0032102i,0.0085325+0.0099309i,-0.012421+0.002996i,-0.00047914-0.0025675i,-0.0039632+0.0024774i,-0.0036772-0.0013815i,-0.00042652-0.0033045i,0.0066849+0.0038956i,0.0011808-0.0084881i,-0.0032942-0.0014786i,0.0014927-0.0020373i,0.002943-0.0042329i,-0.0058873-0.00062315i,0.00036526+0.0009751i,0.00057051-0.002331i,0.024601+0.0098813i,-0.007697+0.0015623i,0.0022519-0.0046787i,-0.0041931-0.0025397i,0.0022661-0.0064648i,-0.0056408+0.0080171i,0.0050011-0.0013741i,0.0012255-0.0017542i,0.0012041-0.0025891i,-0.002741-0.0029115i,-0.0018817+0.0035412i,0.003338+0.0010015i,0.0049729+0.0054799i,-0.0010347+0.0048087i,-0.0073947+0.0048007i,-0.014079+0.018479i,0.0084973+0.012392i,-0.024075+0.0033406i,-0.020526-0.013222i,0.019167+0.011901i,0.015774+0.020213i,-0.013309-0.00018695i
0.0049132-3.7697e-05i,0.032796-0.01228i,0.010166-0.019938i,0.013583-0.010321i,0.0087397-0.011977i,0.0058703-0.017226i,0.013001+0.0059468i,0.023582+0.0027989i,6.3188e-05-0.0028317i,0.0002839-0.00026783i,-0.00015603-0.0025291i,0.00035152-0.00055688i,-0.00063233+0.00025254i,0.0013901-0.00096623i,0.0012797-0.0035853i,0.0040523-0.0010301i,-0.001058-0.0041477i,-0.00068475-0.00074929i,-0.00064741+0.0017993i,-0.0006844-0.00095132i,-0.0012612-1.8763e-05i,-0.00087604+0.001747i,-0.0011315+0.0014926i,0.0055242-0.0066311i,0.00071902+0.0012507i,0.00028868-0.00031166i,0.0006157-0.00030696i,0.00038269-0.00011352i,3.4794e-05+0.0006324i,6.228e-05+0.0016923i,-0.0011398+0.00023085i,-0.00015438+0.0012946i,0.00052959-3.8722e-05i,0.00036244+0.00017141i,0.00073768+0.00072594i,0.0023471+0.0095725i,0.00015102+0.0002876i,-0.00018267+0.00034353i,0.00098683+0.00064684i,-0.0016806+0.00026061i,-0.00064089-9.1247e-05i,-0.00022196+0.00054224i,0.002153+0.00091219i,0.0012626-0.0021636i,0.0056216-0.0027128i,-0.022041+0.031001i,0.016456+0.03012i,0.015326+0.031717i,0.038978+0.024745i,0.019036+0.030639i,-0.016002+0.023676i,-0.01707+0.022147i,-0.045031+0.031932i,-0.025831-0.016739i,0.019973-0.0046562i,0.0026574+0.0057659i,0.0040482+0.011329i,-0.0078419+0.012671i,-0.0060201+0.00086916i,0.013804-0.0032493i,0.01245+0.0060006i,-0.011539+0.0063845i,-0.00062274-0.00083121i,-0.0023199+0.0031896i,-0.0019471+0.00068721i,-0.0020195-0.0022503i,0.0070029+0.00097504i,-0.0010821-0.0073124i,-0.0029227+0.0015772i,0.0025167-0.0025323i,0.0011125-0.0052414i,-0.0037461+0.0013838i,0.0017665+0.00031483i,0.00011929-0.0019372i,0.025321-0.0014812i,-0.0053103+0.004086i,0.00044418-0.0054003i,-0.0035933-0.0017217i,-0.00038327-0.0073293i,-0.0019808+0.007598i,0.0039103-0.003874i,0.0012492-0.00090727i,0.0012469-0.0024406i,-0.0015279-0.002085i,-0.00028776+0.0047918i,0.0020056-0.00022956i,0.0060881+0.0026803i,-0.00050558+0.0036754i,-0.005914+0.0076504i,-0.010456+0.019603i,0.011631+0.0013i,-0.020437+0.0052204i,-0.026534-0.010787i,0.020411+0.0066639i,0.019921+0.013911i,-0.013755+9.6393e-05i
0.0050489-0.00091917i,0.030028-0.01668i,0.0059316-0.021478i,0.011405-0.014212i,0.0066371-0.014383i,0.0024292-0.018003i,0.014061+0.0048441i,0.023739-0.0010499i,-0.00010884-0.0038568i,-0.0001752+0.00011433i,-0.00063903-0.0019185i,0.00053571-0.0006116i,-0.00018728+0.00088811i,0.00098824-0.00095548i,0.00045336-0.0032814i,0.0043571-0.0013009i,-0.0013633-0.0036809i,-0.00081675-0.00048701i,-0.00011589+0.0016737i,-0.001006-0.00047466i,-0.0010043+0.00044219i,6.501e-05+0.0015408i,-0.00050432+0.0017026i,0.0023518-0.0074755i,0.0012685+0.00094039i,0.00019429-0.0003134i,0.00044336-0.00053634i,0.00027736-9.6653e-05i,0.0002767+0.00059131i,0.00068551+0.0013864i,-0.00087283+0.00062746i,0.00041402+0.0015326i,0.00024875-0.00013713i,0.00054916-6.9717e-05i,0.0010539+2.6326e-05i,0.0051756+0.0077512i,0.00027926+0.00035193i,-0.00011584+0.0005413i,0.00094053+0.00023054i,-0.0011283+0.00065251i,-0.00081429-1.8766e-05i,4.3719e-05+0.00044488i,0.0022281+0.00043983i,-0.0019902-0.002595i,0.0047213-0.0054638i,-0.014623+0.030454i,0.022538+0.025562i,0.020666+0.027746i,0.039243+0.010755i,0.02221+0.023808i,-0.012824+0.030369i,-0.013042+0.029664i,-0.037232+0.04212i,-0.031498-0.01492i,0.014545-0.0074746i,0.0043306+0.0049143i,0.0076308+0.0087373i,-0.0036387+0.014759i,-0.005231+0.0036i,0.0094789-0.0091484i,0.01347+4.6951e-05i,-0.010344+0.0093952i,0.00045764-4.7891e-05i,-0.00072011+0.0031525i,-0.0003407+0.00060996i,-0.002029+5.391e-05i,0.0055895-0.00090731i,-0.0023233-0.0054485i,-0.00068978+0.0032653i,0.0025045-0.0040753i,-0.00099546-0.0052065i,-0.002614+0.0016463i,0.0021842-0.0011769i,0.00062098-0.0015963i,0.021243-0.011178i,-0.0026204+0.0050633i,-0.0012696-0.0048529i,-0.0034475-0.00099753i,-0.0033923-0.0065171i,0.00037844+0.0066882i,0.0027324-0.0048489i,0.0022069-0.0010732i,0.00094876-0.0033495i,-0.00091632-0.0027631i,0.001599+0.0055629i,0.00081016+0.00014292i,0.0086731+0.002111i,-0.00094513+0.0027402i,-0.0029788+0.0094082i,-0.0065932+0.019305i,0.0074957-0.0078094i,-0.018117+0.0028947i,-0.032953-0.0043565i,0.018579-0.00034783i,0.020616+0.0077364i,-0.014421+0.001774i
0.0049536-0.0017497i,0.026395-0.021566i,0.0013338-0.023058i,0.0075267-0.017971i,0.0038536-0.016754i,-0.0012024-0.017964i,0.015571+0.002881i,0.022645-0.0054223i,-0.00069773-0.0046995i,-0.00027707+0.0010279i,-0.0012327-0.0015692i,0.00054441-0.0011965i,0.00038722+0.0010694i,0.00069175-0.00081296i,-0.00010575-0.0028716i,0.0046203-0.0020423i,-0.0019502-0.0034417i,-0.0010806-0.00027214i,0.00070671+0.0013518i,-0.0013306-3.2375e-05i,-0.00094195+0.00050026i,0.00059031+0.00086021i,-9.7966e-06+0.0016549i,-0.00097424-0.0070207i,0.0014323-0.00023498i,-5.3141e-06-0.00021111i,-0.00017137-0.00073576i,0.00014282-7.9201e-05i,0.00058368+0.00037503i,0.00098557+0.00086457i,-0.00034376+0.00080114i,-0.0020779+0.0032906i,-6.4285e-06-2.9789e-05i,0.00048035-0.00027178i,0.00060057-0.00072657i,0.0062468+0.0060084i,0.00039384+0.00029246i,-3.0198e-05+0.00055638i,0.00092364+0.00012762i,-0.00052613+0.00073239i,-0.0011245+6.396e-06i,0.00016176+0.00036419i,0.0022739-0.00011079i,-0.0011874-0.002125i,0.0028526-0.0078362i,-0.0087033+0.028752i,0.026565+0.019726i,0.025705+0.022627i,0.034937-0.00098987i,0.023418+0.018598i,-0.0064023+0.034733i,-0.0037749+0.034201i,-0.024975+0.048896i,-0.036621-0.0090839i,0.010046-0.0084083i,0.005238+0.003246i,0.0093138+0.0050159i,0.00076747+0.014857i,-0.0043533+0.0052353i,0.0017206-0.010971i,0.01107-0.0046801i,-0.0076101+0.011762i,0.0016347-0.0010323i,-0.00031322+0.0015923i,-5.8475e-05-0.00024173i,-0.00036823+0.0012813i,0.004504-0.0010871i,-0.0027401-0.0042529i,0.0015943+0.0031816i,0.0012158-0.0060133i,-0.0025571-0.00417i,-0.0017054+0.0021147i,0.0012143-0.0025271i,0.00077415-0.0025331i,0.013482-0.017169i,-0.00013676+0.0048541i,-0.002194-0.0040928i,-0.0028766-0.00084301i,-0.0051044-0.0048407i,0.0020818+0.005395i,0.0015239-0.0061426i,0.0025701-0.0022054i,-0.00018489-0.0037323i,-0.0019309-0.0033318i,0.004353+0.0038421i,0.00057115+0.0013342i,0.0065118-0.00059345i,-0.0017408+0.0027589i,8.5372e-05+0.0091697i,-0.0029104+0.019008i,0.00054788-0.013839i,-0.020514+0.00031073i,-0.034625+0.0057345i,0.012388-0.0042931i,0.020728+0.0020962i,-0.014002+0.0036372i
0.0050893-0.0028188i,0.022118-0.024708i,-0.0041964-0.023115i,0.0019126-0.019845i,4.839e-05-0.018122i,-0.004266-0.016823i,0.017094+8.6609e-05i,0.020485-0.0086256i,-0.0013133-0.0057622i,0.00054571+0.0017701i,-0.0016388-0.00062111i,-0.00039652-0.0015987i,0.0009292+0.0009821i,0.00072468-0.00054805i,-0.0004153-0.0025089i,0.0045034-0.0027608i,-0.0030219-0.0024776i,-0.001129+0.00015114i,0.0010681+0.00054714i,-0.0012514+0.00079795i,-0.00076796+0.0007419i,0.00046473+8.8512e-05i,0.00043359+0.001581i,-0.0041546-0.0049464i,0.00043969-0.00057294i,-8.0436e-05-8.3216e-05i,-0.00060932-0.00012779i,6.6272e-05+3.2974e-05i,0.00053841-4.5847e-05i,0.0010687+0.0004527i,-2.2653e-07+0.00070932i,0.00091407+0.00021645i,7.1004e-05+0.00016783i,0.00035857-0.0002673i,-0.00026089-0.00046219i,0.0068561+0.0044495i,0.00050583+0.00016694i,4.089e-05+0.00068243i,0.00092328-9.1786e-05i,5.5867e-05+0.00045834i,-0.0011465+0.00069274i,0.00026943+0.00025022i,0.0020299-0.00085932i,-0.0014277-0.0014824i,0.00028613-0.0091788i,-0.0040898+0.026177i,0.028613+0.013911i,0.03019+0.016169i,0.028807-0.0082378i,0.023947+0.014295i,0.0011703+0.036618i,0.0056993+0.033672i,-0.011349+0.050852i,-0.037475-0.00068064i,0.0073563-0.0081611i,0.0056767+0.0017422i,0.009148+0.0015733i,0.0053335+0.013287i,-0.002845+0.0071919i,-0.0047305-0.0078862i,0.0078067-0.0071101i,-0.004635+0.012944i,0.0014405-0.0027543i,0.00045237+0.0013191i,-0.00034416-0.00031162i,0.001552+0.0011326i,0.0042191-0.0014451i,-0.0035478-0.0032016i,0.0031821+0.0019254i,-0.0018699-0.0071631i,-0.0031789-0.0025529i,-0.00010805+0.001776i,0.00079167-0.003127i,0.00011294-0.0034366i,0.0059298-0.018495i,0.0016133+0.0038383i,-0.0028954-0.0034182i,-0.0035258-0.00090637i,-0.0061014-0.0031761i,0.0027216+0.0040439i,-0.0011365-0.0073796i,0.0024236-0.0032719i,-0.00091556-0.0032128i,-0.0028025-0.0027853i,0.0046423+0.0025719i,0.0013413+0.001988i,0.0053209-0.0024101i,-0.0019672+0.0036048i,0.0025253+0.0079007i,0.0016231+0.018435i,-0.0091837-0.016488i,-0.024448+0.00076771i,-0.030743+0.014057i,0.0073159-0.0035402i,0.017681-0.003594i,-0.013284+0.0043958i
0.0049801-0.0044883i,0.01807-0.027706i,-0.0088809-0.021395i,-0.003201-0.019332i,-0.0037473-0.018412i,-0.0064867-0.015569i,0.018168-0.0038875i,0.018585-0.011387i,-0.0024608-0.0066292i,0.0016987+0.0015905i,-0.0012286+0.00032285i,-0.0011836-0.00093962i,0.0014517+0.00054762i,0.0007667-0.00055376i,-0.00062472-0.0022202i,0.0043518-0.0035193i,-0.0033427-0.0011823i,-0.00081505+0.00027694i,0.00074751-0.00015988i,-0.00075287+0.0011998i,-0.00049857+0.00097814i,0.00010525-0.00019837i,0.00086794+0.0013224i,-0.0053556-0.002069i,-6.0971e-05-8.0821e-05i,-9.4606e-05+2.239e-05i,-0.00053756+1.9739e-05i,0.0001191+0.00011782i,0.00022108-3.6566e-05i,0.0010499-1.9447e-05i,0.00032216+0.00057615i,0.0008137+0.00029711i,0.0002812+0.00011476i,0.00034923-0.00019573i,-0.00036871+0.00018629i,0.0078329+0.0030764i,0.00039732+8.3449e-05i,0.00034576+0.00073942i,0.00074922-0.00042617i,0.00046884+8.8216e-06i,-0.00053777+0.00049017i,0.00024962-8.0462e-05i,0.0012968-0.0015443i,-0.0016458-0.00088969i,-0.0024648-0.0096807i,-0.001642+0.023116i,0.029623+0.0087287i,0.032265+0.0080546i,0.022921-0.01337i,0.024013+0.012094i,0.0091481+0.03633i,0.013513+0.031136i,0.0011828+0.048382i,-0.034688+0.0069202i,0.0052463-0.0085517i,0.0059195-0.00034468i,0.0087478-0.00085086i,0.008899+0.0098721i,9.9708e-05+0.0075221i,-0.0076171-0.0030336i,0.0041083-0.0081471i,-0.0010851+0.013142i,-0.000348-0.004045i,-0.00015374+0.0011919i,-0.00038345-6.1741e-05i,0.0026143+2.837e-05i,0.0038168-0.0013568i,-0.0039941-0.0017927i,0.003419+0.00041354i,-0.0052969-0.0051877i,-0.0027436-0.0016256i,0.00026734+0.00039428i,-0.00018268-0.0039657i,-0.0010717-0.0035586i,-0.00074013-0.017236i,0.0030471+0.0022707i,-0.0038447-0.0026503i,-0.0039243+0.00048552i,-0.0061819-0.00073743i,0.0032822+0.0032503i,-0.0045066-0.0069144i,0.0019302-0.004634i,-0.0014883-0.0030895i,-0.0030587-0.0028266i,0.0059324+0.0018725i,0.0019625+0.001986i,0.0035247-0.0028451i,-0.0017242+0.0045206i,0.0041367+0.0058089i,0.0064051+0.015834i,-0.019328-0.013776i,-0.028371+0.0036334i,-0.025961+0.018608i,0.0050665-0.0023122i,0.013304-0.0058745i,-0.014496+0.0049721i
0.0039591-0.0060311i,0.01343-0.030484i,-0.012418-0.01901i,-0.0073034-0.017688i,-0.0075484-0.017881i,-0.0087376-0.014397i,0.017963-0.0091301i,0.016369-0.014205i,-0.0041502-0.0072976i,0.0024251+0.00073028i,-0.00043701+0.00077636i,-0.0013011+6.784e-05i,0.0015171-0.0001581i,0.00082075-0.00060872i,-0.00094578-0.0020798i,0.0039801-0.0045607i,-0.0031577+0.00017142i,-0.00063446+0.00021702i,0.00050447-0.0003985i,-0.00030939+0.0012972i,-0.00020955+0.0012268i,-0.00017385-0.00024315i,0.0011229+0.00089198i,-0.0044595+0.001107i,-5.5052e-05+0.00014566i,-1.6626e-05+9.2698e-05i,-0.00047155+0.00023942i,0.00012862+7.4904e-05i,0.00019699+5.6036e-06i,0.00069433-0.00038546i,0.00059711+0.00015593i,0.00084059+0.00044543i,0.00032018+3.2246e-06i,0.00036484-0.00048537i,4.6656e-05+0.00048925i,0.0073978+0.0014798i,0.00044057-2.1109e-05i,0.00066617+0.00065921i,0.0002752-0.00087083i,0.00087456-0.00043535i,-8.6454e-05+3.9824e-05i,8.3554e-05-0.00015627i,0.00037418-0.0015091i,-0.0015613+0.0002266i,-0.0050988-0.0091828i,-0.00068316+0.02173i,0.029967+0.0037802i,0.031363+0.0016098i,0.015936-0.017389i,0.026585+0.0108i,0.016692+0.033493i,0.021343+0.026824i,0.012235+0.042188i,-0.029458+0.011927i,0.0029752-0.0087759i,0.0049722-0.0031312i,0.0082259-0.0036939i,0.0099932+0.0053891i,0.0018488+0.0064481i,-0.0080632+0.0022213i,0.00030662-0.0074385i,0.0019743+0.011285i,-0.0026684-0.0030985i,-0.00021251+0.0023777i,-0.00032593+0.00013426i,0.0030866-0.0015348i,0.004369-0.00042842i,-0.0032396-0.00056338i,0.0036182+0.00015791i,-0.005923-0.0023359i,-0.0020957-0.00033617i,-0.00030402+1.8431e-05i,-0.0022729-0.0045267i,-0.0021882-0.0028923i,-0.0065853-0.014949i,0.0033249+3.2141e-05i,-0.0044865-0.0014689i,-0.0030032+0.0017338i,-0.0057213+0.00072417i,0.0043779+0.0025308i,-0.0068582-0.004675i,0.00028511-0.0061066i,-0.0025387-0.0024686i,-0.0046449-0.0026525i,0.0071284-0.00050839i,0.0027066+0.0022897i,0.0029668-0.0024905i,-0.00012939+0.0055283i,0.0042433+0.0034463i,0.0098907+0.011334i,-0.025042-0.0058101i,-0.031116+0.0092887i,-0.020335+0.02308i,0.0031849-0.00039295i,0.010874-0.007632i,-0.01471+0.0070215i
