-0.024171-0.018411i,-0.032463-0.032407i,-0.021997-0.019569i,-0.03263-0.020473i,-0.023867+0.0041997i,-0.028829-0.017295i,-0.057887-0.043763i,-0.040907-0.041672i,-0.030498-0.023509i,0.0052657+0.0055934i,-0.0035649+0.0066699i,-0.010983+0.010718i,0.0040004+0.0067787i,-0.0036911-0.0027117i,0.0029213+0.001692i,0.0041213+0.027819i,0.026459+0.032124i,-3.2369e-05+0.00017166i,-0.0029341-0.0026691i,0.0074893+0.003998i,0.0022524+0.00069134i,-6.6526e-05+0.0025888i,-0.00051042+0.00036215i,-0.032498-0.00044236i,-0.0032211-0.0048984i,4.55e-05+0.0024914i,0.0039202-0.00090548i,0.00057073-0.00029499i,-0.00040982-0.00058886i,-0.00098883-0.0019245i,-0.0021346-0.00063997i,-0.0037463-0.0034669i,-0.0032865-0.0051046i,0.00029797-0.0012056i,0.00044049-0.0029984i,-0.0014257+0.025265i,0.0021212-0.0030335i,0.0022083-0.0040309i,0.0044392-0.0025038i,-0.0066264-0.0017613i,0.00082648+0.0012705i,0.010262-0.00038603i,-0.0019755-0.00017649i,-0.0033984+0.0016082i,-0.0090983-0.0023554i,-0.018962+0.022145i,-0.0083965-0.086444i,-0.0026838-0.061046i,-0.021568-0.0533i,-0.011111-0.045807i,0.054214-0.026604i,0.024205-0.067651i,0.041428-0.05382i,0.01872-0.038765i,0.025567-0.019704i,0.012167+0.011775i,0.025695-0.029386i,-0.011546-0.001192i,-0.00075488-0.00093026i,-0.0073289-0.0019512i,-0.0051474-0.029037i,-0.020574+0.026897i,0.007274-0.0097008i,-0.01061-0.0035915i,-0.0024379-0.0019486i,-0.00086071-0.01464i,-0.0081003+0.0046902i,0.0054181+0.010622i,-0.010221+0.031218i,0.0068209+0.0076599i,-0.0036579-0.0017755i,-0.0024478-0.0014219i,-0.01259-0.0054505i,0.0004082-0.0040229i,-0.032567+0.0032192i,0.0031065-0.0092399i,-0.0071643-0.0017697i,-0.0050929-0.0029158i,0.0070274+0.001853i,-0.010405+0.00086852i,0.0024569-0.00018812i,0.0057834+0.0075471i,0.0057675+0.00098588i,-0.0077596-0.0095668i,0.0024983+0.007899i,-0.019509+0.0076527i,0.0031585+0.0056887i,-0.020981-0.0087511i,-0.027444-0.0048599i,0.0097165-0.060857i,0.018938-0.014708i,-0.051503-0.028575i,-0.023543+0.0035072i,0.019294+0.010263i,-0.02713+0.012036i,-0.012659-0.0076346i
0.0054122+0.0051913i,0.036545+0.014447i,0.019608-0.0043744i,0.013396+0.0023926i,0.008487-0.0020596i,0.01577-0.0075942i,0.012471+0.014182i,0.018848+0.020309i,0.0010596-0.0023938i,0.0011597+0.00069483i,0.002408-0.0013076i,0.0014012-0.0039282i,7.8317e-05-0.0012191i,0.002136-9.1224e-05i,0.0051558-0.0011962i,0.006118+0.00038823i,0.0056146-0.005073i,0.00010546-0.00092406i,-0.0021798-0.00020099i,0.00045866+0.00070891i,0.00024356-0.00020155i,-0.0021973-0.00051579i,-0.0015361-6.2701e-05i,0.0061304+0.0075928i,-0.00069304+0.00026387i,0.00039763+0.00085306i,0.0010005+0.0010252i,-1.8703e-05+0.0012335i,-0.00034726-0.00022037i,-0.0011902-2.6734e-05i,0.00048908-0.0010555i,-0.00052622+0.00040449i,0.00022435+0.00071212i,-8.1351e-05+0.00054478i,-0.00043559-0.00087522i,-0.0087714+0.0067608i,0.00059042+0.00040604i,-0.00048909+3.7881e-05i,-0.0004046+0.0014033i,-0.00031052-0.0027161i,-0.00069326+0.00010985i,-0.00051321-0.00018126i,0.00088968+0.0014859i,0.0033088-0.0022243i,0.00048238+0.0031679i,-0.05009+0.0086072i,-0.0034518+0.029348i,-0.013812+0.040829i,-0.0091253+0.065564i,-0.016626+0.044459i,-0.0054714+0.019867i,-0.0080047+0.014211i,-0.045361+0.0042446i,-0.024928-0.0076444i,0.015805+0.025979i,0.00057599+0.005473i,-0.0069146+0.0020243i,-0.014073-0.0021527i,0.0038959-0.00030097i,0.0078001+0.013161i,-0.005908+0.0062449i,-0.0046791-0.0063564i,0.0058255-0.0028014i,-0.006582-0.0052845i,0.0035627-0.0066209i,0.003952-0.0022711i,-0.0025826+0.010053i,0.011084-0.0056105i,0.006086-0.004733i,0.005282-0.008403i,0.0029875+0.0008345i,-0.0018701-0.0061913i,-0.0034271-0.001341i,0.0021106-0.0018233i,-0.010139+0.030985i,-0.0042242-0.0053606i,0.0032365+0.00010253i,-0.0005004-0.0069368i,0.0034092-0.0019029i,-0.013115-0.0059413i,0.00079468+0.00081303i,0.003951-0.0017842i,0.0026381-0.00077034i,0.0014656-0.0051891i,-0.0020638+0.0056886i,-0.00040747+0.005726i,-0.0051456+0.0069088i,-0.0047351+0.0023055i,-0.0056288+9.5132e-05i,-0.023803+0.019326i,-0.0086561+0.014789i,-0.021713-0.011418i,-0.0084605-0.0098366i,0.0087639+0.02043i,-0.00035727+0.019814i,-0.0088-0.0038071i
0.0059738+0.0032724i,0.038071+0.0069493i,0.018366-0.0080892i,0.014033+0.00077126i,0.0091703-0.003457i,0.014192-0.010752i,0.013322+0.011126i,0.021748+0.01632i,0.00033662-0.0027349i,0.0014263+0.0001432i,0.0021992-0.0016653i,-0.00023741-0.0028047i,-6.885e-05-0.00067125i,0.0020405-0.00014797i,0.0044524-0.0023197i,0.0055165-0.00045077i,0.0031993-0.0056034i,0.00017415-0.00081155i,-0.002339+0.00020301i,0.00094847+0.00014153i,8.6833e-05-0.00059452i,-0.0022194+5.5429e-05i,-0.0014951+0.00013203i,0.0096873+0.0043901i,-0.00097756+0.0010903i,0.00097401+0.00049646i,0.0010853+0.0003687i,0.00049036+0.00099163i,-0.00073989+0.00031368i,-0.0012146+0.00048757i,-0.00011896-0.0011058i,-0.00055624+5.1161e-05i,0.00029176+0.00052407i,0.00019812+0.0004861i,-0.00072318+0.00018642i,-0.005945+0.0086978i,0.00041+0.00011368i,-0.00032908+0.00041943i,0.00014784+0.0011502i,-0.0010153-0.002102i,-0.00052382+5.4394e-05i,-0.00063763+0.00014447i,0.0010422+0.0012876i,0.0022463-0.0023583i,0.001723+0.0030731i,-0.044952+0.016521i,-0.0004463+0.030391i,-0.0052806+0.041065i,0.0078409+0.062568i,-0.005534+0.043498i,-0.0074433+0.016051i,-0.010907+0.011557i,-0.046984+0.0074366i,-0.02125-0.009447i,0.021513+0.019617i,0.00053563+0.0051646i,-0.0057779+0.0068717i,-0.013765+0.0027379i,0.0023146-0.0020692i,0.010234+0.01096i,-0.0022418+0.010599i,-0.0084555-0.0050449i,0.0025131-0.0045082i,-0.0065135-0.00195i,-0.00080789-0.006393i,0.0025521-0.0037715i,0.0022721+0.0081294i,0.0068652-0.0082072i,0.0024305-0.0061438i,0.00078211-0.0056992i,0.0041632-0.00011897i,-0.0033499-0.0049553i,-0.0018967+0.00065188i,0.0019011-0.0020491i,0.0058438+0.03102i,-0.0057547-0.0044538i,0.0034995-0.0018498i,-0.0037-0.0060711i,0.0033326-0.0025804i,-0.013422+0.00042858i,0.0017335+0.0012389i,0.0030613-0.0017957i,0.0030489-0.0020018i,0.00023307-0.0055691i,-0.00053671+0.0027148i,0.0019357+0.0046532i,-0.0013904+0.0084968i,-0.0034695+0.004299i,-0.0064592+0.00096075i,-0.018458+0.018301i,-0.0060348+0.016661i,-0.025006-0.0065623i,-0.011747-0.012675i,0.011906+0.019931i,0.0033515+0.021329i,-0.011539-0.0034156i
0.0057237+0.0016886i,0.037739-0.001373i,0.016959-0.012324i,0.015302-0.0022951i,0.01001-0.0055676i,0.011795-0.013823i,0.01333+0.0080974i,0.024+0.011628i,-0.00010066-0.0025508i,0.0010713-0.00037543i,0.0016818-0.0025209i,-0.00049202-0.0015051i,-3.4079e-05-0.00068349i,0.0020697-0.00052426i,0.0034864-0.0031367i,0.0047493-0.0012803i,0.0014185-0.0054256i,-1.53e-05-0.0010418i,-0.0022804+0.0011333i,0.00078858-0.00075891i,-0.00061026-0.00088911i,-0.0019388+0.00069236i,-0.0015659+0.00040688i,0.010211-0.00055342i,-0.00023327+0.00153i,0.00086913-0.00014342i,0.00080944-1.7104e-05i,0.00088678+0.00055552i,-0.00043036+0.00068269i,-0.0010475+0.00092455i,-0.00065462-0.00087821i,-0.0010947+0.00055806i,0.00046915+0.00043194i,0.00035758+0.00030909i,-0.000243+0.00077837i,-0.0029965+0.0096728i,0.00024577+0.00015284i,-6.6975e-05+0.00035752i,0.00039826+0.00090686i,-0.0016127-0.001359i,-0.00045736-2.0865e-05i,-0.00037021+0.00040354i,0.0012023+0.0012252i,0.0017703-0.0023936i,0.0036975+0.002066i,-0.03914+0.022944i,0.0041164+0.031273i,0.0032981+0.038378i,0.023261+0.053979i,0.0040906+0.042229i,-0.010699+0.014928i,-0.013524+0.011953i,-0.047995+0.013759i,-0.020255-0.012635i,0.024031+0.011371i,0.0007935+0.0049915i,-0.0035315+0.0085195i,-0.012905+0.0064217i,-8.4081e-05-0.0038943i,0.012545+0.0081483i,0.0029263+0.011564i,-0.011181-0.0023544i,0.00048273-0.003188i,-0.0058688+0.00078842i,-0.0028697-0.0040565i,0.00071699-0.0037788i,0.0047951+0.007184i,0.0039973-0.0084591i,-0.0013348-0.0050559i,0.00046185-0.002961i,0.0044889-0.0024109i,-0.00535-0.0032792i,-0.0007724+0.00058575i,0.00076594-0.0023958i,0.018754+0.02352i,-0.0074715-0.0022842i,0.0029282-0.0031397i,-0.0040115-0.0041326i,0.00371-0.0040544i,-0.010571+0.0058684i,0.0034353+0.00058912i,0.0022572-0.0024638i,0.0019444-0.0026238i,-0.0017224-0.0047649i,-0.0016892+0.0027093i,0.0030546+0.0030123i,0.0025452+0.0085443i,-0.0021776+0.0047137i,-0.0070418+0.0029032i,-0.015907+0.016666i,0.00027038+0.017233i,-0.025925-0.0021607i,-0.016075-0.013657i,0.016595+0.016973i,0.0087907+0.022413i,-0.013848-0.0013937i
0.0052257+0.00069025i,0.034459-0.0081768i,0.013596-0.016535i,0.015031-0.0065926i,0.0098188-0.0086453i,0.0084826-0.015899i,0.012845+0.0061245i,0.024603+0.0066837i,-0.00016751-0.0028472i,0.00053797-0.00030854i,0.00058554-0.0027171i,-0.00026011-0.00078754i,-0.00047789-0.00043964i,0.0017156-0.00077314i,0.0023014-0.0035799i,0.0039827-0.0015368i,6.088e-05-0.0047174i,-0.00024726-0.0010155i,-0.0013257+0.0018857i,8.8353e-05-0.001096i,-0.001109-0.00035083i,-0.0015093+0.0013996i,-0.0014761+0.00089274i,0.0080857-0.0042664i,0.00039385+0.0014269i,0.00048747-0.00027646i,0.00061554-5.6511e-05i,0.00076357+5.7553e-05i,-6.2233e-05+0.00061458i,-0.00071066+0.0014458i,-0.0010632-0.00037712i,-0.00064271+0.0011974i,0.00062071+0.00013677i,0.0003413+0.00011157i,0.00035071+0.00076435i,7.8644e-05+0.0097922i,0.00028777+0.00016993i,-7.1996e-05+0.00022852i,0.00046158+0.00085235i,-0.0017076-0.00053592i,-0.00049508-5.3248e-06i,-0.00023998+0.00039735i,0.0015267+0.0011237i,0.0014249-0.0024082i,0.005237-0.00020264i,-0.03195+0.028093i,0.0094504+0.031062i,0.0086321+0.034893i,0.035536+0.040541i,0.013608+0.036949i,-0.014513+0.017112i,-0.016626+0.014594i,-0.047016+0.02155i,-0.022035-0.01558i,0.024416+0.0028638i,0.0011908+0.0052633i,-0.00069266+0.011183i,-0.010811+0.0099585i,-0.0043719-0.0029798i,0.014632+0.003245i,0.0079975+0.010002i,-0.012684+0.0014739i,-0.00054274-0.0023766i,-0.0041663+0.0025579i,-0.0034849-0.0012738i,-0.00030528-0.0033487i,0.0068203+0.0037633i,0.0014127-0.0084602i,-0.0035755-0.0018418i,0.0013035-0.001794i,0.0032648-0.0043601i,-0.0057985-7.9816e-05i,0.00030609+0.00092047i,0.00025658-0.0021118i,0.025911+0.011701i,-0.0078048+0.0013238i,0.0020426-0.0043571i,-0.004127-0.0023922i,0.002224-0.0061994i,-0.0059089+0.0081372i,0.0045072-0.0014456i,0.0011834-0.0022191i,0.001152-0.0025494i,-0.0023693-0.0031601i,-0.0014516+0.003883i,0.0031625+0.0012732i,0.00617+0.006814i,-0.0010424+0.0044682i,-0.0070101+0.0052704i,-0.014142+0.017604i,0.0090009+0.012221i,-0.024706+0.0027589i,-0.021752-0.012163i,0.018813+0.012292i,0.01525+0.020575i,-0.013465+0.00056954i
0.0051585+2.157e-05i,0.031129-0.012776i,0.0094755-0.019066i,0.013524-0.010664i,0.0083417-0.011615i,0.0052808-0.017038i,0.012632+0.0050215i,0.024369+0.0023949i,-0.00025655-0.0032447i,0.00012403-0.00011637i,-0.00036976-0.0023367i,7.3331e-05-0.00062026i,-0.00067223+0.00019442i,0.001403-0.00099629i,0.0011998-0.0034823i,0.0036731-0.0014044i,-0.00072848-0.0037784i,-0.00070581-0.0008859i,-0.00049403+0.0017828i,-0.00055457-0.00096963i,-0.0012201+0.00011578i,-0.00072098+0.0017095i,-0.001127+0.0013819i,0.005203-0.0064197i,0.00078958+0.0010901i,0.00033538-0.00024805i,0.00050315-0.00028087i,0.00044999-0.00014919i,2.8453e-05+0.00057176i,4.7641e-05+0.0016949i,-0.0010265+0.00019023i,-5.4833e-05+0.0013597i,0.00053336-0.00017182i,0.00037664+0.00024086i,0.00088675+0.00063675i,0.0028018+0.0090676i,0.00018005+0.00017998i,-0.00020537+0.00025931i,0.00086588+0.00077378i,-0.0015201+5.4256e-05i,-0.00058963-0.00016071i,-9.7122e-05+0.00040914i,0.0017299+0.00073659i,0.00073647-0.0026933i,0.0052223-0.0031057i,-0.023539+0.030741i,0.015875+0.029369i,0.01452+0.032334i,0.040284+0.02454i,0.019191+0.02988i,-0.015432+0.02306i,-0.017332+0.021184i,-0.044266+0.030774i,-0.026687-0.016427i,0.020306-0.004571i,0.0023411+0.0053989i,0.0043268+0.010943i,-0.0076979+0.012707i,-0.0060304+0.00060923i,0.013604-0.0031294i,0.011961+0.0063206i,-0.012537+0.005844i,-0.0006252-0.0005152i,-0.0025711+0.0033867i,-0.0018886+0.00059189i,-0.001954-0.0021826i,0.0068864+0.0010484i,-0.00095988-0.0076098i,-0.0031849+0.0015004i,0.0026762-0.0022655i,0.0012137-0.0054125i,-0.0039283+0.001845i,0.0015962+0.00028097i,0.00012542-0.0015755i,0.026667-0.00077153i,-0.0056868+0.0043078i,0.00046762-0.0051478i,-0.0033086-0.0016135i,-0.00017277-0.0068994i,-0.0021118+0.0078962i,0.0038822-0.0034103i,0.0011331-0.0010975i,0.0012572-0.0021786i,-0.0016173-0.0026479i,0.00018695+0.0045469i,0.0020381+2.3354e-05i,0.0077299+0.0031955i,-0.00057349+0.0034222i,-0.0052547+0.007879i,-0.010829+0.018726i,0.011767+0.00096442i,-0.020735+0.0050305i,-0.026943-0.0090325i,0.020097+0.0069551i,0.02017+0.014266i,-0.013955+0.00099437i
0.0052173-0.00096491i,0.028248-0.016971i,0.0056701-0.020625i,0.011059-0.014487i,0.0062532-0.01401i,0.0019052-0.017786i,0.013448+0.0040861i,0.023789-0.0016279i,-0.00039668-0.003932i,-0.00030007+0.00029171i,-0.0007689-0.0017035i,0.0002916-0.00052968i,-0.00026088+0.00087044i,0.0010129-0.00099453i,0.00040099-0.0031897i,0.0038705-0.0014286i,-0.00093443-0.0033177i,-0.00076682-0.00056968i,0.00011591+0.0016503i,-0.00092262-0.00060309i,-0.00092642+0.00038535i,0.0002104+0.0014268i,-0.00054487+0.0016353i,0.0018882-0.0072706i,0.0012247+0.00074617i,0.0002236-0.00033051i,0.00032621-0.00049029i,0.00027524-0.00020931i,0.00018697+0.00057387i,0.00071454+0.0013441i,-0.0007633+0.00054546i,0.00054057+0.00122i,0.00024514-0.00025401i,0.00057146+3.5426e-05i,0.0010517-9.1346e-05i,0.004682+0.0075082i,0.00025283+0.00019889i,-0.00012912+0.00046655i,0.00090892+0.0004053i,-0.0010932+0.0004422i,-0.00089505-5.0821e-05i,6.5848e-05+0.00028923i,0.0018904+0.00043331i,-2.7863e-06-0.0024552i,0.0043598-0.0056899i,-0.015783+0.030764i,0.021787+0.025287i,0.020403+0.028068i,0.039901+0.0099783i,0.022166+0.023219i,-0.012375+0.02971i,-0.013524+0.028791i,-0.037051+0.041232i,-0.031681-0.013602i,0.014978-0.0081555i,0.0035398+0.0046687i,0.0078163+0.0084816i,-0.003759+0.014708i,-0.0054147+0.0034251i,0.0092797-0.0087663i,0.013396+0.00071455i,-0.010666+0.0090353i,0.00066017+0.00022925i,-0.0008327+0.003315i,-0.00039303+0.00049163i,-0.0019329+9.6459e-05i,0.005785-0.00072428i,-0.0026218-0.0058926i,-0.00095967+0.0033366i,0.0028023-0.0040843i,-0.001057-0.0051611i,-0.002681+0.0020414i,0.0019755-0.0009809i,0.00079338-0.0013435i,0.022144-0.011298i,-0.0026841+0.0054126i,-0.0011427-0.0048064i,-0.0031323-0.0012203i,-0.0027033-0.0064321i,0.00060194+0.0068738i,0.0031052-0.0047498i,0.0021247-0.0010546i,0.0012482-0.0031404i,-0.0015493-0.0030076i,0.0014421+0.0046116i,0.00093047+0.00023141i,0.0072069+0.00056554i,-0.0010338+0.002657i,-0.0021829+0.0093794i,-0.007356+0.018492i,0.0074042-0.0080228i,-0.018338+0.0029773i,-0.032088-0.0026305i,0.018596+0.00019795i,0.020946+0.0075623i,-0.015092+0.0027795i
0.0050542-0.0019008i,0.024485-0.021194i,0.0014213-0.022309i,0.0069079-0.018038i,0.0035113-0.016255i,-0.0016969-0.017593i,0.014989+0.0023823i,0.022591-0.0056805i,-0.00093706-0.0045466i,-0.00043981+0.0012224i,-0.0011432-0.0013041i,0.00040526-0.001036i,0.00027344+0.0010276i,0.00064362-0.00083515i,-0.00017374-0.0027375i,0.0041499-0.0020164i,-0.0013249-0.0031297i,-0.0010506-0.00043614i,0.00081191+0.0012727i,-0.0013657-0.00012221i,-0.00096326+0.00044801i,0.00063306+0.00076571i,-6.9432e-05+0.0016257i,-0.0014494-0.0065966i,0.0012924-0.00023378i,-1.8613e-05-0.00021076i,-0.00016533-0.0005189i,0.00010137-9.5193e-05i,0.00049426+0.00036745i,0.0010019+0.00078856i,-0.00033376+0.00068084i,0.00077583+0.00097088i,-5.1783e-06-7.8461e-05i,0.00050647-0.00015024i,0.00049514-0.00081432i,0.0058734+0.0059008i,0.00030283+0.00020206i,-6.6287e-05+0.00049774i,0.00098532+0.0002596i,-0.00048252+0.00056009i,-0.0010483+0.00038555i,0.00011144+0.00027283i,0.0020456-7.1704e-05i,-0.00063505-0.0020617i,0.0024237-0.0079292i,-0.0093491+0.029248i,0.02593+0.019633i,0.025418+0.022685i,0.035221-0.0017072i,0.023219+0.018025i,-0.0062168+0.034032i,-0.0048157+0.033711i,-0.024927+0.048116i,-0.035364-0.0081896i,0.0098597-0.0092213i,0.0043624+0.0036005i,0.0093703+0.0045697i,0.00071075+0.014843i,-0.0044171+0.0051788i,0.0018378-0.010619i,0.011449-0.0044865i,-0.0082493+0.011599i,0.0017868-0.0010442i,0.00046466+0.0025223i,1.066e-05-0.00025244i,-0.00027673+0.0014042i,0.0046371-0.00098479i,-0.0032878-0.0045222i,0.0014245+0.0033682i,0.0012836-0.0061504i,-0.002511-0.0040692i,-0.0016107+0.0023548i,0.0014579-0.0023177i,0.00089444-0.0021607i,0.014134-0.017419i,2.7142e-05+0.0050777i,-0.0020955-0.0040461i,-0.0028964-0.0010851i,-0.0044396-0.0053637i,0.0022892+0.0053959i,0.0015763-0.0065331i,0.0024951-0.0020476i,1.7852e-05-0.0037526i,-0.0025797-0.0032166i,0.0036369+0.0044129i,0.00051263+0.001296i,0.0065637-0.0012994i,-0.001867+0.0027804i,0.00082737+0.0088007i,-0.0040415+0.018512i,0.00024613-0.013853i,-0.020332+0.0005642i,-0.032946+0.0060323i,0.012636-0.0040783i,0.02089+0.0020717i,-0.014331+0.0047592i
0.0051084-0.0029768i,0.020392-0.023963i,-0.0039107-0.022613i,0.0013281-0.019598i,-0.00016246-0.017608i,-0.0046477-0.016376i,0.016536-0.00042863i,0.020512-0.0092079i,-0.0013762-0.0053907i,0.00036558+0.0023014i,-0.0014197-0.00041213i,-0.00031077-0.0013018i,0.00083267+0.0011114i,0.00063429-0.00054545i,-0.00041948-0.0023104i,0.0041307-0.0025697i,-0.0024267-0.0026774i,-0.0011935+9.5313e-05i,0.0010941+0.00046024i,-0.0013549+0.00077405i,-0.00084461+0.00083738i,0.00049383+9.3158e-05i,0.00035663+0.0015667i,-0.0037532-0.0043652i,0.00043113-0.00066295i,-7.4625e-05-6.3558e-05i,-0.0004169-0.00028199i,7.9282e-05-5.7911e-06i,0.00044256+1.0374e-05i,0.0010406+0.00039333i,-2.2834e-06+0.0006186i,0.00093093+0.00064112i,5.2548e-05+0.00010726i,0.0003686-0.00022781i,-0.00020635-0.00050479i,0.0066211+0.0041098i,0.00037312+0.00012104i,2.8062e-05+0.00068048i,0.0010934+4.8824e-05i,0.00011287+0.00027619i,-0.00084501+0.00093395i,0.00017884+0.00018814i,0.0017924-0.0007148i,-0.0010543-0.0013506i,-4.9831e-05-0.0091099i,-0.0041995+0.026378i,0.028127+0.013965i,0.0297+0.016143i,0.028904-0.0094281i,0.023502+0.013885i,0.001146+0.036105i,0.0046014+0.033801i,-0.011329+0.050056i,-0.036099-0.0012611i,0.0068926-0.0088954i,0.0051755+0.0023811i,0.0088645+0.0012187i,0.005265+0.013238i,-0.0027914+0.0070474i,-0.0046212-0.0079648i,0.0079822-0.0070382i,-0.0050163+0.013449i,0.0013107-0.0029238i,0.00071032+0.0016166i,-0.00019778-0.00030944i,0.0016748+0.0012814i,0.004142-0.0014177i,-0.0041561-0.003281i,0.0030305+0.0021995i,-0.0020545-0.0069623i,-0.0030963-0.0025732i,-0.00014024+0.0017551i,0.0008195-0.0031718i,0.00040672-0.0032781i,0.0058212-0.019162i,0.0016792+0.0038694i,-0.0028126-0.0035349i,-0.0036747-0.0009437i,-0.0059694-0.0036554i,0.0029724+0.0041392i,-0.0010354-0.007511i,0.002567-0.0031373i,-0.00092079-0.0032434i,-0.0031592-0.0026991i,0.0050699+0.0031433i,0.0010452+0.0020784i,0.0047565-0.0029163i,-0.0021233+0.0037278i,0.0029709+0.0070804i,0.00043727+0.018298i,-0.0093327-0.016242i,-0.024051+0.00099323i,-0.029846+0.014001i,0.0077688-0.0037666i,0.01833-0.0039395i,-0.012838+0.0047648i
0.0049349-0.0047081i,0.016584-0.026676i,-0.0085619-0.02098i,-0.0036495-0.01884i,-0.0038713-0.017882i,-0.0067534-0.015109i,0.017402-0.0044302i,0.018194-0.012146i,-0.002251-0.0062916i,0.0017824+0.0024051i,-0.00097339+0.00036712i,-0.00092317-0.00079004i,0.0014435+0.00061311i,0.00071646-0.00050431i,-0.00056479-0.0020638i,0.0041186-0.0031539i,-0.0030318-0.0014389i,-0.0008069+0.00034491i,0.00083824-0.00014961i,-0.00082808+0.0012498i,-0.00052923+0.00094802i,0.00011197-0.00026795i,0.00080381+0.0013436i,-0.0047289-0.0016047i,-0.00013284-0.00031573i,-4.0528e-05+2.5364e-06i,-0.0004682-0.0001799i,9.6717e-05+2.1024e-05i,0.00017469+2.6536e-05i,0.001007-0.00010319i,0.00031775+0.00047788i,0.00077135+0.00041904i,0.00022889+8.4128e-05i,0.00039846-0.00020131i,-0.00033545+9.0695e-05i,0.0067526+0.0023157i,0.00027874+0.0001044i,0.00040645+0.00075713i,0.0011711-0.00045848i,0.00039666-0.00018429i,-0.0003402+0.0011307i,0.00018812-7.1633e-06i,0.001224-0.0012212i,-0.0012168-0.0006883i,-0.0026842-0.009621i,-0.001477+0.022904i,0.02929+0.0087935i,0.031697+0.0080154i,0.022011-0.014572i,0.023658+0.011859i,0.0090583+0.036013i,0.012836+0.031678i,0.00088427+0.047753i,-0.034544+0.0054763i,0.0044808-0.0089986i,0.0060156+0.00044532i,0.008273-0.0010899i,0.0089985+0.0099178i,5.2249e-05+0.0074255i,-0.0078548-0.0030782i,0.0041999-0.0081817i,-0.00075906+0.013734i,-0.00055636-0.0038214i,7.4247e-05+0.001416i,-0.00028841-0.00010459i,0.0026811+9.9346e-05i,0.0037786-0.0010705i,-0.0043526-0.0015195i,0.0035183+0.00062445i,-0.0048888-0.0050792i,-0.00281-0.0014773i,0.00019604+0.00041871i,-6.2397e-05-0.0040002i,-0.00085099-0.0037007i,-0.0012791-0.017811i,0.0030003+0.0022414i,-0.0038285-0.0028323i,-0.0040236+0.00064098i,-0.0065291-0.0012429i,0.0036488+0.003107i,-0.0043259-0.0070426i,0.0021819-0.0046429i,-0.0014947-0.0030041i,-0.003443-0.0026852i,0.006158+0.0018427i,0.0018805+0.0022871i,0.0028979-0.0027224i,-0.0018787+0.0044235i,0.0040641+0.0051341i,0.0053428+0.015967i,-0.019374-0.013596i,-0.027703+0.0037891i,-0.024712+0.018124i,0.0051871-0.0027857i,0.013057-0.0071991i,-0.014209+0.0050516i
0.0038186-0.0063564i,0.012326-0.029315i,-0.012147-0.018707i,-0.0075384-0.016974i,-0.0076027-0.017446i,-0.0089206-0.013959i,0.016962-0.0094756i,0.015576-0.014786i,-0.0038395-0.0070839i,0.0029923+0.0018132i,-0.00032221+0.00067263i,-0.00107+8.7779e-05i,0.0015202-9.361e-05i,0.00079461-0.00057047i,-0.00084516-0.0019782i,0.0039542-0.003993i,-0.0030732-0.00022829i,-0.00058589+0.00024152i,0.00059948-0.00039357i,-0.00027526+0.0014208i,-0.00028658+0.0010208i,-0.00025261-0.00029063i,0.0010854+0.00094229i,-0.0042921+0.0010682i,-8.9322e-05+0.00015135i,-1.934e-05+8.5783e-05i,-0.00053209+8.085e-05i,0.00010872+4.8191e-05i,0.00020859+8.5054e-05i,0.00064799-0.00045714i,0.00047643+0.00014506i,0.00085352+0.00049269i,0.00030179+7.4e-06i,0.00039747-0.00048248i,-4.0757e-05+0.00044341i,0.0066206+0.00087777i,0.00039976+0.00010787i,0.00078367+0.00060543i,0.00062626-0.00084139i,0.0006436-0.000517i,0.00019324+0.001201i,0.00010254-5.4653e-05i,0.00043895-0.0012086i,-0.0011343+0.00024679i,-0.0052379-0.0092258i,-0.00061258+0.021218i,0.029891+0.0038271i,0.030781+0.0015475i,0.014754-0.017748i,0.02619+0.01068i,0.016444+0.033301i,0.020979+0.027261i,0.011707+0.041785i,-0.029991+0.011038i,0.0022011-0.0086168i,0.0054059-0.0027985i,0.0076273-0.0037667i,0.010149+0.0053118i,0.0018837+0.0064179i,-0.0081904+0.0024314i,0.000433-0.0075868i,0.0024119+0.01138i,-0.0027501-0.0030293i,-0.00020073+0.0022296i,-0.0002712+8.901e-05i,0.00321-0.0015355i,0.004449-0.0003957i,-0.0033949-0.00043736i,0.0036691+0.00014289i,-0.0057945-0.0027466i,-0.0022805-0.00092075i,-0.000312+5.8075e-05i,-0.0022205-0.004486i,-0.002147-0.0030762i,-0.0069635-0.015094i,0.0033672+4.2925e-05i,-0.004528-0.0015181i,-0.0030183+0.0016577i,-0.0061399+0.00071954i,0.0041512+0.0022101i,-0.0068069-0.0048119i,0.00033611-0.0062365i,-0.0024577-0.0024809i,-0.0048875-0.0020864i,0.0071553-0.00054806i,0.0030099+0.0024717i,0.0025485-0.0022604i,-0.00075506+0.0055832i,0.0039899+0.0030658i,0.0090681+0.011705i,-0.024939-0.0054825i,-0.030736+0.0090076i,-0.019709+0.02152i,0.0030717-0.00071438i,0.0088364-0.0069949i,-0.014531+0.0068664i
