-0.023682-0.019416i,-0.032023-0.03393i,-0.022244-0.019908i,-0.032193-0.020698i,-0.023971+0.0040508i,-0.028838-0.01821i,-0.055489-0.047913i,-0.040887-0.04479i,-0.030064-0.023855i,0.005128+0.0057263i,-0.003757+0.0063956i,-0.011035+0.011442i,0.0040251+0.0069974i,-0.0037192-0.0028483i,0.002921+0.0018116i,0.0017772+0.028245i,0.025071+0.031573i,-0.00010071+0.00016769i,-0.0029623-0.002854i,0.0076836+0.0038495i,0.0020459+0.00063073i,-0.00016479+0.0025167i,-0.00054258+0.00016315i,-0.031942-0.0014625i,-0.0032402-0.0049343i,4.5364e-05+0.0025154i,0.0037641-0.0010698i,0.00090465-0.00036166i,-0.00068849-0.0004753i,-0.00087408-0.0020675i,-0.0022103-0.00062782i,-0.0041544-0.0039452i,-0.002854-0.0052395i,0.00053222-0.0012846i,0.00074372-0.003241i,-0.0015828+0.025685i,0.0019418-0.002886i,0.0021728-0.0040076i,0.0044911-0.0022201i,-0.0056938-0.002085i,0.00056648+0.0014182i,0.010398-0.00019968i,-0.001174-0.00012327i,-0.0034361+0.0014345i,-0.0076964-0.0020053i,-0.018273+0.021252i,-0.0085372-0.086713i,-0.0022903-0.061203i,-0.021004-0.053833i,-0.011538-0.045947i,0.053836-0.026993i,0.023885-0.067057i,0.040504-0.054518i,0.018796-0.039521i,0.026243-0.019798i,0.012069+0.011918i,0.025523-0.028912i,-0.011339-0.001067i,-0.0014762-0.0010443i,-0.0084917-0.0015812i,-0.004675-0.029897i,-0.02103+0.026608i,0.0074787-0.0094656i,-0.010697-0.0031778i,-0.0026797-0.0018038i,-0.00021325-0.014697i,-0.0082378+0.0052222i,0.0060635+0.01072i,-0.010239+0.030139i,0.0062772+0.0077715i,-0.0034146-0.0015347i,-0.0022606-0.0013907i,-0.012925-0.0057929i,0.00073485-0.0044353i,-0.032997+0.0028012i,0.0034047-0.0085975i,-0.007268-0.0021428i,-0.0052726-0.0032241i,0.0070405+0.0016952i,-0.010158+0.00028956i,0.0022276-0.00045282i,0.0059458+0.0078199i,0.0055296+0.0010331i,-0.0078059-0.0099518i,0.0028174+0.0077982i,-0.019582+0.0075073i,0.003358+0.0057552i,-0.020988-0.0092612i,-0.027304-0.0049521i,0.009404-0.061752i,0.018643-0.014937i,-0.050414-0.028482i,-0.021475+0.0020108i,0.0186+0.010449i,-0.026962+0.011864i,-0.012454-0.0083182i
0.0055695+0.0051852i,0.036902+0.015437i,0.019982-0.0041762i,0.013126+0.0022659i,0.0087361-0.001557i,0.015933-0.0072305i,0.011784+0.014245i,0.018455+0.019907i,0.0013561-0.0025305i,0.00098236+0.00078288i,0.0022615-0.0012514i,0.0011095-0.0038336i,0.00011518-0.0012836i,0.0022249-0.00016063i,0.0052655-0.0011898i,0.0052433+0.00041693i,0.0058741-0.0053832i,0.00013151-0.0010631i,-0.0022731+4.1127e-05i,0.00046015+0.00074545i,0.00021027-0.00018622i,-0.0021108-0.00057668i,-0.0015491-0.00014651i,0.0064423+0.0077395i,-0.00067923+0.00027928i,0.00039268+0.00084094i,0.00095541+0.0010183i,-8.8906e-05+0.001332i,-0.00035571-0.00037234i,-0.0011755+8.1703e-05i,0.00052541-0.0011283i,-0.0006581+0.00040564i,0.00022263+0.00068507i,-4.4223e-05+0.0006309i,-8.9144e-05-0.0011186i,-0.0091203+0.0068397i,0.00062378+0.00024511i,-0.00044881+1.5973e-06i,-0.00051097+0.0016196i,-0.00024605-0.0032521i,-0.00062758-3.6163e-05i,-0.0005432-0.00011737i,0.0004535+0.001318i,0.0037035-0.0021826i,0.0001291+0.0030201i,-0.049719+0.010008i,-0.0032963+0.029684i,-0.013822+0.041207i,-0.0083963+0.064924i,-0.017578+0.044353i,-0.0066206+0.018659i,-0.0087746+0.012399i,-0.048474+0.0021165i,-0.025214-0.0077942i,0.015273+0.025581i,0.00051456+0.0054781i,-0.007213+0.0014356i,-0.013895-0.0020654i,0.0038342-0.00018542i,0.0056256+0.01382i,-0.0063308+0.0068626i,-0.005286-0.0067941i,0.0056158-0.0027866i,-0.0065137-0.0052763i,0.0039265-0.0067641i,0.0043088-0.0021636i,-0.0022998+0.010401i,0.011972-0.0051781i,0.0062202-0.0050141i,0.0054067-0.0084024i,0.0031488+0.00084605i,-0.0019175-0.0058539i,-0.0033544-0.001479i,0.0021014-0.0018779i,-0.010605+0.031134i,-0.0043849-0.0054123i,0.0034673+0.00021137i,-0.00023547-0.0068523i,0.0033303-0.0013531i,-0.013446-0.005957i,0.00088317+0.0008646i,0.004125-0.0017831i,0.0027234-0.001376i,0.0014056-0.0056018i,-0.0024262+0.0056339i,-0.00024315+0.0060244i,-0.0048825+0.0070145i,-0.0052226+0.0020558i,-0.0057042-1.4936e-05i,-0.023337+0.019467i,-0.0084334+0.014369i,-0.022084-0.011361i,-0.0093215-0.0091566i,0.0085871+0.020351i,-0.00011905+0.019712i,-0.0092107-0.0035323i
0.0060139+0.0031121i,0.038597+0.0078089i,0.018934-0.0079631i,0.013694+0.00093149i,0.009607-0.0030622i,0.014473-0.010433i,0.012549+0.011525i,0.020954+0.01613i,0.00017033-0.0029328i,0.0013094+0.00031741i,0.0021927-0.0015485i,-0.00046029-0.0026112i,-7.9791e-05-0.00072867i,0.0021013-0.0001301i,0.0045438-0.0022989i,0.0048186-3.5486e-05i,0.0033314-0.005927i,0.00016742-0.00094382i,-0.0024018+0.00028374i,0.00091228+0.00016059i,9.0678e-06-0.00061669i,-0.002174-2.8188e-06i,-0.0015495+8.893e-05i,0.010029+0.0045953i,-0.00085199+0.0011353i,0.00097441+0.00055655i,0.0010758+0.00035626i,0.00049419+0.0011551i,-0.00085778+0.00017914i,-0.0012024+0.00053205i,-0.00011208-0.0011835i,-0.00066442+0.00011456i,0.00025005+0.0005371i,0.00030603+0.00054846i,-0.0007511-0.00015978i,-0.0062164+0.008867i,0.00031089-6.8132e-05i,-0.00037899+0.00041883i,0.00015122+0.0013989i,-0.0012561-0.0025196i,-0.0005779-0.00011482i,-0.00067609+0.00019202i,0.00052996+0.0014398i,0.0026463-0.0024208i,0.0012837+0.0029904i,-0.044402+0.017918i,-0.00040174+0.030607i,-0.0049653+0.041581i,0.0077112+0.061605i,-0.0063738+0.04374i,-0.0090144+0.015507i,-0.012526+0.010395i,-0.050712+0.0070936i,-0.021132-0.0094065i,0.02106+0.019988i,0.00052571+0.0051904i,-0.0062301+0.0068342i,-0.013486+0.0026554i,0.0024172-0.0018367i,0.0092299+0.012395i,-0.0019475+0.011385i,-0.0092079-0.0048411i,0.0023387-0.0046052i,-0.0065949-0.001815i,-0.00069051-0.0066348i,0.0026175-0.0041001i,0.0026306+0.0082i,0.0076182-0.0085264i,0.002356-0.0062114i,0.00083435-0.0057543i,0.0041954-0.00018107i,-0.0029958-0.0046654i,-0.001727+0.0007633i,0.0017281-0.0017202i,0.0056642+0.03137i,-0.0058688-0.0043733i,0.0038182-0.0019055i,-0.0036539-0.0058814i,0.0036071-0.0023329i,-0.013745+0.00054183i,0.0017836+0.0012966i,0.0029083-0.0020777i,0.0027151-0.0023699i,-0.00020907-0.0057331i,-0.00061975+0.0032208i,0.0022474+0.0048256i,-0.0010158+0.0082869i,-0.0042457+0.0044104i,-0.0064001+0.00079754i,-0.018213+0.018303i,-0.0064515+0.016472i,-0.025092-0.0060717i,-0.011662-0.011725i,0.01167+0.019997i,0.0037625+0.021386i,-0.011691-0.0033622i
0.0056841+0.0014932i,0.03832-0.00051902i,0.017496-0.012397i,0.015122-0.0019084i,0.010542-0.005385i,0.012112-0.013605i,0.012618+0.0088371i,0.022999+0.01182i,-0.00058574-0.0025589i,0.0010815-0.00019559i,0.0017791-0.0025032i,-0.00051066-0.0012159i,-9.312e-05-0.00068061i,0.0020897-0.00050738i,0.0036191-0.0031154i,0.0043598-0.0004351i,0.0012729-0.0059196i,-3.4553e-05-0.0011515i,-0.0023386+0.0011566i,0.00077253-0.00077119i,-0.00071166-0.00090039i,-0.0019239+0.00058163i,-0.0016534+0.00040329i,0.010532-0.00046884i,-0.00016839+0.0015006i,0.00091096-0.00013121i,0.00082012-2.7397e-05i,0.00098135+0.00060707i,-0.00051919+0.00066015i,-0.0010235+0.001033i,-0.00071531-0.00093025i,-0.001123+0.00066285i,0.00047609+0.00045318i,0.00047312+0.0002531i,-0.00032142+0.00063266i,-0.0031882+0.0099541i,9.2226e-05+0.0001022i,-9.4131e-05+0.0004206i,0.00050268+0.0011058i,-0.0019306-0.0015858i,-0.00061391-0.0001771i,-0.00046281+0.00039921i,0.00094764+0.0017534i,0.0021354-0.0025654i,0.003264+0.0021669i,-0.038336+0.024083i,0.0041594+0.031555i,0.0038667+0.038544i,0.022605+0.053228i,0.003501+0.04254i,-0.012128+0.015081i,-0.015437+0.011592i,-0.050885+0.015332i,-0.019859-0.012683i,0.024126+0.011851i,0.00070669+0.0050296i,-0.0036979+0.0088678i,-0.012773+0.006013i,4.7728e-05-0.0037794i,0.012239+0.009392i,0.0036222+0.012046i,-0.011802-0.0016557i,0.00038956-0.0031186i,-0.0057782+0.00092684i,-0.0028302-0.0042879i,0.00057246-0.0038618i,0.0049836+0.0071188i,0.0044646-0.00903i,-0.001406-0.0049844i,0.00050122-0.0029383i,0.0044468-0.0023658i,-0.0050154-0.003308i,-0.00051903+0.00054902i,0.0010239-0.0020767i,0.018907+0.023871i,-0.0075733-0.0022068i,0.0030898-0.0033105i,-0.0036609-0.0041036i,0.0039129-0.0041696i,-0.010746+0.0059936i,0.0033639+0.00095785i,0.0019973-0.0023135i,0.0015207-0.0026276i,-0.0021591-0.0046897i,-0.0012278+0.0026677i,0.0033393+0.0027993i,0.0026737+0.008157i,-0.0026658+0.0052986i,-0.0071523+0.0027214i,-0.015774+0.016773i,2.8235e-05+0.017575i,-0.025762-0.0013992i,-0.015108-0.012797i,0.016838+0.017045i,0.0092116+0.022176i,-0.013994-0.0016291i
0.0050767+0.00053855i,0.035177-0.0074353i,0.014173-0.016641i,0.015033-0.0061282i,0.010257-0.0086419i,0.0088081-0.015755i,0.012411+0.0070354i,0.023628+0.007287i,-0.00068946-0.00243i,0.00058635-0.00015282i,0.00066399-0.0027523i,-0.00013774-0.00066452i,-0.00052063-0.00040017i,0.0017484-0.00068854i,0.0023929-0.003627i,0.004031-0.00057338i,-0.00036414-0.0049638i,-0.0003241-0.0010369i,-0.0013469+0.0018955i,2.5092e-05-0.0011526i,-0.001189-0.00033482i,-0.0016359+0.0011617i,-0.00155+0.00094889i,0.0084066-0.0042419i,0.00034959+0.0014175i,0.00053387-0.00028994i,0.00069691-0.00011125i,0.00076931+5.5932e-06i,-0.00010991+0.00062676i,-0.00060077+0.0014924i,-0.0010995-0.00032483i,-0.00059529+0.0012953i,0.00059645+0.00018942i,0.00036557+5.5554e-05i,0.00027523+0.00075673i,4.3944e-05+0.010003i,0.00013062+0.00021465i,-7.3579e-05+0.00028291i,0.00059426+0.00094943i,-0.0021388-0.00056385i,-0.00069782-3.1649e-05i,-0.00034172+0.00041364i,0.0016485+0.0017423i,0.001645-0.0026633i,0.0049225-5.9447e-05i,-0.030818+0.028864i,0.0097339+0.031348i,0.0090764+0.034514i,0.034364+0.039961i,0.013268+0.037386i,-0.015499+0.01769i,-0.018587+0.015119i,-0.048481+0.023985i,-0.021586-0.015997i,0.024608+0.002948i,0.0013115+0.0054006i,-0.00087955+0.011331i,-0.011004+0.0098667i,-0.0043209-0.0028952i,0.014897+0.0045091i,0.008988+0.0099966i,-0.012676+0.002544i,-0.00032582-0.002458i,-0.004137+0.0026769i,-0.003705-0.001409i,-0.00037484-0.0033578i,0.0069338+0.0037681i,0.0015691-0.0091502i,-0.0034951-0.0017088i,0.0014033-0.0019047i,0.003146-0.0044623i,-0.0056667-0.00040386i,0.00047466+0.00091347i,0.00056616-0.0020246i,0.026353+0.011656i,-0.0077579+0.0013162i,0.0020793-0.0046015i,-0.0040755-0.0027687i,0.002201-0.0065301i,-0.0058227+0.0082532i,0.0045825-0.00088234i,0.0012507-0.0018943i,0.0010147-0.0022607i,-0.0026597-0.0029965i,-0.0014456+0.0032225i,0.0031969+0.00095539i,0.0059783+0.0066221i,-0.00118+0.0050833i,-0.0073453+0.0052263i,-0.014022+0.017814i,0.0092868+0.012706i,-0.024114+0.0036012i,-0.020445-0.012161i,0.018887+0.012065i,0.015383+0.020279i,-0.013674+0.0005072i
0.0050274+2.8481e-05i,0.032003-0.012215i,0.010021-0.019359i,0.013684-0.010125i,0.0087488-0.011719i,0.0056267-0.016987i,0.012549+0.006013i,0.023502+0.0033372i,-0.0003113-0.0025671i,0.00028088+4.4147e-05i,-0.00035561-0.0024248i,0.00026852-0.00053194i,-0.00067584+0.00025607i,0.001441-0.00087759i,0.0012554-0.0034996i,0.004211-0.00057614i,-0.00099234-0.0038408i,-0.00074624-0.00089857i,-0.000519+0.0018451i,-0.00062521-0.00099689i,-0.0012689+7.7595e-05i,-0.00096045+0.0016818i,-0.0011664+0.0014534i,0.0053624-0.0064554i,0.00070246+0.0011631i,0.00036053-0.00030381i,0.00055059-0.0003402i,0.00046902-9.6127e-05i,7.1784e-06+0.00062847i,0.00011617+0.0016584i,-0.0010227+0.000223i,3.2603e-06+0.0013913i,0.0005368-8.3607e-05i,0.00039874+0.00022374i,0.0007643+0.00063219i,0.0028648+0.0091979i,0.00013531+0.0003428i,-0.0001893+0.00036981i,0.00099116+0.00077879i,-0.0018634+0.00027237i,-0.00076972-5.7759e-05i,-0.00025608+0.00040508i,0.0022071+0.0011587i,0.00084758-0.0030208i,0.0049686-0.0029973i,-0.022342+0.031168i,0.016267+0.029539i,0.014493+0.031948i,0.038933+0.024602i,0.018967+0.030277i,-0.016232+0.023727i,-0.018716+0.022564i,-0.044091+0.03324i,-0.026481-0.017008i,0.020328-0.004232i,0.0025331+0.005563i,0.0042256+0.011348i,-0.0078495+0.012663i,-0.0059291+0.00072625i,0.014643-0.0025481i,0.012832+0.0058171i,-0.012026+0.0065553i,-0.00053896-0.0008846i,-0.0025179+0.0034567i,-0.0020459+0.00061365i,-0.0020688-0.0022099i,0.0071089+0.00093658i,-0.0013356-0.0081621i,-0.0030391+0.0015889i,0.0026115-0.0022819i,0.0010706-0.0055096i,-0.0041024+0.0015738i,0.0018869+0.00031411i,0.00026474-0.0017972i,0.027134-0.0010083i,-0.0055704+0.0042844i,0.00036981-0.0053725i,-0.0036406-0.0020188i,-0.00049229-0.0071345i,-0.0018776+0.0077455i,0.0040417-0.0031375i,0.0013625-0.001028i,0.0013006-0.0019739i,-0.0017302-0.0023307i,-4.5399e-05+0.0043593i,0.0019054-0.00022675i,0.0075049+0.0032264i,-0.0006358+0.0038286i,-0.0054938+0.0081269i,-0.01073+0.018789i,0.012361+0.0012513i,-0.01999+0.0053825i,-0.025858-0.0094863i,0.020127+0.0070457i,0.020148+0.014112i,-0.014211+0.00089783i
0.0051513-0.00098321i,0.029184-0.016639i,0.0060883-0.021021i,0.011437-0.014009i,0.0065851-0.014145i,0.0022355-0.017798i,0.013716+0.004967i,0.023246-0.00045648i,-0.00016585-0.0034949i,-0.00011302+0.00034609i,-0.00080005-0.0017346i,0.00053497-0.00056503i,-0.00019953+0.0009062i,0.0010865-0.0008585i,0.00047746-0.0032062i,0.0048169-0.00098122i,-0.0011832-0.0034132i,-0.00084437-0.00051636i,0.00011878+0.0016526i,-0.0010164-0.00065932i,-0.0009973+0.00045221i,2.7213e-05+0.0015687i,-0.00054407+0.0017065i,0.0020128-0.0071257i,0.0012076+0.00084107i,0.00021474-0.00037244i,0.00034359-0.00052607i,0.00034763-0.00016081i,0.00027228+0.00062834i,0.0007397+0.0013468i,-0.00076215+0.00055159i,0.00059225+0.00121i,0.00033958-0.00019119i,0.00062534-3.7461e-06i,0.00097989+1.9576e-05i,0.004767+0.0075677i,0.00028326+0.00035866i,-3.8893e-05+0.00052508i,0.00099874+0.0003898i,-0.001213+0.00075769i,-0.00094997+7.2298e-05i,-9.0496e-05+0.00033515i,0.0024776+0.00057872i,1.0028e-05-0.0027879i,0.0041746-0.0056366i,-0.014764+0.030816i,0.022125+0.02526i,0.020243+0.028013i,0.039001+0.010708i,0.021991+0.023544i,-0.012798+0.030519i,-0.013866+0.030634i,-0.03579+0.042691i,-0.031784-0.014212i,0.015475-0.0076372i,0.0039118+0.0048844i,0.0077655+0.0087571i,-0.0038588+0.014927i,-0.0050923+0.003503i,0.010413-0.0092216i,0.013755-0.00022821i,-0.010171+0.0092065i,0.00052895-6.5412e-05i,-0.00074872+0.0033845i,-0.00047843+0.00049593i,-0.0021808+1.0053e-05i,0.0056837-0.0010892i,-0.0032077-0.0058615i,-0.00081407+0.0034677i,0.0027785-0.0041108i,-0.001184-0.0051207i,-0.0027973+0.0019482i,0.0021954-0.0011182i,0.00076943-0.0015385i,0.022502-0.011783i,-0.0026112+0.0053589i,-0.0013448-0.0049176i,-0.0037133-0.0012422i,-0.0031229-0.0065069i,0.00055621+0.0065673i,0.0030812-0.0046542i,0.0022557-0.0012979i,0.0013549-0.0030082i,-0.0012318-0.0027945i,0.0015727+0.0044488i,0.00074103+0.00010098i,0.0070205+0.00067075i,-0.0011303+0.0029703i,-0.0022584+0.009535i,-0.007146+0.018613i,0.0078035-0.008082i,-0.017824+0.0028352i,-0.031488-0.0037378i,0.018593+0.0001669i,0.02098+0.0075799i,-0.015117+0.0026314i
0.0050158-0.0019212i,0.025418-0.021101i,0.0015615-0.022712i,0.0074586-0.0178i,0.0038379-0.016451i,-0.0013917-0.017617i,0.01541+0.0030362i,0.022506-0.0044013i,-0.0006007-0.0043941i,-0.0002217+0.0012073i,-0.0011955-0.0012296i,0.00058906-0.0012252i,0.00033778+0.0010264i,0.00075903-0.00079077i,-0.00012038-0.0027891i,0.0052198-0.0020749i,-0.0016694-0.003128i,-0.0010938-0.00032616i,0.00085542+0.001246i,-0.0014447-0.0001609i,-0.00095487+0.0005563i,0.0006065+0.00089759i,-3.9222e-05+0.0017127i,-0.0012627-0.0064967i,0.0013374-0.0002313i,-2.4593e-05-0.00024215i,-0.00018747-0.00056949i,0.00018305-0.00015185i,0.00066062+0.0003251i,0.0010538+0.00084371i,-0.00032292+0.00070542i,0.00080036+0.00091747i,9.7276e-05-9.8197e-05i,0.00050988-0.00024441i,0.0005876-0.00071317i,0.0059357+0.0059096i,0.00039136+0.00032859i,2.0702e-05+0.00048636i,0.0010499+0.00021229i,-0.00046384+0.00077447i,-0.0010905+0.00044648i,-4.7458e-07+0.00031837i,0.0025516-0.00019829i,-0.00073371-0.0023047i,0.002331-0.0079956i,-0.0085836+0.029i,0.026209+0.019581i,0.025413+0.022827i,0.034784-0.00097547i,0.023122+0.018317i,-0.0063081+0.034629i,-0.0039718+0.035011i,-0.023439+0.048318i,-0.035881-0.0084425i,0.010658-0.0091478i,0.0048129+0.0035241i,0.0094001+0.0049595i,0.00066878+0.015082i,-0.0042672+0.0051311i,0.0023289-0.011472i,0.011056-0.005194i,-0.0077437+0.011555i,0.0017578-0.00090264i,0.00051424+0.0026103i,-2.9576e-05-0.00015956i,-0.00043915+0.0014634i,0.0044625-0.0014415i,-0.0034529-0.0041599i,0.0017435+0.0033205i,0.001414-0.0062033i,-0.0025678-0.0039458i,-0.0018247+0.0022433i,0.0012778-0.0026042i,0.00087572-0.0023962i,0.014282-0.017949i,8.79e-06+0.0049587i,-0.0022891-0.0040487i,-0.0031469-0.0008487i,-0.004823-0.0053268i,0.0020998+0.0051619i,0.0016453-0.0063465i,0.0026494-0.0023065i,0.00011926-0.0038155i,-0.0020626-0.0033963i,0.0035679+0.0041169i,0.00055349+0.0013061i,0.006516-0.0010113i,-0.0018188+0.0030122i,0.00071907+0.0089347i,-0.0037514+0.018628i,0.00076957-0.013988i,-0.020293+7.6916e-05i,-0.033626+0.0047001i,0.012619-0.0042475i,0.020864+0.002084i,-0.014461+0.0046085i
0.0050078-0.0029904i,0.021398-0.024126i,-0.0038389-0.022882i,0.0019151-0.01959i,0.00015636-0.017848i,-0.0043065-0.016449i,0.017055+0.00010846i,0.020901-0.008019i,-0.00099422-0.0054491i,0.00054741+0.0021719i,-0.0014011-0.00030011i,-0.00030665-0.0016297i,0.0009032+0.001021i,0.00078129-0.00051827i,-0.0003926-0.0023943i,0.0049804-0.0031962i,-0.00266-0.0023361i,-0.0012198+0.00017076i,0.0011367+0.00045701i,-0.0014526+0.00074437i,-0.00078782+0.00087841i,0.00048239+0.00011404i,0.00043474+0.0016179i,-0.0036389-0.0044382i,0.00046428-0.00069862i,-3.6222e-05-7.7539e-05i,-0.00041897-0.00031446i,5.7312e-05-1.8693e-05i,0.00051831-0.00013565i,0.0011424+0.00040626i,1.9408e-05+0.00063005i,0.00091427+0.00058482i,0.00011319+6.7931e-05i,0.00028742-0.00027432i,-0.00018099-0.00050567i,0.006626+0.0040484i,0.00048544+0.00019969i,2.9708e-05+0.00064787i,0.001142-2.2979e-05i,0.00016328+0.00040936i,-0.00094836+0.00098277i,0.00013085+0.00031561i,0.0020836-0.0010588i,-0.001154-0.0015474i,-0.00021325-0.0094578i,-0.0037786+0.026264i,0.028336+0.013902i,0.029718+0.016291i,0.028771-0.0086802i,0.023465+0.014156i,0.001129+0.036492i,0.0056175+0.034197i,-0.010382+0.049488i,-0.036839-0.0012255i,0.0074188-0.0091922i,0.0055451+0.0021143i,0.0090991+0.0016389i,0.0052697+0.013557i,-0.0028036+0.0070519i,-0.0042886-0.0085403i,0.0075251-0.0072993i,-0.0044977+0.013133i,0.0013456-0.0029338i,0.00082299+0.0015455i,-0.00019862-0.00027808i,0.0015857+0.0012345i,0.003885-0.0017375i,-0.0040678-0.0030137i,0.0032662+0.0019525i,-0.0018353-0.0070313i,-0.0032034-0.0025551i,-0.00028443+0.0018645i,0.00049727-0.0032056i,0.00034684-0.0034159i,0.005751-0.019499i,0.0015978+0.0038317i,-0.0029219-0.0034176i,-0.0037023-0.00063882i,-0.006236-0.0034704i,0.0025989+0.0039361i,-0.00089942-0.0076985i,0.0025675-0.0034829i,-0.00086438-0.0032572i,-0.0027567-0.0031141i,0.0049112+0.0031142i,0.0011649+0.0021048i,0.0049501-0.0026908i,-0.0019737+0.0038052i,0.0028807+0.0073073i,0.00074568+0.018466i,-0.0090968-0.016785i,-0.024293+0.00049248i,-0.031529+0.01324i,0.0072393-0.0036754i,0.018339-0.0035713i,-0.01326+0.0048273i
0.0047803-0.0046011i,0.017461-0.027096i,-0.0084822-0.021233i,-0.0031971-0.019035i,-0.0036194-0.018223i,-0.0064623-0.01525i,0.018088-0.0039713i,0.018943-0.011228i,-0.002-0.0066269i,0.0019502+0.0022429i,-0.00090989+0.00045001i,-0.001062-0.00099182i,0.0014185+0.00049724i,0.00087289-0.00054749i,-0.00055937-0.0021315i,0.0045078-0.0040761i,-0.002966-0.0010856i,-0.00082506+0.00037516i,0.00084743-0.00017921i,-0.00091828+0.0012709i,-0.00048688+0.00094405i,9.2885e-05-0.00021005i,0.00086169+0.0013357i,-0.0047492-0.0017415i,-0.00014056-0.000372i,-1.1861e-05-3.3337e-05i,-0.00048903-0.00015382i,9.7655e-05+9.2471e-05i,0.00015305-6.3797e-05i,0.0010712-0.00010159i,0.00032506+0.00043606i,0.00076121+0.00039341i,0.00027002+5.1588e-05i,0.0003476-0.00020018i,-0.00035847+0.00010162i,0.0066205+0.0023303i,0.00041684+0.00011778i,0.00038146+0.00079962i,0.0011513-0.00050394i,0.0005088-0.00010029i,-0.00047299+0.0012139i,0.00019285+0.00010407i,0.0012442-0.0016035i,-0.0013258-0.00089443i,-0.0031103-0.010052i,-0.0010845+0.022992i,0.029452+0.0088005i,0.031805+0.0082188i,0.022381-0.013917i,0.023648+0.012074i,0.008907+0.036184i,0.013589+0.031505i,0.0012935+0.046743i,-0.035351+0.0059341i,0.0047623-0.0092526i,0.0060695+5.155e-05i,0.0086911-0.00076338i,0.0090179+0.010077i,-3.4381e-05+0.0075554i,-0.0075442-0.0038983i,0.0037678-0.0080074i,-0.00073786+0.013282i,-0.00054483-0.0037309i,0.00012922+0.0014004i,-0.0003202-0.0001017i,0.0026053+8.0795e-05i,0.0033764-0.0013054i,-0.0041536-0.0013984i,0.0036961+0.00022805i,-0.0048167-0.0052909i,-0.0028747-0.0012909i,0.00021106+0.00058509i,-0.00046897-0.0038069i,-0.00094875-0.0037296i,-0.0013161-0.017845i,0.0029138+0.0023695i,-0.0037888-0.0026318i,-0.0038108+0.00079271i,-0.0065265-0.00098272i,0.0032121+0.0032095i,-0.0045215-0.0073425i,0.0020196-0.0048537i,-0.0014742-0.0031088i,-0.0033494-0.0030467i,0.0061919+0.0020263i,0.0021117+0.0023743i,0.0031911-0.002554i,-0.0016531+0.0044898i,0.0041403+0.0052312i,0.0057327+0.016009i,-0.019586-0.014002i,-0.028137+0.0034089i,-0.026581+0.018516i,0.0049463-0.0023342i,0.01355-0.0069783i,-0.014566+0.0051389i
0.0036696-0.0061819i,0.013018-0.029848i,-0.012043-0.019017i,-0.0072572-0.017336i,-0.0074725-0.017775i,-0.00865-0.01411i,0.017722-0.0092266i,0.016618-0.014199i,-0.0038965-0.0074849i,0.0030958+0.0016002i,-0.00021562+0.00067569i,-0.0012382-3.7767e-05i,0.0014558-0.00015407i,0.00088219-0.00066778i,-0.00087533-0.0020285i,0.0037869-0.0049526i,-0.0028559+8.9966e-06i,-0.00059924+0.00028392i,0.00056693-0.000434i,-0.00032471+0.0014426i,-0.00027683+0.001075i,-0.00020131-0.00026113i,0.0010866+0.00088938i,-0.0043462+0.00094108i,-0.00010295+0.00012098i,-1.9985e-05+3.809e-05i,-0.00050247+6.4208e-05i,0.00011793+5.8158e-05i,0.00018313+5.3723e-05i,0.0006937-0.00047657i,0.00046832+0.00011161i,0.00086132+0.00046966i,0.00029072-3.2467e-05i,0.00037948-0.00050941i,-1.7812e-05+0.00046823i,0.0064576+0.001035i,0.00047445+1.1345e-05i,0.00077747+0.0006737i,0.00065791-0.00083647i,0.00075679-0.00057873i,0.00011083+0.0013057i,0.0001407+2.7572e-05i,0.00034153-0.0015049i,-0.0012953+0.00010258i,-0.005845-0.0094794i,-0.00034303+0.021169i,0.030028+0.0038611i,0.030824+0.0017062i,0.015361-0.017506i,0.026164+0.010816i,0.016318+0.033457i,0.021426+0.026753i,0.011452+0.040873i,-0.030637+0.011917i,0.0024092-0.0090303i,0.0052112-0.0030124i,0.0081697-0.0035436i,0.010275+0.0054876i,0.0017949+0.006517i,-0.0084854+0.001556i,0.00030455-0.0072302i,0.0023015+0.011192i,-0.0026937-0.002984i,-6.7932e-05+0.002167i,-0.00033459+0.00014377i,0.0031684-0.0015144i,0.0040971-0.00027596i,-0.0032028-0.00035834i,0.0035871-0.00024677i,-0.0058674-0.0029179i,-0.0022082-0.00072165i,-0.00015217+0.00012177i,-0.002414-0.0041184i,-0.0021971-0.0030533i,-0.0071178-0.015109i,0.003398+9.0444e-05i,-0.0044397-0.0013417i,-0.0029341+0.0017666i,-0.0059638+0.00076214i,0.0040621+0.0025327i,-0.0070673-0.0047257i,0.00026107-0.0063203i,-0.0024845-0.0025519i,-0.0049103-0.0024082i,0.0071751-0.00053732i,0.0033471+0.0024387i,0.0028645-0.00222i,-0.0003654+0.0055608i,0.0040266+0.0030206i,0.0094865+0.011771i,-0.025219-0.0056343i,-0.031231+0.0090525i,-0.020898+0.022621i,0.0032326-0.00059291i,0.009381-0.0071548i,-0.01492+0.0072074i
