-0.022667-0.019515i,-0.032006-0.034306i,-0.022455-0.019939i,-0.032198-0.020079i,-0.024304+0.0038218i,-0.029034-0.018123i,-0.055365-0.047971i,-0.040367-0.04484i,-0.026916-0.015019i,0.0048774+0.0056514i,-0.0034872+0.0064534i,-0.011162+0.011527i,0.0038852+0.0070924i,-0.003812-0.0026194i,0.0028827+0.0018999i,0.0017401+0.028625i,0.0087922+0.022076i,-0.00017118+0.00019897i,-0.0028693-0.0026057i,0.0083025+0.0039577i,0.0017518+0.00054155i,-0.00054619+0.0021657i,-0.00063464+0.00029699i,-0.029825-0.0035691i,-0.003444-0.0046361i,-4.8766e-05+0.002887i,0.0041132-0.0014439i,0.00075338-0.00018928i,-0.0006809-0.00049888i,-0.0010851-0.001954i,-0.0023606-0.000501i,-0.0038226-0.0043867i,-0.002835-0.0058402i,0.00050974-0.0012175i,0.00044955-0.0029788i,-0.0042693+0.02453i,0.0017496-0.003283i,0.0026074-0.0038389i,0.0040667-0.0023581i,-0.0069372-0.0022269i,0.00049298+0.0013045i,0.0077558-0.0018935i,-0.0021761+0.00058988i,-0.0032319+0.0010093i,-0.0092622-0.0038041i,-0.018444+0.021436i,-0.0083204-0.086363i,-0.0023549-0.061161i,-0.020937-0.053924i,-0.010998-0.046459i,0.052973-0.027328i,0.023882-0.067236i,0.040373-0.05456i,0.018863-0.039807i,0.025938-0.019571i,0.012215+0.012119i,0.025672-0.028124i,-0.0115-0.0034607i,-0.0015717-0.00065909i,-0.0086565-0.0017342i,-0.0050828-0.029866i,-0.021389+0.026252i,0.0071571-0.0095598i,-0.010575-0.0033005i,-0.0027052-0.0019075i,-0.00057508-0.01462i,-0.0083257+0.0050059i,0.0062249+0.010773i,-0.0095543+0.028809i,0.0061398+0.0071817i,-0.0034919-0.0014882i,-0.0022746-0.0014519i,-0.012729-0.0062437i,0.00058471-0.0044473i,-0.030241+0.0031499i,0.0036569-0.008527i,-0.0073767-0.0022673i,-0.0052332-0.0029299i,0.0068089+0.0018931i,-0.010489+0.00068412i,0.0024218-0.00043886i,0.0062267+0.0081332i,0.0053579+0.00093084i,-0.0075314-0.010523i,0.0029105+0.0080039i,-0.019961+0.0083301i,0.0030688+0.0057741i,-0.021192-0.0088441i,-0.027117-0.0050793i,0.0092487-0.061094i,0.018715-0.015208i,-0.050464-0.028359i,-0.022062+0.0014176i,0.019278+0.010403i,-0.026448+0.011108i,-0.012199-0.0077952i
-0.011689+0.013703i,-0.022118+0.042317i,0.00088255+0.040915i,-0.010673+0.025056i,-0.00041535+0.021096i,0.0012417+0.02344i,-0.026373+0.0147i,-0.025739+0.03186i,0.00082648+0.016869i,-0.001268-0.0012741i,-0.00081411+0.0018048i,0.004217+0.0036242i,0.0030013+0.0047818i,-0.0031168+0.0017242i,-0.003101+0.0036813i,0.00060184-0.0077043i,-0.0067494+0.00056846i,-0.002025+0.00034395i,0.00025207-0.0014029i,-0.0009969-0.00044972i,0.00050432-0.0032225i,0.0012564-0.0027711i,0.0011074-0.001568i,-0.0094156-0.009221i,-8.8929e-06-0.00038124i,-0.0014437+0.00038135i,-0.0023137-0.0001458i,-0.0031523-3.9628e-05i,-0.00086109-0.00092704i,0.0010664-0.00058562i,-0.0016342+4.6906e-05i,0.001696-0.0004742i,0.0014751-0.00020921i,0.00067848+0.00062i,-0.0003185+0.0018598i,-0.00049864-0.0071708i,-0.0013667+0.0010922i,0.001778+9.7803e-05i,0.0016931+0.0017745i,0.0052255+0.0053997i,0.0013573-0.0017412i,-0.0015192-0.0010203i,-0.0015237-0.0025725i,0.002258+0.0059052i,-0.0075005+0.0077124i,0.019015-0.058238i,-0.074519+0.013865i,-0.028209-0.018449i,-0.060914-0.048427i,-0.053322-0.017149i,-0.086927+0.0025325i,-0.073813+0.001727i,-0.045219-0.035644i,-0.0095917-0.044659i,-0.04051-0.025762i,-0.0060442+0.00036695i,-0.032281+0.010251i,0.0074768+0.011744i,0.0097494+0.0071874i,0.0011883-0.0077392i,0.011268+0.0028216i,-0.011112-0.0027464i,0.0025588+0.01192i,0.0021889+0.0075649i,-2.16e-05-0.0013697i,0.0057161+0.001689i,0.0037384+0.00092401i,-0.005091+0.01948i,3.2751e-06+0.0094595i,0.00075404-0.0036883i,0.0082034-0.0058675i,0.0012838+0.0041535i,-0.0081736-0.0068493i,-0.0025868-0.00082246i,0.0206-0.034506i,0.0052419+0.0087381i,0.0018166+0.0029061i,-0.0017004+0.004249i,0.0025501-0.0036138i,0.019756+0.0026392i,0.0012138-0.0020638i,-0.0022896-0.0062421i,-0.00062361-0.0018874i,0.011713+0.004231i,0.005324-0.00084046i,0.0032805-0.0081099i,0.0043531+0.0046985i,-0.0056372+0.0033035i,0.013594+0.0068697i,-0.042972-0.038452i,-0.013369+0.0071079i,-0.0025696-0.0016536i,-0.00034196+0.0019597i,-0.040781+0.010822i,-0.006653+0.0089029i,-0.013669+0.0042784i
-0.0088613+0.014525i,-0.014779+0.042985i,0.010155+0.034606i,-0.0056958+0.025728i,0.0025525+0.018806i,0.0057929+0.022239i,-0.025341+0.01931i,-0.018088+0.033374i,0.0043243+0.011232i,-0.0016754-0.0003781i,6.003e-05+0.002958i,0.0048759+0.0012376i,0.0039318+0.0030927i,-0.0015613+0.0028901i,-0.0023425+0.0046755i,-0.0042569-0.0057308i,-0.0069653+0.0043173i,-0.0017352+0.00095926i,0.00082598-0.00095509i,-0.00048763-3.4789e-05i,-0.00028586-0.0030111i,0.0011598-0.0022464i,0.00086153-0.0015448i,-0.011497-0.0061809i,0.00022151-0.0003113i,-0.0013582+0.00072061i,-0.0018293+0.0009203i,-0.0023292+0.00071325i,-0.0012717-0.00083148i,0.0010434-0.00076316i,-0.0014093+0.00086074i,0.001109-0.0007355i,0.0010212-0.00097178i,0.00029802+0.00057052i,-0.00086191+0.0014427i,-0.00056737-0.0061454i,-0.00056755+0.0011507i,0.00092258-0.00040259i,0.00033867+0.0013846i,0.0059816+0.0022374i,0.00085802-0.0022488i,-0.0024252-0.00083796i,-0.002889-0.0015787i,0.0035614+0.0052626i,-0.0052471+0.0054865i,0.00069306-0.067665i,-0.06547+0.029065i,-0.035023-0.021062i,-0.074054-0.038972i,-0.053586-0.0057487i,-0.078269+0.020716i,-0.071275+0.016315i,-0.040151-0.034694i,-0.01475-0.042691i,-0.044874-0.01019i,-0.0070287+0.00029525i,-0.025202+0.023467i,0.0099993+0.006094i,0.011748+0.001302i,-0.0042233-0.012202i,0.0073049+0.0021318i,-0.010002+0.0032603i,0.0079824+0.0096979i,0.0040129+0.0072501i,-0.00070408-0.00095731i,0.0065612+0.0024919i,0.0050881+0.00059937i,0.003706+0.016452i,0.004525+0.0053303i,-0.0031603-0.0054054i,0.0020905-0.0069105i,0.0029984+0.0049456i,-0.010834+0.00044693i,-0.0021799+0.0018316i,0.0052647-0.034421i,0.0081472+0.0074848i,0.0043666+0.0023244i,0.0017766+0.0029465i,-0.00062324-0.001543i,0.017443-0.0067042i,-0.0002651-0.0025476i,-0.0060104-0.0042636i,-0.0030171-0.00070564i,0.010261+0.00024489i,0.0043844-0.00017124i,0.00037024-0.0064636i,0.0058363+0.003371i,-0.0058083+0.0051167i,0.013549+0.0019026i,-0.049866-0.032004i,-0.0078047-0.0043924i,-0.0022909-0.0023665i,0.00079511+0.00049703i,-0.034014+0.023256i,-0.0046076+0.010078i,-0.011208+0.0061466i
-0.0056522+0.01448i,-0.0081652+0.043488i,0.015171+0.027076i,-0.00092817+0.024542i,0.0061443+0.017644i,0.0098474+0.019765i,-0.022126+0.024113i,-0.012074+0.031642i,0.0033172+0.0066497i,-0.001852+0.00077537i,0.0020198+0.0032377i,0.0023855-0.00017554i,0.0042665+0.0017557i,-0.00065071+0.0030323i,-0.0009903+0.0056252i,-0.0073432-0.0011736i,-0.0050769+0.0077031i,-0.00079864+0.0016923i,0.0015498-0.0013591i,0.0001366-0.00037245i,-0.0011402-0.0029133i,0.0010345-0.0029967i,0.00076694-0.0016791i,-0.013102-0.0027211i,-8.7686e-06-0.00038865i,-0.0010054+0.0012996i,-0.0009305+0.00084658i,-0.0014877+0.0015979i,-0.0013594-0.00059206i,0.00061582-0.0013622i,-0.00059573+0.0012724i,0.00071979-0.00085334i,0.00022405-0.0010127i,0.0005951+0.00031999i,-0.00040457+0.0023148i,-0.00033458-0.0060429i,-0.00057682+0.00099395i,0.00038651-0.0005931i,0.0013455+0.00011277i,0.00523+0.00020575i,0.00033624-0.0023671i,-0.0016726+0.00039114i,-0.0039208-0.00016378i,0.0043234+0.0033742i,-0.0048412+0.0038985i,-0.021414-0.067771i,-0.051594+0.038079i,-0.043932-0.017848i,-0.08186-0.024264i,-0.048947+0.0031428i,-0.063657+0.032282i,-0.058591+0.029101i,-0.044659-0.035922i,-0.019628-0.041978i,-0.043937+0.0047058i,-0.0071116+0.001612i,-0.012106+0.029352i,0.010618+0.0016815i,0.0085724-0.0049154i,-0.01499-0.011062i,0.0068762+0.00052518i,-0.0070286+0.0066224i,0.010708+0.0042979i,0.0059182+0.0065066i,-0.0027286+0.00041146i,0.0069736-0.0011222i,0.0063897-0.0019067i,0.0073502+0.01087i,0.0040578+0.0015678i,-0.00819-0.0022808i,-0.0003442-0.0047022i,0.0059607+0.0038818i,-0.0064043+0.0087454i,0.00021222+0.0030896i,-0.0031178-0.029074i,0.011679+0.003701i,0.0041808+0.00025174i,0.0019568+0.00079679i,0.00043236+0.00046404i,0.011135-0.011458i,-0.0025113+0.00030949i,-0.0072028-0.00076054i,-0.0033402+0.0026478i,0.0073478-0.0019488i,0.0072226-0.0016858i,7.1159e-05-0.0060345i,0.0088423+0.00078742i,-0.0025507+0.0064211i,0.012022-0.0023984i,-0.054835-0.021162i,-0.013312-0.013378i,-0.0017734-0.003374i,0.0015747-0.0014486i,-0.023386+0.028909i,-0.0028741+0.0056839i,-0.0076794+0.0026961i
-0.0028778+0.013388i,-0.00073822+0.043516i,0.017264+0.019884i,0.0039268+0.023337i,0.010239+0.014264i,0.013224+0.016396i,-0.016978+0.027936i,-0.0089395+0.029825i,0.0020143+0.0050969i,-0.0012089+0.0018479i,0.0027626+0.0019949i,0.0012927+0.0014533i,0.0041244+0.00058564i,-0.00052023+0.0035869i,0.00053802+0.0058055i,-0.0068839+0.0045065i,-0.0012752+0.0096646i,0.00017893+0.0013703i,0.00071796-0.0023398i,-0.00010249-0.0010034i,-0.0018293-0.0023632i,0.0003089-0.0032161i,0.00049733-0.0021784i,-0.013249+0.0018525i,-4.7408e-05-0.00050265i,-3.7993e-05+0.0012055i,-0.00063752+0.00033785i,-0.00031382+0.001585i,-0.0015203+7.1017e-05i,-0.00015356-0.0013172i,-2.2249e-05+0.0013388i,0.00027625-0.00092115i,-0.00054128-0.00087667i,0.0004846+0.00012906i,0.0008374+0.0021193i,-0.0010414-0.0071543i,-0.00021489+0.0016075i,-0.00025579-0.00048491i,0.0013962-0.00023916i,0.0043142-0.0010033i,-8.9292e-05-0.0026393i,-0.00085848+0.00027956i,-0.0038013+0.0019001i,0.0039948+0.0011665i,-0.0052463+0.0034435i,-0.040275-0.056269i,-0.038195+0.040608i,-0.05047-0.010015i,-0.086135-0.0086305i,-0.042727+0.008387i,-0.050293+0.036454i,-0.04508+0.03192i,-0.049606-0.029819i,-0.024674-0.03797i,-0.038557+0.015669i,-0.0073894+0.0030199i,-0.0006299+0.029242i,0.0097187-0.0032102i,0.0030834-0.0066471i,-0.021805-0.0016643i,0.0042153-5.7229e-05i,-0.0032429+0.007701i,0.0091245-0.001764i,0.0079322+0.0055931i,-0.0026596+0.0032028i,0.003816-0.0025456i,0.0057645-0.006272i,0.0077134+0.0051233i,0.001477-3.8241e-05i,-0.0081523+0.0019321i,-0.0016579-0.003479i,0.0071208+0.0013824i,0.0025083+0.010009i,0.0018773+0.002015i,-0.009225-0.022041i,0.011779-0.00078792i,0.0036256-0.0014151i,0.0022399+0.0016702i,0.0010808+0.00014076i,0.0055571-0.011515i,-6.4454e-05+0.0026745i,-0.0063401+0.0025545i,-0.00072397+0.0045915i,0.0052053-0.0019156i,0.0068371-0.0060628i,-0.0020838-0.0054558i,0.0082361-0.0049226i,-0.00088274+0.0053536i,0.010117-0.0067484i,-0.053195-0.0084303i,-0.022747-0.014256i,-0.0027058-0.0067104i,0.0021886-0.0050159i,-0.015862+0.029363i,-0.0065187+0.0040002i,-0.009935+0.00062956i
-0.0011641+0.012134i,0.0059084+0.041604i,0.016737+0.014316i,0.0085499+0.020454i,0.012676+0.0097403i,0.015251+0.012573i,-0.01067+0.029637i,-0.0060246+0.029175i,0.0019933+0.0049065i,0.00015923+0.0022944i,0.0030287+0.0011096i,0.0020994+0.0024027i,0.0039136-0.00046582i,0.0009214+0.0044397i,0.0021146+0.0055184i,-0.0036286+0.0079777i,0.0027341+0.0096686i,0.00065352+0.001131i,0.00025322-0.0021679i,-0.00065404-0.0011435i,-0.0026316-0.0017708i,-0.0005405-0.0029375i,-0.00038349-0.0024191i,-0.010583+0.0055467i,-0.00039186-0.00087607i,0.0001324+0.00025948i,-0.00086798+0.00011289i,0.00030267+0.00096764i,-0.0011996+0.00087721i,-0.0002531-0.00087125i,0.00039318+0.0014595i,6.9871e-05-0.0010074i,-0.0009098-0.00037007i,0.00036134-5.2359e-05i,0.0010997+0.0013575i,-0.0025151-0.0081651i,-0.00016061+0.0016081i,-0.00028992+0.00020872i,0.00062581-0.00087186i,0.0034417-0.0012451i,-0.00088459-0.0029544i,-0.00061699+0.00026448i,-0.0022817+0.0029377i,0.0031759+0.0011057i,-0.0052108+0.0040703i,-0.047457-0.039422i,-0.027966+0.038864i,-0.054749-0.00029231i,-0.087507+0.0085148i,-0.03832+0.0093431i,-0.038695+0.037622i,-0.035228+0.031684i,-0.051178-0.02374i,-0.026933-0.034471i,-0.031305+0.025254i,-0.0068173+0.0046988i,0.012183+0.025195i,0.0070317-0.006075i,-0.0015998-0.0056124i,-0.022102+0.007702i,0.0033768+0.00045329i,5.4612e-05+0.0084275i,0.0041974-0.0036912i,0.010075+0.002849i,-0.0013122+0.0049029i,0.0016405-0.0016395i,0.0028532-0.0094297i,0.0046746+0.001808i,-0.00062138+0.001212i,-0.0077063+0.0065549i,-0.002799-0.0014404i,0.0070325-0.0014907i,0.0068223+0.0052589i,0.0025257+0.0010285i,-0.012026-0.019727i,0.010288-0.0055347i,0.0025202-0.0022837i,0.0047403+0.0014087i,0.0013642-0.00012199i,0.0026777-0.0098471i,0.0020513+0.0018456i,-0.0039388+0.0055181i,0.0018713+0.0043462i,0.0046661-0.0022111i,0.0031705-0.010612i,-0.0026784-0.0037013i,0.0038899-0.0081961i,-0.00043237+0.0044882i,0.0052712-0.010389i,-0.04741-0.0019365i,-0.033462-0.006812i,-0.0053243-0.0087423i,0.00066056-0.0092545i,-0.00852+0.029522i,-0.010379+0.00642i,-0.011074+0.0024394i
0.0002736+0.011155i,0.011622+0.039273i,0.015945+0.011283i,0.011738+0.016475i,0.012814+0.0049902i,0.016669+0.0090903i,-0.0042962+0.029111i,-0.0035519+0.02806i,0.0025854+0.0035481i,0.00091725+0.0014982i,0.0026056+0.00038954i,0.0031306+0.0024957i,0.0033343-0.0013359i,0.0026211+0.003684i,0.0033382+0.0047163i,0.00017276+0.0091044i,0.0067358+0.007733i,0.0010375+0.00078912i,-0.00038933-0.0025296i,-0.0012019-0.00095683i,-0.0027401-0.00058593i,-0.00092225-0.0027083i,-0.0010694-0.0020227i,-0.0081432+0.0066524i,-0.00087685-0.00052813i,-0.00027119+0.00010607i,-0.0010388+0.00014278i,0.00047936+0.00025262i,-0.00043686+0.0011292i,-0.00027974-0.00078043i,0.00091706+0.001366i,-0.00045818-0.0011089i,-0.00082064+0.00014109i,8.1157e-05-0.00023256i,0.0012389+0.0013652i,-0.0040994-0.0091195i,-5.0209e-05+0.00095091i,0.0001789+0.0002926i,6.2629e-05-0.00071343i,0.0028458-0.0015362i,-0.001879-0.0017973i,-0.00060303+0.00024054i,-0.00097835+0.0033166i,0.0033295+0.0012489i,-0.004529+0.0051143i,-0.04629-0.02729i,-0.020642+0.036727i,-0.055256+0.012833i,-0.082542+0.028638i,-0.038882+0.010023i,-0.029694+0.035891i,-0.02697+0.030478i,-0.05081-0.017342i,-0.030482-0.031817i,-0.021997+0.02993i,-0.0063953+0.0066271i,0.01898+0.011233i,0.0046402-0.0082938i,-0.0047987-0.0020604i,-0.016631+0.016397i,0.0038109-0.00036583i,0.0040917+0.0060243i,0.0014814-0.001946i,0.011465-0.0018861i,0.00052061+0.0064321i,0.00095219-0.00059936i,-0.0029913-0.010994i,0.0027561+0.0040764i,-0.00035414+0.0034365i,-0.0027484+0.010974i,-0.0017528+0.00064906i,0.0056813-0.0033305i,0.0076234+0.0013019i,0.0033474-0.00066513i,-0.017699-0.017699i,0.0064242-0.0084018i,0.00091804-0.0026526i,0.0050994-0.0014087i,0.0010378+0.00056746i,0.0017375-0.0078666i,0.0028433+0.000242i,-0.00053212+0.0063955i,0.0034629+0.0018731i,0.0038255-0.0030773i,-0.002974-0.010199i,-0.0028635-0.003627i,-0.00058044-0.006767i,0.00055987+0.0036622i,-0.00089534-0.010456i,-0.044424+0.0024606i,-0.030228+0.0078491i,-0.0088939-0.0091603i,-0.0031512-0.011232i,-0.0039653+0.028257i,-0.0094055+0.012173i,-0.008391+0.0035075i
0.0016208+0.010148i,0.017313+0.036767i,0.016253+0.008996i,0.013182+0.012219i,0.011403+0.0016915i,0.017591+0.0054926i,0.0010536+0.027394i,-0.00085591+0.028307i,0.0028085+0.0026169i,0.00095334+0.001035i,0.0022576+0.00052316i,0.0046469+0.0023127i,0.0023946-0.0018144i,0.0034467+0.0020186i,0.0041677+0.0037275i,0.003595+0.0086432i,0.0090025+0.0040079i,0.0013758+0.00051253i,-0.0011334-0.0025591i,-0.0015571-0.00038996i,-0.002201+0.00031569i,-0.0015928-0.0025458i,-0.0014625-0.0015509i,-0.0068345+0.0086359i,-0.0011686-0.00015916i,-0.00054028+0.00042541i,-0.00057388+0.00053744i,-7.8788e-05-0.00031907i,-0.00010996+0.00084318i,-0.00047976-0.00078294i,0.0013089+0.0011644i,-0.00058311-0.00036066i,-0.00020309+0.00024769i,-7.4145e-05-0.00018674i,0.0018378+0.0005539i,-0.0085885-0.0093057i,-1.3842e-05+0.00048718i,0.00011246-0.00017258i,-0.00033492-0.00066193i,0.002311-0.0018663i,-0.0016811-0.00096386i,-0.00024996+0.00040734i,0.00019382+0.0026294i,0.0035472+0.00062914i,-0.0029457+0.0055341i,-0.044694-0.022118i,-0.015362+0.03514i,-0.049644+0.024815i,-0.071152+0.045041i,-0.039177+0.015499i,-0.023139+0.034533i,-0.021418+0.027803i,-0.049826-0.013044i,-0.033018-0.02719i,-0.014436+0.032142i,-0.0037634+0.0073781i,0.013496-0.0017494i,0.00092203-0.010558i,-0.0050025+0.0011636i,-0.0093345+0.018828i,0.0025443-0.0020015i,0.0048226+0.0023201i,0.0017508-0.0005852i,0.0095152-0.0054146i,0.0049265+0.0066568i,0.0010773+0.0011752i,-0.008631-0.0053532i,0.0040308+0.0056252i,0.0012875+0.0048667i,0.0022391+0.011357i,-0.00079403+0.0010845i,0.0044491-0.0045427i,0.0078016-0.0038177i,0.001647-0.0019647i,-0.024701-0.011364i,0.0030367-0.0089824i,-0.00034593-0.0016796i,0.0047094-0.00078646i,0.0016835+0.00060796i,0.0022376-0.0088539i,0.002257-0.0012941i,0.0019848+0.0048525i,0.0030418+0.0010804i,0.0033106-0.0027139i,-0.006472-0.0068362i,-0.0046079-0.0030466i,-0.0031147-0.0056992i,0.00079852+0.0023853i,-0.0047382-0.0075596i,-0.040879+0.0075774i,-0.023793+0.0095828i,-0.0090717-0.0084721i,-0.0066189-0.011143i,0.0011269+0.02532i,-0.0069855+0.0135i,-0.0081259+0.002798i
0.0027294+0.0090097i,0.022992+0.033665i,0.01706+0.0070371i,0.013435+0.0088217i,0.0095555-0.00027973i,0.017737+0.0019969i,0.0057207+0.024622i,0.0039905+0.027965i,0.0031573+0.0014283i,0.00099537+0.00085003i,0.0026732+0.00068482i,0.0061372+0.00044373i,0.0015443-0.0018081i,0.0028942+0.00098037i,0.0048669+0.0027859i,0.0064463+0.0062808i,0.0087551+0.00062121i,0.0017876-0.00025323i,-0.0018374-0.0023447i,-0.001384+0.00049509i,-0.0015205+0.00078666i,-0.0021298-0.0016874i,-0.0016166-0.00114i,-0.0032445+0.010279i,-0.001056+0.00035514i,-0.00025616+0.00079275i,-0.00077428+0.0011541i,-0.00096214-8.2683e-05i,1.0707e-05+0.00078041i,-0.00067555-0.00061297i,0.0021709+0.00063478i,-0.00018689-0.00037078i,-0.00031428+0.00022292i,-0.00021666-0.00010682i,0.0014726-0.00030068i,-0.011892-0.0058279i,0.00048659+0.00030784i,-0.00019431-9.6204e-05i,-0.00083693-0.00051971i,0.0016846-0.0018357i,-0.0014236-0.00057545i,-0.00012554+0.00022696i,0.0005205+0.0019628i,0.0034731+0.00035217i,-0.0014639+0.0047764i,-0.047071-0.018441i,-0.011101+0.033295i,-0.042018+0.034179i,-0.055915+0.055663i,-0.037975+0.021091i,-0.016552+0.03251i,-0.017218+0.026291i,-0.049914-0.0097103i,-0.034276-0.021537i,-0.0063772+0.033523i,-0.0018752+0.0069074i,0.0057693-0.0041913i,-0.0037253-0.010876i,-0.0032456+0.0044892i,-0.0032177+0.01781i,8.0697e-05-0.002641i,0.0031854-0.00078496i,0.0014174+7.0349e-06i,0.0068033-0.0086319i,0.0079518+0.0038686i,0.002415+0.0017667i,-0.0090757-0.00087606i,0.0062456+0.0060501i,0.003552+0.0054973i,0.0078738+0.0090528i,-0.00024566+0.0015673i,0.0036457-0.0055317i,0.005685-0.0079736i,0.00049303-0.00069569i,-0.030423-0.0010676i,0.0010392-0.008981i,-0.00040094-0.00046645i,0.0052894-0.00093072i,0.0020808+3.5253e-05i,0.00090578-0.011247i,0.00068707-0.0014706i,0.0037296+0.0037085i,0.0035913+0.00014345i,0.0043228-0.0035429i,-0.0081529-0.0038553i,-0.0065698-0.00016492i,-0.0058828-0.0022748i,0.0006778+0.001211i,-0.0061409-0.0045864i,-0.037111+0.010884i,-0.021681+0.011407i,-0.0087294-0.010445i,-0.0094619-0.010002i,0.0021869+0.022709i,-0.0059761+0.013492i,-0.0074496+0.0031151i
0.0038668+0.0080034i,0.029088+0.029183i,0.018802+0.0044344i,0.013283+0.0062292i,0.0084016-0.00080245i,0.017397-0.0011841i,0.0090761+0.020783i,0.0097478+0.026075i,0.0031594-3.8683e-05i,0.0010416+0.0006136i,0.0031275-8.6942e-05i,0.0054626-0.0024842i,0.0010444-0.0015628i,0.0027595+0.00052637i,0.0055491+0.0015694i,0.0070408+0.0032088i,0.0072791-0.0014933i,0.0011927-0.0011324i,-0.0026366-0.0016143i,-0.00067761+0.00091242i,-0.00068709+0.0008302i,-0.0019832-0.0011092i,-0.0017929-0.00070698i,0.00050005+0.0098079i,-0.00065911+0.00056976i,2.0259e-05+0.00075066i,-0.00024617+0.0016166i,-0.0010569+0.00064725i,0.00033323+0.00041483i,-0.00078243-0.00047208i,0.0018439-0.00045164i,-0.00057513-0.00044343i,-0.00038154+0.00038614i,-0.00031289-3.0267e-05i,0.00093812-0.00070264i,-0.012994-0.00088744i,0.00075713+4.9299e-05i,-0.00013092+8.817e-06i,-0.0012786-9.3363e-05i,0.0015984-0.0019102i,-0.0021187-0.00085349i,-2.6692e-05+9.7608e-05i,0.00050181+0.0016187i,0.0034553-0.00019823i,-0.0008169+0.0039787i,-0.051786-0.011317i,-0.0073399+0.0314i,-0.03104+0.039833i,-0.040769+0.062034i,-0.035824+0.028924i,-0.010429+0.028823i,-0.011141+0.024127i,-0.050393-0.0049282i,-0.033335-0.015448i,0.00017785+0.032641i,-0.0013156+0.0060371i,0.00079031-0.0046981i,-0.0087823-0.009478i,0.00067338+0.005226i,0.00056871+0.015317i,-0.0029362-0.0016793i,0.0082507-0.0079876i,0.002849+0.0017563i,0.0022507-0.010633i,0.0093908-0.00097917i,0.0036719+0.0012984i,-0.0085989+0.0038435i,0.0097846+0.0053053i,0.0073662+0.0042857i,0.011658+0.0035987i,0.00071146+0.0021041i,0.0020302-0.0062794i,-0.0011245-0.0086421i,0.0013824+0.00079442i,-0.036095+0.014i,-0.00074364-0.0082044i,0.00030053+0.00072295i,0.0058576-0.0046821i,0.0024482-0.00029856i,-0.0040837-0.012729i,-0.00022485-0.00072842i,0.0043793+0.0019318i,0.0034297-0.0006347i,0.0037314-0.004932i,-0.0082834+0.0006752i,-0.0060462+0.0034649i,-0.0062866-0.0012496i,-0.00049444-0.00016819i,-0.0062188-0.002223i,-0.034219+0.013455i,-0.020509+0.016072i,-0.011059-0.014247i,-0.009742-0.0082106i,0.0045545+0.021956i,-0.0059584+0.015581i,-0.005786+0.0019721i
0.0049622+0.0065906i,0.033943+0.022829i,0.02003+0.00037392i,0.012988+0.0040471i,0.0080876-0.0011249i,0.016787-0.0040509i,0.010895+0.017107i,0.014427+0.022469i,0.0024276-0.001474i,0.00091234+0.00057064i,0.0028424-0.00088986i,0.0034308-0.0038635i,0.00066064-0.0014243i,0.0024921+6.9576e-05i,0.0056195+8.7285e-05i,0.0061324+0.0013473i,0.0066771-0.002554i,0.00058269-0.0013051i,-0.002678-0.00058532i,1.3188e-07+0.00096951i,0.00013468+0.00051083i,-0.0018661-0.00093156i,-0.0016704-0.00030146i,0.0033981+0.0086579i,-0.00040586+0.00052896i,0.0001701+0.00070239i,0.00053581+0.0014311i,-0.00066801+0.00105i,0.00025464-7.5997e-05i,-0.0010411-0.0002238i,0.0012236-0.0010068i,-0.0010095-6.2051e-05i,-0.00016523+0.00065038i,-0.00038174+0.00017324i,0.00056735-0.00097398i,-0.012104+0.0025807i,0.00033629+0.00028282i,-0.00017897-0.00011209i,-0.0013885+0.00085332i,0.0013323-0.0024874i,-0.00063043+0.00043652i,-0.00013027-0.00021772i,0.00057459+0.0015358i,0.0035254-0.00049179i,-0.00026374+0.0034608i,-0.053339-0.00010186i,-0.0049841+0.029821i,-0.021417+0.040945i,-0.024352+0.066069i,-0.029157+0.037667i,-0.007252+0.023533i,-0.0078045+0.018324i,-0.048851+7.4056e-05i,-0.030408-0.0096057i,0.008478+0.030469i,-0.00091824+0.0060283i,-0.0047348-0.0031745i,-0.012158-0.0059366i,0.0032772+0.0031214i,0.0030401+0.014488i,-0.0058944+0.00097096i,-0.00040781-0.0079966i,0.0050806+0.00031908i,-0.0028777-0.0095606i,0.0070527-0.0048066i,0.004816-0.00033323i,-0.0069732+0.0073183i,0.012947+0.00066505i,0.0089462-0.00079485i,0.011793-0.0042247i,0.0022+0.001876i,1.2632e-05-0.0063762i,-0.0043078-0.0053491i,0.0030859-0.00024278i,-0.022763+0.011273i,-0.0032188-0.0070685i,0.001849+0.0010116i,0.0023988-0.0064771i,0.0026495-0.00048592i,-0.0098181-0.010451i,0.00017366+0.00062082i,0.0045655-1.4274e-05i,0.0029687-0.001703i,0.0025283-0.0054659i,-0.0064351+0.0042644i,-0.0035185+0.0056949i,-0.0071912+0.0030994i,-0.0029173-0.00018288i,-0.0059029-0.0008443i,-0.030162+0.017895i,-0.012304+0.019743i,-0.017465-0.015122i,-0.010177-0.0084494i,0.0056939+0.020578i,-0.0032985+0.018777i,-0.005453-0.0010975i
