-0.023468-0.018958i,-0.032711-0.033004i,-0.022522-0.019404i,-0.032543-0.020045i,-0.023922+0.0043703i,-0.028819-0.01767i,-0.058301-0.043721i,-0.041336-0.041191i,-0.031238-0.023714i,0.0052583+0.0056411i,-0.0034192+0.0061965i,-0.01105+0.011167i,0.0039616+0.0069597i,-0.0036988-0.0026511i,0.0028506+0.0016232i,0.0040158+0.028332i,0.026328+0.032271i,9.362e-05+0.00022198i,-0.002967-0.0028703i,0.007483+0.0039788i,0.0019515+0.00052353i,-1.4897e-06+0.0026982i,-0.00055502+0.00035856i,-0.032812-0.00088002i,-0.0032775-0.0048518i,3.1703e-05+0.0025814i,0.0039695-0.0011774i,0.00081101-0.00040108i,-0.0005082-0.00057927i,-0.0010862-0.001833i,-0.0021991-0.00062538i,-0.0038113-0.003796i,-0.0029466-0.0052609i,0.00033787-0.0011572i,0.00067679-0.0029963i,-0.0016117+0.025062i,0.0020292-0.0030282i,0.0021373-0.0039803i,0.0043619-0.0025666i,-0.0065339-0.0017043i,0.00085078+0.0011712i,0.010087-0.00038499i,-0.0019312-4.6309e-05i,-0.0032267+0.0014095i,-0.0088603-0.0026488i,-0.018586+0.021261i,-0.0082353-0.086314i,-0.002435-0.0609i,-0.021395-0.053773i,-0.010925-0.045607i,0.053771-0.026128i,0.024365-0.067725i,0.040848-0.053965i,0.018361-0.038833i,0.026153-0.019699i,0.012242+0.011768i,0.025461-0.029395i,-0.011302-0.0012983i,-0.00089672-0.00088041i,-0.0072858-0.0014674i,-0.0053237-0.028986i,-0.020433+0.027332i,0.0075691-0.0094328i,-0.010567-0.0032861i,-0.00237-0.0018459i,-0.00075805-0.014565i,-0.0082416+0.0050967i,0.0051941+0.010311i,-0.0099658+0.030859i,0.0064789+0.0074824i,-0.0036527-0.0016961i,-0.0023765-0.0016109i,-0.013155-0.0059915i,0.0001846-0.0040482i,-0.033311+0.0031901i,0.0030093-0.0090137i,-0.0071011-0.0018436i,-0.0052932-0.0030552i,0.0071052+0.0017564i,-0.010497+0.00084646i,0.0026335-0.00050559i,0.0060718+0.0078369i,0.0057487+0.00096265i,-0.0080116-0.00982i,0.0029463+0.0077642i,-0.019703+0.0076875i,0.0031273+0.0055601i,-0.021176-0.0087963i,-0.027289-0.0050381i,0.0098151-0.061668i,0.018435-0.014659i,-0.051262-0.028786i,-0.023632+0.0021386i,0.019215+0.010265i,-0.02721+0.012194i,-0.012804-0.0079955i
0.002252-0.0070446i,0.0067298-0.031451i,-0.015103-0.016329i,-0.010539-0.015212i,-0.011082-0.016262i,-0.010824-0.012216i,0.01408-0.014502i,0.012365-0.017063i,-0.0060917-0.006973i,0.0036207+0.00063935i,0.00017818+0.00054285i,-0.00087025+0.00068357i,0.0011739-0.00066006i,0.00073737-0.00070424i,-0.0011878-0.0015938i,0.002642-0.0048478i,-0.002939+0.00089495i,-0.00058261+0.00023861i,0.00015386-0.0004923i,0.00010456+0.0012793i,-0.00010044+0.0012048i,-0.00044902-9.4961e-05i,0.0012021+0.00061405i,-0.0027809+0.0028488i,5.3696e-05+0.00048517i,5.5741e-05+0.00020066i,-0.00076114+0.00036537i,2.9079e-06+0.00020115i,0.00021998+7.3149e-05i,0.00041057-0.00030304i,0.00040612-0.00011085i,0.0010065+0.00045569i,0.00019413-0.00012653i,-2.8895e-05-0.00063043i,0.00037605+0.00059392i,0.0064774-0.00036683i,0.00035191-0.00011817i,0.00096067+0.00023669i,0.00023369-0.00063036i,0.00060433-0.0011284i,0.0005712+0.00096079i,7.5608e-05-0.00012416i,-0.00021718-0.00087753i,-0.00055084+0.00085634i,-0.0079698-0.0077068i,0.0008756+0.021931i,0.029933-0.00059741i,0.030189-0.0035082i,0.0083704-0.01719i,0.02995+0.0072948i,0.022666+0.029006i,0.027267+0.019195i,0.018395+0.033065i,-0.023893+0.014339i,-0.00018338-0.0089002i,0.0023365-0.0052453i,0.0060488-0.0067653i,0.0097458+0.0017761i,0.0029974+0.0054522i,-0.0066316+0.006759i,-0.0023509-0.0051197i,0.0040269+0.0095426i,-0.0032753-0.0013981i,0.00042681+0.0031656i,0.00021672+0.00066395i,0.0018999-0.0035106i,0.0067554-0.0017797i,-0.0027175-0.00026569i,0.0046467-0.00089375i,-0.0067849-0.00052657i,-0.0017004-0.00092541i,0.00014716+8.7693e-05i,-0.0046902-0.0022375i,-0.0029201-0.0019668i,-0.011522-0.010186i,0.00257-0.0017985i,-0.0043287-2.3492e-05i,-0.0016549+0.0014037i,-0.0052527+0.0024953i,0.0051261+0.0012914i,-0.0081514-0.0016205i,-0.0020422-0.0062656i,-0.0025789-0.0016894i,-0.0059726-0.0005393i,0.0061357-0.0034373i,0.0042689+0.001606i,0.0026292-0.0025622i,0.0011153+0.0057159i,0.0031962+0.0013149i,0.010872+0.0062074i,-0.02564+0.0017671i,-0.031673+0.01569i,-0.014212+0.02269i,0.0025133+0.0022429i,0.006933-0.0066339i,-0.014222+0.0084724i
0.00089312-0.0073713i,0.0013405-0.03221i,-0.01779-0.013351i,-0.013067-0.012435i,-0.014235-0.014262i,-0.012084-0.01036i,0.010008-0.017537i,0.0093111-0.018078i,-0.00757-0.0059005i,0.003701-0.00068561i,0.0004979+0.00017648i,-0.00022906+0.0010677i,0.00072607-0.00089969i,0.00074434-0.00070691i,-0.0012641-0.0012468i,0.0017959-0.0048811i,-0.0020849+0.0018436i,-0.00061664+0.00019411i,-0.00013506-0.00054478i,0.0004692+0.0011334i,0.00034523+0.0013562i,-0.00040924+0.00010485i,0.001323+0.00017601i,-0.00080158+0.0032293i,0.00035487+0.00055607i,0.00018205+0.00015079i,-0.00032063+0.0009367i,8.0841e-05+0.0003189i,0.00024384+7.6615e-05i,0.00041712-0.00021396i,0.00022606-0.00028682i,0.0013463+4.3276e-05i,0.00027886-0.00013536i,-0.00033058-0.00045623i,0.00084123+0.00043119i,0.0061414-0.0020379i,0.00015412-2.285e-05i,0.00095575-0.00018474i,0.00014876-0.00043542i,0.00019572-0.0017439i,0.00079898+0.00068834i,5.768e-06-0.00029257i,-0.00043157-0.00027154i,0.00044997+0.00088234i,-0.0088603-0.0058781i,0.0042372+0.022624i,0.029803-0.0049343i,0.029122-0.0096266i,0.0033248-0.014648i,0.032901+0.0017598i,0.028114+0.02352i,0.029962+0.011413i,0.021109+0.024571i,-0.018814+0.014337i,-0.0023116-0.0076121i,-0.0011543-0.005338i,0.002676-0.0087691i,0.008039-0.0010851i,0.0038749+0.0041315i,-0.0027574+0.0092986i,-0.0028164-0.0021713i,0.0052717+0.0075161i,-0.0037738-0.00039811i,0.0018011+0.0039036i,0.001074+0.00049001i,-0.0003716-0.0034999i,0.0068423-0.00551i,-0.0031844+0.0001556i,0.0044786-0.0031518i,-0.0063481+0.0027732i,-0.0017787-0.001496i,-7.5496e-06-0.00056224i,-0.0043849+0.00056098i,-0.0029255-0.0013048i,-0.012889-0.0047549i,0.001086-0.002415i,-0.0037301+0.0010949i,-0.0018305+0.0011849i,-0.0036386+0.0042527i,0.0061306-0.00061328i,-0.0076448+0.0016469i,-0.0038654-0.0053435i,-0.0024956-0.001301i,-0.0054627+0.0016534i,0.0032478-0.0044752i,0.0047331-6.4388e-05i,0.0022085-0.0028012i,0.0026234+0.0045285i,0.0018779+0.0010035i,0.010074+0.0016091i,-0.024482+0.0072164i,-0.03005+0.023163i,-0.010066+0.021968i,0.0040902+0.004739i,0.004552-0.0063761i,-0.014162+0.010631i
-5.0615e-05-0.0076483i,-0.0044688-0.032023i,-0.019591-0.009967i,-0.014532-0.0093193i,-0.017137-0.011742i,-0.013136-0.0085843i,0.0056557-0.019414i,0.0067411-0.018948i,-0.0089035-0.0044463i,0.0032129-0.0017812i,0.00039455-0.00022762i,0.00048923+0.0012214i,0.00024025-0.0008214i,0.00084184-0.00084761i,-0.0014266-0.0010058i,0.0011122-0.0049121i,-0.00094036+0.0021836i,-0.00086731+0.00025334i,-0.00036401-0.00031781i,0.00074999+0.00076181i,0.00096834+0.0010882i,-0.00044347+0.00010301i,0.0012544-0.0003106i,0.00091498+0.002651i,0.00078298+0.00043616i,0.00032141+1.4507e-06i,0.0003099+0.00097047i,0.00016453+0.00034553i,0.00024762+3.7606e-05i,0.00043358-0.00034285i,3.6426e-05-0.00029984i,0.0013618-0.00061137i,0.00017021-0.00026002i,-0.00041155-0.00015168i,0.0011714-0.00027483i,0.0053292-0.003673i,0.0003111+4.5546e-05i,0.00077655-0.00046797i,0.00017621-0.00048753i,-0.00049952-0.0020268i,0.0010139+0.00025515i,-0.00021818-0.00037291i,-0.00034885+4.0798e-05i,0.00094135+0.00024698i,-0.0092633-0.0043926i,0.0095116+0.022456i,0.029487-0.0095821i,0.026553-0.01508i,0.00048767-0.011078i,0.034968-0.0047944i,0.031459+0.017125i,0.031526+0.0043531i,0.021216+0.017919i,-0.015039+0.014826i,-0.0041561-0.0059153i,-0.0042587-0.0035046i,-0.0016994-0.0092769i,0.0056135-0.0025176i,0.0039704+0.0028432i,0.00083128+0.0096224i,-0.0018326-0.00048849i,0.0053343+0.0052548i,-0.0040953+0.0019061i,0.0033626+0.0038864i,0.0013384-0.00024215i,-0.0018744-0.0023628i,0.0049419-0.008048i,-0.0028143+0.00089066i,0.0034806-0.0045596i,-0.0032573+0.0046003i,-0.0025998-0.0017558i,-0.00053105-0.00065604i,-0.0029797+0.0022717i,-0.0025609-0.00058266i,-0.012305-0.00014416i,0.00014268-0.0026406i,-0.0028905+0.0018085i,-0.0018408+0.0018086i,-0.0014004+0.0043839i,0.0062396-0.0031457i,-0.0061414+0.0040327i,-0.005385-0.0037742i,-0.0027084-0.001085i,-0.0043289+0.0028769i,0.0017081-0.0040203i,0.0043669-0.0014293i,0.0021344-0.003157i,0.0022081+0.0021872i,0.0010975+0.0011536i,0.0093715-0.0010341i,-0.021373+0.011417i,-0.024821+0.030534i,-0.0073163+0.021275i,0.0071243+0.005107i,0.002443-0.0048848i,-0.012567+0.013123i
-0.0011641-0.0080957i,-0.010005-0.030461i,-0.020759-0.0067724i,-0.015048-0.0064925i,-0.019496-0.0081323i,-0.014025-0.0067338i,0.00093523-0.019993i,0.0040593-0.019708i,-0.0094308-0.0026074i,0.0023722-0.0025174i,2.7715e-05-0.00016401i,0.0013015+0.00067924i,3.3519e-05-0.00051983i,0.00073609-0.0012466i,-0.0015674-0.00054846i,0.00025428-0.0048602i,-0.00021576+0.001913i,-0.0010556+0.00075363i,-0.00028786-1.8176e-05i,0.00081589+0.00027724i,0.0011958+0.00053619i,-0.00064987+0.00023384i,0.00093895-0.00068491i,0.0020442+0.0010921i,0.001191+2.4428e-06i,0.00026442-0.00020748i,0.00056477+0.00074174i,0.00032199+0.00033819i,0.00027167-8.8057e-06i,0.0002655-0.00044699i,-7.2606e-05-0.00026452i,0.0010579-0.0010038i,8.9651e-05-0.00029406i,-0.00033737-5.1926e-05i,0.00089832-0.0011645i,0.0041667-0.005017i,0.0005458-0.00014173i,0.00056884-0.00062619i,1.3511e-05-0.00051388i,-0.0013131-0.0020163i,0.00094971-0.00018348i,-0.00044493-0.00019605i,-0.00028204+0.00045615i,0.00091421-0.00015847i,-0.0092173-0.0032469i,0.015538+0.019161i,0.028459-0.014464i,0.023816-0.019148i,0.000759-0.0066832i,0.035242-0.013098i,0.033516+0.010594i,0.031718-0.0034216i,0.020978+0.013055i,-0.010061+0.014743i,-0.0049913-0.0036746i,-0.0060611-0.00047284i,-0.0064771-0.0083352i,0.0037688-0.0029071i,0.0037614+0.0022465i,0.0038808+0.0089818i,-0.00075363+0.00015474i,0.0045912+0.0030703i,-0.0019876+0.004385i,0.0052385+0.0028449i,0.0016049-0.00075644i,-0.0024949-0.00093408i,0.0023058-0.0099023i,-0.0023693+0.0013015i,0.0021939-0.00572i,-0.00091513+0.0037349i,-0.003807-0.0012293i,-0.00081535-0.00063715i,-0.0014288+0.0034356i,-0.0022879-0.00046505i,-0.010082+0.0038757i,-0.0010606-0.0030564i,-0.0018278+0.0020441i,-0.0014224+0.0019208i,0.00017593+0.0036211i,0.0052313-0.0058439i,-0.0036164+0.0055809i,-0.0056062-0.0017148i,-0.0032719-0.00056708i,-0.0033713+0.0040774i,0.00067498-0.0037118i,0.0037672-0.0021118i,0.0016523-0.0038757i,0.00079652+0.0019671i,0.0007406+0.0018141i,0.0084689-0.0040874i,-0.018043+0.012691i,-0.016642+0.034298i,-0.0038326+0.021475i,0.0090016+0.0043185i,0.0019474-0.0030903i,-0.010052+0.014579i
-0.0026501-0.008449i,-0.014909-0.027709i,-0.021556-0.0032894i,-0.01528-0.0041408i,-0.020421-0.0042851i,-0.014712-0.0047707i,-0.0032101-0.019039i,0.0014151-0.020123i,-0.009007-0.0010838i,0.0013499-0.0026888i,-1.3047e-06+0.00010184i,0.0014778-0.00012796i,4.694e-05-0.00033936i,0.00013307-0.0012756i,-0.0013543+1.0209e-05i,-0.0008383-0.0045506i,0.00033345+0.0018227i,-0.00066308+0.0013546i,-0.00026265+3.461e-05i,0.00053085-0.0001141i,0.0011929-1.623e-05i,-0.00063676+0.00049187i,0.00063474-0.00086359i,0.0017926-0.00050234i,0.0010643-0.00078484i,3.747e-05-0.00033247i,0.00080848+0.00057615i,0.00048195+0.00019376i,0.00025949-0.00011964i,4.6476e-05-0.00044539i,-0.00010104-0.00011458i,0.00074584-0.0013637i,-0.00010963-0.00032598i,-0.000355+0.00011365i,-1.7164e-05-0.0014571i,0.0026376-0.0061181i,0.00048937-0.00045646i,0.00033658-0.0008368i,-4.9833e-08-0.00044677i,-0.0022517-0.0017057i,0.00066454-0.00055224i,-0.00054545+0.00010314i,-0.00018564+0.00071362i,0.00089992-0.00046314i,-0.0086742-0.0025689i,0.019617+0.013356i,0.026599-0.019449i,0.021584-0.024142i,0.0040719-0.0036472i,0.032725-0.021677i,0.034185+0.0043749i,0.029447-0.010644i,0.02001+0.009666i,-0.0053768+0.012571i,-0.004585-0.0023188i,-0.0059264+0.0033634i,-0.011095-0.0045804i,0.002334-0.0030354i,0.0035683+0.0017713i,0.0065703+0.0073907i,0.00037411-0.00015408i,0.0030698+0.0021422i,0.0013174+0.0037498i,0.0067207+0.00057979i,0.0016532-0.0015706i,-0.0021104+0.00081661i,-0.0012444-0.011144i,-0.0023612+0.0021757i,0.00041211-0.0067632i,-0.00079346+0.003203i,-0.0046334+0.00013956i,-0.0011041-0.00049873i,0.0012843+0.0036104i,-0.0023675-0.00075424i,-0.006574+0.006313i,-0.0029425-0.0026643i,-0.00099136+0.0017588i,-0.00091588+0.0019796i,0.00096999+0.0025569i,0.0031717-0.0082333i,-0.001009+0.0054018i,-0.0049333-0.00028165i,-0.0031891+0.00026929i,-0.0015551+0.0052943i,-0.00049091-0.0030689i,0.0030131-0.002761i,0.000456-0.0042857i,0.00014696+0.0024962i,0.0008911+0.002256i,0.0067503-0.0063787i,-0.018271+0.012431i,-0.0091559+0.033895i,0.00046566+0.019841i,0.010483+0.0024163i,0.0022314-0.0020061i,-0.0073292+0.015259i
-0.0039896-0.0083983i,-0.018931-0.024228i,-0.021604+0.00027893i,-0.015193-0.0017382i,-0.020782-0.00070838i,-0.015065-0.0027895i,-0.0062495-0.017761i,-0.0013179-0.020634i,-0.0082546-0.00037661i,0.00077549-0.0024752i,0.00021912+0.00030554i,0.0012825-0.0006877i,3.1233e-05-0.00021673i,-2.4346e-05-0.0009699i,-0.00097226+0.00016883i,-0.0015653-0.0037974i,0.0010393+0.0015017i,-4.6088e-05+0.0014742i,-0.00019868+0.00020238i,0.00030146-0.00011912i,0.0010298-0.00052185i,-0.0004752+0.00067443i,0.0002944-0.0010648i,0.0010463-0.0015591i,0.00044344-0.0011959i,-0.00023386-0.00018017i,0.0010987+0.00029421i,0.0005383+4.1676e-06i,0.00020041-0.00018442i,-0.00018667-0.00036972i,-6.1906e-05-6.4092e-05i,0.0001298-0.001575i,-0.00020593-0.00011583i,-0.00010649+0.00028255i,-0.00038319-0.0010911i,0.00079447-0.0066385i,0.00033813-0.00047213i,-4.2162e-05-0.00085558i,-3.132e-06-0.00049315i,-0.0030675-0.0008441i,0.00034955-0.00068638i,-0.00043284+0.00036531i,8.5187e-05+0.001116i,0.00073672-0.00090664i,-0.0086239-0.002829i,0.021223+0.0068748i,0.023635-0.024287i,0.016608-0.029762i,0.0090836-0.004962i,0.027026-0.028954i,0.034172-0.0013639i,0.026449-0.015783i,0.019997+0.0079112i,-0.002556+0.0091363i,-0.0045467-0.0015951i,-0.0033324+0.0064732i,-0.013369+0.0011254i,0.00091267-0.0029889i,0.0033512+0.0015154i,0.0078423+0.0047802i,0.00067393-0.0012091i,0.0018876+0.0018908i,0.0018906+0.0020572i,0.0065091-0.0024712i,0.0011097-0.0026705i,-3.935e-05+0.0018853i,-0.0060288-0.0094709i,-0.0013664+0.0037653i,-0.0026258-0.0068035i,0.00054978+0.0036133i,-0.0047256+0.0019754i,-0.0013403-6.0037e-05i,0.0037623+0.0010735i,-0.0027296-0.00039236i,-0.0024596+0.0062568i,-0.0044235-0.0010764i,-0.00055935+0.0012353i,-0.00082305+0.0018951i,0.0014599+0.0013298i,-0.00035477-0.0099177i,0.0011441+0.0042742i,-0.0046292+0.00050884i,-0.0030512+0.0010291i,0.0011297+0.0052127i,-0.00072415-0.0019886i,0.0021657-0.0029174i,-0.00061908-0.0042686i,-0.00014719+0.0030237i,0.0011643+0.0026966i,0.0048567-0.0075523i,-0.019331+0.015125i,-0.0035527+0.032564i,0.0034436+0.016078i,0.011142-0.00017977i,0.0025746-0.0018791i,-0.0044491+0.014862i
-0.0054875-0.008378i,-0.021888-0.02028i,-0.020992+0.0036419i,-0.014601+0.00033056i,-0.02042+0.0030538i,-0.015208-0.00083675i,-0.0090491-0.016568i,-0.0045595-0.020852i,-0.0079214-0.00048141i,0.00061335-0.0022902i,0.00049888+0.00042342i,0.0009666-0.00097843i,0.00012877-4.7582e-06i,-1.8608e-05-0.00079758i,-0.00080732+0.00017062i,-0.0019493-0.0030533i,0.001395+0.00098575i,0.00050047+0.001388i,3.2803e-06+0.00032805i,0.00024572-7.4195e-05i,0.00068884-0.00089694i,-0.00036828+0.00085244i,-8.2737e-05-0.00095534i,5.503e-05-0.0019121i,-6.6487e-05-0.0011873i,-0.00027277+7.4059e-05i,0.00099918-0.00016615i,0.00054838-0.00018121i,0.00012677-0.00022544i,-0.0003267-0.00012509i,-2.0733e-05-6.2844e-05i,-0.00036402-0.0012991i,-0.00012356+1.8964e-05i,0.0001106+0.00021658i,-0.00050245-0.00096548i,-0.00090292-0.006299i,0.00039499-0.00058603i,-0.00034102-0.00060814i,-0.00014995-0.00053663i,-0.0035014+0.00037897i,0.00010092-0.0008109i,-0.00026102+0.00056721i,0.00053927+0.0013404i,0.00025782-0.0010442i,-0.009652-0.0029183i,0.020811+0.00090581i,0.019382-0.028331i,0.0094635-0.032978i,0.011903-0.0093739i,0.020083-0.033667i,0.03371-0.0072901i,0.023806-0.020701i,0.021543+0.005745i,-0.00042857+0.0059224i,-0.005301-0.0011927i,0.00011419+0.007342i,-0.012232+0.0076397i,-0.00025634-0.0025559i,0.0034815+0.0014042i,0.0082023+0.0026319i,9.66e-05-0.0020299i,0.00081658+0.0025254i,0.0022543+0.001566i,0.0044422-0.0048124i,-0.00033525-0.0031847i,0.0015911+0.0010919i,-0.0086454-0.0050352i,0.0011449+0.004222i,-0.0048622-0.0047669i,0.0019879+0.0025273i,-0.0038331+0.0038858i,-0.0012809+0.00021685i,0.0034499-0.0020748i,-0.0029144+0.00044301i,-4.6495e-05+0.0039038i,-0.0044052+0.0007933i,-0.0006408+0.00071866i,-0.00060479+0.0020695i,0.0011318+4.6109e-05i,-0.0048655-0.009265i,0.001936+0.0023669i,-0.0044434+0.0014248i,-0.0026129+0.0021231i,0.0032155+0.0038982i,-0.00022086-0.0016471i,0.0018085-0.0026251i,-0.0015608-0.0037843i,-0.00068605+0.0041303i,0.0016769+0.0027396i,0.0042446-0.0084104i,-0.018728+0.019307i,0.0012449+0.030413i,0.0038814+0.01172i,0.010177-0.0033579i,0.0024114-0.0014004i,-0.0023523+0.013297i
-0.0073728-0.0079106i,-0.023888-0.016294i,-0.019898+0.0068316i,-0.013802+0.0020068i,-0.019147+0.0065054i,-0.015175+0.0010816i,-0.011834-0.015016i,-0.0080454-0.020277i,-0.0082952-0.00065284i,0.00040365-0.0024165i,0.00091819+0.00039611i,0.0006569-0.0012075i,0.00034149+9.729e-05i,-6.4285e-05-0.00075146i,-0.00068783+0.00021258i,-0.002142-0.0024964i,0.0016044+0.0005793i,0.0011031+0.0011399i,0.00017572+0.00019558i,0.00026578-0.00014847i,7.997e-05-0.0009809i,-4.2505e-05+0.0010594i,-0.00028819-0.0007689i,-0.00071385-0.0018179i,-0.00047928-0.00099792i,-0.00020244+0.00023615i,0.00064119-0.00040391i,0.00051725-0.00039234i,7.3391e-05-0.00010761i,-0.00037384+0.00011179i,-3.2932e-05-4.9864e-05i,-0.00052111-0.00089387i,0.00016864+5.3354e-05i,0.00018858+4.8058e-05i,-0.00089846-0.00070554i,-0.0021189-0.0054452i,0.00015012-0.00074269i,-0.00044946-0.00034297i,-0.00032841-0.00032866i,-0.0033608+0.0016942i,-0.00035307-0.00070071i,-0.00010018+0.00053389i,0.0011947+0.0014238i,-5.4962e-05-0.00073599i,-0.010921-0.0021131i,0.018637-0.0040056i,0.014493-0.030928i,0.0022306-0.033528i,0.011906-0.013908i,0.012375-0.036592i,0.032386-0.013654i,0.020006-0.02575i,0.023185+0.0023976i,0.00059174+0.001313i,-0.0064954+1.7767e-05i,0.003151+0.006252i,-0.0081364+0.012304i,-0.0010511-0.0020105i,0.0034802+0.0011408i,0.0083362+0.00051906i,-0.0010091-0.0020821i,0.00084976+0.0038136i,0.0030833+0.00052211i,0.0020202-0.0051625i,-0.0015205-0.0028543i,0.0021708-0.00016264i,-0.0086267-0.00093678i,0.0032198+0.0031213i,-0.0059099-0.0024904i,0.0019573+0.0013064i,-0.0018837+0.0051276i,-0.0014113+0.00051723i,0.0013797-0.0042636i,-0.002704+0.0012616i,0.0001291+0.0015245i,-0.0037428+0.0022843i,-0.0010545+0.0006134i,-0.00016742+0.0018576i,0.00021967-0.00035278i,-0.0078064-0.0064801i,0.001757+0.0010792i,-0.0037304+0.0021836i,-0.0016027+0.0025814i,0.0042554+0.0019563i,-0.00026931-0.0013491i,0.001942-0.0026661i,-0.0019994-0.0027845i,0.00060039+0.0062478i,0.0017764+0.0028678i,0.0028464-0.010302i,-0.01663+0.02369i,0.0050218+0.027528i,0.0020934+0.0085052i,0.0066547-0.0052028i,0.003109-0.0015708i,-0.0019472+0.011658i
-0.009055-0.0067196i,-0.025248-0.012614i,-0.018162+0.0097109i,-0.01294+0.0033254i,-0.017409+0.009211i,-0.01487+0.0032264i,-0.014155-0.013025i,-0.011215-0.019034i,-0.0092374-0.00035006i,7.9333e-05-0.0024632i,0.0013657+4.2915e-05i,0.0003281-0.0010973i,0.00057316+0.00013359i,-0.0001241-0.00061907i,-0.00060987+0.00022579i,-0.0022069-0.0022138i,0.0020597+0.0001252i,0.0014624+0.0005711i,0.00013447-1.0911e-05i,0.00023722-0.00017159i,-0.00028631-0.00083283i,0.00053231+0.00097146i,-0.00033399-0.00067711i,-0.0011171-0.0016259i,-0.00089165-0.00076997i,-4.2667e-05+0.00033658i,0.00050352-0.00031578i,0.00034707-0.00050062i,0.00010008-7.6005e-05i,-0.00025061+0.00041758i,-5.2142e-05+5.0864e-05i,-0.00058149-0.00079887i,0.00023744-0.00011024i,0.00010065+1.9629e-05i,-0.0009761-0.00014147i,-0.0028825-0.0044929i,-0.00018126-0.00063872i,-0.00051815-0.00010927i,-0.00024645-0.00017618i,-0.0026056+0.0028703i,-0.00049649-0.00036795i,0.00014413+0.00059782i,0.0017951+0.0010108i,-3.6161e-05-0.00049413i,-0.011664-0.00060452i,0.016053-0.0065557i,0.0099068-0.032514i,-0.0042537-0.032432i,0.0099554-0.017853i,0.0042567-0.036598i,0.029335-0.019854i,0.015618-0.029679i,0.0242-0.0014732i,-0.0011968-0.0027523i,-0.007164+0.0023357i,0.0049886+0.0040458i,-0.0029126+0.014596i,-0.0018875-0.0012935i,0.0037251+0.0010262i,0.0076195-0.0017038i,-0.0017354-0.0016533i,0.0017194+0.0050318i,0.0029109-0.00089995i,0.00045296-0.0044504i,-0.0026539-0.0020769i,0.0019694-0.0010799i,-0.0068813+0.001915i,0.0044849+0.0012974i,-0.0060629-5.0763e-05i,0.0015452+0.0011798i,0.00033716+0.0051114i,-0.0010877+0.0010719i,-0.0010293-0.0049023i,-0.0021504+0.0015883i,-0.0011422+0.00060737i,-0.0027289+0.0035137i,-0.0013421+0.0011145i,-0.00021461+0.001652i,-0.00024971-0.00027062i,-0.0091641-0.0034442i,0.0012421+0.00017449i,-0.0032447+0.0025291i,-0.00071122+0.002551i,0.0045117-0.00026607i,5.9502e-05-0.001341i,0.0020175-0.0033682i,-0.0021121-0.0026651i,0.0028387+0.0063298i,0.0024355+0.0029871i,0.00096535-0.011104i,-0.012896+0.028841i,0.0078095+0.024732i,-0.00073557+0.0076227i,0.0033115-0.0041032i,0.0029908-0.0024208i,-0.0019423+0.010633i
-0.010135-0.0051866i,-0.026756-0.0093212i,-0.01604+0.011958i,-0.012093+0.0045684i,-0.015434+0.011912i,-0.013928+0.0052602i,-0.016156-0.010798i,-0.014308-0.017528i,-0.010428+0.00070097i,-0.00015988-0.0027202i,0.0015325-0.00059188i,0.00029574-0.0010907i,0.00086445+7.4347e-05i,5.8983e-05-0.00073991i,-0.00060787+0.00025024i,-0.0024297-0.00197i,0.0022335-0.0008073i,0.0014171-5.7447e-05i,7.9568e-05-5.6242e-05i,0.00035329-0.00024669i,-0.0005724-0.00059216i,0.00084855+0.00055314i,-0.00051004-0.00068194i,-0.0013651-0.0016347i,-0.0011439-0.00033325i,0.00018715+0.000362i,0.00041349-0.00042092i,0.00015249-0.00047101i,0.0001087-6.5076e-05i,0.00016807+0.00059747i,-2.3187e-05+0.00015052i,-0.00080707-0.00062085i,0.00034276-0.00031894i,0.00016034+2.4528e-05i,-0.00063035+0.00011587i,-0.0033673-0.0035999i,-0.00030505-0.00041418i,-0.00034397+0.00015308i,-0.00018353-0.00024662i,-0.0013006+0.0035041i,-0.00045046-0.00012452i,0.00036885+0.00034804i,0.0022705+0.00025225i,2.5528e-05-0.00045293i,-0.012195+0.0008801i,0.014737-0.0085669i,0.0053617-0.033555i,-0.010088-0.02959i,0.0079057-0.020371i,-0.0029109-0.033925i,0.025153-0.02523i,0.011038-0.033417i,0.024906-0.0062743i,-0.0042705-0.0048404i,-0.0063967+0.0053029i,0.0054898+0.0016042i,0.002003+0.014222i,-0.0023584-0.00021981i,0.0045382+0.00061886i,0.0062041-0.003585i,-0.0022722-0.001147i,0.0037543+0.0054954i,0.0020493-0.001129i,-0.00042441-0.0037169i,-0.0032398-0.00092433i,0.0016795-0.0017451i,-0.0053613+0.0033935i,0.0047327-0.001004i,-0.0053684+0.0020464i,0.0021295+0.0015038i,0.002015+0.0041579i,-0.00055753+0.0011067i,-0.0035172-0.0044279i,-0.0018343+0.0017165i,-0.0018474+0.0013789i,-0.0012024+0.0041948i,-0.00099056+0.0016856i,-0.00018688+0.0021286i,-0.00045218-0.00028324i,-0.0096648-0.00058335i,0.00052213-0.0001002i,-0.0029392+0.0033151i,-0.000292+0.0025168i,0.0039185-0.0024798i,5.2911e-05-0.001941i,0.001743-0.0042107i,-0.0026168-0.0022065i,0.0049064+0.0053174i,0.0033679+0.0029311i,-0.00098666-0.011439i,-0.0056009+0.032008i,0.010733+0.021374i,-0.0029941+0.0087451i,0.0018123-0.0017094i,0.0021489-0.0025507i,-0.0019989+0.010145i
